trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,position_sizing_mode,stop_distance_points,contracts_raw,initial_stop_price,campaign_variant_name,variant_role,scope,alpha_variant_name,phase,account_size_usd,risk_per_trade_pct,risk_budget_usd,leverage_used,risk_pct_decimal,max_contracts,skip_trade_if_too_small,capital_after_trade_usd
11,2012-05-16,short,1,2012-05-16 10:30:00-04:00,1549.0,1554.0,1542.775,2012-05-16 11:30:00-04:00,1542.875,target,50.0,50.0,50.0,15490.0,6.125,61.25,61.25,2.5,58.75,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2012-05-16 09:30:00-04:00,1,fixed_contracts,5.0,1.0,1554.0,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
12,2012-07-27,long,1,2012-07-27 10:30:00-04:00,1617.6,1614.7,1623.75,2012-07-27 13:30:00-04:00,1623.65,target,28.999999999998636,28.999999999998636,28.999999999998636,16176.0,6.050000000000182,60.50000000000182,60.50000000000182,2.5,58.00000000000182,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2012-07-27 09:30:00-04:00,3,fixed_contracts,2.8999999999998636,1.0,1614.7,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
13,2012-09-21,long,1,2012-09-21 11:30:00-04:00,1775.1,1768.9,1780.2199999999998,2012-09-21 14:30:00-04:00,1772.4,time_stop,61.99999999999818,61.99999999999818,61.99999999999818,17751.0,-2.699999999999818,-26.99999999999818,-26.99999999999818,2.5,-29.49999999999818,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2012-09-21 10:30:00-04:00,3,fixed_contracts,6.199999999999818,1.0,1768.9,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
14,2012-11-06,short,1,2012-11-06 12:30:00-05:00,1714.4,1716.0,1709.0,2012-11-06 15:30:00-05:00,1716.1,stop,15.99999999999909,15.99999999999909,15.99999999999909,17144.0,-1.699999999999818,-16.99999999999818,-16.99999999999818,2.5,-19.49999999999818,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2012-11-06 11:30:00-05:00,3,fixed_contracts,1.599999999999909,1.0,1716.0,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
15,2013-01-10,short,1,2013-01-10 10:30:00-05:00,1678.2,1678.3,1673.73,2013-01-10 11:30:00-05:00,1678.3999999999999,stop,0.9999999999990905,0.9999999999990905,0.9999999999990905,16782.0,-0.1999999999998181,-1.999999999998181,-1.999999999998181,2.5,-4.499999999998181,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-01-10 09:30:00-05:00,1,fixed_contracts,0.09999999999990905,1.0,1678.3,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
16,2013-01-11,long,1,2013-01-11 10:30:00-05:00,1661.1,1655.6,1665.86,2013-01-11 11:30:00-05:00,1655.5,stop,55.0,55.0,55.0,16611.0,-5.599999999999909,-55.99999999999909,-55.99999999999909,2.5,-58.49999999999909,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-01-11 09:30:00-05:00,1,fixed_contracts,5.5,1.0,1655.6,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
17,2013-03-08,short,1,2013-03-08 10:30:00-05:00,1578.9,1583.0,1574.5600000000002,2013-03-08 11:30:00-05:00,1574.66,target,40.99999999999909,40.99999999999909,40.99999999999909,15789.0,4.240000000000009,42.40000000000009,42.40000000000009,2.5,39.90000000000009,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-03-08 09:30:00-05:00,1,fixed_contracts,4.099999999999909,1.0,1583.0,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
18,2013-05-01,short,1,2013-05-01 14:30:00-04:00,1453.4,1456.0,1445.5700000000002,2013-05-01 15:30:00-04:00,1456.1,stop,25.99999999999909,25.99999999999909,25.99999999999909,14534.0,-2.699999999999818,-26.99999999999818,-26.99999999999818,2.5,-29.49999999999818,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-05-01 13:30:00-04:00,1,fixed_contracts,2.599999999999909,1.0,1456.0,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
19,2013-05-03,short,1,2013-05-03 10:30:00-04:00,1471.4,1474.8,1464.6200000000001,2013-05-03 11:30:00-04:00,1464.72,target,33.999999999998636,33.999999999998636,33.999999999998636,14714.0,6.680000000000064,66.80000000000064,66.80000000000064,2.5,64.30000000000064,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-05-03 09:30:00-04:00,1,fixed_contracts,3.3999999999998636,1.0,1474.8,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
20,2013-05-14,short,1,2013-05-14 10:30:00-04:00,1434.3000000000002,1437.7,1426.9300000000003,2013-05-14 11:30:00-04:00,1427.0300000000002,target,33.999999999998636,33.999999999998636,33.999999999998636,14343.000000000002,7.269999999999982,72.69999999999982,72.69999999999982,2.5,70.19999999999982,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-05-14 09:30:00-04:00,1,fixed_contracts,3.3999999999998636,1.0,1437.7,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
21,2013-09-05,long,1,2013-09-05 11:30:00-04:00,1367.8,1364.8,1373.56,2013-09-05 14:30:00-04:00,1369.7,time_stop,30.0,30.0,30.0,13678.0,1.900000000000091,19.00000000000091,19.00000000000091,2.5,16.50000000000091,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-09-05 10:30:00-04:00,3,fixed_contracts,3.0,1.0,1364.8,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
22,2013-09-18,short,1,2013-09-18 14:30:00-04:00,1341.2,1350.4,1333.89,2013-09-18 15:30:00-04:00,1350.5,stop,92.00000000000045,92.00000000000045,92.00000000000045,13412.0,-9.299999999999955,-92.99999999999955,-92.99999999999955,2.5,-95.49999999999955,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2013-09-18 13:30:00-04:00,1,fixed_contracts,9.200000000000045,1.0,1350.4,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
23,2014-01-28,long,1,2014-01-28 10:30:00-05:00,1251.1,1248.3,1255.56,2014-01-28 13:30:00-05:00,1251.0,time_stop,27.999999999999545,27.999999999999545,27.999999999999545,12511.0,-0.09999999999990905,-0.9999999999990905,-0.9999999999990905,2.5,-3.4999999999990905,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-01-28 09:30:00-05:00,3,fixed_contracts,2.7999999999999545,1.0,1248.3,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
24,2014-03-14,long,1,2014-03-14 12:30:00-04:00,1376.6,1373.8,1381.52,2014-03-14 14:30:00-04:00,1381.42,target,27.999999999999545,27.999999999999545,27.999999999999545,13766.0,4.820000000000164,48.20000000000164,48.20000000000164,2.5,45.70000000000164,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-03-14 11:30:00-04:00,2,fixed_contracts,2.7999999999999545,1.0,1373.8,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
25,2014-05-02,short,1,2014-05-02 10:30:00-04:00,1290.9,1291.7,1286.4250000000002,2014-05-02 11:30:00-04:00,1291.8,stop,7.999999999999545,7.999999999999545,7.999999999999545,12909.0,-0.8999999999998636,-8.999999999998636,-8.999999999998636,2.5,-11.499999999998636,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-05-02 09:30:00-04:00,1,fixed_contracts,0.7999999999999545,1.0,1291.7,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
26,2014-05-07,long,1,2014-05-07 10:30:00-04:00,1296.5,1293.8,1300.125,2014-05-07 11:30:00-04:00,1293.7,stop,27.000000000000455,27.000000000000455,27.000000000000455,12965.0,-2.7999999999999545,-27.999999999999545,-27.999999999999545,2.5,-30.499999999999545,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-05-07 09:30:00-04:00,1,fixed_contracts,2.7000000000000455,1.0,1293.8,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
27,2014-07-17,short,1,2014-07-17 11:30:00-04:00,1315.5,1315.6,1310.98,2014-07-17 12:30:00-04:00,1315.6999999999998,stop,0.9999999999990905,0.9999999999990905,0.9999999999990905,13155.0,-0.1999999999998181,-1.999999999998181,-1.999999999998181,2.5,-4.499999999998181,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-07-17 10:30:00-04:00,1,fixed_contracts,0.09999999999990905,1.0,1315.6,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
28,2014-11-07,short,1,2014-11-07 11:30:00-05:00,1163.2,1167.4,1157.8,2014-11-07 12:30:00-05:00,1167.5,stop,42.000000000000455,42.000000000000455,42.000000000000455,11632.0,-4.2999999999999545,-42.999999999999545,-42.999999999999545,2.5,-45.499999999999545,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-11-07 10:30:00-05:00,1,fixed_contracts,4.2000000000000455,1.0,1167.4,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
29,2014-11-14,short,1,2014-11-14 10:30:00-05:00,1168.6000000000001,1173.3,1163.5300000000002,2014-11-14 11:30:00-05:00,1173.3999999999999,stop,46.99999999999818,46.99999999999818,46.99999999999818,11686.000000000002,-4.799999999999727,-47.99999999999727,-47.99999999999727,2.5,-50.49999999999727,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,2014-11-14 09:30:00-05:00,1,fixed_contracts,4.699999999999818,1.0,1173.3,fixed_1_contract,baseline,full,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,is,,,,,,,,
