campaign_variant_name,variant_role,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,pass_target_3000_usd_without_breaching_2000_dd,days_to_3000_usd_if_reached,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
fixed_1_contract,baseline,full,fixed_contracts,,,,1.0,50000.0,95.49999999999955,-95.49999999999955,195.79999999998836,0,0,0,0,0,0,False,,195.79999999998836,57.74999999996362
fixed_1_contract,baseline,oos,fixed_contracts,,,,1.0,50000.0,78.49999999999909,-78.49999999999909,152.49999999999272,0,0,0,0,0,0,False,,152.49999999999272,6.5
risk_pct_0p0075__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0075,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,False,,391.599999999984,115.49999999993452
risk_pct_0p0075__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0075,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0075,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0075,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,False,,457.4999999999709,19.499999999985448
risk_pct_0p0075__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0075,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3083.0,783.1999999999607,269.49999999986903
risk_pct_0p0075__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0075,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,896.0,609.9999999999636,25.999999999985448
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0075,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,883.4999999999563,7,0,0,17,7,0,True,3041.0,883.4999999999563,273.8999999998414
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0075,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,896.0,762.4999999999563,32.49999999998545
risk_pct_0p0075__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0075,6.0,True,,50000.0,392.49999999999545,-392.49999999999545,983.7999999999447,12,0,0,27,12,0,True,3041.0,983.7999999999447,252.69999999998254
risk_pct_0p0075__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0075,6.0,True,,50000.0,392.49999999999545,-392.49999999999545,836.4999999999418,5,0,0,10,5,0,True,896.0,836.4999999999418,38.99999999997817
risk_pct_0p0080__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.008,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,False,,391.599999999984,115.49999999993452
risk_pct_0p0080__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.008,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0080__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.008,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0080__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.008,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,False,,457.4999999999709,19.499999999985448
risk_pct_0p0080__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.008,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3041.0,783.1999999999607,269.49999999986903
risk_pct_0p0080__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.008,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,896.0,609.9999999999636,25.999999999985448
risk_pct_0p0080__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.008,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,883.4999999999563,7,0,0,17,7,0,True,3041.0,883.4999999999563,265.99999999998545
risk_pct_0p0080__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.008,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,896.0,762.4999999999563,32.49999999998545
risk_pct_0p0080__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.008,6.0,True,,50000.0,398.9999999999918,-398.9999999999918,983.7999999999447,12,0,0,27,12,0,True,2898.0,983.7999999999447,319.19999999998254
risk_pct_0p0080__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.008,6.0,True,,50000.0,392.49999999999545,-392.49999999999545,836.4999999999491,5,0,0,10,5,0,True,894.0,836.4999999999491,38.99999999997817
risk_pct_0p0085__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0085,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,False,,391.599999999984,115.49999999993452
risk_pct_0p0085__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0085,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0085__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0085,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0085__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0085,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,False,,457.4999999999709,19.499999999985448
risk_pct_0p0085__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0085,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3041.0,783.1999999999607,230.99999999986903
risk_pct_0p0085__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0085,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,896.0,609.9999999999636,25.999999999985448
risk_pct_0p0085__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0085,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,883.4999999999563,7,0,0,17,7,0,True,3041.0,883.4999999999563,265.99999999998545
risk_pct_0p0085__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0085,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0085__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0085,6.0,True,,50000.0,470.99999999999454,-470.99999999999454,983.7999999999374,12,0,0,27,12,0,True,2898.0,983.7999999999374,319.19999999998254
risk_pct_0p0085__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0085,6.0,True,,50000.0,446.9999999999891,-446.9999999999891,836.4999999999491,5,0,0,10,5,0,True,894.0,836.4999999999491,38.99999999997817
risk_pct_0p0090__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.009,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,False,,391.599999999984,115.49999999993452
risk_pct_0p0090__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.009,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0090__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.009,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0090__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.009,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,False,,457.4999999999709,19.499999999985448
risk_pct_0p0090__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.009,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3041.0,783.1999999999607,230.99999999986903
risk_pct_0p0090__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.009,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,896.0,609.9999999999636,25.999999999985448
risk_pct_0p0090__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.009,5.0,True,,50000.0,457.4999999999932,-457.4999999999932,883.4999999999491,7,0,0,17,7,0,True,3041.0,883.4999999999491,265.99999999998545
risk_pct_0p0090__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.009,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0090__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.009,6.0,True,,50000.0,470.99999999999454,-470.99999999999454,983.7999999999374,12,0,0,27,12,0,True,2898.0,983.7999999999374,319.19999999998254
risk_pct_0p0090__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.009,6.0,True,,50000.0,470.99999999999454,-470.99999999999454,914.9999999999491,5,0,0,10,5,0,True,894.0,914.9999999999491,38.99999999997817
risk_pct_0p0095__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0095,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,True,3115.0,391.599999999984,115.49999999993452
risk_pct_0p0095__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0095,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0095__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0095,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3083.0,587.3999999999651,173.24999999989814
risk_pct_0p0095__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0095,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,True,926.0,457.4999999999709,19.499999999985448
risk_pct_0p0095__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0095,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3041.0,783.1999999999607,230.99999999986903
risk_pct_0p0095__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0095,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,894.0,609.9999999999636,25.999999999985448
risk_pct_0p0095__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0095,5.0,True,,50000.0,477.4999999999977,-477.4999999999977,978.9999999999491,7,0,0,17,7,0,True,3001.0,978.9999999999491,327.24999999983265
risk_pct_0p0095__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0095,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0095__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0095,6.0,True,,50000.0,477.4999999999977,-477.4999999999977,1079.2999999999374,12,0,0,27,12,0,True,2898.0,1079.2999999999374,319.19999999998254
risk_pct_0p0095__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0095,6.0,True,,50000.0,470.99999999999454,-470.99999999999454,914.9999999999491,5,0,0,10,5,0,True,894.0,914.9999999999491,38.99999999997817
risk_pct_0p0100__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.01,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,True,3115.0,391.599999999984,115.49999999993452
risk_pct_0p0100__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.01,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.01,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3083.0,587.3999999999651,173.24999999989814
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.01,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,True,896.0,457.4999999999709,19.499999999985448
risk_pct_0p0100__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.01,4.0,True,,50000.0,381.9999999999982,-381.9999999999982,783.1999999999607,5,0,0,13,5,0,True,3041.0,783.1999999999607,230.99999999986903
risk_pct_0p0100__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.01,4.0,True,,50000.0,313.99999999999636,-313.99999999999636,609.9999999999636,2,0,0,5,2,0,True,894.0,609.9999999999636,25.999999999985448
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.01,5.0,True,,50000.0,477.4999999999977,-477.4999999999977,978.9999999999491,7,0,0,17,7,0,True,3001.0,978.9999999999491,327.24999999983265
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.01,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,2,0,0,7,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0100__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.01,6.0,True,,50000.0,477.4999999999977,-477.4999999999977,1079.2999999999374,12,0,0,27,12,0,True,2898.0,1079.2999999999374,319.19999999998254
risk_pct_0p0100__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.01,6.0,True,,50000.0,470.99999999999454,-470.99999999999454,914.9999999999491,5,0,0,10,5,0,True,852.0,914.9999999999491,38.99999999997817
risk_pct_0p0105__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0105,2.0,True,,50000.0,190.9999999999991,-190.9999999999991,391.599999999984,0,0,0,3,0,0,True,3115.0,391.599999999984,115.49999999993452
risk_pct_0p0105__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0105,2.0,True,,50000.0,156.99999999999818,-156.99999999999818,304.99999999998545,0,0,0,1,0,0,False,,304.99999999998545,12.999999999992724
risk_pct_0p0105__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0105,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,2,0,0,7,2,0,True,3083.0,587.3999999999651,173.24999999989814
risk_pct_0p0105__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0105,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,2,0,0,True,896.0,457.4999999999709,19.499999999985448
