campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,net_pnl_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor,expectancy_usd,nb_trades,win_rate,avg_win_usd,avg_loss_usd,max_drawdown_pct,max_drawdown_usd,annualized_vol_pct,exposure_time_in_market_pct,worst_trade_loss_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd,signal_attempt_count,entered_trade_count,skip_too_small_count,forced_one_contract_count,avg_contracts_entered,max_contracts_used,avg_contracts_raw,cap_hit_count,cap_hit_rate,avg_contracts,median_contracts,pct_trades_at_1_contract,pct_trades_at_2_contracts,pct_trades_at_3_plus_contracts,nb_skipped_trades,pct_skipped_trades,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,days_to_3000_usd_if_reached,prop_score,net_pnl_delta_vs_baseline_usd,cagr_delta_vs_baseline_pct,sharpe_delta_vs_baseline,max_drawdown_delta_vs_baseline_usd
fixed_1_contract,baseline,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,fixed_contracts,1.0,,,,50000.0,1515.2000000000317,3.0304000000000633,0.6969485789528607,1.1838636293646474,0.6675678645351645,3.9478599221792665,44.56470588235387,34,0.5294117647058824,112.733333333333,-32.12499999999764,0.3049999999999818,152.4999999999909,0.6869628117356867,1.0743969187107236,78.49999999999909,0,0,-78.49999999999909,152.49999999999272,0,0,False,,152.49999999999272,6.5,35,34,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,1,2.857142857142857,0,0,0,0,0,0,,-2.20439244523929,0.0,0.0,0.0,0.0
risk_pct_0p0075__max_contracts_2__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,2.0,True,50000.0,2113.6000000000786,4.227200000000157,0.9678656579676037,1.1397241250783918,0.46560567531730024,3.056031128404897,64.04848484848723,33,0.5151515151515151,184.80000000000018,-64.24999999999528,0.6099999999999636,304.9999999999818,0.9953779209104323,1.0541252787350497,156.99999999999818,0,0,-156.99999999999818,304.99999999998545,0,0,False,,304.99999999998545,12.999999999992724,35,33,1,0,2.0,2,20.201733560688098,33,0.9428571428571428,2.0,2.0,0.0,100.0,0.0,2,5.714285714285714,0,0,0,1,0,0,,-3.3151942914312684,598.4000000000469,0.27091707901474305,-0.04413950428625557,152.4999999999909
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,3.0,True,50000.0,2920.1500000001215,5.840300000000243,1.3292678645865363,1.1386281740802702,0.42885390259204526,2.8937418936448354,88.48939393939762,33,0.5151515151515151,262.4794117647064,-96.37499999999292,0.9149999999999454,457.4999999999727,1.3765379180926558,1.0541252787350497,235.49999999999727,0,0,-235.49999999999727,457.4999999999709,0,0,False,,457.4999999999709,19.499999999985448,35,33,1,0,2.9696969696969697,3,20.270611006827085,32,0.9142857142857143,2.9696969696969697,3.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,0,0,0,2,0,0,,-4.019332144425481,1404.9500000000899,0.6323192856336757,-0.045235455284377224,304.9999999999818
risk_pct_0p0075__max_contracts_4__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,4.0,True,50000.0,3414.20000000016,6.82840000000032,1.5485612035031293,1.072843591905278,0.37605764966605365,2.6606031128406666,103.4606060606109,33,0.5151515151515151,321.77647058823584,-128.49999999999056,1.2199999999999271,609.9999999999636,1.7081165109825502,1.0541252787350497,313.99999999999636,2,0,-313.99999999999636,609.9999999999636,0,0,True,896.0,609.9999999999636,25.999999999985448,35,33,1,0,3.8484848484848486,4,20.31047098002142,29,0.8285714285714286,3.8484848484848486,4.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,2,0,0,5,2,0,896.0,0.6657974423829862,1899.0000000001282,0.8516126245502686,-0.1110200374593695,457.4999999999727
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,5.0,True,50000.0,3786.0000000001946,7.57200000000039,1.7125674320892958,1.0048286097636299,0.33360769999078804,2.4731517509729466,114.72727272727863,33,0.5151515151515151,373.8823529411768,-160.6249999999882,1.524999999999909,762.4999999999545,2.02233715946827,1.0541252787350497,392.49999999999545,2,0,-392.49999999999545,762.4999999999563,0,0,True,896.0,762.4999999999563,32.49999999998545,35,33,1,0,4.696969696969697,5,20.34678015371881,28,0.8,4.696969696969697,5.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,2,0,0,7,2,0,896.0,-0.8187641707085191,2270.800000000163,1.0156188531364352,-0.17903501960101753,609.9999999999636
risk_pct_0p0075__max_contracts_6__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0075,6.0,True,50000.0,4195.500000000222,8.391000000000444,1.8921999817922863,0.9776553502723087,0.3345324942727593,2.431422722620451,127.13636363637036,33,0.5151515151515151,419.20588235294105,-183.18749999998602,1.6729999999998926,836.4999999999463,2.3033656625017884,1.0541252787350497,392.49999999999545,5,0,-392.49999999999545,836.4999999999418,0,0,True,896.0,836.4999999999418,38.99999999997817,35,33,1,0,5.424242424242424,6,20.377228261435018,24,0.6857142857142857,5.424242424242424,6.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,5,0,0,10,5,0,896.0,-0.8352839491823616,2680.3000000001903,1.1952514028394257,-0.20620827909233874,683.9999999999554
risk_pct_0p0080__max_contracts_2__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.008,2.0,True,50000.0,2113.6000000000786,4.227200000000157,0.9678656579676037,1.1397241250783918,0.46560567531730024,3.056031128404897,64.04848484848723,33,0.5151515151515151,184.80000000000018,-64.24999999999528,0.6099999999999636,304.9999999999818,0.9953779209104323,1.0541252787350497,156.99999999999818,0,0,-156.99999999999818,304.99999999998545,0,0,False,,304.99999999998545,12.999999999992724,35,33,1,0,2.0,2,21.548515798067303,33,0.9428571428571428,2.0,2.0,0.0,100.0,0.0,2,5.714285714285714,0,0,0,1,0,0,,-3.3151942914312684,598.4000000000469,0.27091707901474305,-0.04413950428625557,152.4999999999909
risk_pct_0p0080__max_contracts_3__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.008,3.0,True,50000.0,2920.1500000001215,5.840300000000243,1.3292678645865363,1.1386281740802702,0.42885390259204526,2.8937418936448354,88.48939393939762,33,0.5151515151515151,262.4794117647064,-96.37499999999292,0.9149999999999454,457.4999999999727,1.3765379180926558,1.0541252787350497,235.49999999999727,0,0,-235.49999999999727,457.4999999999709,0,0,False,,457.4999999999709,19.499999999985448,35,33,1,0,2.9696969696969697,3,21.621985073948892,32,0.9142857142857143,2.9696969696969697,3.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,0,0,0,2,0,0,,-4.019332144425481,1404.9500000000899,0.6323192856336757,-0.045235455284377224,304.9999999999818
risk_pct_0p0080__max_contracts_4__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.008,4.0,True,50000.0,3618.800000000165,7.23760000000033,1.6389211474240106,1.1077769630952816,0.39859335206241964,2.7601167315177193,109.66060606061106,33,0.5151515151515151,333.81176470588315,-128.49999999999056,1.2199999999999271,609.9999999999636,1.7533846343980464,1.0541252787350497,313.99999999999636,2,0,-313.99999999999636,609.9999999999636,0,0,True,896.0,609.9999999999636,25.999999999985448,35,33,1,0,3.909090909090909,4,21.69183607563859,31,0.8857142857142857,3.909090909090909,4.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,2,0,0,5,2,0,896.0,1.0433975559530047,2103.600000000133,0.94197256847115,-0.07608666626936578,457.4999999999727
risk_pct_0p0080__max_contracts_5__skip_trade_if_too_small_true,grid,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.008,5.0,True,50000.0,3990.6000000001995,7.981200000000399,1.8024485932980339,1.0394276390404684,0.35163626190788083,2.552762645914589,120.92727272727878,33,0.5151515151515151,385.9176470588242,-160.6249999999882,1.524999999999909,762.4999999999545,2.0606720548582667,1.0541252787350497,392.49999999999545,2,0,-392.49999999999545,762.4999999999563,0,0,True,896.0,762.4999999999563,32.49999999998545,35,33,1,0,4.757575757575758,5,21.73056586091581,28,0.8,4.757575757575758,5.0,0.0,3.0303030303030303,96.96969696969697,2,5.714285714285714,2,0,0,7,2,0,896.0,-0.44216708287799733,2475.400000000168,1.1055000143451732,-0.14443599032417898,609.9999999999636
