variant_name,session_date,signal_time,signal_index,state_pre,state_post,policy_multiplier,allowed_to_trade,blocked_reason,trade_executed,quantity,trade_number_in_day,exit_reason,overlay_exit_reason,net_pnl_usd,net_pnl_r
state_machine_a,2019-05-07,2019-05-07 10:01:00-04:00,475,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,125.26,1.0374358124896472
state_machine_a,2019-05-09,2019-05-09 10:04:00-04:00,560,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-68.24,-0.5064568799168768
state_machine_a,2019-05-13,2019-05-13 10:01:00-04:00,562,neutral,neutral,1.0,True,,True,1,1,time_exit,,70.26,0.4788060515196947
state_machine_a,2019-05-20,2019-05-20 10:25:00-04:00,604,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-61.74,-0.5288675689566559
state_machine_a,2019-06-03,2019-06-03 10:01:00-04:00,598,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-92.24,-0.5033835407116349
state_machine_a,2019-06-18,2019-06-18 10:03:00-04:00,436,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-86.24,-0.5050954667916129
state_machine_a,2019-08-02,2019-08-02 10:04:00-04:00,604,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,106.26,1.049585144211774
state_machine_a,2019-08-06,2019-08-06 10:03:00-04:00,603,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-54.24,-0.588031222896791
state_machine_a,2019-08-07,2019-08-07 10:10:00-04:00,610,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,167.26,1.0536726722943177
state_machine_a,2019-08-13,2019-08-13 10:26:00-04:00,624,neutral,defensive,1.0,True,,True,1,1,time_exit,,-72.24,-0.16279803488529318
state_machine_a,2019-08-14,2019-08-14 10:12:00-04:00,612,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,104.76,1.0098322729901679
state_machine_a,2019-08-23,2019-08-23 10:05:00-04:00,604,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-69.24,-0.5595603685146274
state_machine_a,2019-09-03,2019-09-03 10:04:00-04:00,603,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-66.74,-0.5066039168058296
state_machine_a,2019-10-03,2019-10-03 10:00:00-04:00,599,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-79.74,-0.5237782448765107
state_machine_a,2019-10-04,2019-10-04 10:00:00-04:00,599,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-45.74,-0.5397687042718905
state_machine_a,2019-12-12,2019-12-12 10:00:00-05:00,599,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-94.24,-0.5033112582781456
state_machine_a,2019-12-13,2019-12-13 10:01:00-05:00,574,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-56.24,-0.5148297326986452
state_machine_a,2020-01-31,2020-01-31 10:08:00-05:00,608,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,179.26,1.0317716127546908
state_machine_a,2020-02-05,2020-02-05 10:14:00-05:00,614,neutral,defensive,1.0,True,,True,1,1,time_exit,,-22.24,-0.12512658940024754
state_machine_a,2020-02-21,2020-02-21 10:40:00-05:00,640,neutral,neutral,1.0,True,,True,1,1,time_exit,,37.76,0.14793919448362325
state_machine_a,2020-02-25,2020-02-25 10:20:00-05:00,620,neutral,locked_profit,1.0,True,,True,1,1,overlay_hard_profit_lock,overlay_hard_profit_lock,210.26,1.0219694760377174
state_machine_a,2020-02-26,2020-02-26 10:35:00-05:00,635,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-152.74,-0.5539276129687387
state_machine_a,2020-02-27,2020-02-27 10:23:00-05:00,623,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-135.74,-0.5501337440220475
state_machine_a,2020-03-04,2020-03-04 10:22:00-05:00,622,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-129.24,-0.5424781732706515
state_machine_a,2020-03-05,2020-03-05 10:18:00-05:00,618,neutral,locked_profit,1.0,True,,True,1,1,overlay_peak_giveback_lock,overlay_peak_giveback_lock,75.76,0.4530016742406123
state_machine_a,2020-03-06,2020-03-06 10:25:00-05:00,625,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-127.24,-0.5455324987137712
state_machine_a,2020-03-10,2020-03-10 10:20:00-04:00,620,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-138.24,-0.6030361193508986
state_machine_a,2020-03-11,2020-03-11 10:30:00-04:00,630,neutral,halted,1.0,True,,True,1,1,overlay_hard_loss_cap,overlay_hard_loss_cap,-100.24,-0.5069282896733084
