n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count
1125,0.4613333333333333,225.67919075144508,-169.25124378109453,-169.25124378109453,13.394666666666666,1.1476506121489145,15069.0,-2659.5,0.05319,0.689927560594245,9,2.01,9,160,-250.0,-250.0,0.4497777777777778,0.192,0.3537777777777778,398,0.7512562814070352,0.24120603015075376,33469.0,0.0044444444444444444,0.45014361920393925,1125,0.5289139633286318,0.5289139633286318,0.07439514305422797,-0.18478260869565216,0.06958300528949052,2.01,160,daily_pnl_over_static_capital,2127,2437
