strategy_id,signal_rule,execution_rule,session,flat_overnight,quantity_mode,initial_capital_usd,execution_profile,overall_total_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_max_drawdown,overall_worst_daily_loss_usd,overall_daily_loss_limit_breach_freq,overall_trailing_drawdown_breach_freq,oos_total_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_max_drawdown,oos_worst_daily_loss_usd,oos_daily_loss_limit_breach_freq,oos_trailing_drawdown_breach_freq,oos_net_pnl_slippage_x2,oos_profit_factor_slippage_x2,oos_sharpe_ratio_slippage_x2
paper_vwap_baseline,close[t-1] vs session VWAP[t-1],next open leak-free,09:30:00 -> 16:00:00,True,paper_full_notional,25000.0,paper_reference,20729,-25008.0,0.9262902087235633,-0.8994759026914967,-25373.5,-1380.0,0.0028620492272467086,0.9885518030910132,613,-2376.5,0.7662880464178591,-0.7066732810483942,-2518.5,-1380.0,0.0019047619047619048,0.940952380952381,-2989.5,0.7205291203141068,-0.8601573616574665
