entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,6,-213.16874999999527,-35.528124999999214,0.0
11.0,32,-159.59999999997535,-4.98749999999923,0.3125
12.0,44,-291.9463541666346,-6.635144412878059,0.4318181818181818
13.0,31,-135.3812499999799,-4.367137096773545,0.41935483870967744
14.0,31,-122.19479166666588,-3.941767473118254,0.3870967741935484
15.0,15,-80.793749999998,-5.386249999999866,0.4
