trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2024-01-03,short,1,2024-01-03 12:00:00-05:00,4751.75,4756.491666666667,4744.6375,2024-01-03 12:35:00-05:00,4756.741666666667,stop,50000.0,,,27.45833333333394,27.45833333333394,27.45833333333394,23758.75,0.475175,-4.991666666666788,-19.96666666666715,-24.95833333333394,2.5,-27.45833333333394,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-03 11:55:00-05:00,7,35.0,-24.95833333333394,12.0,4.916666666666667,5.5,-4.311330375325269,2.75,-4.75,13.75,-23.75,0.5007587253414153,-0.8649468892260811
2,2024-01-04,short,1,2024-01-04 12:35:00-05:00,4748.25,4754.975,4738.162499999999,2024-01-04 13:35:00-05:00,4749.75,time_stop,50000.0,,,37.37500000000182,37.37500000000182,37.37500000000182,23741.25,0.474825,-1.5,-6.0,-7.5,2.5,-10.0,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-04 12:30:00-05:00,12,60.0,-7.5,12.0,4.75,4.5,-1.752165704541767,5.25,-3.0,26.25,-15.0,0.7023411371237116,-0.40133779264212094
3,2024-01-08,long,1,2024-01-08 11:20:00-05:00,4759.5,4754.041145833334,4767.688281249999,2024-01-08 12:05:00-05:00,4767.438281249999,target,50000.0,,,31.04427083333121,31.04427083333121,31.04427083333121,23797.5,0.47595,7.938281249998909,31.753124999995634,39.69140624999454,2.5,37.19140624999454,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-08 11:15:00-05:00,9,45.0,39.69140624999454,11.0,4.588541666666667,5.25,7.60932103649975,8.25,-2.5,41.25,-12.5,1.3287475882896638,-0.4026507843302012
4,2024-01-08,long,1,2024-01-08 12:05:00-05:00,4766.25,4759.052083333333,4777.046875,2024-01-08 13:05:00-05:00,4769.25,time_stop,50000.0,,,39.73958333333485,39.73958333333485,39.73958333333485,23831.25,0.476625,3.0,12.0,15.0,2.5,12.5,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-08 12:00:00-05:00,12,60.0,15.0,12.0,4.479166666666667,4.5,6.773582075757986,5.25,-5.75,26.25,-28.75,0.6605504587155712,-0.7234600262122922
5,2024-01-09,long,1,2024-01-09 11:50:00-05:00,4789.0,4784.54375,4795.684375000001,2024-01-09 12:00:00-05:00,4795.434375000001,target,50000.0,,,26.03125000000091,26.03125000000091,26.03125000000091,23945.0,0.4789,6.434375000000728,25.73750000000291,32.17187500000364,2.5,29.671875000003638,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-09 11:45:00-05:00,2,10.0,32.17187500000364,11.0,4.5625,4.5,2.3378865470967867,7.75,-0.5,38.75,-2.5,1.488595438175218,-0.0960384153661431
6,2024-01-09,long,1,2024-01-09 12:45:00-05:00,4797.75,4794.551041666667,4802.5484375,2024-01-09 13:05:00-05:00,4802.2984375,target,50000.0,,,19.74479166666697,19.74479166666697,19.74479166666697,23988.75,0.479775,4.548437499999636,18.193749999998545,22.74218749999818,2.5,20.24218749999818,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-09 12:40:00-05:00,4,20.0,22.74218749999818,12.0,4.489583333333333,2.5,5.213421781621946,6.0,-2.25,30.0,-11.25,1.5193880242679798,-0.5697705091004924
7,2024-01-10,long,1,2024-01-10 11:00:00-05:00,4806.25,4801.547395833333,4813.30390625,2024-01-10 11:15:00-05:00,4801.297395833333,stop,50000.0,,,27.26302083333394,27.26302083333394,27.26302083333394,24031.25,0.480625,-4.952604166666788,-19.81041666666715,-24.76302083333394,2.5,-27.26302083333394,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-10 10:55:00-05:00,3,15.0,-24.76302083333394,11.0,4.526041666666667,3.75,3.6220450083847027,0.25,-8.5,1.25,-42.5,0.0458496513516085,-1.5588881459546888
8,2024-01-10,long,1,2024-01-10 14:50:00-05:00,4822.5,4818.416666666667,4828.625,2024-01-10 15:25:00-05:00,4818.166666666667,stop,50000.0,,,24.16666666666515,24.16666666666515,24.16666666666515,24112.5,0.48225,-4.33333333333303,-17.33333333333212,-21.66666666666515,2.5,-24.16666666666515,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-10 14:45:00-05:00,7,35.0,-21.66666666666515,14.0,3.3333333333333335,3.5,5.985273337353647,6.0,-9.25,30.0,-46.25,1.2413793103449053,-1.913793103448396
9,2024-01-12,long,1,2024-01-12 14:00:00-05:00,4820.0,4815.976041666667,4826.0359375,2024-01-12 14:25:00-05:00,4815.726041666667,stop,50000.0,,,23.86979166666606,23.86979166666606,23.86979166666606,24100.0,0.482,-4.273958333333212,-17.09583333333285,-21.36979166666606,2.5,-23.86979166666606,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-12 13:55:00-05:00,5,25.0,-21.36979166666606,14.0,5.239583333333333,3.0,2.6291566414502086,3.75,-4.25,18.75,-21.25,0.78551167357628,-0.8902465633864507
10,2024-01-15,short,1,2024-01-15 10:15:00-05:00,4810.25,4812.568229166666,4806.772656250001,2024-01-15 10:35:00-05:00,4812.818229166666,stop,50000.0,,,15.341145833331211,15.341145833331211,15.341145833331211,24051.25,0.481025,-2.5682291666662422,-10.272916666664969,-12.841145833331211,2.5,-15.341145833331211,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-15 10:10:00-05:00,4,20.0,-12.841145833331211,10.0,3.1822916666666665,2.25,-1.343537427607771,0.0,-3.0,0.0,-15.0,0.0,-0.9777626888475296
11,2024-01-16,short,1,2024-01-16 12:30:00-05:00,4793.25,4800.0125,4783.106250000001,2024-01-16 13:20:00-05:00,4800.2625,stop,50000.0,,,37.56249999999909,37.56249999999909,37.56249999999909,23966.25,0.479325,-7.012499999999818,-28.049999999999272,-35.06249999999909,2.5,-37.56249999999909,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-16 12:25:00-05:00,10,50.0,-35.06249999999909,12.0,5.125,5.25,-3.958118174532501,6.25,-7.75,31.25,-38.75,0.831946755407674,-1.031613976705516
12,2024-01-19,long,1,2024-01-19 09:55:00-05:00,4822.5,4814.040104166666,4835.18984375,2024-01-19 10:55:00-05:00,4827.5,time_stop,50000.0,,,46.04947916666788,46.04947916666788,46.04947916666788,24112.5,0.48225,5.0,20.0,25.0,2.5,22.5,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-19 09:50:00-05:00,12,60.0,25.0,9.0,4.598958333333333,5.5,9.536023859785928,7.25,-7.0,36.25,-35.0,0.7871967426341476,-0.7600520273709012
13,2024-01-19,long,1,2024-01-19 11:00:00-05:00,4828.75,4822.250520833333,4838.49921875,2024-01-19 12:00:00-05:00,4834.5,time_stop,50000.0,,,36.24739583333394,36.24739583333394,36.24739583333394,24143.75,0.482875,5.75,23.0,28.75,2.5,26.25,impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,2024-01-19 10:55:00-05:00,12,60.0,28.75,11.0,4.994791666666667,5.75,8.786557010205797,9.5,-3.0,47.5,-15.0,1.3104389683166675,-0.41382283210000026
