trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_reason,bars_held,holding_minutes,gross_pnl_usd,r_multiple,entry_signal_time,exit_signal_time
1,2019-05-06,long,1,2019-05-06 09:45:00-04:00,7744.25,7722.835714285714,,2019-05-06 09:50:00-04:00,7722.585714285714,stop,50000.0,,,,,,15488.5,0.30977,-21.664285714286052,-86.65714285714421,-43.328571428572104,2.5,-45.828571428572104,vwap_pullback_continuation,vwap_pullback_continuation,5,5.0,-43.328571428572104,,2019-05-06 09:45:00-04:00,2019-05-06 09:50:00-04:00
2,2019-05-06,long,1,2019-05-06 10:04:00-04:00,7738.75,7731.996428571429,,2019-05-06 12:08:00-04:00,7758.25,vwap_recross,49954.171428571426,,,,,,15477.5,0.3098339849782315,19.5,78.0,39.0,2.5,36.5,vwap_pullback_continuation,vwap_pullback_continuation,124,124.0,39.0,,2019-05-06 10:04:00-04:00,2019-05-06 12:08:00-04:00
3,2019-05-06,short,1,2019-05-06 12:29:00-04:00,7753.25,7758.880357142857,,2019-05-06 12:33:00-04:00,7759.130357142857,stop,49990.671428571426,,,,,,15506.5,0.3101878721944409,-5.880357142857065,-23.52142857142826,-11.76071428571413,2.5,-14.26071428571413,vwap_pullback_continuation,vwap_pullback_continuation,4,4.0,-11.76071428571413,,2019-05-06 12:29:00-04:00,2019-05-06 12:33:00-04:00
4,2019-05-07,short,1,2019-05-07 09:59:00-04:00,7716.0,7729.841071428571,,2019-05-07 12:33:00-04:00,7687.0,vwap_recross,49976.41071428571,,,,,,15432.0,0.3087856806729175,29.0,116.0,58.0,2.5,55.5,vwap_pullback_continuation,vwap_pullback_continuation,154,154.0,58.0,,2019-05-07 09:59:00-04:00,2019-05-07 12:33:00-04:00
5,2019-05-07,short,1,2019-05-07 12:44:00-04:00,7669.75,7686.935714285714,,2019-05-07 16:00:00-04:00,7654.0,session_close,50031.91071428571,,,,,,15339.5,0.30659432712051277,15.75,63.0,31.5,2.5,29.0,vwap_pullback_continuation,vwap_pullback_continuation,195,196.0,31.5,,2019-05-07 12:44:00-04:00,2019-05-07 15:59:00-04:00
6,2019-05-08,long,1,2019-05-08 09:55:00-04:00,7636.25,7630.541071428572,,2019-05-08 09:58:00-04:00,7630.291071428572,stop,50060.91071428571,,,,,,15272.5,0.3050783491967464,-5.95892857142826,-23.83571428571304,-11.91785714285652,2.5,-14.41785714285652,vwap_pullback_continuation,vwap_pullback_continuation,3,3.0,-11.91785714285652,,2019-05-08 09:55:00-04:00,2019-05-08 09:58:00-04:00
7,2019-05-08,long,1,2019-05-08 10:07:00-04:00,7648.0,7634.060714285714,,2019-05-08 10:10:00-04:00,7633.810714285714,stop,50046.49285714285,,,,,,15296.0,0.3056358023660571,-14.189285714285688,-56.75714285714275,-28.378571428571377,2.5,-30.878571428571377,vwap_pullback_continuation,vwap_pullback_continuation,3,3.0,-28.378571428571377,,2019-05-08 10:07:00-04:00,2019-05-08 10:10:00-04:00
8,2019-05-08,long,1,2019-05-08 10:54:00-04:00,7643.5,7635.7642857142855,,2019-05-08 10:58:00-04:00,7635.5142857142855,stop,50015.614285714284,,,,,,15287.0,0.30564455157289455,-7.985714285714494,-31.942857142857974,-15.971428571428987,2.5,-18.471428571428987,vwap_pullback_continuation,vwap_pullback_continuation,4,4.0,-15.971428571428987,,2019-05-08 10:54:00-04:00,2019-05-08 10:58:00-04:00
9,2019-05-09,short,1,2019-05-09 09:53:00-04:00,7513.25,7535.180357142857,,2019-05-09 10:48:00-04:00,7516.0,vwap_recross,49997.142857142855,,,,,,15026.5,0.3005471741242357,-2.75,-11.0,-5.5,2.5,-8.0,vwap_pullback_continuation,vwap_pullback_continuation,55,55.0,-5.5,,2019-05-09 09:53:00-04:00,2019-05-09 10:48:00-04:00
10,2019-05-09,short,1,2019-05-09 11:05:00-04:00,7496.75,7509.978571428572,,2019-05-09 11:13:00-04:00,7510.228571428572,stop,49989.142857142855,,,,,,14993.5,0.2999351287708188,-13.47857142857174,-53.91428571428696,-26.95714285714348,2.5,-29.45714285714348,vwap_pullback_continuation,vwap_pullback_continuation,8,8.0,-26.95714285714348,,2019-05-09 11:05:00-04:00,2019-05-09 11:13:00-04:00
11,2019-05-09,long,1,2019-05-09 11:54:00-04:00,7520.25,7510.501785714286,,2019-05-09 16:00:00-04:00,7592.5,session_close,49959.68571428571,,,,,,15040.5,0.3010527345190894,72.25,289.0,144.5,2.5,142.0,vwap_pullback_continuation,vwap_pullback_continuation,245,246.0,144.5,,2019-05-09 11:54:00-04:00,2019-05-09 15:59:00-04:00
12,2019-05-10,short,1,2019-05-10 09:59:00-04:00,7562.5,7572.101785714286,,2019-05-10 12:17:00-04:00,7504.25,vwap_recross,50101.68571428571,,,,,,15125.0,0.30188605002740143,58.25,233.0,116.5,2.5,114.0,vwap_pullback_continuation,vwap_pullback_continuation,138,138.0,116.5,,2019-05-10 09:59:00-04:00,2019-05-10 12:17:00-04:00
13,2019-05-10,long,1,2019-05-10 12:27:00-04:00,7501.5,7493.676785714286,,2019-05-10 16:00:00-04:00,7601.0,session_close,50215.68571428571,,,,,,15003.0,0.29877118646478706,99.5,398.0,199.0,2.5,196.5,vwap_pullback_continuation,vwap_pullback_continuation,212,213.0,199.0,,2019-05-10 12:27:00-04:00,2019-05-10 15:59:00-04:00
14,2019-05-10,long,1,2019-05-10 15:59:00-04:00,7591.25,7575.975,,2019-05-10 16:00:00-04:00,7601.0,session_close,50412.18571428571,,,,,,15182.5,0.3011672631305413,9.75,39.0,19.5,2.5,17.0,vwap_pullback_continuation,vwap_pullback_continuation,1,1.0,19.5,,2019-05-10 15:59:00-04:00,
15,2019-05-13,short,1,2019-05-13 10:00:00-04:00,7391.0,7400.544642857143,,2019-05-13 10:43:00-04:00,7393.5,vwap_recross,50429.18571428571,,,,,,14782.0,0.29312390812236566,-2.5,-10.0,-5.0,2.5,-7.5,vwap_pullback_continuation,vwap_pullback_continuation,43,43.0,-5.0,,2019-05-13 10:00:00-04:00,2019-05-13 10:43:00-04:00
16,2019-05-13,short,1,2019-05-13 10:56:00-04:00,7376.75,7388.175,,2019-05-13 14:26:00-04:00,7369.25,vwap_recross,50421.68571428571,,,,,,14753.5,0.2926022760048256,7.5,30.0,15.0,2.5,12.5,vwap_pullback_continuation,vwap_pullback_continuation,210,210.0,15.0,,2019-05-13 10:56:00-04:00,2019-05-13 14:26:00-04:00
17,2019-05-13,short,1,2019-05-13 14:42:00-04:00,7360.75,7371.042857142857,,2019-05-13 14:50:00-04:00,7371.292857142857,stop,50434.18571428571,,,,,,14721.5,0.29189526491809836,-10.542857142857429,-42.171428571429715,-21.085714285714857,2.5,-23.585714285714857,vwap_pullback_continuation,vwap_pullback_continuation,8,8.0,-21.085714285714857,,2019-05-13 14:42:00-04:00,2019-05-13 14:50:00-04:00
18,2019-05-14,short,1,2019-05-14 09:59:00-04:00,7364.75,7373.333928571428,,2019-05-14 10:00:00-04:00,7373.583928571428,stop,50410.6,,,,,,14729.5,0.2921905313565004,-8.83392857142826,-35.33571428571304,-17.66785714285652,2.5,-20.16785714285652,vwap_pullback_continuation,vwap_pullback_continuation,1,1.0,-17.66785714285652,,2019-05-14 09:59:00-04:00,2019-05-14 10:00:00-04:00
19,2019-05-14,long,1,2019-05-14 10:17:00-04:00,7393.0,7371.180357142857,,2019-05-14 16:00:00-04:00,7411.25,session_close,50390.43214285714,,,,,,14786.0,0.29342871992209973,18.25,73.0,36.5,2.5,34.0,vwap_pullback_continuation,vwap_pullback_continuation,342,343.0,36.5,,2019-05-14 10:17:00-04:00,2019-05-14 15:59:00-04:00
20,2019-05-15,long,1,2019-05-15 09:53:00-04:00,7394.75,7386.901785714285,,2019-05-15 16:00:00-04:00,7517.25,session_close,50424.43214285714,,,,,,14789.5,0.2933002786843481,122.5,490.0,245.0,2.5,242.5,vwap_pullback_continuation,vwap_pullback_continuation,366,367.0,245.0,,2019-05-15 09:53:00-04:00,2019-05-15 15:59:00-04:00
21,2019-05-16,long,1,2019-05-16 09:48:00-04:00,7558.0,7543.635714285714,,2019-05-16 13:49:00-04:00,7598.0,vwap_recross,50666.93214285714,,,,,,15116.0,0.2983405420596598,40.0,160.0,80.0,2.5,77.5,vwap_pullback_continuation,vwap_pullback_continuation,241,241.0,80.0,,2019-05-16 09:48:00-04:00,2019-05-16 13:49:00-04:00
22,2019-05-16,long,1,2019-05-16 14:23:00-04:00,7604.75,7597.194642857143,,2019-05-16 15:03:00-04:00,7599.5,vwap_recross,50744.43214285714,,,,,,15209.5,0.2997274648217915,-5.25,-21.0,-10.5,2.5,-13.0,vwap_pullback_continuation,vwap_pullback_continuation,40,40.0,-10.5,,2019-05-16 14:23:00-04:00,2019-05-16 15:03:00-04:00
23,2019-05-16,short,1,2019-05-16 15:18:00-04:00,7594.75,7601.710714285714,,2019-05-16 15:27:00-04:00,7600.25,vwap_recross,50731.43214285714,,,,,,15189.5,0.29941003749366146,-5.5,-22.0,-11.0,2.5,-13.5,vwap_pullback_continuation,vwap_pullback_continuation,9,9.0,-11.0,,2019-05-16 15:18:00-04:00,2019-05-16 15:27:00-04:00
24,2019-05-17,long,1,2019-05-17 10:27:00-04:00,7569.75,7543.967857142857,,2019-05-17 11:51:00-04:00,7558.0,vwap_recross,50717.93214285714,,,,,,15139.5,0.29850388926261007,-11.75,-47.0,-23.5,2.5,-26.0,vwap_pullback_continuation,vwap_pullback_continuation,84,84.0,-23.5,,2019-05-17 10:27:00-04:00,2019-05-17 11:51:00-04:00
25,2019-05-17,short,1,2019-05-17 12:14:00-04:00,7556.25,7563.060714285714,,2019-05-17 12:17:00-04:00,7563.310714285714,stop,50691.93214285714,,,,,,15112.5,0.2981243634077866,-7.060714285714312,-28.242857142857247,-14.121428571428623,2.5,-16.621428571428623,vwap_pullback_continuation,vwap_pullback_continuation,3,3.0,-14.121428571428623,,2019-05-17 12:14:00-04:00,2019-05-17 12:17:00-04:00
26,2019-05-17,short,1,2019-05-17 12:34:00-04:00,7557.25,7567.107142857143,,2019-05-17 12:41:00-04:00,7567.357142857143,stop,50675.31071428571,,,,,,15114.5,0.29826161471841,-10.107142857143117,-40.42857142857247,-20.214285714286234,2.5,-22.714285714286234,vwap_pullback_continuation,vwap_pullback_continuation,7,7.0,-20.214285714286234,,2019-05-17 12:34:00-04:00,2019-05-17 12:41:00-04:00
27,2019-05-20,long,1,2019-05-20 10:22:00-04:00,7398.5,7385.130357142857,,2019-05-20 11:20:00-04:00,7402.0,vwap_recross,50652.59642857143,,,,,,14797.0,0.29212717695264107,3.5,14.0,7.0,2.5,4.5,vwap_pullback_continuation,vwap_pullback_continuation,58,58.0,7.0,,2019-05-20 10:22:00-04:00,2019-05-20 11:20:00-04:00
28,2019-05-20,long,1,2019-05-20 11:55:00-04:00,7406.75,7403.726785714286,,2019-05-20 11:57:00-04:00,7403.476785714286,stop,50657.09642857143,,,,,,14813.5,0.29242694596378294,-3.273214285713948,-13.092857142855792,-6.546428571427896,2.5,-9.046428571427896,vwap_pullback_continuation,vwap_pullback_continuation,2,2.0,-6.546428571427896,,2019-05-20 11:55:00-04:00,2019-05-20 11:57:00-04:00
29,2019-05-20,long,1,2019-05-20 12:10:00-04:00,7420.0,7408.816071428571,,2019-05-20 12:31:00-04:00,7408.566071428571,stop,50648.05,,,,,,14840.0,0.293002395946142,-11.433928571428623,-45.735714285714494,-22.867857142857247,2.5,-25.367857142857247,vwap_pullback_continuation,vwap_pullback_continuation,21,21.0,-22.867857142857247,,2019-05-20 12:10:00-04:00,2019-05-20 12:31:00-04:00
30,2019-05-21,short,1,2019-05-21 10:19:00-04:00,7440.75,7446.051785714286,,2019-05-21 10:22:00-04:00,7446.301785714286,stop,50622.68214285714,,,,,,14881.5,0.29396901487764765,-5.55178571428587,-22.20714285714348,-11.10357142857174,2.5,-13.60357142857174,vwap_pullback_continuation,vwap_pullback_continuation,3,3.0,-11.10357142857174,,2019-05-21 10:19:00-04:00,2019-05-21 10:22:00-04:00
31,2019-05-21,short,1,2019-05-21 10:24:00-04:00,7443.5,7450.5767857142855,,2019-05-21 10:33:00-04:00,7450.8267857142855,stop,50609.078571428574,,,,,,14887.0,0.29415670903766417,-7.326785714285506,-29.307142857142026,-14.653571428571013,2.5,-17.153571428571013,vwap_pullback_continuation,vwap_pullback_continuation,9,9.0,-14.653571428571013,,2019-05-21 10:24:00-04:00,2019-05-21 10:33:00-04:00
32,2019-05-21,long,1,2019-05-21 10:42:00-04:00,7456.25,7446.2017857142855,,2019-05-21 11:52:00-04:00,7453.25,vwap_recross,50591.925,,,,,,14912.5,0.29476047808024697,-3.0,-12.0,-6.0,2.5,-8.5,vwap_pullback_continuation,vwap_pullback_continuation,70,70.0,-6.0,,2019-05-21 10:42:00-04:00,2019-05-21 11:52:00-04:00
33,2019-05-22,long,1,2019-05-22 10:06:00-04:00,7444.75,7441.392857142857,,2019-05-22 10:11:00-04:00,7441.142857142857,stop,50583.425,,,,,,14889.5,0.29435531500684264,-3.607142857143117,-14.428571428572468,-7.214285714286234,2.5,-9.714285714286234,vwap_pullback_continuation,vwap_pullback_continuation,5,5.0,-7.214285714286234,,2019-05-22 10:06:00-04:00,2019-05-22 10:11:00-04:00
34,2019-05-22,long,1,2019-05-22 10:24:00-04:00,7454.75,7443.833928571428,,2019-05-22 10:34:00-04:00,7445.5,vwap_recross,50573.71071428571,,,,,,14909.5,0.2948073176641252,-9.25,-37.0,-18.5,2.5,-21.0,vwap_pullback_continuation,vwap_pullback_continuation,10,10.0,-18.5,,2019-05-22 10:24:00-04:00,2019-05-22 10:34:00-04:00
35,2019-05-22,short,1,2019-05-22 10:44:00-04:00,7441.75,7446.957142857143,,2019-05-22 10:48:00-04:00,7447.207142857143,stop,50552.71071428571,,,,,,14883.5,0.2944154683241163,-5.457142857142571,-21.828571428570285,-10.914285714285143,2.5,-13.414285714285143,vwap_pullback_continuation,vwap_pullback_continuation,4,4.0,-10.914285714285143,,2019-05-22 10:44:00-04:00,2019-05-22 10:48:00-04:00
36,2019-05-23,short,1,2019-05-23 10:16:00-04:00,7315.5,7324.430357142857,,2019-05-23 10:28:00-04:00,7324.680357142857,stop,50539.296428571426,,,,,,14631.0,0.28949750063652735,-9.180357142857247,-36.72142857142899,-18.360714285714494,2.5,-20.860714285714494,vwap_pullback_continuation,vwap_pullback_continuation,12,12.0,-18.360714285714494,,2019-05-23 10:16:00-04:00,2019-05-23 10:28:00-04:00
37,2019-05-23,long,1,2019-05-23 10:39:00-04:00,7325.25,7318.635714285714,,2019-05-23 11:02:00-04:00,7320.0,vwap_recross,50518.43571428571,,,,,,14650.5,0.2900030413225384,-5.25,-21.0,-10.5,2.5,-13.0,vwap_pullback_continuation,vwap_pullback_continuation,23,23.0,-10.5,,2019-05-23 10:39:00-04:00,2019-05-23 11:02:00-04:00
38,2019-05-23,short,1,2019-05-23 11:11:00-04:00,7322.25,7326.821428571428,,2019-05-23 11:25:00-04:00,7327.071428571428,stop,50505.43571428571,,,,,,14644.5,0.2899588884421352,-4.8214285714284415,-19.285714285713766,-9.642857142856883,2.5,-12.142857142856883,vwap_pullback_continuation,vwap_pullback_continuation,14,14.0,-9.642857142856883,,2019-05-23 11:11:00-04:00,2019-05-23 11:25:00-04:00
39,2019-05-24,short,1,2019-05-24 10:14:00-04:00,7360.75,7368.5767857142855,,2019-05-24 12:46:00-04:00,7346.25,vwap_recross,50493.29285714286,,,,,,14721.5,0.2915535740885529,14.5,58.0,29.0,2.5,26.5,vwap_pullback_continuation,vwap_pullback_continuation,152,152.0,29.0,,2019-05-24 10:14:00-04:00,2019-05-24 12:46:00-04:00
40,2019-05-24,short,1,2019-05-24 13:10:00-04:00,7340.0,7346.905357142857,,2019-05-24 16:00:00-04:00,7308.5,session_close,50519.79285714286,,,,,,14680.0,0.29057918035236824,31.5,126.0,63.0,2.5,60.5,vwap_pullback_continuation,vwap_pullback_continuation,169,170.0,63.0,,2019-05-24 13:10:00-04:00,2019-05-24 15:59:00-04:00
41,2019-05-27,short,1,2019-05-27 10:15:00-04:00,7313.5,7314.9875,,2019-05-27 10:21:00-04:00,7315.2375,stop,50580.29285714286,,,,,,14627.0,0.28918377442597987,-1.737500000000182,-6.950000000000728,-3.475000000000364,2.5,-5.975000000000364,vwap_pullback_continuation,vwap_pullback_continuation,6,6.0,-3.475000000000364,,2019-05-27 10:15:00-04:00,2019-05-27 10:21:00-04:00
42,2019-05-27,long,1,2019-05-27 10:38:00-04:00,7316.25,7313.875,,2019-05-27 10:43:00-04:00,7314.75,vwap_recross,50574.31785714286,,,,,,14632.5,0.28932669030420505,-1.5,-6.0,-3.0,2.5,-5.5,vwap_pullback_continuation,vwap_pullback_continuation,5,5.0,-3.0,,2019-05-27 10:38:00-04:00,2019-05-27 10:43:00-04:00
