direction,trades,net_pnl_usd,avg_trade_pnl_usd,win_rate,profit_factor
long,2535,45120.499999999985,17.79901380670611,0.3132149901380671,1.7605198176255927
short,2155,51669.91071428583,23.97675671196558,0.31368909512761023,1.9786785489724055
