hour,bars,net_bar_pnl_usd,avg_bar_pnl_usd
09:00,52365,3057.5,0.05838823641745441
10:00,104753,5788.5,0.05525856061401583
11:00,104652,2405.5,0.02298570500324886
12:00,104577,-5426.5,-0.05188999493196401
13:00,101107,844.5,0.00835253741086176
14:00,100919,-3898.0,-0.038625035919896154
15:00,100980,17417.0,0.1724796989502872
