weekday,days,net_pnl_usd,avg_day_pnl_usd,green_day_pct
Monday,355,-5623.0,-15.83943661971831,0.323943661971831
Tuesday,359,-5480.0,-15.264623955431755,0.362116991643454
Wednesday,355,-13872.0,-39.07605633802817,0.30704225352112674
Thursday,356,1597.5,4.487359550561798,0.3398876404494382
Friday,322,-1630.5,-5.063664596273292,0.33229813664596275
