scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,5375.5,0.674796367687416,0.2552060121057746,1.3903634581169892,29.056756756756755,-1185.5,185,185,0.0863275781614559,-243.0,2,64.5,341.0,0.0,1547.0,True,1310.5
is,2438.0,0.4389280345791397,0.16926824303597174,1.2261385771264262,17.169014084507044,-1185.5,142,142,0.09466666666666666,-243.0,2,101.0,341.0,0.0,,False,1310.5
oos,2937.5,1.2191498698165484,0.4260632569154153,1.9826057869208897,68.31395348837209,-533.5,43,43,0.06687402799377916,-239.0,1,37.0,149.0,0.0,,False,2000.0
