scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,hit_rate,avg_win,avg_loss,n_days_traded,pct_days_traded,avg_trades_per_day,mean_daily_pnl,median_daily_pnl,worst_day,pct_days_gt_plus_1r,pct_days_lt_minus_1r,longest_losing_streak_daily,longest_losing_streak_trade,cut_day_freq,hard_loss_cap_freq,profit_lock_freq,giveback_freq,daily_loss_limit_breach_freq,expected_profit_per_trading_day
overall,15134.33999999999,0.8844134671599048,0.7334079305453349,1.1757807164500294,13.345978835978826,-2797.74,1134,0.544973544973545,163.80611650485434,-166.85627906976742,1134,0.6491127647395535,0.6491127647395535,8.663045220377786,0.0,-489.74,0.09902690326273612,0.20778477389811104,7,11,0.1534058385804236,0.0,0.0,0.1534058385804236,0.0,13.345978835978826
is,7397.699999999993,0.6328230757515483,0.5258047320715484,1.1227034059786416,9.305283018867916,-2797.74,795,0.5320754716981132,160.01650118203312,-162.06795698924734,795,0.6505728314238952,0.6505728314238952,6.053764320785592,0.0,-489.74,0.09656301145662848,0.21849427168576105,7,11,0.14729950900163666,0.0,0.0,0.14729950900163666,0.0,9.305283018867916
oos,7736.639999999997,1.4309536715408473,1.174140388623209,1.299770308765774,22.821946902654858,-2633.999999999989,339,0.5752212389380531,172.02666666666664,-179.2261111111111,339,0.6457142857142857,0.6457142857142857,14.736457142857137,0.0,-442.74,0.10476190476190476,0.18285714285714286,4,5,0.1676190476190476,0.0,0.0,0.1676190476190476,0.0,22.821946902654858
