variant_name,family,session_date,daily_pnl_usd,daily_pnl_r,daily_trade_count,daily_win_count,daily_loss_count,state_final,first_trade_result,peak_day_pnl_usd,peak_day_pnl_r,max_giveback_usd,max_giveback_r,day_cut_by_rule,hard_loss_cap_triggered,hard_profit_lock_triggered,giveback_triggered,max_trades_cap_triggered,first_trade_gate_triggered,policy_block_count,final_block_reason,transition_count,threshold_unit
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-05,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-06,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-07,111.26,0.9214841808845454,1,1,0,locked_profit,win,171.76,1.4225608746065928,93.0,0.770250124233891,True,False,False,True,False,False,0,overlay_peak_giveback_lock,1,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-08,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-09,-134.74,-1.0,1,0,1,neutral,loss,35.26,0.2616891791598634,142.5,1.0575924001781207,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-10,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-12,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-13,70.26,0.4788060515196947,1,1,0,neutral,win,118.76,0.8093226114215619,131.5,0.896142837672073,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-14,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-15,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
giveback_after_1p0r__0p5r,block_2_giveback,2019-05-16,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
