scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,45429.0,0.754244164722063,0.7185525058842965,1.1488451794216927,40.060846560846564,-11379.25,1134,1134,0.6491127647395535,-748.875,8,10.0,371.0,0.0,466.0,False,-1406.0
is,10645.375,0.25627094866096545,0.24102735518974955,1.0479122936611838,13.390408805031447,-11379.25,795,795,0.6505728314238952,-748.875,8,26.0,371.0,0.0,466.0,False,-1406.0
oos,34783.625,1.8690506215178573,1.8244484635815008,1.4189529976618525,102.60656342182891,-9855.0,339,339,0.6457142857142857,-748.5,7,3.0,222.0,0.0,35.0,True,497.875
