session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,equity,peak_equity,drawdown_usd,drawdown_pct,green_day,variant_name,family,selected_by_ensemble,policy_allows_trading,risk_multiplier,policy_reason,trade_executed,state_pre_json,state_post_json
2019-05-06,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-07,341.25,360.0,18.75,1.0,0.0,50341.25,50341.25,0.0,0.0,True,commission_plus_25pct,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-08,0.0,0.0,0.0,0.0,0.0,50341.25,50341.25,0.0,0.0,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-09,-683.125,-667.5,15.625,1.0,1.0,49658.125,50341.25,-683.125,0.013569885531249224,False,commission_plus_25pct,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-10,0.0,0.0,0.0,0.0,0.0,49658.125,50341.25,-683.125,0.013569885531249224,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-13,341.875,357.5,15.625,1.0,0.0,50000.0,50341.25,-341.25,0.006778735132719192,True,commission_plus_25pct,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-14,0.0,0.0,0.0,0.0,0.0,50000.0,50341.25,-341.25,0.006778735132719192,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-15,0.0,0.0,0.0,0.0,0.0,50000.0,50341.25,-341.25,0.006778735132719192,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-16,0.0,0.0,0.0,0.0,0.0,50000.0,50341.25,-341.25,0.006778735132719192,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-17,0.0,0.0,0.0,0.0,0.0,50000.0,50341.25,-341.25,0.006778735132719192,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-20,-336.75,-318.0,18.75,1.0,1.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-05-21,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-22,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-23,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-24,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-27,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-28,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-29,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-30,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-05-31,0.0,0.0,0.0,0.0,0.0,49663.25,50341.25,-678.0,0.013468080351600327,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
2019-06-03,475.5,488.0,12.5,1.0,0.0,50138.75,50341.25,-202.5,0.004022546122712487,True,commission_plus_25pct,stress_execution,True,True,1.0,ensemble_selected,True,{},{}
2019-06-04,0.0,0.0,0.0,0.0,0.0,50138.75,50341.25,-202.5,0.004022546122712487,False,commission_plus_25pct,stress_execution,False,False,0.0,ensemble_filtered_out,False,{},{}
