session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,equity,peak_equity,drawdown_usd,drawdown_pct,green_day
2019-05-06,0.0,0.0,0.0,0.0,0.0,50000.0,50000.0,0.0,0.0,False
2019-05-07,230.0,240.0,10.0,1.0,0.0,50230.0,50230.0,0.0,0.0,True
2019-05-08,0.0,0.0,0.0,0.0,0.0,50230.0,50230.0,0.0,0.0,False
2019-05-09,-544.0,-534.0,10.0,1.0,1.0,49686.0,50230.0,-544.0,0.010830181166633486,False
2019-05-10,0.0,0.0,0.0,0.0,0.0,49686.0,50230.0,-544.0,0.010830181166633486,False
2019-05-13,207.0,214.5,7.5,1.0,0.0,49893.0,50230.0,-337.0,0.006709137965359347,True
2019-05-14,0.0,0.0,0.0,0.0,0.0,49893.0,50230.0,-337.0,0.006709137965359347,False
2019-05-15,0.0,0.0,0.0,0.0,0.0,49893.0,50230.0,-337.0,0.006709137965359347,False
2019-05-16,0.0,0.0,0.0,0.0,0.0,49893.0,50230.0,-337.0,0.006709137965359347,False
2019-05-17,0.0,0.0,0.0,0.0,0.0,49893.0,50230.0,-337.0,0.006709137965359347,False
2019-05-20,-166.5,-159.0,7.5,1.0,1.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-21,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-22,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-23,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-24,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-27,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-28,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-29,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-30,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-05-31,0.0,0.0,0.0,0.0,0.0,49726.5,50230.0,-503.5,0.010023890105514632,False
2019-06-03,358.5,366.0,7.5,1.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,True
2019-06-04,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-05,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-06,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-07,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-10,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-11,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-12,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-13,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-14,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-17,0.0,0.0,0.0,0.0,0.0,50085.0,50230.0,-145.0,0.0028867210830181168,False
2019-06-18,-180.0,-175.0,5.0,1.0,1.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-19,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-20,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-24,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-25,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-26,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-27,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-06-28,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-01,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-02,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-03,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-04,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-05,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-08,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-09,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-10,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-11,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-12,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-15,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-16,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-17,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-18,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-19,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-22,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-23,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-24,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-25,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-26,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-29,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-30,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
2019-07-31,0.0,0.0,0.0,0.0,0.0,49905.0,50230.0,-325.0,0.00647023691021302,False
