setup_id,direction,signal_time,baseline_entry_time,baseline_entry_price,baseline_exit_time,baseline_exit_price,baseline_exit_reason,baseline_pnl,bars_to_exit_baseline_1h,baseline_stop_price,baseline_target_price,hybrid_entry_time,hybrid_entry_price,hybrid_after_exit_time,hybrid_after_exit_price,hybrid_after_exit_reason,hybrid_after_entry_fill_pnl,minutes_to_exit_hybrid,hybrid_stop_price,hybrid_target_price,hybrid_time_stop_at,session_date,quantity,fees,initial_stop_price,hybrid_next_entry_time,hybrid_next_entry_price,hybrid_next_exit_time,hybrid_next_exit_price,hybrid_next_exit_reason,hybrid_next_execution_bar_pnl,matched_status,delta_pnl_after_entry_fill,delta_pnl_next_execution_bar,entry_price_delta_ticks,exit_price_delta_ticks,pnl_delta_bucket,divergence_type,divergence_subtype,is_baseline_winner,is_hybrid_winner,winner_flipped,exit_reason_changed,primary_pnl_driver,entry_time,entry_price,stop_price,target_price,evaluation_end_time,mfe_ticks_1m,mae_ticks_1m,mfe_usd_1m,mae_usd_1m,first_touch,first_touch_time,first_touch_minutes_after_entry,baseline_exit_level_touched_before_hybrid_exit,hybrid_stop_touched_before_baseline_target,hybrid_target_touched_before_baseline_stop,min_low_before_target,max_high_before_stop,adverse_excursion_before_favorable_excursion,favorable_excursion_before_adverse_excursion,time_to_mfe_minutes,time_to_mae_minutes,stop_touch_time,target_touch_time,ambiguous_policy_applied
long|2025-01-10 09:30:00-0500,long,2025-01-10 09:30:00-05:00,2025-01-10 10:30:00-05:00,21030.75,2025-01-10 12:30:00-05:00,21109.0,time_stop,154.0,2.0,20874.75,21188.025,2025-01-10 10:31:00-05:00,21012.75,2025-01-10 12:31:00-05:00,20957.25,time_stop_1m,-113.5,120.0,20874.75,21170.025,2025-01-10 12:31:00-05:00,2025-01-10,1.0,2.5,20874.75,2025-01-10 10:31:00-05:00,21012.75,2025-01-10 12:31:00-05:00,20957.25,time_stop_1m,-113.5,matched,-267.5,-267.5,72.0,-607.0,<=-40,winner_to_loser,target_not_reached_on_1min_path,True,False,True,True,target_not_reached_effect,2025-01-10 10:31:00-05:00,21012.75,20874.75,21170.025,2025-01-10 12:31:00-05:00,441.0,507.0,220.5,253.5,none,,,True,False,False,20886.0,21123.0,False,True,18.0,67.0,,,
long|2020-11-10 09:30:00-0500,long,2020-11-10 09:30:00-05:00,2020-11-10 10:30:00-05:00,11563.75,2020-11-10 11:30:00-05:00,11671.7375,target,213.47499999999852,1.0,11562.5,11671.9875,2020-11-10 10:31:00-05:00,11581.75,2020-11-10 10:33:00-05:00,11562.25,stop_1m,-41.5,2.0,11562.5,11689.9875,2020-11-10 12:31:00-05:00,2020-11-10,1.0,2.5,11562.5,2020-11-10 10:31:00-05:00,11581.75,2020-11-10 10:33:00-05:00,11562.25,stop_1m,-41.5,matched,-254.97499999999852,-254.97499999999852,-72.0,-437.9499999999971,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2020-11-10 10:31:00-05:00,11581.75,11562.5,11689.9875,2020-11-10 12:31:00-05:00,649.0,315.0,324.5,157.5,stop,2020-11-10 10:33:00-05:00,2.0,False,True,False,11503.0,11581.5,True,False,101.0,13.0,2020-11-10 10:33:00-05:00,,
short|2022-04-25 09:30:00-0400,short,2022-04-25 09:30:00-04:00,2022-04-25 10:30:00-04:00,13392.25,2022-04-25 11:30:00-04:00,13263.825,target,254.34999999999852,1.0,13407.0,13263.575,,,,,,,,,,,,,,,,,,,,,baseline_only,-254.34999999999852,-254.34999999999852,,,<=-40,baseline_trade_missing_in_hybrid,missing_data_or_alignment,True,False,False,True,removed_or_missing_trades_effect,,,,,,,,,,,,,,,,,,,,,,,,
short|2022-01-14 09:30:00-0500,short,2022-01-14 09:30:00-05:00,2022-01-14 10:30:00-05:00,15514.25,2022-01-14 12:30:00-05:00,15405.825,target,214.34999999999852,2.0,15601.0,15405.575,2022-01-14 10:31:00-05:00,15498.0,2022-01-14 12:31:00-05:00,15514.75,time_stop_1m,-36.0,120.0,15601.0,15389.325,2022-01-14 12:31:00-05:00,2022-01-14,1.0,2.5,15601.0,2022-01-14 10:31:00-05:00,15498.0,2022-01-14 12:31:00-05:00,15514.75,time_stop_1m,-36.0,matched,-250.34999999999852,-250.34999999999852,-65.0,-435.6999999999971,<=-40,winner_to_loser,worse_entry_price,True,False,True,True,entry_price_effect,2022-01-14 10:31:00-05:00,15498.0,15601.0,15389.325,2022-01-14 12:31:00-05:00,320.0,298.0,160.0,149.0,none,,,False,False,False,15418.0,15572.5,False,True,44.0,76.0,,,
long|2024-09-11 09:30:00-0400,long,2024-09-11 09:30:00-04:00,2024-09-11 10:30:00-04:00,18655.75,2024-09-11 11:30:00-04:00,18776.375,target,238.75,1.0,18643.5,18776.625,,,,,,,,,,,,,,,,,,,,,baseline_only,-238.75,-238.75,,,<=-40,baseline_trade_missing_in_hybrid,missing_data_or_alignment,True,False,False,True,removed_or_missing_trades_effect,,,,,,,,,,,,,,,,,,,,,,,,
long|2022-07-28 09:30:00-0400,long,2022-07-28 09:30:00-04:00,2022-07-28 10:30:00-04:00,12474.0,2022-07-28 11:30:00-04:00,12574.0,target,197.5,1.0,12452.25,12574.25,2022-07-28 10:31:00-04:00,12470.75,2022-07-28 10:32:00-04:00,12452.0,stop_1m,-40.0,1.0,12452.25,12571.0,2022-07-28 12:31:00-04:00,2022-07-28,1.0,2.5,12452.25,2022-07-28 10:31:00-04:00,12470.75,2022-07-28 10:32:00-04:00,12452.0,stop_1m,-40.0,matched,-237.5,-237.5,13.0,-488.0,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2022-07-28 10:31:00-04:00,12470.75,12452.25,12571.0,2022-07-28 12:31:00-04:00,897.0,86.0,448.5,43.0,stop,2022-07-28 10:32:00-04:00,1.0,False,True,False,12449.25,12472.25,True,False,82.0,1.0,2022-07-28 10:32:00-04:00,,
long|2023-01-25 09:30:00-0500,long,2023-01-25 09:30:00-05:00,2023-01-25 10:30:00-05:00,11647.5,2023-01-25 11:30:00-05:00,11728.1375,target,158.77500000000146,1.0,11614.25,11728.3875,2023-01-25 10:31:00-05:00,11652.0,2023-01-25 10:37:00-05:00,11614.0,stop_1m,-78.5,6.0,11614.25,11732.8875,2023-01-25 12:31:00-05:00,2023-01-25,1.0,2.5,11614.25,2023-01-25 10:31:00-05:00,11652.0,2023-01-25 10:37:00-05:00,11614.0,stop_1m,-78.5,matched,-237.27500000000146,-237.27500000000146,-18.0,-456.5500000000029,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2023-01-25 10:31:00-05:00,11652.0,11614.25,11732.8875,2023-01-25 12:31:00-05:00,546.0,190.0,273.0,95.0,stop,2023-01-25 10:37:00-05:00,6.0,False,True,False,11604.5,11671.25,True,False,86.0,6.0,2023-01-25 10:37:00-05:00,,
long|2020-04-07 09:30:00-0400,long,2020-04-07 09:30:00-04:00,2020-04-07 10:30:00-04:00,8131.5,2020-04-07 11:30:00-04:00,8232.3625,target,199.22499999999852,1.0,8121.5,8232.6125,2020-04-07 10:31:00-04:00,8138.5,2020-04-07 10:41:00-04:00,8121.25,stop_1m,-37.0,10.0,8121.5,8239.6125,2020-04-07 12:31:00-04:00,2020-04-07,1.0,2.5,8121.5,2020-04-07 10:31:00-04:00,8138.5,2020-04-07 10:41:00-04:00,8121.25,stop_1m,-37.0,matched,-236.22499999999852,-236.22499999999852,-28.0,-444.4499999999971,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2020-04-07 10:31:00-04:00,8138.5,8121.5,8239.6125,2020-04-07 12:31:00-04:00,480.0,278.0,240.0,139.0,stop,2020-04-07 10:41:00-04:00,10.0,False,True,False,8069.0,8169.75,True,False,111.0,23.0,2020-04-07 10:41:00-04:00,,
long|2025-08-20 09:30:00-0400,long,2025-08-20 09:30:00-04:00,2025-08-20 10:30:00-04:00,23096.25,2025-08-20 11:30:00-04:00,23182.875,target,170.75,1.0,23063.25,23183.125,2025-08-20 10:31:00-04:00,23092.0,2025-08-20 10:41:00-04:00,23063.0,stop_1m,-60.5,10.0,23063.25,23178.875,2025-08-20 12:31:00-04:00,2025-08-20,1.0,2.5,23063.25,2025-08-20 10:31:00-04:00,23092.0,2025-08-20 10:41:00-04:00,23063.0,stop_1m,-60.5,matched,-231.25,-231.25,17.0,-479.5,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2025-08-20 10:31:00-04:00,23092.0,23063.25,23178.875,2025-08-20 12:31:00-04:00,847.0,227.0,423.5,113.5,stop,2025-08-20 10:41:00-04:00,10.0,False,True,False,23035.25,23109.25,True,False,118.0,22.0,2025-08-20 10:41:00-04:00,,
long|2020-06-11 14:30:00-0400,long,2020-06-11 14:30:00-04:00,2020-06-11 15:30:00-04:00,9613.0,2020-06-12 09:30:00-04:00,9695.9875,target,163.47499999999854,1.0,9593.75,9696.2375,2020-06-11 15:31:00-04:00,9624.25,2020-06-11 15:56:00-04:00,9593.5,stop_1m,-64.0,25.0,9593.75,9707.4875,2020-06-11 17:31:00-04:00,2020-06-11,1.0,2.5,9593.75,2020-06-11 15:31:00-04:00,9624.25,2020-06-11 15:56:00-04:00,9593.5,stop_1m,-64.0,matched,-227.47499999999854,-227.47499999999854,-45.0,-409.9499999999971,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2020-06-11 15:31:00-04:00,9624.25,9593.75,9707.4875,2020-06-12 09:30:00-04:00,172.0,159.0,86.0,79.5,stop,2020-06-11 15:56:00-04:00,25.0,False,False,False,9584.5,9667.25,False,True,13.0,28.0,2020-06-11 15:56:00-04:00,,
long|2022-06-27 09:30:00-0400,long,2022-06-27 09:30:00-04:00,2022-06-27 10:30:00-04:00,12037.0,2022-06-27 11:30:00-04:00,12141.9125,target,207.32500000000076,1.0,12020.25,12142.1625,2022-06-27 10:31:00-04:00,12062.0,2022-06-27 12:31:00-04:00,12053.25,time_stop_1m,-20.0,120.0,12020.25,12167.1625,2022-06-27 12:31:00-04:00,2022-06-27,1.0,2.5,12020.25,2022-06-27 10:31:00-04:00,12062.0,2022-06-27 12:31:00-04:00,12053.25,time_stop_1m,-20.0,matched,-227.32500000000076,-227.32500000000076,-100.0,-354.65000000000146,<=-40,winner_to_loser,worse_entry_price,True,False,True,True,entry_price_effect,2022-06-27 10:31:00-04:00,12062.0,12020.25,12167.1625,2022-06-27 12:31:00-04:00,359.0,72.0,179.5,36.0,none,,,True,False,False,12044.0,12151.75,False,True,75.0,120.0,,,
long|2020-09-03 10:30:00-0400,long,2020-09-03 10:30:00-04:00,,,,,,,,,,2020-09-03 11:31:00-04:00,11850.75,2020-09-03 13:03:00-04:00,11744.0,stop_1m,-216.0,92.0,11744.25,11952.75,2020-09-03 13:31:00-04:00,2020-09-03,1.0,2.5,11744.25,2020-09-03 11:31:00-04:00,11850.75,2020-09-03 13:03:00-04:00,11744.0,stop_1m,-216.0,hybrid_only,-216.0,-216.0,,,<=-40,hybrid_trade_missing_in_baseline,missing_data_or_alignment,False,False,False,True,removed_or_missing_trades_effect,2020-09-03 11:31:00-04:00,11850.75,11744.25,11952.75,2020-09-03 13:31:00-04:00,372.0,515.0,186.0,257.5,stop,2020-09-03 13:03:00-04:00,92.0,False,False,False,11722.0,11943.75,False,True,23.0,93.0,2020-09-03 13:03:00-04:00,,
long|2025-12-04 09:30:00-0500,long,2025-12-04 09:30:00-05:00,2025-12-04 10:30:00-05:00,25591.25,2025-12-04 12:30:00-05:00,25621.25,time_stop,57.5,2.0,25520.0,25696.1875,2025-12-04 10:31:00-05:00,25597.5,2025-12-04 11:05:00-05:00,25519.75,stop_1m,-158.0,34.0,25520.0,25702.4375,2025-12-04 12:31:00-05:00,2025-12-04,1.0,2.5,25520.0,2025-12-04 10:31:00-05:00,25597.5,2025-12-04 11:05:00-05:00,25519.75,stop_1m,-158.0,matched,-215.5,-215.5,-25.0,-406.0,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2025-12-04 10:31:00-05:00,25597.5,25520.0,25702.4375,2025-12-04 12:31:00-05:00,227.0,369.0,113.5,184.5,stop,2025-12-04 11:05:00-05:00,34.0,True,False,False,25505.25,25639.0,True,False,90.0,35.0,2025-12-04 11:05:00-05:00,,
long|2024-11-21 09:30:00-0500,long,2024-11-21 09:30:00-05:00,2024-11-21 10:30:00-05:00,20529.0,2024-11-21 11:30:00-05:00,20636.675,target,212.84999999999852,1.0,20523.25,20636.925,,,,,,,,,,,,,,,,,,,,,baseline_only,-212.84999999999852,-212.84999999999852,,,<=-40,baseline_trade_missing_in_hybrid,missing_data_or_alignment,True,False,False,True,removed_or_missing_trades_effect,,,,,,,,,,,,,,,,,,,,,,,,
long|2020-09-02 10:30:00-0400,long,2020-09-02 10:30:00-04:00,2020-09-02 11:30:00-04:00,12268.5,2020-09-02 12:30:00-04:00,12336.3375,target,133.17499999999927,1.0,12238.75,12336.5875,2020-09-02 11:31:00-04:00,12276.75,2020-09-02 11:36:00-04:00,12238.5,stop_1m,-79.0,5.0,12238.75,12344.8375,2020-09-02 13:31:00-04:00,2020-09-02,1.0,2.5,12238.75,2020-09-02 11:31:00-04:00,12276.75,2020-09-02 11:36:00-04:00,12238.5,stop_1m,-79.0,matched,-212.17499999999927,-212.17499999999927,-33.0,-391.34999999999854,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2020-09-02 11:31:00-04:00,12276.75,12238.75,12344.8375,2020-09-02 13:31:00-04:00,463.0,418.0,231.5,209.0,stop,2020-09-02 11:36:00-04:00,5.0,False,True,False,12172.25,12294.25,True,False,117.0,8.0,2020-09-02 11:36:00-04:00,,
long|2021-10-01 09:30:00-0400,long,2021-10-01 09:30:00-04:00,2021-10-01 10:30:00-04:00,14550.5,2021-10-01 11:30:00-04:00,14648.6625,target,193.82500000000076,1.0,14542.5,14648.9125,2021-10-01 10:31:00-04:00,14545.5,2021-10-01 10:39:00-04:00,14542.25,stop_1m,-9.0,8.0,14542.5,14643.9125,2021-10-01 12:31:00-04:00,2021-10-01,1.0,2.5,14542.5,2021-10-01 10:31:00-04:00,14545.5,2021-10-01 10:39:00-04:00,14542.25,stop_1m,-9.0,matched,-202.82500000000076,-202.82500000000076,20.0,-425.65000000000146,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2021-10-01 10:31:00-04:00,14545.5,14542.5,14643.9125,2021-10-01 12:31:00-04:00,649.0,34.0,324.5,17.0,stop,2021-10-01 10:39:00-04:00,8.0,False,True,False,14537.0,14570.0,True,False,76.0,9.0,2021-10-01 10:39:00-04:00,,
short|2025-01-27 09:30:00-0500,short,2025-01-27 09:30:00-05:00,2025-01-27 10:30:00-05:00,21367.5,2025-01-27 11:30:00-05:00,21265.775,target,200.9499999999971,1.0,21370.5,21265.525,,,,,,,,,,,,,,,,,,,,,baseline_only,-200.9499999999971,-200.9499999999971,,,<=-40,baseline_trade_missing_in_hybrid,missing_data_or_alignment,True,False,False,True,removed_or_missing_trades_effect,,,,,,,,,,,,,,,,,,,,,,,,
short|2024-01-05 09:30:00-0500,short,2024-01-05 09:30:00-05:00,2024-01-05 10:30:00-05:00,16538.5,2024-01-05 11:30:00-05:00,16462.6875,target,149.125,1.0,16555.5,16462.4375,2024-01-05 10:31:00-05:00,16533.0,2024-01-05 10:32:00-05:00,16555.75,stop_1m,-48.0,1.0,16555.5,16456.9375,2024-01-05 12:31:00-05:00,2024-01-05,1.0,2.5,16555.5,2024-01-05 10:31:00-05:00,16533.0,2024-01-05 10:32:00-05:00,16555.75,stop_1m,-48.0,matched,-197.125,-197.125,-22.0,-372.25,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2024-01-05 10:31:00-05:00,16533.0,16555.5,16456.9375,2024-01-05 12:31:00-05:00,339.0,176.0,169.5,88.0,stop,2024-01-05 10:32:00-05:00,1.0,False,True,False,16448.25,16558.0,True,False,118.0,41.0,2024-01-05 10:32:00-05:00,,
short|2022-06-09 09:30:00-0400,short,2022-06-09 09:30:00-04:00,2022-06-09 10:30:00-04:00,12648.5,2022-06-09 11:30:00-04:00,12553.225,target,188.04999999999927,1.0,12654.75,12552.975,,,,,,,,,,,,,,,,,,,,,baseline_only,-188.04999999999927,-188.04999999999927,,,<=-40,baseline_trade_missing_in_hybrid,missing_data_or_alignment,True,False,False,True,removed_or_missing_trades_effect,,,,,,,,,,,,,,,,,,,,,,,,
long|2023-12-20 14:30:00-0500,long,2023-12-20 14:30:00-05:00,2023-12-20 15:30:00-05:00,16793.5,2023-12-21 09:30:00-05:00,16860.7875,target,132.0749999999971,1.0,16788.0,16861.0375,2023-12-20 15:31:00-05:00,16811.75,2023-12-20 15:34:00-05:00,16787.75,stop_1m,-50.5,3.0,16788.0,16879.2875,2023-12-20 17:31:00-05:00,2023-12-20,1.0,2.5,16788.0,2023-12-20 15:31:00-05:00,16811.75,2023-12-20 15:34:00-05:00,16787.75,stop_1m,-50.5,matched,-182.5749999999971,-182.5749999999971,-73.0,-292.1499999999942,<=-40,winner_to_loser,stop_reached_on_1min_path_only,True,False,True,True,stop_before_target_effect,2023-12-20 15:31:00-05:00,16811.75,16788.0,16879.2875,2023-12-21 09:30:00-05:00,93.0,218.0,46.5,109.0,stop,2023-12-20 15:34:00-05:00,3.0,False,False,False,16757.25,16819.5,False,True,19.0,29.0,2023-12-20 15:34:00-05:00,,
