symbol,fold_id,config_id,family,cluster_id,filter_name,stop_multiplier,target_multiplier,entry_delay_minutes,variant_time_stop_bars,stop_zone_fraction,adverse_window_minutes,max_adverse_ticks,train_trades,train_net_pnl,train_gross_profit,train_gross_loss,train_profit_factor,train_win_rate,train_avg_trade,train_median_trade,train_max_drawdown,train_max_daily_drawdown,train_pnl_to_maxdd,train_skip_rate,train_avg_holding_minutes,positive_years_train,years_with_trades_train,max_year_contribution_pct_train,normalized_net_pnl,normalized_profit_factor,normalized_pnl_to_maxdd,trade_count_score,cluster_positive_ratio_train,temporal_stability_train,penalties,train_robust_score,rank_train,selected_in_fold
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,3.0,5,3,,5.0,12.0,23,-53.49999999998204,509.0000000000032,562.4999999999852,0.9048888888889183,0.17391304347826086,-2.326086956520958,-16.999999999999318,-315.49999999998704,-93.49999999999909,-0.1695721077654017,0.5882352941176471,81.17391304347827,1,2,0.5509039010466062,0.9177588072622384,0.7379749758003636,0.6597799439436584,0.575,0.125,0.4745480494766969,0.5,0.1234338959886856,11,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,0.75,2.0,5,3,,5.0,12.0,23,-50.32499999997867,457.30000000000246,507.6249999999811,0.9008618566855837,0.13043478260869565,-2.1880434782599423,-13.49999999999909,-241.8749999999875,-70.87499999999977,-0.20806201550379855,0.5882352941176471,66.43478260869566,1,2,0.5637953983646818,0.9208127930744336,0.7345069608662836,0.632172734208505,0.575,0.125,0.4681023008176591,0.5,0.11839584569578976,12,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,0.75,3.0,5,3,,5.0,12.0,23,-51.624999999979764,456.00000000000136,507.6249999999811,0.8983009111056751,0.13043478260869565,-2.2445652173904245,-13.49999999999909,-241.8749999999875,-70.87499999999977,-0.21343669250638733,0.5882352941176471,70.30434782608695,1,2,0.5656597774244585,0.9195623421907004,0.7323015159957074,0.6283177019679067,0.575,0.125,0.46717011128777075,0.5,0.11692406073516814,13,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,2.0,15,3,,10.0,12.0,19,-68.99999999998386,399.50000000000273,468.4999999999866,0.8527214514407987,0.15789473684210525,-3.6315789473675713,-18.999999999998636,-281.4999999999907,-53.999999999998636,-0.24511545293067902,0.46078431372549017,98.78947368421052,1,2,0.5845588235293923,0.9028495851869682,0.6930492232839179,0.6055958448741665,0.475,0.125,0.45772058823530387,0.5,0.09006970591994623,14,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,2.5,15,3,,10.0,12.0,19,-68.99999999998386,399.50000000000273,468.4999999999866,0.8527214514407987,0.15789473684210525,-3.6315789473675713,-18.999999999998636,-281.4999999999907,-53.999999999998636,-0.24511545293067902,0.46078431372549017,98.78947368421052,1,2,0.5845588235293923,0.9028495851869682,0.6930492232839179,0.6055958448741665,0.475,0.125,0.45772058823530387,0.5,0.09006970591994623,15,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,3.0,15,3,,10.0,12.0,19,-68.99999999998386,399.50000000000273,468.4999999999866,0.8527214514407987,0.15789473684210525,-3.6315789473675713,-18.999999999998636,-281.4999999999907,-53.999999999998636,-0.24511545293067902,0.46078431372549017,98.78947368421052,1,2,0.5845588235293923,0.9028495851869682,0.6930492232839179,0.6055958448741665,0.475,0.125,0.45772058823530387,0.5,0.09006970591994623,16,False
M2K,fold_1,m2k_1h_none_baseline_none_sm0p75_tm2p50_d15_ts3,none_baseline,m2k_1h_none_local,none,0.75,2.5,15,3,,,,65,-330.2499999999475,1048.5000000000116,1378.749999999959,0.7604714415231497,0.18461538461538463,-5.080769230768423,-13.874999999998181,-584.1249999999604,-142.87500000000136,-0.5653755617375902,0.0,71.35384615384615,1,2,0.893740685543907,0.6515570518215924,0.613605008311282,0.3758865908606703,1.0,0.0,0.3031296572280465,0.4,0.08746270183096194,17,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,2.0,15,3,,5.0,12.0,22,-84.49999999997999,399.50000000000273,483.9999999999827,0.825413223140531,0.13636363636363635,-3.8409090909081813,-11.999999999999318,-296.9999999999868,-53.999999999998636,-0.28451178451172976,0.43137254901960786,91.13636363636364,1,2,0.5997638724911228,0.8879403631117035,0.6695318192040163,0.5773384950216824,0.55,0.125,0.4501180637544386,0.5,0.0837599384351474,18,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,2.5,15,3,,5.0,12.0,22,-84.49999999997999,399.50000000000273,483.9999999999827,0.825413223140531,0.13636363636363635,-3.8409090909081813,-11.999999999999318,-296.9999999999868,-53.999999999998636,-0.28451178451172976,0.43137254901960786,91.13636363636364,1,2,0.5997638724911228,0.8879403631117035,0.6695318192040163,0.5773384950216824,0.55,0.125,0.4501180637544386,0.5,0.0837599384351474,19,False
M2K,fold_1,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,avoid_immediate_adverse_move,1.0,3.0,15,3,,5.0,12.0,22,-84.49999999997999,399.50000000000273,483.9999999999827,0.825413223140531,0.13636363636363635,-3.8409090909081813,-11.999999999999318,-296.9999999999868,-53.999999999998636,-0.28451178451172976,0.43137254901960786,91.13636363636364,1,2,0.5997638724911228,0.8879403631117035,0.6695318192040163,0.5773384950216824,0.55,0.125,0.4501180637544386,0.5,0.0837599384351474,20,False
M2K,fold_1,m2k_1h_none_baseline_none_sm0p75_tm2p00_d30_ts4,none_baseline,m2k_1h_none_local,none,0.75,2.0,30,4,,,,64,-531.8999999999551,959.6000000000129,1491.499999999968,0.6433791485082356,0.21875,-8.310937499999298,-18.374999999999204,-621.1499999999626,-63.374999999998636,-0.8563148997826404,0.0,89.5625,0,2,0.5606786990035894,0.45759288204881926,0.512767021342827,0.16720790604262936,1.0,0.0,0.21966065049820532,0.3,0.07498190826189549,21,False
