config_id,symbol,signal_time,signal_actionable_time,direction,filter_family,filter_label,stop_multiplier,target_multiplier,entry_delay_minutes,skipped_by_filter,filter_reason,executed,pnl,net_pnl_usd,gross_pnl_usd,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,exit_reason,holding_minutes,mfe_ticks_1m,mae_ticks_1m,quantity,session_date,signal_timeframe,family,cluster_id,variant_time_stop_bars,fold_id
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-19 09:30:00-04:00,2022-09-19 10:30:00-04:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-09-19 10:46:00-04:00,,1811.6000000000001,,,,,,,,1,2022-09-19,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-21 13:30:00-04:00,2022-09-21 14:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-09-21 14:46:00-04:00,,1822.6,1787.5,1851.01,,,,,,1,2022-09-21,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-22 09:30:00-04:00,2022-09-22 10:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-09-22 10:46:00-04:00,,1732.3999999999999,,,,,,,,1,2022-09-22,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-23 09:30:00-04:00,2022-09-23 10:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-09-23 10:46:00-04:00,,1681.6,1677.175,1717.9899999999998,,,,,,1,2022-09-23,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-28 09:30:00-04:00,2022-09-28 10:30:00-04:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-09-28 10:46:00-04:00,,1701.8000000000002,,,,,,,,1,2022-09-28,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-29 09:30:00-04:00,2022-09-29 10:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-09-29 10:46:00-04:00,,1665.3999999999999,1659.775,1702.2499999999998,,,,,,1,2022-09-29,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-09-30 09:30:00-04:00,2022-09-30 10:30:00-04:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-09-30 10:46:00-04:00,,1703.6000000000001,,,,,,,,1,2022-09-30,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-10-12 09:30:00-04:00,2022-10-12 10:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-10-12 10:46:00-04:00,,1674.3,,,,,,,,1,2022-10-12,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-10-13 10:30:00-04:00,2022-10-13 11:30:00-04:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-10-13 11:46:00-04:00,,1713.3000000000002,1716.375,1674.5900000000001,,,,,,1,2022-10-13,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-10-14 09:30:00-04:00,2022-10-14 10:30:00-04:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,none,True,-12.374999999998408,-12.374999999998408,-9.874999999998408,2022-10-14 10:46:00-04:00,2022-10-14 11:14:00-04:00,1710.3999999999999,1708.525,1752.7699999999998,1708.4250000000002,stop_1m,28.0,119.00000000000091,24.999999999997726,1,2022-10-14,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-11-10 09:30:00-05:00,2022-11-10 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,none,True,-30.0,-30.0,-27.5,2022-11-10 10:46:00-05:00,2022-11-10 10:51:00-05:00,1855.2,1860.6000000000001,1818.55,1860.7,stop_1m,5.0,10.0,57.999999999999545,1,2022-11-10,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-11-11 09:30:00-05:00,2022-11-11 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-11-11 10:46:00-05:00,,1899.9,1904.55,1862.21,,,,,,1,2022-11-11,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-11-15 09:30:00-05:00,2022-11-15 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-11-15 10:46:00-05:00,,1909.1000000000001,1910.6,1877.98,,,,,,1,2022-11-15,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-11-30 09:30:00-05:00,2022-11-30 10:30:00-05:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-11-30 10:46:00-05:00,,1830.1999999999998,1826.6,1850.8599999999997,,,,,,1,2022-11-30,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-11-30 13:30:00-05:00,2022-11-30 14:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-11-30 14:46:00-05:00,,1871.5,1876.375,1845.37,,,,,,1,2022-11-30,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-12-01 09:30:00-05:00,2022-12-01 10:30:00-05:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-12-01 10:46:00-05:00,,1883.1,1878.45,1910.6699999999998,,,,,,1,2022-12-01,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-12-02 09:30:00-05:00,2022-12-02 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-12-02 10:46:00-05:00,,1879.5,1881.0749999999998,1851.63,,,,,,1,2022-12-02,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-12-20 09:30:00-05:00,2022-12-20 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-12-20 10:46:00-05:00,,1766.7,,,,,,,,1,2022-12-20,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-12-22 09:30:00-05:00,2022-12-22 10:30:00-05:00,long,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,True,skip_pre_entry_stop_zone_touch,False,,,,2022-12-22 10:46:00-05:00,,1754.8,1752.25,1777.01,,,,,,1,2022-12-22,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts4_sz0p50,M2K,2022-12-29 09:30:00-05:00,2022-12-29 10:30:00-05:00,short,require_no_stop_zone_touch_before_entry,stop_zone_0p50,0.75,2.0,15,False,invalid_stop_geometry,False,,,,2022-12-29 10:46:00-05:00,,1772.1000000000001,,,,,,,,1,2022-12-29,1H,delay_stop_zone_filter,m2k_1h_stop_zone_diag,4,fold_1
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-01-18 09:30:00-05:00,2023-01-18 10:30:00-05:00,short,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,False,none,True,96.12500000000068,96.12500000000068,98.62500000000068,2023-01-18 10:36:00-05:00,2023-01-18 11:15:00-05:00,1910.0,1914.875,1890.175,1890.2749999999999,target_1m,39.0,205.9999999999991,14.00000000000091,1,2023-01-18,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-01-19 09:30:00-05:00,2023-01-19 10:30:00-05:00,long,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,True,skip_adverse_move_before_entry,False,,,,2023-01-19 10:36:00-05:00,,1841.6999999999998,1839.1499999999999,1867.1625,,,,,,1,2023-01-19,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-02-01 14:30:00-05:00,2023-02-01 15:30:00-05:00,short,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,False,invalid_stop_geometry,False,,,,2023-02-01 15:36:00-05:00,,1982.6000000000001,,,,,,,,1,2023-02-01,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-02-02 09:30:00-05:00,2023-02-02 10:30:00-05:00,short,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,False,invalid_stop_geometry,False,,,,2023-02-02 10:36:00-05:00,,2001.4,,,,,,,,1,2023-02-02,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-02-03 09:30:00-05:00,2023-02-03 10:30:00-05:00,short,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,False,invalid_stop_geometry,False,,,,2023-02-03 10:36:00-05:00,,2008.4,,,,,,,,1,2023-02-03,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,M2K,2023-03-10 09:30:00-05:00,2023-03-10 10:30:00-05:00,long,avoid_immediate_adverse_move,adverse_w5_ticks12,0.75,2.5,5,False,none,True,-52.5,-52.5,-50.0,2023-03-10 10:36:00-05:00,2023-03-10 10:42:00-05:00,1798.3,1788.3999999999999,1829.6374999999998,1788.3,stop_1m,6.0,29.00000000000091,117.00000000000045,1,2023-03-10,1H,delay_adverse_filter,m2k_1h_adverse_core,3,fold_2
