symbol,signal_timeframe,config_id,family,cluster_id,trades,net_pnl,gross_profit,gross_loss,winrate,avg_trade,median_trade,profit_factor,max_drawdown,sharpe_daily,sortino_daily,pnl_to_maxdd,avg_holding_minutes,median_holding_minutes,stop_exit_rate,target_exit_rate,time_stop_exit_rate,eod_exit_rate,skipped_trades,skip_rate,blocked_setups,turnover_proxy,estimated_cost_per_trade,max_daily_drawdown,active_days,calendar_days,exposure_ratio,fold_sharpe,long_trades,short_trades,long_pnl,short_pnl,execution_timeframe,base_signal_variant,stop_multiplier,target_multiplier,entry_delay_minutes,variant_time_stop_bars,filter_name,filter_params_json,stop_zone_fraction,adverse_window_minutes,max_adverse_ticks,normalized_net_pnl,normalized_profit_factor,normalized_pnl_to_maxdd,trade_count_score,simplicity_score,temporal_stability_score,cluster_positive_ratio_is,penalties,admissible_is,positive_years_is,years_with_trades_is,max_year_contribution_pct_is,robust_score_is,rank_is,net_pnl_oos,profit_factor_oos,rank_oos,fixed_wfa_net_pnl,fixed_positive_fold_ratio,fixed_positive_folds,strict_selected_count,neighbor_median_oos_pnl,neighbor_positive_fold_ratio
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,248.00000000003138,749.2500000000098,501.2499999999784,0.34146341463414637,6.048780487805644,-6.749999999998408,1.4947630922694106,-233.74999999998636,2.31722210937032,7.531476942209896,1.060962566845116,82.70731707317073,53.0,0.8780487804878049,0.0975609756097561,0.2926829268292683,0.024390243902439025,121,0.491869918699187,0,8.89795008912656,2.5,-45.37499999999909,40,232,0.1724137931034483,0.923203386433866,21,20,117.97500000001833,130.02500000001305,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.9806171499457201,1.0,1.0,1.0,0.55,0.395273539263111,0.375,0.0,True,2,5,0.609452921473778,0.7891644608786107,1,354.4000000000085,2.8901333333334476,78,814.2750000000217,1.0,5,1,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,57,282.3750000000439,1165.750000000013,883.3749999999691,0.3157894736842105,4.953947368421822,-7.8749999999990905,1.3196547332673596,-299.74999999997976,1.4623169468074206,2.8309007534110453,0.9420350291912025,76.3859649122807,50.0,0.9122807017543859,0.07017543859649122,0.2807017543859649,0.017543859649122806,105,0.4268292682926829,0,12.370320855614974,2.5,-178.4999999999991,56,232,0.2413793103448276,0.6893428195543567,28,29,-52.39999999997394,334.7750000000178,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,1.0,0.8676149538750018,0.9429840120683219,1.0,0.55,0.4925893818793103,0.375,0.0,True,2,5,0.41482123624137945,0.7726089998671452,2,351.27500000001305,2.0888027896165013,80,679.2750000000308,0.8,4,2,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,49,228.25000000003683,1070.7500000000118,842.499999999975,0.32653061224489793,4.658163265306874,-9.375,1.2709198813056897,-324.3749999999932,1.3001650379304814,2.5325254917479314,0.7036608863199743,78.79591836734694,51.0,0.8979591836734694,0.08163265306122448,0.2857142857142857,0.02040816326530612,113,0.45934959349593496,0,10.634135472370767,2.5,-178.4999999999991,48,232,0.20689655172413793,0.5674385430715773,26,23,-40.024999999975535,268.27500000001237,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 12}",,10.0,12.0,0.9694808215509046,0.8307705355867517,0.828703185934335,1.0,0.55,0.5043860972788032,0.375,0.0,True,2,5,0.3912278054423935,0.743763663909502,3,313.1500000000085,2.3227032734953186,97,560.7750000000237,0.8,4,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,174.2500000000348,749.2500000000098,574.999999999975,0.34146341463414637,4.250000000000848,-6.499999999998636,1.3030434782609432,-282.4999999999818,1.5485769987139089,3.89815250752166,0.6168141592921983,91.5609756097561,74.0,0.8536585365853658,0.0975609756097561,0.34146341463414637,0.04878048780487805,121,0.491869918699187,0,8.89795008912656,2.5,-59.49999999999932,40,232,0.1724137931034483,0.6169678442066847,21,20,95.85000000002196,78.40000000001282,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.9390321261929186,0.8550565484810435,0.7870673122098572,1.0,0.55,0.4262633207287644,0.375,0.0,True,2,5,0.5474733585424713,0.7245673298755856,4,300.9000000000083,2.248547717842392,105,751.6500000000212,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,57,138.20000000004484,1042.9500000000144,904.7499999999695,0.2982456140350877,2.4245614035095584,-8.624999999999545,1.1527493782813478,-299.74999999997976,0.7452366247118427,1.4031144153901038,0.4610508757299555,80.57894736842105,53.0,0.9649122807017544,0.017543859649122806,0.3157894736842105,0.017543859649122806,105,0.4268292682926829,0,12.370320855614974,2.5,-178.4999999999991,56,232,0.2413793103448276,0.35130791394821215,28,29,-222.6249999999743,360.82500000001914,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.9187048027178252,0.7414315252582471,0.7123916090802116,1.0,0.55,0.5417395471426778,0.375,0.15,False,2,5,0.31652090571464436,0.5538969390286478,5,314.87500000001546,1.9759783029834173,92,498.70000000003415,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,57,118.37500000004525,1023.1250000000148,904.7499999999695,0.2982456140350877,2.0767543859657063,-8.624999999999545,1.1308372478585789,-299.74999999997976,0.6469881228853995,1.2018355204183298,0.39491242702269636,80.3157894736842,51.0,0.9649122807017544,0.017543859649122806,0.3157894736842105,0.017543859649122806,105,0.4268292682926829,0,12.370320855614974,2.5,-178.4999999999991,56,232,0.2413793103448276,0.3049931260262808,28,29,-222.6249999999743,341.00000000001955,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.907526184468343,0.7248655633975614,0.6806836542389476,1.0,0.55,0.5500536892161291,0.375,0.15,False,2,5,0.2998926215677419,0.5448389510914423,6,311.43750000001546,1.96532351801635,98,475.43750000003456,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,103.82500000003233,626.4500000000112,522.6249999999789,0.3170731707317073,2.5323170731715203,-8.624999999999545,1.1986606075102348,-233.74999999998636,1.0701091660148931,3.208257458317666,0.44417112299481665,88.53658536585365,64.0,0.9512195121951219,0.024390243902439025,0.34146341463414637,0.024390243902439025,121,0.491869918699187,0,8.89795008912656,2.5,-45.37499999999909,40,232,0.1724137931034483,0.4263416967773228,21,20,-52.24999999998204,156.07500000001437,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.8993219526635453,0.7761412343421543,0.7042991538152494,1.0,0.55,0.43574847178125437,0.375,0.15,False,2,5,0.5285030564374913,0.5398497812406154,7,318.0000000000109,2.69600000000012,90,633.700000000025,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,84.00000000003274,606.6250000000116,522.6249999999789,0.3170731707317073,2.0487804878056766,-8.624999999999545,1.1607270987802654,-233.74999999998636,0.8974420802320163,2.5956525547672054,0.35935828877021453,88.17073170731707,64.0,0.9512195121951219,0.024390243902439025,0.34146341463414637,0.024390243902439025,121,0.491869918699187,0,8.89795008912656,2.5,-45.37499999999909,40,232,0.1724137931034483,0.3575494831712927,21,20,-52.24999999998204,136.25000000001478,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.8881433344140631,0.7474628244049039,0.6636383646658643,1.0,0.55,0.4449532250122998,0.375,0.15,False,2,5,0.5100935499754005,0.527159970215518,8,314.5625000000109,2.677666666666786,93,610.4375000000255,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,49,84.07500000003779,947.9500000000132,863.8749999999754,0.30612244897959184,1.7158163265313835,-10.499999999999545,1.097323108088601,-324.3749999999932,0.49970742144814156,0.9466039608880801,0.25919075144520864,83.6734693877551,54.0,0.9591836734693877,0.02040816326530612,0.32653061224489793,0.02040816326530612,113,0.45934959349593496,0,10.634135472370767,2.5,-178.4999999999991,48,232,0.20689655172413793,0.21809019848736266,26,23,-210.2499999999759,294.3250000000137,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 12}",,10.0,12.0,0.8881856242687298,0.6995282753059278,0.6156162563137327,1.0,0.55,0.5527349428498074,0.375,0.15,False,2,5,0.2945301143003852,0.5265454597894624,9,276.7500000000109,2.168954593453086,109,380.2000000000271,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,57,93.2500000000482,1165.750000000013,1072.4999999999648,0.3157894736842105,1.6359649122815474,-7.999999999998408,1.0869463869464346,-365.4999999999768,0.43810061382329746,0.694458191180826,0.2551299589604764,85.40350877192982,56.0,0.8947368421052632,0.07017543859649122,0.3157894736842105,0.03508771929824561,105,0.4268292682926829,0,12.370320855614974,2.5,-236.99999999999932,56,232,0.2413793103448276,0.20652260991762836,28,29,-171.14999999997053,264.40000000001874,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.8933590831559488,0.6916832888366305,0.6136694397910841,1.0,0.55,0.5111287995622036,0.375,0.15,False,2,5,0.37774240087559297,0.5194782103015089,10,261.40000000001464,1.6336969696970227,115,508.1500000000324,0.8,4,0,262.95000000001266,0.7093749999999999
