symbol,signal_timeframe,config_id,family,cluster_id,trades,net_pnl,gross_profit,gross_loss,winrate,avg_trade,median_trade,profit_factor,max_drawdown,sharpe_daily,sortino_daily,pnl_to_maxdd,avg_holding_minutes,median_holding_minutes,stop_exit_rate,target_exit_rate,time_stop_exit_rate,eod_exit_rate,skipped_trades,skip_rate,blocked_setups,turnover_proxy,estimated_cost_per_trade,max_daily_drawdown,active_days,calendar_days,exposure_ratio,fold_sharpe,long_trades,short_trades,long_pnl,short_pnl,execution_timeframe,base_signal_variant,stop_multiplier,target_multiplier,entry_delay_minutes,variant_time_stop_bars,filter_name,filter_params_json,stop_zone_fraction,adverse_window_minutes,max_adverse_ticks,normalized_net_pnl,normalized_profit_factor,normalized_pnl_to_maxdd,trade_count_score,simplicity_score,temporal_stability_score,cluster_positive_ratio_is,penalties,admissible_is,positive_years_is,years_with_trades_is,max_year_contribution_pct_is,robust_score_is,rank_is,net_pnl_oos,profit_factor_oos,rank_oos,fixed_wfa_net_pnl,fixed_positive_fold_ratio,fixed_positive_folds,strict_selected_count,neighbor_median_oos_pnl,neighbor_positive_fold_ratio
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,49,64.2500000000382,928.1250000000136,863.8749999999754,0.30612244897959184,1.311224489796698,-10.499999999999545,1.0743741860802083,-324.3749999999932,0.3873127034834751,0.7233934521209392,0.19807321772651884,83.36734693877551,53.0,0.9591836734693877,0.02040816326530612,0.32653061224489793,0.02040816326530612,113,0.45934959349593496,0,10.634135472370767,2.5,-178.4999999999991,48,232,0.20689655172413793,0.16903712203152482,26,23,-210.2499999999759,274.5000000000141,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 12}",,10.0,12.0,0.8770070060192476,0.6821784804936512,0.586315417890092,1.0,0.55,0.5608923884514374,0.375,0.15,False,2,5,0.27821522309712504,0.5176682682538092,11,273.3125000000109,2.1544350580782177,110,356.9375000000275,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw10_mt8,delay_adverse_filter,m2k_1h_adverse_core,34,138.15000000002556,606.400000000009,468.2499999999834,0.35294117647058826,4.063235294118399,-9.187499999999886,1.2950347036839946,-206.99999999999363,1.5922887181756447,5.122742499637929,0.6673913043479701,86.52941176470588,54.0,0.8823529411764706,0.08823529411764706,0.3235294117647059,0.029411764705882353,128,0.5203252032520326,0,7.378787878787879,2.5,-45.37499999999909,33,232,0.14224137931034483,0.5762069835439408,17,17,18.12500000001478,120.02500000001078,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 8}",,10.0,8.0,0.9186766094813716,0.8490017718968964,0.8113148998502435,0.85,0.55,0.4312462189957582,0.375,0.2,False,2,5,0.5375075620084836,0.5086698441025539,12,392.6500000000067,3.630820770519396,72,709.675000000019,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,64,59.81250000005616,1137.6875000000155,1077.8749999999593,0.25,0.9345703125008775,-11.62499999999909,1.055491128377649,-323.5624999999777,0.25659999750525025,0.770683055396126,0.18485609426327304,66.34375,21.5,0.953125,0.046875,0.25,0.0,130,0.5284552845528455,0,13.889483065953655,2.5,-93.37499999999977,63,232,0.27155172413793105,0.12829999875262513,36,28,-105.99999999996612,165.81250000002228,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.5,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.8745048562849789,0.6679025516962998,0.5799788925845325,1.0,0.55,0.5248250116658781,0.375,0.15,False,2,5,0.3503499766682436,0.5079520672338173,13,226.06250000001523,1.4759210526316224,125,350.06250000004,0.6,3,1,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d15_ts3_aw10_mt8,delay_adverse_filter,m2k_1h_adverse_core,34,137.7000000000271,605.9500000000105,468.2499999999834,0.35294117647058826,4.050000000000797,-9.187499999999886,1.2940736785905649,-206.99999999999363,1.581733671056153,5.106056041984445,0.6652173913044992,92.20588235294117,61.5,0.9411764705882353,0.029411764705882353,0.38235294117647056,0.029411764705882353,128,0.5203252032520326,0,7.378787878787879,2.5,-45.37499999999909,33,232,0.14224137931034483,0.5723873924154834,17,17,-8.374999999984993,146.0750000000121,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 8}",,10.0,8.0,0.9184228703533893,0.848275219766284,0.8102726870684424,0.85,0.55,0.41773135533352845,0.375,0.2,False,2,5,0.5645372893329431,0.5062902243842302,14,356.2500000000091,3.386934673366975,77,672.825000000023,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw10_mt12,delay_adverse_filter,m2k_1h_adverse_core,49,46.75000000004047,1070.7500000000118,1023.9999999999714,0.32653061224489793,0.9540816326538872,-10.499999999999545,1.0456542968750409,-390.4999999999927,0.24105027755952751,0.383332204642968,0.1197183098592608,87.6734693877551,56.0,0.8775510204081632,0.08163265306122448,0.32653061224489793,0.04081632653061224,113,0.45934959349593496,0,10.634135472370767,2.5,-236.99999999999932,48,232,0.20689655172413793,0.10520296601968093,26,23,-156.64999999997235,203.40000000001282,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 12}",,10.0,12.0,0.8671393732643464,0.6604657314347305,0.5487506741017528,1.0,0.55,0.5197460741730651,0.375,0.3,False,2,5,0.3605078516538697,0.34954553318103804,15,247.90000000000873,1.8208609271523641,119,418.1500000000244,0.8,4,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm3p00_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,64,28.600000000052432,1106.4750000000117,1077.8749999999593,0.25,0.44687500000081926,-11.62499999999909,1.0265336889714054,-310.7249999999783,0.1320994310624938,0.3685105184426151,0.0920428031219066,67.828125,21.5,0.96875,0.03125,0.265625,0.0,130,0.5284552845528455,0,13.889483065953655,2.5,-93.37499999999977,63,232,0.27155172413793105,0.0660497155312469,36,28,-169.87499999996885,198.47500000002128,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,3.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.8569052284356972,0.6460102104436901,0.5354825413440396,1.0,0.55,0.5185582571801628,0.375,0.3,False,2,5,0.36288348563967443,0.3424392075545078,16,261.0000000000184,1.5494736842105783,117,404.8250000000428,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw10_mt8,delay_adverse_filter,m2k_1h_adverse_core,34,117.87500000002751,586.1250000000109,468.2499999999834,0.35294117647058826,3.4669117647066914,-9.187499999999886,1.2517351841965438,-206.99999999999363,1.40403570501407,4.370924879803475,0.5694444444445949,91.76470588235294,61.5,0.9411764705882353,0.029411764705882353,0.38235294117647056,0.029411764705882353,128,0.5203252032520326,0,7.378787878787879,2.5,-45.37499999999909,33,232,0.14224137931034483,0.5080832195439229,17,17,-8.374999999984993,126.2500000000125,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 8}",,10.0,8.0,0.9072442521039071,0.8162665620119742,0.7643574239589327,0.85,0.55,0.42680683311431605,0.375,0.35,False,2,5,0.5463863337713679,0.3421268013841635,17,352.8125000000091,3.3639028475713295,79,649.5625000000234,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,23.950000000036198,626.4500000000112,602.499999999975,0.3170731707317073,0.5841463414642976,-7.999999999998408,1.03975103734446,-282.4999999999818,0.23278849437747798,0.5444303897693289,0.0847787610620805,97.48780487804878,77.0,0.926829268292683,0.024390243902439025,0.3902439024390244,0.04878048780487805,121,0.491869918699187,0,8.89795008912656,2.5,-59.49999999999932,40,232,0.1724137931034483,0.09274515613461344,21,20,-80.49999999997794,104.45000000001414,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.8542832574465281,0.6560027618215287,0.5320000297021732,1.0,0.55,0.4734205737065507,0.375,0.3,False,2,5,0.45315885258689864,0.33662029436491986,18,264.5000000000107,2.0975103734440577,113,564.950000000025,0.8,4,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts3_aw5_mt8,delay_adverse_filter,m2k_1h_adverse_core,41,4.125000000036607,606.6250000000116,602.499999999975,0.3170731707317073,0.10060975609845384,-7.999999999998408,1.0068464730291067,-282.4999999999818,0.04141646377948889,0.09376932600480241,0.014601769911634949,97.1219512195122,77.0,0.926829268292683,0.024390243902439025,0.3902439024390244,0.04878048780487805,121,0.491869918699187,0,8.89795008912656,2.5,-59.49999999999932,40,232,0.1724137931034483,0.01650071413556893,21,20,-80.49999999997794,84.62500000001455,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.8431046391970459,0.631126323658117,0.49835592540600043,1.0,0.55,0.48315010096476446,0.375,0.3,False,2,5,0.43369979807047115,0.32582209652664734,19,261.0625000000107,2.083246887966879,116,541.6875000000255,0.8,4,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d5_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,64,-14.32499999994775,1063.5500000000116,1077.8749999999593,0.25,-0.2238281249991836,-11.62499999999909,0.9867099617303042,-336.39999999997826,-0.06718033845093002,-0.18457738379935415,-0.04258323424479392,62.953125,21.5,0.921875,0.078125,0.21875,0.0,130,0.5284552845528455,0,13.889483065953655,2.5,-93.37499999999977,63,232,0.27155172413793105,-0.03359016922546501,36,28,-151.07499999996776,136.75000000002,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.8327013349497433,0.6159027615604487,0.47094041196668196,1.0,0.55,0.5189202394039396,0.375,0.3,False,2,5,0.36215952119212064,0.3219499170076316,20,216.3500000000147,1.4554736842105682,130,341.62500000003774,0.8,4,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d15_ts3_aw5_mt12,delay_adverse_filter,m2k_1h_adverse_core,57,-57.04999999995039,1042.9500000000144,1099.9999999999648,0.2982456140350877,-1.0008771929815858,-8.999999999998636,0.9481363636364071,-365.4999999999768,-0.2775358741401987,-0.4302794504079263,-0.15608755129946378,89.66666666666667,74.0,0.9473684210526315,0.017543859649122806,0.3508771929824561,0.03508771929824561,105,0.4268292682926829,0,12.370320855614974,2.5,-236.99999999999932,56,232,0.2413793103448276,-0.13083166575138047,28,29,-347.49999999997044,290.45000000002005,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0,0.8086102144095584,0.5867404326346897,0.41652441295546,1.0,0.55,0.5560009070809047,0.375,0.3,False,2,5,0.28799818583819076,0.3086989274143043,21,225.00000000001705,1.5454545454546018,126,321.4500000000362,0.6,3,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw10_mt8,delay_adverse_filter,m2k_1h_adverse_core,34,70.40000000002806,606.400000000009,535.9999999999809,0.35294117647058826,2.070588235294943,-9.74999999999909,1.1313432835821466,-243.49999999998772,0.7652533168554807,1.8558128533399951,0.2891170431212797,97.1470588235294,75.5,0.8529411764705882,0.08823529411764706,0.38235294117647056,0.058823529411764705,128,0.5203252032520326,0,7.378787878787879,2.5,-59.49999999999932,33,232,0.14224137931034483,0.2769248442942568,17,17,0.5000000000177351,69.90000000001032,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 8}",,10.0,8.0,0.8804747741016791,0.7252481354403079,0.6299634556142691,0.85,0.55,0.46595159515950835,0.375,0.35,False,2,5,0.46809680968098333,0.30428183952446397,22,349.90000000000464,2.8223958333333856,81,657.8000000000168,1.0,5,0,262.95000000001266,0.7093749999999999
M2K,1H,m2k_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm3p00_d15_ts3_aw10_mt8,delay_adverse_filter,m2k_1h_adverse_core,34,69.9500000000296,605.9500000000105,535.9999999999809,0.35294117647058826,2.0573529411773412,-9.74999999999909,1.1305037313433435,-243.49999999998772,0.7580836374031008,1.8439504132263613,0.2872689938399718,102.82352941176471,86.0,0.9117647058823529,0.029411764705882353,0.4411764705882353,0.058823529411764705,128,0.5203252032520326,0,7.378787878787879,2.5,-59.49999999999932,33,232,0.14224137931034483,0.2743303277828504,17,17,-25.999999999982037,95.95000000001164,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,3.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 10, ""max_adverse_ticks"": 8}",,10.0,8.0,0.8802210349736967,0.7246134189568019,0.6290774677463723,0.85,0.55,0.4536929993577317,0.375,0.35,False,2,5,0.49261400128453653,0.3021324608517153,23,313.50000000000705,2.6328125000000617,95,620.9500000000207,0.8,4,0,262.95000000001266,0.7093749999999999
