config_id,symbol,signal_timeframe,execution_timeframe,base_signal_variant,family,cluster_id,stop_multiplier,target_multiplier,entry_delay_minutes,variant_time_stop_bars,filter_name,filter_params_json,stop_zone_fraction,adverse_window_minutes,max_adverse_ticks
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d5_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d5_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d5_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d5_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,5,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts2_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts2_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,15,2,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d5_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d5_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d5_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm0p75_tm2p50_d15_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,0.75,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d5_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d5_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p00_d15_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.0,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d5_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d5_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,5,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts3_aw5_mt12,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 12}",,5.0,12.0
mnq_1h_delay_adverse_filter_avoid_immediate_adverse_move_sm1p00_tm2p50_d15_ts3_aw5_mt16,MNQ,1H,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,delay_adverse_filter,mnq_1h_negative_control_adverse,1.0,2.5,15,3,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d5_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d5_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d5_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d30_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d30_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d30_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d5_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d5_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d5_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d15_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d15_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d15_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d30_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d30_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm0p75_tm2p50_d30_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,0.75,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d30_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d30_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d30_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.0,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d5_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d5_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d5_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d15_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d15_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d15_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d30_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d30_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p00_tm2p50_d30_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.0,2.5,30,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d5_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d5_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d5_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,5,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d15_ts3_sz0p50,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d15_ts3_sz0p75,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,
m2k_1h_delay_stop_zone_filter_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d15_ts3_sz1p00,M2K,1H,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,delay_stop_zone_filter,m2k_1h_stop_zone_diag,1.25,2.0,15,3,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,
