result_type,name,deployable,reason,net_pnl,profit_factor,positive_folds
posthoc_positive_sleeve,M2K_1H,False,selected_after_full_walkforward_observation,474.77500000002465,1.9134680134680884,4
posthoc_positive_sleeve,MGC_1H,False,selected_after_full_walkforward_observation,1217.2000000000003,3.4891615541923406,2
