entity_id,trade_count,total_pnl,top1_trade_pnl,top3_trade_pnl,top5_trade_pnl,top1_contribution_pct,top3_contribution_pct,top5_contribution_pct,worst1_trade_pnl,worst3_trade_pnl,worst5_trade_pnl,worst1_contribution_pct,worst3_contribution_pct,worst5_contribution_pct
M2K,39,474.77500000002465,225.0,502.2500000000002,713.0250000000001,0.47390869359167676,1.0578695171396433,1.5018166499920238,-52.5,-124.12499999999795,-193.1249999999966,-0.11057869517139124,-0.2614396292980707,-0.406771628666182
MGC,23,1217.2000000000003,492.4999999999909,983.9999999999782,1305.9999999999673,0.40461715412421195,0.8084127505750722,1.0729543213933346,-81.50000000000091,-223.49999999999682,-319.4999999999959,-0.06695695037791727,-0.18361813999342488,-0.26248767663489636
MNQ,116,-878.125,667.6500000000015,1527.1500000000015,2070.25,-0.7603131672597881,-1.7391032028469768,-2.357580071174377,-269.5,-728.5,-1131.0,0.30690391459074734,0.8296085409252669,1.2879715302491104
