portfolio_name,fold_id,session_date,daily_pnl,weights_json,selection_basis,deployable,equity
m2k_mgc_capped_equal,fold_1,2022-10-14,-6.187499999999204,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-6.187499999999204
m2k_mgc_capped_equal,fold_1,2022-11-10,-15.0,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-21.187499999999204
m2k_mgc_capped_equal,fold_2,2023-01-18,48.06250000000034,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,26.875000000001137
m2k_mgc_capped_equal,fold_2,2023-01-26,23.750000000001137,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,50.625000000002274
m2k_mgc_capped_equal,fold_2,2023-02-28,-11.249999999998863,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,39.37500000000341
m2k_mgc_capped_equal,fold_2,2023-03-10,-26.25,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,13.12500000000341
m2k_mgc_capped_equal,fold_2,2023-04-04,-9.749999999999659,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,3.3750000000037517
m2k_mgc_capped_equal,fold_2,2023-04-05,-17.81249999999943,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-14.43749999999568
m2k_mgc_capped_equal,fold_2,2023-05-11,-36.74999999999841,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-51.18749999999409
m2k_mgc_capped_equal,fold_2,2023-05-26,-5.999999999999659,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-57.18749999999375
m2k_mgc_capped_equal,fold_2,2023-06-05,23.500000000000227,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-33.68749999999352
m2k_mgc_capped_equal,fold_2,2023-06-20,20.00000000000057,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-13.687499999992951
m2k_mgc_capped_equal,fold_2,2023-07-18,3.5000000000002274,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-10.187499999992724
m2k_mgc_capped_equal,fold_2,2023-07-20,-3.9374999999995453,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-14.12499999999227
m2k_mgc_capped_equal,fold_2,2023-07-27,-13.312499999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-27.437499999991815
m2k_mgc_capped_equal,fold_2,2023-08-01,25.750000000000455,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,-1.6874999999913598
m2k_mgc_capped_equal,fold_2,2023-08-03,39.500000000000455,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,37.812500000009095
m2k_mgc_capped_equal,fold_2,2023-09-01,5.684341886080801e-13,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,37.81250000000966
m2k_mgc_capped_equal,fold_2,2023-10-03,-5.812499999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,32.00000000001012
m2k_mgc_capped_equal,fold_2,2023-10-20,-12.374999999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,19.625000000010573
m2k_mgc_capped_equal,fold_3,2024-01-30,-4.124999999999659,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,15.500000000010914
m2k_mgc_capped_equal,fold_3,2024-03-08,57.32499999999959,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,72.8250000000105
m2k_mgc_capped_equal,fold_3,2024-03-20,-13.125,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,59.700000000010505
m2k_mgc_capped_equal,fold_3,2024-03-21,-10.249999999998636,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,49.45000000001187
m2k_mgc_capped_equal,fold_3,2024-04-01,-9.937499999999773,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,39.512500000012096
m2k_mgc_capped_equal,fold_3,2024-04-02,-6.5625,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,32.950000000012096
m2k_mgc_capped_equal,fold_3,2024-04-15,-6.749999999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,26.20000000001255
m2k_mgc_capped_equal,fold_3,2024-04-19,4.000000000000341,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,30.200000000012892
m2k_mgc_capped_equal,fold_3,2024-05-03,55.35000000000082,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,85.55000000001371
m2k_mgc_capped_equal,fold_3,2024-05-15,9.00000000000091,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,94.55000000001462
m2k_mgc_capped_equal,fold_3,2024-05-22,-5.749999999998181,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,88.80000000001644
m2k_mgc_capped_equal,fold_3,2024-05-23,-3.1875000000002274,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,85.61250000001621
m2k_mgc_capped_equal,fold_3,2024-07-08,23.250000000000455,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,108.86250000001667
m2k_mgc_capped_equal,fold_3,2024-07-12,14.750000000000227,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,123.6125000000169
m2k_mgc_capped_equal,fold_3,2024-08-23,0.7500000000004547,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,124.36250000001735
m2k_mgc_capped_equal,fold_3,2024-09-06,-14.74999999999909,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,109.61250000001826
m2k_mgc_capped_equal,fold_3,2024-09-25,-17.624999999999318,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,91.98750000001894
m2k_mgc_capped_equal,fold_3,2024-11-06,-9.74999999999909,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,82.23750000001985
m2k_mgc_capped_equal,fold_3,2024-11-25,-40.750000000000455,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,41.487500000019395
m2k_mgc_capped_equal,fold_3,2024-12-27,-15.562499999999773,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,25.925000000019622
m2k_mgc_capped_equal,fold_3,2024-12-30,61.25,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,87.17500000001962
m2k_mgc_capped_equal,fold_4,2025-01-03,-19.249999999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,67.92500000002008
m2k_mgc_capped_equal,fold_4,2025-01-06,-24.249999999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,43.67500000002053
m2k_mgc_capped_equal,fold_4,2025-01-10,-23.75,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,19.925000000020532
m2k_mgc_capped_equal,fold_4,2025-01-15,77.75000000000091,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,97.67500000002144
m2k_mgc_capped_equal,fold_4,2025-03-04,21.75000000000182,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,119.42500000002326
m2k_mgc_capped_equal,fold_4,2025-03-21,67.75000000000091,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,187.17500000002417
m2k_mgc_capped_equal,fold_4,2025-04-01,77.37500000000011,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,264.5500000000243
m2k_mgc_capped_equal,fold_4,2025-05-08,-34.249999999999545,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,230.30000000002474
m2k_mgc_capped_equal,fold_4,2025-05-21,-16.875,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,213.42500000002474
m2k_mgc_capped_equal,fold_4,2025-07-08,-13.749999999997726,"{""M2K"": 0.5, ""MGC"": 0.5}",strict_train_only,True,199.675000000027
