variant_name,family,horizon,asset_count,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,oos_sharpe_delta_vs_baseline,oos_max_drawdown_improvement_vs_baseline,oos_trade_retention_vs_baseline,oos_net_pnl_retention_vs_baseline,oos_assets_sharpe_improved,oos_assets_dd_improved,oos_assets_with_value,verdict,threshold,multiplier
three_state_modulation__60m__t95__m25,three_state_modulation,60m,4,36586.50000000847,0.44765201202884086,0.4838193712400268,-19090.99999999482,1.0594533151766041,0.4530902623388173,16.26789684304512,2249,990,0.8691834942932397,41.46532045654082,13,7,12041.750000006456,0.21193867063685215,0.22733710139818614,-12553.999999998709,1.0279099709757777,0.4517799352750809,7.794012944987998,1545,681,0.8544542032622334,40.70890840652447,13,7,24544.750000002015,0.986219161063312,1.083648558788217,-15958.249999999194,1.1334445155757207,0.4559659090909091,34.86470170454832,704,309,0.9035087719298246,43.228070175438596,13,5,0.14264568413353418,-0.16912397662963385,0.9107373868046572,1.0211661674155215,1,3,1,no_value,95,25
three_state_modulation__30m__t95__m25,three_state_modulation,30m,4,45641.750000008375,0.5618307116524627,0.6159257154589104,-16448.49999999768,1.0751324005519631,0.4546654929577465,20.088798415496644,2272,990,0.8691834942932397,41.88937664618086,13,10,22148.250000006385,0.38837232239413055,0.423299182960615,-13140.99999999873,1.0523141696388658,0.45209003215434085,14.243247588428543,1555,682,0.8557089084065245,40.9723964868256,13,10,23493.500000001994,0.9709287929687895,1.0791175824708175,-13040.499999999558,1.1276028335666706,0.4602510460251046,32.766387726641554,717,308,0.9005847953216374,44.026315789473685,13,7,0.12735531603901173,0.0446345171156616,0.9275549805950841,0.9774296888001149,2,2,1,protective_but_mixed,95,25
three_state_modulation__session__t90__m50,three_state_modulation,session,4,35625.75000000835,0.42860208453959553,0.4528167594405084,-26788.999999997268,1.0569211461001389,0.45818345323741005,16.018772482018143,2224,969,0.8507462686567164,41.00438981562774,13,6,11950.500000006366,0.20542244936157364,0.21566443064846907,-20377.749999997264,1.0271954113361583,0.4555483452303699,7.7550292018211335,1541,673,0.8444165621079046,40.60351317440402,13,6,23675.250000001986,0.9498059104850075,1.018340109638198,-13556.499999999542,1.1269802746874928,0.46412884333821375,34.663616398245956,683,296,0.8654970760233918,41.938596491228076,12,6,0.10623243355522971,0.006831626952836575,0.8835705045278137,0.9849912631053227,2,3,2,protective_but_mixed,90,50
three_state_modulation__60m__t80__m25,three_state_modulation,60m,4,40222.50000000695,0.5421408896778179,0.5797821363392326,-21228.499999998057,1.0772743930173179,0.4481537683358624,20.34522003035253,1977,937,0.8226514486391572,36.4503950834065,13,8,18540.000000005308,0.3611516946385772,0.3829635076093703,-13180.999999998052,1.0506415553021504,0.44964028776978415,13.338129496406696,1390,656,0.823086574654956,36.624843161856965,13,8,21682.500000001644,0.949559982524181,1.0340488834170434,-17035.749999999607,1.140419103992397,0.444633730834753,36.93781942078645,587,281,0.8216374269005848,36.04385964912281,11,4,0.10598650559440315,-0.2480631513398293,0.759379042690815,0.9020843734398153,2,2,1,no_value,80,25
three_state_modulation__60m__t95__m75,three_state_modulation,60m,4,39291.00000000927,0.4498464446235858,0.4901374686047745,-24195.24999999662,1.0570168564761748,0.45690021231422506,16.684076433124954,2355,1007,0.884108867427568,43.41966637401229,13,7,14649.000000007058,0.24056744080431847,0.25951792682868025,-17337.749999996617,1.0307143298944366,0.45590062111801244,9.098757763979538,1610,694,0.8707653701380176,42.42158092848181,13,7,24642.000000002205,0.9323296423297532,1.0389438762306153,-16732.74999999909,1.116143536858688,0.4590604026845638,33.076510067117056,745,313,0.9152046783625731,45.74561403508772,13,5,0.08875616539997544,-0.2258649425813877,0.963777490297542,1.0252121817273945,2,2,2,no_value,95,75
three_state_modulation__30m__t85__m75,three_state_modulation,30m,4,32521.25000000873,0.40044981192728696,0.43158731898095953,-18379.749999997668,1.0511402323866397,0.4570400359874044,14.629442195235596,2223,991,0.8700614574187884,40.98595258999122,13,8,9931.25000000651,0.17491280532144693,0.18781769780429647,-13749.74999999766,1.0224267397871685,0.4552580013063357,6.486773350755395,1531,687,0.8619824341279799,40.34002509410289,13,8,22590.00000000222,0.9252756946229012,1.0053811223972644,-14404.999999999234,1.116990712988235,0.46098265895953755,32.644508670523436,692,304,0.8888888888888888,42.49122807017544,12,5,0.08170221769312336,-0.05533068371217588,0.8952134540750324,0.9398402396405342,3,2,2,no_value,85,75
three_state_modulation__session__t90__m25,three_state_modulation,session,4,28523.750000007807,0.35268248047114525,0.369090599133148,-26904.499999997355,1.0483367162044535,0.45433255269320844,13.360070257614899,2135,957,0.8402107111501317,39.36347673397717,13,6,6267.7500000059545,0.11038420334663297,0.11447627202087439,-20249.499999997348,1.0150008526271532,0.45161290322580644,4.212197580649163,1488,663,0.8318695106649937,39.207026348808036,13,6,22256.000000001855,0.9245511856062795,0.988816526064406,-13499.749999999567,1.1291857974564643,0.4605873261205564,34.39876352395959,647,294,0.8596491228070176,39.728070175438596,12,6,0.08097770867650167,0.010989212256595151,0.8369987063389392,0.9259444167082522,3,2,2,protective_but_mixed,90,25
three_state_modulation__session__t90__m75,three_state_modulation,session,4,41420.25000000889,0.4779988824383925,0.5123088840765797,-27680.249999997002,1.0625336860079222,0.45840787119856885,18.524262075138143,2236,975,0.8560140474100087,41.22563652326602,13,7,17452.250000006796,0.2888587280282686,0.3073066229189466,-21242.749999997013,1.0378114437993045,0.4557779212395094,11.26678502259961,1549,676,0.848180677540778,40.81430363864492,13,7,23968.000000002095,0.9141166280816592,0.9963647257866238,-13991.499999999527,1.1193583889007976,0.4643377001455604,34.88791848617481,687,299,0.8742690058479532,42.184210526315795,12,6,0.07054315115188137,-0.025037088591405392,0.888745148771022,0.9971709103011988,2,3,2,no_value,90,75
three_state_modulation__60m__t95__m50,three_state_modulation,60m,4,36161.75000000888,0.43084083171845905,0.46760522392401904,-20831.499999996828,1.055352123725004,0.4551665243381725,15.440542271566557,2342,1003,0.8805970149253731,43.17998244073749,13,7,12949.75000000675,0.22153070255192248,0.23795436124551206,-14641.499999996819,1.028510945827622,0.4544319600499376,8.083489388268882,1602,692,0.8682559598494354,42.21079046424091,13,7,23212.00000000213,0.9117737041013122,1.0130238563780232,-16268.749999999147,1.116584045283562,0.45675675675675675,31.367567567570443,740,311,0.9093567251461988,45.438596491228076,13,6,0.0682002271715344,-0.19187164600086593,0.9573091849935317,0.9657180895323567,1,3,1,no_value,95,50
adverse_downsize__session__t90__m25,adverse_downsize,session,4,44777.750000009575,0.4925148697916607,0.544374342737861,-27539.49999999669,1.063574055143837,0.46092099704267003,18.917511618086007,2367,1003,0.8805970149253731,43.64091308165057,13,7,19518.500000007294,0.3090622774049723,0.3386848592698985,-21613.249999996715,1.0400421582781934,0.45761670761670764,11.989250614255095,1628,692,0.8682559598494354,42.89585947302384,13,7,25259.250000002285,0.9104791614209218,1.0257730753006304,-13896.7499999995,1.1164604381228045,0.46820027063599456,34.180311231396864,739,311,0.9093567251461988,45.377192982456144,13,6,0.06690568449114398,-0.018095569515961953,0.9560155239327296,1.050892411382912,2,2,2,no_value,90,25
