session_date,timestamp,signal,atr_25,atr_26,atr_27,atr_28,atr_29,atr_30,signal_index,timestamp_signal,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,minute_of_day,weekday,bar_in_session,session_vwap,continuous_session_date,continuous_session_vwap,or_high,or_low,or_width,or_midpoint,atr_25_signal,atr_26_signal,atr_27_signal,atr_28_signal,atr_29_signal,atr_30_signal,signal_signal,raw_signal,atr_filter_pass,direction_filter_pass,filter_pass,filtered_out,semivariance_bar_minutes,ret_simple,rs_plus_30m,rs_minus_30m,rv_30m,rs_plus_share_30m,rs_minus_share_30m,rs_imbalance_30m,abs_rs_imbalance_30m,rs_plus_60m,rs_minus_60m,rv_60m,rs_plus_share_60m,rs_minus_share_60m,rs_imbalance_60m,abs_rs_imbalance_60m,rs_plus_90m,rs_minus_90m,rv_90m,rs_plus_share_90m,rs_minus_share_90m,rs_imbalance_90m,abs_rs_imbalance_90m,rs_plus_session,rs_minus_session,rv_session,rs_plus_share_session,rs_minus_share_session,rs_imbalance_session,abs_rs_imbalance_session,trade_id,entry_time,exit_time,direction,quantity,net_pnl_usd,pnl_usd,fees,exit_reason,risk_per_contract_usd,pnl_ticks,entry_price,trade_risk_usd,asset,breakout_side,phase,rs_plus_pct_30m,rs_minus_pct_30m,rv_pct_30m,abs_rs_imbalance_pct_30m,rs_plus_pct_60m,rs_minus_pct_60m,rv_pct_60m,abs_rs_imbalance_pct_60m,rs_plus_pct_90m,rs_minus_pct_90m,rv_pct_90m,abs_rs_imbalance_pct_90m,rs_plus_pct_session,rs_minus_pct_session,rv_pct_session,abs_rs_imbalance_pct_session,adverse_semivariance_30m,supportive_semivariance_30m,adverse_share_30m,supportive_share_30m,adverse_pct_30m,supportive_pct_30m,adverse_semivariance_60m,supportive_semivariance_60m,adverse_share_60m,supportive_share_60m,adverse_pct_60m,supportive_pct_60m,adverse_semivariance_90m,supportive_semivariance_90m,adverse_share_90m,supportive_share_90m,adverse_pct_90m,supportive_pct_90m,adverse_semivariance_session,supportive_semivariance_session,adverse_share_session,supportive_share_session,adverse_pct_session,supportive_pct_session
2019-05-07,2019-05-07 10:01:00-04:00,-1,9.31,9.298076923076923,9.148148148148149,9.142857142857142,9.017241379310345,9.05,1801,2019-05-07 10:01:00-04:00,33,1,8078,7702.75,7703.75,7694.5,7694.75,339,MNQ.c.0,601,1,476,7729.015120991288,2019-05-07,7731.261067646468,7752.75,7695.25,57.5,7724.0,9.31,9.298076923076923,9.148148148148149,9.142857142857142,9.017241379310345,9.05,-1,-1,True,True,True,False,1,-0.0011682622099626894,6.3747813742401964e-06,1.5361558470207898e-05,2.1736339844448095e-05,0.29327759042507084,0.7067224095749292,-0.4134448191498583,0.4134448191498583,1.2909850420742678e-05,1.9746496522087748e-05,3.265634694283043e-05,0.39532438956945193,0.604675610430548,-0.209351220861096,0.209351220861096,1.3746392779564814e-05,2.096870802772528e-05,3.4715100807290096e-05,0.3959773257140622,0.6040226742859377,-0.2080453485718755,0.2080453485718755,9.35191821726294e-06,1.5361558470207898e-05,2.471347668747084e-05,0.3784137025934577,0.6215862974065423,-0.2431725948130846,0.2431725948130846,2,2019-05-07 10:02:00-04:00,2019-05-07 16:00:00-04:00,short,6,345.0,360.0,15.0,time_exit,122.0,120.0,7693.75,732.0,MNQ,short,is,,,,,,,,,,,,,,,,,6.3747813742401964e-06,1.5361558470207898e-05,0.29327759042507084,0.7067224095749292,,,1.2909850420742678e-05,1.9746496522087748e-05,0.39532438956945193,0.604675610430548,,,1.3746392779564814e-05,2.096870802772528e-05,0.3959773257140622,0.6040226742859377,,,9.35191821726294e-06,1.5361558470207898e-05,0.3784137025934577,0.6215862974065423,,
2019-05-09,2019-05-09 10:04:00-04:00,-1,9.69,9.567307692307692,9.87037037037037,9.8125,9.767241379310345,9.775,4331,2019-05-09 10:04:00-04:00,33,1,8078,7504.75,7508.5,7500.0,7501.25,408,MNQ.c.0,604,3,561,7541.615859455184,2019-05-09,7551.037078573826,7565.75,7501.75,64.0,7533.75,9.69,9.567307692307692,9.87037037037037,9.8125,9.767241379310345,9.775,-1,-1,True,True,True,False,1,-0.0005995403523965104,8.946988367291126e-06,1.7594560309680632e-05,2.654154867697176e-05,0.3370936819166773,0.6629063180833227,-0.32581263616664535,0.32581263616664535,1.2642052337343437e-05,2.0390521666660298e-05,3.303257400400374e-05,0.3827147208029004,0.6172852791970995,-0.23457055839419907,0.23457055839419907,1.3641190039954819e-05,2.2702311039676668e-05,3.634350107963148e-05,0.37534055978993036,0.6246594402100697,-0.24931888042013942,0.24931888042013942,1.0421045880249865e-05,1.828374167931082e-05,2.8704787559560686e-05,0.3630420834373649,0.636957916562635,-0.2739158331252701,0.2739158331252701,4,2019-05-09 10:05:00-04:00,2019-05-09 12:30:00-04:00,short,5,-680.0,-667.5,12.5,stop,136.0,-267.0,7499.75,680.0,MNQ,short,is,,,,,,,,,,,,,,,,,8.946988367291126e-06,1.7594560309680632e-05,0.3370936819166773,0.6629063180833227,,,1.2642052337343437e-05,2.0390521666660298e-05,0.3827147208029004,0.6172852791970995,,,1.3641190039954819e-05,2.2702311039676668e-05,0.37534055978993036,0.6246594402100697,,,1.0421045880249865e-05,1.828374167931082e-05,0.3630420834373649,0.636957916562635,,
2019-05-13,2019-05-13 10:01:00-04:00,-1,10.89,10.903846153846153,10.87962962962963,11.008928571428571,11.043103448275861,11.2,6927,2019-05-13 10:01:00-04:00,33,1,8078,7383.25,7383.75,7368.25,7373.0,1090,MNQ.c.0,601,0,563,7431.5878780376615,2019-05-13,7442.858194839237,7444.75,7375.25,69.5,7410.0,10.89,10.903846153846153,10.87962962962963,11.008928571428571,11.043103448275861,11.2,-1,-1,True,True,True,False,1,-0.0012868269556383094,9.85691252678863e-06,2.000189506539826e-05,2.985880759218689e-05,0.330117420006011,0.669882579993989,-0.339765159987978,0.339765159987978,1.960963033590006e-05,2.2257906762400934e-05,4.1867537098301e-05,0.468373152446453,0.5316268475535469,-0.06325369510709387,0.06325369510709387,2.2021608968322307e-05,2.6794143077645768e-05,4.8815752045968075e-05,0.45111686382676913,0.5488831361732308,-0.09776627234646174,0.09776627234646174,1.704028972749614e-05,2.0001895065398257e-05,3.7042184792894395e-05,0.4600238841949973,0.5399761158050028,-0.0799522316100055,0.0799522316100055,6,2019-05-13 10:02:00-04:00,2019-05-13 16:00:00-04:00,short,5,345.0,357.5,12.5,time_exit,148.0,143.0,7372.75,740.0,MNQ,short,is,,,,,,,,,,,,,,,,,9.85691252678863e-06,2.000189506539826e-05,0.330117420006011,0.669882579993989,,,1.960963033590006e-05,2.2257906762400934e-05,0.468373152446453,0.5316268475535469,,,2.2021608968322307e-05,2.6794143077645768e-05,0.45111686382676913,0.5488831361732308,,,1.704028972749614e-05,2.0001895065398257e-05,0.4600238841949973,0.5399761158050028,,
2019-05-20,2019-05-20 10:25:00-04:00,1,8.99,9.096153846153847,9.11111111111111,9.008928571428571,8.982758620689655,8.958333333333334,13585,2019-05-20 10:25:00-04:00,33,1,8078,7410.5,7420.25,7408.75,7418.25,1005,MNQ.c.0,625,0,605,7408.158356341692,2019-05-20,7418.194133704282,7416.75,7361.5,55.25,7389.125,8.99,9.096153846153847,9.11111111111111,9.008928571428571,8.982758620689655,8.958333333333334,1,1,True,True,True,False,1,0.0010458133729167596,6.18357787631144e-06,6.310858436417332e-06,1.249443631272877e-05,0.49490651050915263,0.5050934894908474,-0.010186978981694784,0.010186978981694784,1.7948567647709526e-05,1.8638258376283124e-05,3.6586826023992647e-05,0.4905746028895577,0.5094253971104424,-0.01885079422088479,0.01885079422088479,2.0413735499697638e-05,1.9546242241118897e-05,3.9959977740816534e-05,0.5108545262988554,0.4891454737011446,0.02170905259771085,0.02170905259771085,1.7774279904188013e-05,1.859725315142015e-05,3.6371533055608166e-05,0.48868657466302146,0.5113134253369784,-0.022626850673957016,0.022626850673957016,11,2019-05-20 10:26:00-04:00,2019-05-20 16:00:00-04:00,long,6,-333.0,-318.0,15.0,time_exit,118.0,-106.0,7418.5,708.0,MNQ,long,is,,,,,,,,,,,,,,,,,6.310858436417332e-06,6.18357787631144e-06,0.5050934894908474,0.49490651050915263,,,1.8638258376283124e-05,1.7948567647709526e-05,0.5094253971104424,0.4905746028895577,,,1.9546242241118897e-05,2.0413735499697638e-05,0.4891454737011446,0.5108545262988554,,,1.859725315142015e-05,1.7774279904188013e-05,0.5113134253369784,0.48868657466302146,,
2019-06-03,2019-06-03 10:01:00-04:00,-1,10.31,10.028846153846153,9.953703703703704,9.830357142857142,9.836206896551724,9.766666666666667,26618,2019-06-03 10:01:00-04:00,33,1,8078,7062.0,7063.0,7042.75,7042.75,1471,MNQ.c.0,601,0,599,7093.4556267569005,2019-06-03,7092.4810507995735,7132.5,7052.0,80.5,7092.25,10.31,10.028846153846153,9.953703703703704,9.830357142857142,9.836206896551724,9.766666666666667,-1,-1,True,True,True,False,1,-0.0026199327314568865,6.610340690919599e-06,2.9341768869874502e-05,3.59521095607941e-05,0.18386516873903272,0.8161348312609672,-0.6322696625219345,0.6322696625219345,9.105586558548863e-06,2.9722219492993104e-05,3.8827806051541966e-05,0.2345120027245849,0.7654879972754152,-0.5309759945508303,0.5309759945508303,1.0382019076675498e-05,3.0066207489525554e-05,4.044822656620105e-05,0.2566742712361787,0.7433257287638213,-0.4866514575276426,0.4866514575276426,8.357913021259806e-06,2.93417688698745e-05,3.76996818911343e-05,0.2216971762625219,0.7783028237374782,-0.5566056474749563,0.5566056474749563,21,2019-06-03 10:02:00-04:00,2019-06-03 16:00:00-04:00,short,4,478.0,488.0,10.0,time_exit,184.5,244.0,7042.25,738.0,MNQ,short,is,,,,,,,,,,,,,,,,,6.610340690919599e-06,2.9341768869874502e-05,0.18386516873903272,0.8161348312609672,,,9.105586558548863e-06,2.9722219492993104e-05,0.2345120027245849,0.7654879972754152,,,1.0382019076675498e-05,3.0066207489525554e-05,0.2566742712361787,0.7433257287638213,,,8.357913021259806e-06,2.93417688698745e-05,0.2216971762625219,0.7783028237374782,,
2019-06-18,2019-06-18 10:03:00-04:00,1,10.49,10.23076923076923,10.11111111111111,9.982142857142858,9.870689655172415,10.033333333333333,40718,2019-06-18 10:03:00-04:00,33,1,8078,7682.5,7682.5,7677.75,7682.0,46,MNQ.c.0,603,1,437,7620.838686119671,2019-06-18,7614.626534717908,7681.5,7598.0,83.5,7639.75,10.49,10.23076923076923,10.11111111111111,9.982142857142858,9.870689655172415,10.033333333333333,1,1,True,True,True,False,1,3.2544667556200224e-05,2.1718499221862306e-05,3.131637101233288e-06,2.4850136323095594e-05,0.873979077598751,0.12602092240124896,0.7479581551975021,0.7479581551975021,2.4026611028314815e-05,5.493558169590076e-06,2.9520169197904892e-05,0.8139049226730053,0.18609507732699462,0.6278098453460107,0.6278098453460107,2.554674364225975e-05,7.434605695602049e-06,3.2981349337861794e-05,0.7745815181955792,0.22541848180442092,0.5491630363911583,0.5491630363911583,2.3171966354401775e-05,4.737424440982819e-06,2.7909390795384595e-05,0.8302569742308294,0.16974302576917058,0.6605139484616588,0.6605139484616588,32,2019-06-18 10:04:00-04:00,2019-06-18 16:00:00-04:00,long,4,-360.0,-350.0,10.0,time_exit,172.0,-175.0,7682.0,688.0,MNQ,long,is,,,,,,,,,,,,,,,,,3.131637101233288e-06,2.1718499221862306e-05,0.12602092240124896,0.873979077598751,,,5.493558169590076e-06,2.4026611028314815e-05,0.18609507732699462,0.8139049226730053,,,7.434605695602049e-06,2.554674364225975e-05,0.22541848180442092,0.7745815181955792,,,4.737424440982819e-06,2.3171966354401775e-05,0.16974302576917058,0.8302569742308294,,
2019-08-02,2019-08-02 10:04:00-04:00,-1,11.73,12.115384615384615,12.175925925925926,12.071428571428571,12.310344827586206,12.6,82183,2019-08-02 10:04:00-04:00,33,1,8084,7719.75,7724.0,7713.5,7717.25,1869,MNQ.c.0,604,4,605,7754.802716834057,2019-08-02,7758.734463556736,7766.0,7719.0,47.0,7742.5,11.73,12.115384615384615,12.175925925925926,12.071428571428571,12.310344827586206,12.6,-1,-1,True,True,True,False,1,-0.00035621761658033435,1.4062170635963521e-05,1.9832321150546578e-05,3.38944917865101e-05,0.41488070464476534,0.5851192953552347,-0.17023859071046932,0.17023859071046932,1.7815585800074293e-05,3.1808226947910915e-05,4.962381274798521e-05,0.35901283705367093,0.6409871629463291,-0.2819743258926581,0.2819743258926581,5.457183566731295e-05,4.012085474005234e-05,9.469269040736529e-05,0.5763046274485015,0.4236953725514984,0.15260925489700314,0.15260925489700314,1.5639032388069813e-05,2.5151030828498032e-05,4.0790063216567846e-05,0.38340299462241706,0.616597005377583,-0.2331940107551659,0.2331940107551659,64,2019-08-02 10:05:00-04:00,2019-08-02 16:00:00-04:00,short,7,238.0,255.5,17.5,time_exit,102.5,73.0,7716.75,717.5,MNQ,short,is,,,,,,,,,,,,,,,,,1.4062170635963521e-05,1.9832321150546578e-05,0.41488070464476534,0.5851192953552347,,,1.7815585800074293e-05,3.1808226947910915e-05,0.35901283705367093,0.6409871629463291,,,5.457183566731295e-05,4.012085474005234e-05,0.5763046274485015,0.4236953725514984,,,1.5639032388069813e-05,2.5151030828498032e-05,0.38340299462241706,0.616597005377583,,
2019-08-06,2019-08-06 10:03:00-04:00,1,9.73,9.701923076923077,9.935185185185185,9.9375,10.068965517241379,9.95,84910,2019-08-06 10:03:00-04:00,33,1,8084,7527.0,7533.25,7526.5,7530.25,1690,MNQ.c.0,603,1,604,7472.392190180986,2019-08-06,7418.336751122786,7528.5,7485.75,42.75,7507.125,9.73,9.701923076923077,9.935185185185185,9.9375,10.068965517241379,9.95,1,1,True,True,True,False,1,0.0003985519279949834,8.122653090414754e-06,1.1686910483861463e-05,1.9809563574276215e-05,0.4100369531089749,0.5899630468910252,-0.17992609378205027,0.17992609378205027,1.7813353772239653e-05,1.3153501270026536e-05,3.0966855042266185e-05,0.5752393566581585,0.4247606433418416,0.15047871331631693,0.15047871331631693,1.987940238669942e-05,1.5951828854923766e-05,3.5831231241623184e-05,0.5548065667251368,0.4451934332748632,0.10961313345027361,0.10961313345027361,1.5519614974830613e-05,1.2614847998469155e-05,2.813446297329977e-05,0.5516229326843407,0.44837706731565935,0.10324586536868134,0.10324586536868134,66,2019-08-06 10:04:00-04:00,2019-08-06 10:14:00-04:00,long,8,-748.0,-728.0,20.0,stop,93.5,-182.0,7530.5,748.0,MNQ,long,is,,,,,,,,,,,,,,,,,1.1686910483861463e-05,8.122653090414754e-06,0.5899630468910252,0.4100369531089749,,,1.3153501270026536e-05,1.7813353772239653e-05,0.4247606433418416,0.5752393566581585,,,1.5951828854923766e-05,1.987940238669942e-05,0.4451934332748632,0.5548065667251368,,,1.2614847998469155e-05,1.5519614974830613e-05,0.44837706731565935,0.5516229326843407,,
2019-08-07,2019-08-07 10:10:00-04:00,1,12.77,13.384615384615385,13.481481481481481,13.517857142857142,13.655172413793103,13.683333333333334,86277,2019-08-07 10:10:00-04:00,33,1,8084,7459.0,7466.5,7457.5,7466.25,1599,MNQ.c.0,610,2,611,7455.392435574086,2019-08-07,7459.033719037668,7463.25,7387.75,75.5,7425.5,12.77,13.384615384615385,13.481481481481481,13.517857142857142,13.655172413793103,13.683333333333334,1,1,True,True,True,False,1,0.0010055304172951196,2.4265379061690262e-05,2.3634997399066297e-05,4.7900376460756556e-05,0.5065801326544941,0.49341986734550597,0.01316026530898812,0.01316026530898812,4.1465691549209496e-05,4.0518036604227164e-05,8.198372815343665e-05,0.5057795306844839,0.4942204693155162,0.011559061368967605,0.011559061368967605,4.550585447786801e-05,5.179641959754046e-05,9.730227407540847e-05,0.46767513822545753,0.5323248617745424,-0.0646497235490849,0.0646497235490849,3.1928686836155784e-05,3.574558468716243e-05,6.767427152331822e-05,0.47179949066986643,0.5282005093301335,-0.05640101866026703,0.05640101866026703,67,2019-08-07 10:11:00-04:00,2019-08-07 16:00:00-04:00,long,4,792.0,802.0,10.0,time_exit,160.0,401.0,7465.75,640.0,MNQ,long,is,,,,,,,,,,,,,,,,,2.3634997399066297e-05,2.4265379061690262e-05,0.49341986734550597,0.5065801326544941,,,4.0518036604227164e-05,4.1465691549209496e-05,0.4942204693155162,0.5057795306844839,,,5.179641959754046e-05,4.550585447786801e-05,0.5323248617745424,0.46767513822545753,,,3.574558468716243e-05,3.1928686836155784e-05,0.5282005093301335,0.47179949066986643,,
2019-08-13,2019-08-13 10:26:00-04:00,1,9.78,10.096153846153847,10.166666666666666,10.276785714285714,10.525862068965518,10.616666666666667,91731,2019-08-13 10:26:00-04:00,33,1,8084,7768.25,7776.75,7766.25,7775.75,1020,MNQ.c.0,626,1,625,7632.858269642475,2019-08-13,7629.582096514036,7774.0,7555.25,218.75,7664.625,9.78,10.096153846153847,10.166666666666666,10.276785714285714,10.525862068965518,10.616666666666667,1,1,True,True,True,False,1,0.0009332560983459359,8.478871024685908e-06,6.9015752660462395e-06,1.538044629073215e-05,0.5512760074975882,0.4487239925024118,0.1025520149951764,0.1025520149951764,0.00014415949516324503,2.43075670968407e-05,0.00016846706226008573,0.8557132369334383,0.14428676306656177,0.7114264738668764,0.7114264738668764,0.00014573182131065137,2.4955897834980185e-05,0.00017068771914563154,0.8537920715099152,0.14620792849008485,0.7075841430198304,0.7075841430198304,0.0001437965870664895,2.4307567096840705e-05,0.0001681041541633302,0.8554017465075644,0.14459825349243569,0.7108034930151287,0.7108034930151287,71,2019-08-13 10:27:00-04:00,2019-08-13 16:00:00-04:00,long,1,-73.5,-71.0,2.5,time_exit,445.0,-142.0,7775.75,445.0,MNQ,long,is,,,,,,,,,,,,,,,,,6.9015752660462395e-06,8.478871024685908e-06,0.4487239925024118,0.5512760074975882,,,2.43075670968407e-05,0.00014415949516324503,0.14428676306656177,0.8557132369334383,,,2.4955897834980185e-05,0.00014573182131065137,0.14620792849008485,0.8537920715099152,,,2.4307567096840705e-05,0.0001437965870664895,0.14459825349243569,0.8554017465075644,,
