asset,variant_name,family,horizon,description,parameters_json,skipped_trades,downscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,oos_sharpe_delta_vs_baseline,oos_max_drawdown_improvement_vs_baseline,oos_trade_retention_vs_baseline,oos_net_pnl_retention_vs_baseline
MNQ,three_state_modulation__session__t95__m25,three_state_modulation,session,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.95}",34,133,16,18,7563.0,4024.5,65,68,33025.5,30552.5,53029.5,0.9212597519300235,0.8344138362892027,-8326.5,1.1995176615993544,0.4897750511247444,54.22239263803681,978,978,0.5598168288494562,11.75615340583858,11,6,17047.5,0.4315813869818228,0.3846665582861074,-8326.5,1.088499595074444,0.4686131386861314,24.886861313868614,685,685,0.560556464811784,11.771685761047463,11,6,35982.0,2.0017280193740143,1.868596757307328,-7504.5,1.4918227732177882,0.5392491467576792,122.80546075085324,293,293,0.5580952380952381,11.72,7,4,0.09644685384327634,0.2314900153609831,0.8643067846607669,1.011440618411806
MNQ,chop_hard_skip__session__t80,chop_hard_skip,session,Skip trades when total realized variance and both semivariances are jointly >= 80%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.8}",103,0,48,55,23247.0,19556.5,0,0,0.0,0.0,50708.5,0.8599219293325471,0.7919971609545395,-11688.5,1.1790997068484441,0.49078564500484967,49.183802133850634,1031,1031,0.5901545506582713,12.393245563823697,11,6,14530.0,0.3565593982048374,0.324466417109915,-11688.5,1.0700355720937407,0.4689655172413793,20.041379310344826,725,725,0.5932896890343698,12.459083469721767,11,6,36178.5,1.9944028873078838,1.8798284327987052,-8183.5,1.4781468069359271,0.5424836601307189,118.23039215686275,306,306,0.5828571428571429,12.24,6,4,0.08912172177714583,0.16195596518177163,0.9026548672566371,1.0169641602248771
MNQ,three_state_modulation__30m__t80__m75,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 75% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.75, ""threshold"": 0.8}",48,198,20,28,11135.5,15854.0,106,92,16685.0,15194.5,43790.0,0.7684663178898473,0.7232326094777255,-11095.0,1.157203296279211,0.48985239852398527,40.396678966789665,1084,1084,0.6204922724670864,13.030337721808815,11,8,7914.0,0.20371616575377163,0.1866870278922471,-11095.0,1.0393864591005912,0.46870838881491345,10.537949400798935,751,751,0.6145662847790507,12.905891980360066,11,8,35876.0,1.991556243767431,1.976504652439744,-9911.5,1.462173669395616,0.5375375375375375,107.73573573573573,333,333,0.6342857142857142,13.32,7,7,0.086275078236693,-0.015002560163850487,0.9823008849557522,1.008460997891778
MNQ,combined_overlay__session__t85__m75,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 75% of nominal risk at threshold 85%.,"{""horizon"": ""session"", ""multiplier"": 0.75, ""threshold"": 0.85}",78,8,38,40,18355.0,14149.5,4,4,580.5,905.0,50899.0,0.8596920896320845,0.7975240308044022,-11265.0,1.1770760311228545,0.4933712121212121,48.19981060606061,1056,1056,0.6044647967945048,12.693760732684602,11,7,14700.0,0.3593885878358425,0.3289996652598707,-11265.0,1.06993306406725,0.47233468286099867,19.838056680161944,741,741,0.6063829787234043,12.73404255319149,11,6,36199.0,1.986205570147689,1.8918848455798911,-8014.0,1.4686531029705918,0.5428571428571428,114.91746031746031,315,315,0.6,12.6,7,7,0.08092440461695105,0.17931387608806965,0.9292035398230089,1.0175404075895995
MNQ,three_state_modulation__30m__t80__m25,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.8}",48,198,20,28,11135.5,15854.0,106,92,53328.0,50889.5,44738.0,0.8220997565532489,0.7157285144199463,-10718.5,1.1849338709910775,0.4912854030501089,48.734204793028326,918,918,0.5254722381224957,11.03491700057241,11,7,10281.5,0.27856657126868056,0.2355734619141149,-8326.5,1.0591868748650788,0.47095761381475665,16.14050235478807,637,637,0.5212765957446809,10.946808510638299,11,6,34456.5,1.9820824432841186,1.8258983726587454,-10718.5,1.5052198648113664,0.5373665480427047,122.62099644128114,281,281,0.5352380952380953,11.24,7,7,0.07680127775338064,-0.09764464925755248,0.8289085545722714,0.968559381588194
MNQ,three_state_modulation__30m__t85__m75,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 75% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.75, ""threshold"": 0.85}",23,168,11,12,6805.0,7863.5,85,83,12752.5,13323.5,45388.5,0.7831454803471634,0.7412476460333852,-10573.0,1.1582476086876938,0.4936936936936937,40.89054054054054,1110,1110,0.6353749284487693,13.342873497424156,11,8,9331.5,0.23531235749874618,0.2178310369232404,-10573.0,1.0450085010430359,0.4721141374837873,12.103112840466926,771,771,0.6309328968903437,13.249590834697218,11,8,36057.0,1.9820110918479046,1.9603199579924662,-9911.5,1.4535928143712575,0.5427728613569321,106.36283185840708,339,339,0.6457142857142857,13.56,7,7,0.07672992631716657,-0.015002560163850487,1.0,1.0135488404778636
MNQ,chop_hard_skip__session__t85,chop_hard_skip,session,Skip trades when total realized variance and both semivariances are jointly >= 85%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.85}",78,0,38,40,18355.0,14149.5,0,0,0.0,0.0,51223.5,0.8635919934089371,0.8014943195514543,-11203.5,1.177845789557742,0.4933712121212121,48.50710227272727,1056,1056,0.6044647967945048,12.693760732684602,11,7,15040.5,0.3670694871124057,0.3363158565520814,-11203.5,1.0714560588352668,0.47233468286099867,20.29757085020243,741,741,0.6063829787234043,12.73404255319149,11,6,36183.0,1.9812635269313439,1.8859306937085216,-8309.5,1.466660647957078,0.5428571428571428,114.86666666666666,315,315,0.6,12.6,7,7,0.07598236140060588,0.14905273937532001,0.9292035398230089,1.0170906535488404
MNQ,adverse_hard_skip__session__t85,adverse_hard_skip,session,Skip trades when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": null, ""threshold"": 0.85}",86,0,42,44,20468.5,16704.0,0,0,0.0,0.0,50782.5,0.8589822637069183,0.7942760933082473,-11791.5,1.1776180141548782,0.4933206106870229,48.45658396946565,1048,1048,0.5998855180309102,12.597595878649113,11,6,14847.0,0.36355740370628264,0.3317912586907435,-11791.5,1.0710506858853341,0.47210884353741495,20.2,735,735,0.6014729950900164,12.630932896890345,11,6,35935.5,1.9739997267905036,1.8732784390079353,-7718.5,1.4670283969068816,0.5431309904153354,114.80990415335464,313,313,0.5961904761904762,12.52,6,4,0.06871856125976561,0.20957501280081925,0.9233038348082596,1.0101335207308504
MNQ,adverse_downsize__session__t85__m25,adverse_downsize,session,Downsize to 25% of nominal risk when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.85}",0,86,0,0,-0.0,0.0,42,44,20329.0,16642.5,50704.5,0.8576392764376434,0.7937594287380904,-11730.0,1.177258711824589,0.49333333333333335,48.29,1050,1050,0.6010303377218088,12.621637092157986,11,6,14769.0,0.36163421005241253,0.3304486879544423,-11730.0,1.070630263554325,0.47218453188602444,20.039348710990502,737,737,0.6031096563011457,12.665302782324058,11,6,35935.5,1.9739997267905036,1.8732784390079353,-7718.5,1.4670283969068816,0.5431309904153354,114.80990415335464,313,313,0.5961904761904762,12.52,6,4,0.06871856125976561,0.20957501280081925,0.9233038348082596,1.0101335207308504
MNQ,combined_overlay__session__t85__m25,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 25% of nominal risk at threshold 85%.,"{""horizon"": ""session"", ""multiplier"": 0.25, ""threshold"": 0.85}",78,8,38,40,18355.0,14149.5,4,4,1974.0,2493.0,50704.5,0.8576392764376434,0.7937594287380904,-11730.0,1.177258711824589,0.49333333333333335,48.29,1050,1050,0.6010303377218088,12.621637092157986,11,6,14769.0,0.36163421005241253,0.3304486879544423,-11730.0,1.070630263554325,0.47218453188602444,20.039348710990502,737,737,0.6031096563011457,12.665302782324058,11,6,35935.5,1.9739997267905036,1.8732784390079353,-7718.5,1.4670283969068816,0.5431309904153354,114.80990415335464,313,313,0.5961904761904762,12.52,6,4,0.06871856125976561,0.20957501280081925,0.9233038348082596,1.0101335207308504
MNQ,three_state_modulation__session__t95__m75,three_state_modulation,session,"Three-state sizing: 1.0 in favorable semivariance states, 75% in neutral states, 0 in hostile states.","{""horizon"": ""session"", ""multiplier"": 0.75, ""threshold"": 0.95}",34,133,16,18,7563.0,4024.5,65,68,11143.5,7981.5,53718.5,0.9115173465641995,0.8689989020396743,-9138.0,1.1867362138279733,0.49363636363636365,48.835,1100,1100,0.6296508299942759,13.222667429879793,11,8,17769.0,0.4371632032677686,0.4110323686769642,-9138.0,1.0847555449558788,0.47477360931435963,22.98706338939198,773,773,0.632569558101473,13.283960720130933,11,8,35949.5,1.9738471992328153,1.9340332352975036,-8848.5,1.4607699258528208,0.5382262996941896,109.93730886850153,327,327,0.6228571428571429,13.08,7,7,0.06856603370207726,0.09385560675883256,0.9646017699115044,1.0105270555165144
MNQ,three_state_modulation__30m__t85__m25,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.85}",23,168,11,12,6805.0,7863.5,85,83,42594.5,48306.0,40248.0,0.7234423988869185,0.6390291649176267,-12508.0,1.1566207158214241,0.49117341640706125,41.794392523364486,963,963,0.5512306811677161,11.575844304522038,11,7,5359.0,0.1416757305430048,0.12169156879922335,-12508.0,1.0289553593619987,0.46686746987951805,8.07078313253012,664,664,0.5433715220949263,11.410801963993453,11,6,34889.0,1.9736585553099306,1.841340684388245,-10718.5,1.4852467680581924,0.5451505016722408,116.68561872909699,299,299,0.5695238095238095,11.96,7,7,0.06837738977919261,-0.09764464925755248,0.8820058997050148,0.9807167955024596
MNQ,combined_overlay__session__t85__m50,combined_overlay,session,Skip choppy regimes and downsize adverse regimes to 50% of nominal risk at threshold 85%.,"{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.85}",78,8,38,40,18355.0,14149.5,4,4,1126.5,1417.0,50933.0,0.8609394879661456,0.7990508029617791,-11497.5,1.177531540229805,0.4933712121212121,48.23200757575758,1056,1056,0.6044647967945048,12.693760732684602,11,7,15013.5,0.3673522279616793,0.3365881520886412,-11497.5,1.0716105029691636,0.47233468286099867,20.261133603238868,741,741,0.6063829787234043,12.73404255319149,11,6,35919.5,1.9720820023318657,1.8772772096137154,-8014.0,1.465034534991358,0.5428571428571428,114.03015873015873,315,315,0.6,12.6,7,7,0.0668008368011277,0.17931387608806965,0.9292035398230089,1.0096837666900913
MNQ,three_state_modulation__30m__t80__m50,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 50% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.5, ""threshold"": 0.8}",48,198,20,28,11135.5,15854.0,106,92,33155.0,31652.0,43802.5,0.7919299047081686,0.7419890208749391,-10315.0,1.16712993610888,0.4892018779342723,41.129107981220656,1065,1065,0.609616485403549,12.801946193474528,11,8,9151.0,0.24358991043006123,0.22185388800346428,-8677.5,1.0486351750674971,0.4681139755766621,12.416553595658073,737,737,0.6031096563011457,12.665302782324058,11,8,34651.5,1.9667262052726837,1.9477166833318431,-10315.0,1.4687037149755513,0.5365853658536586,105.64481707317073,328,328,0.6247619047619047,13.12,7,7,0.061445039741945706,-0.05632360471070148,0.967551622418879,0.9740407589599438
MNQ,adverse_downsize__session__t85__m75,adverse_downsize,session,Downsize to 75% of nominal risk when the directional adverse semivariance percentile is >= 85%.,"{""horizon"": ""session"", ""multiplier"": 0.75, ""threshold"": 0.85}",0,86,0,0,-0.0,0.0,42,44,7164.5,4589.5,49593.0,0.8287060480849139,0.7944162636463181,-11272.0,1.1657450808371976,0.4929203539823009,43.88761061946903,1130,1130,0.6468231253577561,13.58328563251288,11,8,13568.5,0.3278480453051839,0.31005586719575584,-11272.0,1.0620468581018514,0.473551637279597,17.088790931989923,794,794,0.6497545008183306,13.644844517184943,11,8,36024.5,1.9599890555924027,1.931605329331312,-8914.5,1.4473370503284448,0.5386904761904762,107.21577380952381,336,336,0.64,13.44,7,7,0.054707890061664655,0.08709677419354839,0.9911504424778761,1.012635277582572
MNQ,three_state_modulation__session__t90__m75,three_state_modulation,session,"Three-state sizing: 1.0 in favorable semivariance states, 75% in neutral states, 0 in hostile states.","{""horizon"": ""session"", ""multiplier"": 0.75, ""threshold"": 0.9}",57,146,28,29,13489.0,9171.0,69,77,11171.0,10881.5,51625.5,0.8881080442054549,0.8347112948734506,-8770.0,1.1832530518215088,0.49396471680594245,47.93454038997214,1077,1077,0.616485403548941,12.946193474527762,11,7,16480.0,0.4111326218723645,0.381493263378314,-8770.0,1.0803144349114373,0.47424042272126815,21.770145310435932,757,757,0.6194762684124386,13.00900163666121,11,6,35145.5,1.9556277135082332,1.8834878339410954,-8361.5,1.4592772154958935,0.540625,109.8296875,320,320,0.6095238095238096,12.8,7,7,0.05034654797749516,0.14372759856630823,0.943952802359882,0.9879269149683767
MNQ,three_state_modulation__session__t95__m50,three_state_modulation,session,"Three-state sizing: 1.0 in favorable semivariance states, 50% in neutral states, 0 in hostile states.","{""horizon"": ""session"", ""multiplier"": 0.5, ""threshold"": 0.95}",34,133,16,18,7563.0,4024.5,65,68,20090.5,19216.0,51431.0,0.8864257560946482,0.8430544212263055,-9514.5,1.1845233717286128,0.49032258064516127,47.40184331797235,1085,1085,0.6210646823125358,13.042358328563251,11,8,16119.5,0.40424615807008435,0.37804323033002313,-9514.5,1.0796551792297124,0.47174770039421815,21.181997371879106,761,761,0.6227495908346972,13.077741407528642,11,8,35311.5,1.9548459265613576,1.9221368047813703,-8479.5,1.4624496611334838,0.5339506172839507,108.98611111111111,324,324,0.6171428571428571,12.96,7,7,0.049564761030619575,0.13164362519201228,0.9557522123893806,0.9925931131412509
MNQ,three_state_modulation__90m__t90__m75,three_state_modulation,90m,"Three-state sizing: 1.0 in favorable semivariance states, 75% in neutral states, 0 in hostile states.","{""horizon"": ""90m"", ""multiplier"": 0.75, ""threshold"": 0.9}",46,150,21,25,11851.5,8060.5,72,78,11220.5,10488.5,51541.0,0.8837926270984694,0.8370269517012311,-10284.0,1.1819276045251583,0.4921803127874885,47.415823367065315,1087,1087,0.6222095020034345,13.066399542072125,11,8,16241.5,0.4042736104776002,0.3771364731250449,-10284.0,1.0788441467025898,0.47313237221494103,21.286369593709043,763,763,0.6243862520458265,13.112111292962357,11,8,35299.5,1.9538229456446818,1.9068523549056287,-8465.0,1.4565968180054327,0.5370370370370371,108.94907407407408,324,324,0.6171428571428571,12.96,7,7,0.04854178011394383,0.13312852022529442,0.9557522123893806,0.9922557976106816
MNQ,three_state_modulation__30m__t95__m25,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.95}",3,116,1,2,617.0,1338.5,55,61,26794.0,35407.5,37683.0,0.6536608723201578,0.5922823600416758,-18840.0,1.1350809776101747,0.49073170731707316,36.76390243902439,1025,1025,0.5867200915855753,12.321121923297081,11,7,2204.0,0.05599216966275281,0.04942573046595917,-18840.0,1.0109254673933787,0.4660056657223796,3.121813031161473,706,706,0.5777414075286416,12.132569558101473,11,6,35479.0,1.9537552934684812,1.8653041553713157,-10279.0,1.4593613040635458,0.5454545454545454,111.21943573667711,319,319,0.6076190476190476,12.76,7,7,0.048474127937743194,-0.052636968766001026,0.9410029498525073,0.9973014757554463
MNQ,adverse_downsize__session__t80__m75,adverse_downsize,session,Downsize to 75% of nominal risk when the directional adverse semivariance percentile is >= 80%.,"{""horizon"": ""session"", ""multiplier"": 0.75, ""threshold"": 0.8}",0,112,0,0,-0.0,0.0,54,58,8476.5,5620.0,49874.5,0.8349171860981702,0.8017250830681275,-11157.5,1.1674199942598285,0.4929203539823009,44.13672566371682,1130,1130,0.6468231253577561,13.58328563251288,11,8,14020.0,0.33942294599430406,0.3216318882018629,-11157.5,1.064421857481574,0.473551637279597,17.65743073047859,794,794,0.6497545008183306,13.644844517184943,11,8,35854.5,1.953455180922742,1.9269939201491197,-9085.5,1.4466598150051388,0.5386904761904762,106.70982142857143,336,336,0.64,13.44,7,7,0.048174015392004055,0.0695852534562212,0.9911504424778761,1.007856640899508
MNQ,three_state_modulation__30m__t90__m25,three_state_modulation,30m,"Three-state sizing: 1.0 in favorable semivariance states, 25% in neutral states, 0 in hostile states.","{""horizon"": ""30m"", ""multiplier"": 0.25, ""threshold"": 0.9}",13,138,5,8,3102.0,4667.0,68,70,33603.0,39704.0,39352.0,0.6916207764459467,0.6189119967928838,-14814.5,1.145925420510843,0.4914572864321608,39.549748743718595,995,995,0.5695477962220951,11.960503720663995,11,7,4191.0,0.10810679374033023,0.09394478855408543,-14814.5,1.0215578102696654,0.4686131386861314,6.118248175182481,685,685,0.560556464811784,11.771685761047463,11,6,35161.0,1.9530237819962213,1.8548151266481285,-10718.5,1.4671657952952588,0.5419354838709678,113.42258064516129,310,310,0.5904761904761905,12.4,7,7,0.04774261646548328,-0.09764464925755248,0.9144542772861357,0.9883626141953619
