session_date,timestamp,signal,atr_20,atr_21,atr_22,atr_23,atr_24,atr_25,atr_26,atr_27,atr_28,atr_29,atr_30,signal_index,timestamp_signal,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,minute_of_day,weekday,bar_in_session,session_vwap,continuous_session_date,continuous_session_vwap,or_high,or_low,or_width,or_midpoint,atr_20_signal,atr_21_signal,atr_22_signal,atr_23_signal,atr_24_signal,atr_25_signal,atr_26_signal,atr_27_signal,atr_28_signal,atr_29_signal,atr_30_signal,signal_signal,raw_signal,atr_filter_pass,direction_filter_pass,filter_pass,filtered_out,semivariance_bar_minutes,ret_simple,rs_plus_30m,rs_minus_30m,rv_30m,rs_plus_share_30m,rs_minus_share_30m,rs_imbalance_30m,abs_rs_imbalance_30m,rs_plus_60m,rs_minus_60m,rv_60m,rs_plus_share_60m,rs_minus_share_60m,rs_imbalance_60m,abs_rs_imbalance_60m,rs_plus_90m,rs_minus_90m,rv_90m,rs_plus_share_90m,rs_minus_share_90m,rs_imbalance_90m,abs_rs_imbalance_90m,rs_plus_session,rs_minus_session,rv_session,rs_plus_share_session,rs_minus_share_session,rs_imbalance_session,abs_rs_imbalance_session,trade_id,entry_time,exit_time,direction,quantity,net_pnl_usd,pnl_usd,fees,exit_reason,risk_per_contract_usd,pnl_ticks,entry_price,trade_risk_usd,asset,breakout_side,phase,rs_plus_pct_30m,rs_minus_pct_30m,rv_pct_30m,abs_rs_imbalance_pct_30m,rs_plus_pct_60m,rs_minus_pct_60m,rv_pct_60m,abs_rs_imbalance_pct_60m,rs_plus_pct_90m,rs_minus_pct_90m,rv_pct_90m,abs_rs_imbalance_pct_90m,rs_plus_pct_session,rs_minus_pct_session,rv_pct_session,abs_rs_imbalance_pct_session,adverse_semivariance_30m,supportive_semivariance_30m,adverse_share_30m,supportive_share_30m,adverse_pct_30m,supportive_pct_30m,adverse_semivariance_60m,supportive_semivariance_60m,adverse_share_60m,supportive_share_60m,adverse_pct_60m,supportive_pct_60m,adverse_semivariance_90m,supportive_semivariance_90m,adverse_share_90m,supportive_share_90m,adverse_pct_90m,supportive_pct_90m,adverse_semivariance_session,supportive_semivariance_session,adverse_share_session,supportive_share_session,adverse_pct_session,supportive_pct_session
2010-10-08,2010-10-08 10:09:00-04:00,1,3.360000000000025,3.242857142857171,3.227272727272748,3.1086956521739326,3.020833333333352,2.98800000000002,2.8884615384615526,2.7925925925926127,2.8214285714285876,2.789655172413812,2.7000000000000153,165,2010-10-08 10:09:00-04:00,33,1,88890,1344.7,1344.7,1344.7,1344.7,1,MGC.c.0,609,4,8,1338.7973451327434,2010-10-08,1338.0725806451612,1339.2,1336.7,2.5,1337.95,3.360000000000025,3.242857142857171,3.227272727272748,3.1086956521739326,3.020833333333352,2.98800000000002,2.8884615384615526,2.7925925925926127,2.8214285714285876,2.789655172413812,2.7000000000000153,1,1,True,True,True,False,1,0.0059848881574025015,0.0001491875770727263,5.919978054719037e-05,0.00020838735761991668,0.7159147213951125,0.2840852786048876,0.43182944279022484,0.43182944279022484,0.0001491875770727263,5.919978054719037e-05,0.00020838735761991668,0.7159147213951125,0.2840852786048876,0.43182944279022484,0.43182944279022484,0.0001491875770727263,5.919978054719037e-05,0.00020838735761991668,0.7159147213951125,0.2840852786048876,0.43182944279022484,0.43182944279022484,3.7249714305425195e-05,3.4848904961538116e-06,4.073460480157901e-05,0.9144488939286646,0.08555110607133534,0.8288977878573291,0.8288977878573291,1,2010-10-08 10:17:00-04:00,2010-10-08 16:00:00-04:00,long,10,485.0000000000364,510.0000000000364,25.0,time_exit,70.49999999999727,51.00000000000364,1343.1999999999998,704.9999999999727,MGC,long,is,,,,,,,,,,,,,,,,,5.919978054719037e-05,0.0001491875770727263,0.2840852786048876,0.7159147213951125,,,5.919978054719037e-05,0.0001491875770727263,0.2840852786048876,0.7159147213951125,,,5.919978054719037e-05,0.0001491875770727263,0.2840852786048876,0.7159147213951125,,,3.4848904961538116e-06,3.7249714305425195e-05,0.08555110607133534,0.9144488939286646,,
2010-10-12,2010-10-12 15:09:00-04:00,1,0.8800000000000182,0.857142857142868,0.8727272727272851,0.8869565217391344,0.9375,0.9160000000000036,0.9884615384615489,0.9629629629629713,0.9642857142857224,1.0000000000000078,1.0066666666666757,234,2010-10-12 15:09:00-04:00,33,1,88890,1350.9,1350.9,1350.9,1350.9,1,MGC.c.0,909,1,51,1348.6048517520214,2010-10-12,1348.65417721519,1350.4,1345.6,4.800000000000182,1348.0,0.8800000000000182,0.857142857142868,0.8727272727272851,0.8869565217391344,0.9375,0.9160000000000036,0.9884615384615489,0.9629629629629713,0.9642857142857224,1.0000000000000078,1.0066666666666757,1,1,True,True,True,False,1,0.0012600059294396448,1.1492802389312182e-05,1.1754445973175086e-05,2.324724836248727e-05,0.49437259025706665,0.5056274097429333,-0.01125481948586669,0.01125481948586669,3.306431330757613e-05,3.801717191115894e-05,7.108148521873507e-05,0.46516069839887525,0.5348393016011248,-0.06967860320224953,0.06967860320224953,3.306431330757613e-05,3.801717191115894e-05,7.108148521873507e-05,0.46516069839887525,0.5348393016011248,-0.06967860320224953,0.06967860320224953,1.1492802389312182e-05,1.5834867551468623e-05,2.7327669940780807e-05,0.4205555180597958,0.5794444819402041,-0.1588889638804083,0.1588889638804083,2,2010-10-12 16:30:00-04:00,2010-10-12 16:30:00-04:00,long,10,-44.99999999998181,-19.99999999998181,25.0,time_exit,68.49999999999909,-1.999999999998181,1351.8999999999999,684.9999999999909,MGC,long,is,,,,,,,,,,,,,,,,,1.1754445973175086e-05,1.1492802389312182e-05,0.5056274097429333,0.49437259025706665,,,3.801717191115894e-05,3.306431330757613e-05,0.5348393016011248,0.46516069839887525,,,3.801717191115894e-05,3.306431330757613e-05,0.5348393016011248,0.46516069839887525,,,1.5834867551468623e-05,1.1492802389312182e-05,0.5794444819402041,0.4205555180597958,,
2010-10-13,2010-10-13 10:02:00-04:00,1,1.470000000000016,1.466666666666686,1.4545454545454752,1.4304347826087096,1.4125000000000132,1.3760000000000128,1.3461538461538636,1.2962962962963132,1.2750000000000097,1.2310344827586301,1.2033333333333378,252,2010-10-13 10:02:00-04:00,33,1,88890,1363.3,1363.7,1363.3,1363.7,6,MGC.c.0,602,2,15,1360.4579999999999,2010-10-13,1357.8407894736843,1361.0,1361.0,0.0,1361.0,1.470000000000016,1.466666666666686,1.4545454545454752,1.4304347826087096,1.4125000000000132,1.3760000000000128,1.3461538461538636,1.2962962962963132,1.2750000000000097,1.2310344827586301,1.2033333333333378,1,1,True,True,True,False,1,0.001983835415136026,4.0278968578808056e-05,6.967966353010597e-06,4.724693493181865e-05,0.8525202457457618,0.14747975425423818,0.7050404914915237,0.7050404914915237,4.0278968578808056e-05,6.967966353010597e-06,4.724693493181865e-05,0.8525202457457618,0.14747975425423818,0.7050404914915237,0.7050404914915237,4.0278968578808056e-05,6.967966353010597e-06,4.724693493181865e-05,0.8525202457457618,0.14747975425423818,0.7050404914915237,0.7050404914915237,5.689395736931715e-06,0.0,5.689395736931715e-06,1.0,0.0,1.0,1.0,3,2010-10-13 10:04:00-04:00,2010-10-13 16:09:00-04:00,long,15,1132.5000000000273,1170.0000000000273,37.5,time_exit,49.49999999999818,78.00000000000182,1365.3999999999999,742.4999999999727,MGC,long,is,,,,,,,,,,,,,,,,,6.967966353010597e-06,4.0278968578808056e-05,0.14747975425423818,0.8525202457457618,,,6.967966353010597e-06,4.0278968578808056e-05,0.14747975425423818,0.8525202457457618,,,6.967966353010597e-06,4.0278968578808056e-05,0.14747975425423818,0.8525202457457618,,,0.0,5.689395736931715e-06,0.0,1.0,,
2010-10-14,2010-10-14 10:44:00-04:00,1,1.734999999999991,1.7238095238095152,1.6454545454545373,1.591304347826083,1.533333333333322,1.4999999999999818,1.4807692307692133,1.4296296296296178,1.385714285714276,1.3482758620689546,1.309999999999991,303,2010-10-14 10:44:00-04:00,33,1,88890,1378.3,1378.3,1378.3,1378.3,2,MGC.c.0,644,3,15,1377.1672413793103,2010-10-14,1377.122033898305,1373.1,1372.8,0.2999999999999545,1372.9499999999998,1.734999999999991,1.7238095238095152,1.6454545454545373,1.591304347826083,1.533333333333322,1.4999999999999818,1.4807692307692133,1.4296296296296178,1.385714285714276,1.3482758620689546,1.309999999999991,1,1,True,True,True,False,1,0.004006410256410353,3.09092285276088e-05,1.4590160526708258e-05,4.549938905431706e-05,0.679332825561887,0.320667174438113,0.3586656511237739,0.3586656511237739,3.09092285276088e-05,1.4590160526708258e-05,4.549938905431706e-05,0.679332825561887,0.320667174438113,0.3586656511237739,0.3586656511237739,3.09092285276088e-05,1.4590160526708258e-05,4.549938905431706e-05,0.679332825561887,0.320667174438113,0.3586656511237739,0.3586656511237739,1.658248694524218e-05,4.77351371996094e-08,1.663022208244179e-05,0.9971296151691198,0.0028703848308801734,0.9942592303382395,0.9942592303382395,4,2010-10-14 10:56:00-04:00,2010-10-14 11:32:00-04:00,long,13,-734.4999999999823,-701.9999999999823,32.5,stop,56.499999999998636,-53.999999999998636,1377.8999999999999,734.4999999999823,MGC,long,is,,,,,,,,,,,,,,,,,1.4590160526708258e-05,3.09092285276088e-05,0.320667174438113,0.679332825561887,,,1.4590160526708258e-05,3.09092285276088e-05,0.320667174438113,0.679332825561887,,,1.4590160526708258e-05,3.09092285276088e-05,0.320667174438113,0.679332825561887,,,4.77351371996094e-08,1.658248694524218e-05,0.0028703848308801734,0.9971296151691198,,
2010-10-15,2010-10-15 11:44:00-04:00,1,1.9699999999999818,1.9904761904761774,1.9409090909090723,1.9217391304347649,1.9791666666666476,1.9399999999999817,2.0115384615384424,1.9703703703703552,1.974999999999982,1.962068965517221,1.9533333333333152,363,2010-10-15 11:44:00-04:00,33,1,88890,1376.5,1376.5,1376.5,1376.5,1,MGC.c.0,704,4,33,1374.202852049911,2010-10-15,1374.7482371794872,1374.3,1369.0,5.2999999999999545,1371.65,1.9699999999999818,1.9904761904761774,1.9409090909090723,1.9217391304347649,1.9791666666666476,1.9399999999999817,2.0115384615384424,1.9703703703703552,1.974999999999982,1.962068965517221,1.9533333333333152,1,1,True,True,True,False,1,0.00547845142439729,5.09364204161334e-05,4.298552482209228e-05,9.392194523822567e-05,0.5423271450238509,0.4576728549761492,0.08465429004770177,0.08465429004770177,5.32564895022769e-05,5.227887643430353e-05,0.00010553536593658043,0.504631684645699,0.495368315354301,0.00926336929139799,0.00926336929139799,5.32564895022769e-05,5.227887643430353e-05,0.00010553536593658043,0.504631684645699,0.495368315354301,0.00926336929139799,0.00926336929139799,4.106391413631445e-05,1.2891126666036816e-05,5.3955040802351265e-05,0.7610765097322465,0.23892349026775353,0.522153019464493,0.522153019464493,5,2010-10-15 11:49:00-04:00,2010-10-15 12:15:00-04:00,long,10,-704.9999999999955,-679.9999999999955,25.0,stop,70.49999999999955,-67.99999999999955,1375.5,704.9999999999955,MGC,long,is,,,,,,,,,,,,,,,,,4.298552482209228e-05,5.09364204161334e-05,0.4576728549761492,0.5423271450238509,,,5.227887643430353e-05,5.32564895022769e-05,0.495368315354301,0.504631684645699,,,5.227887643430353e-05,5.32564895022769e-05,0.495368315354301,0.504631684645699,,,1.2891126666036816e-05,4.106391413631445e-05,0.23892349026775353,0.7610765097322465,,
2010-10-18,2010-10-18 10:11:00-04:00,1,1.5149999999999864,1.4476190476190411,1.4499999999999937,1.4695652173912925,1.6666666666666572,1.6279999999999928,1.5999999999999965,1.5666666666666649,1.5571428571428538,1.7172413793103432,1.7900000000000016,402,2010-10-18 10:11:00-04:00,33,1,88890,1370.3,1370.3,1370.3,1370.3,10,MGC.c.0,611,0,16,1362.8751773049646,2010-10-18,1362.611330049261,1368.1,1366.2,1.8999999999998636,1367.15,1.5149999999999864,1.4476190476190411,1.4499999999999937,1.4695652173912925,1.6666666666666572,1.6279999999999928,1.5999999999999965,1.5666666666666649,1.5571428571428538,1.7172413793103432,1.7900000000000016,1,1,True,True,True,False,1,0.002194105170774563,3.369503052761055e-05,3.894621641761037e-05,7.264124694522092e-05,0.46385534313611276,0.5361446568638873,-0.07228931372777454,0.07228931372777454,3.369503052761055e-05,3.894621641761037e-05,7.264124694522092e-05,0.46385534313611276,0.5361446568638873,-0.07228931372777454,0.07228931372777454,3.369503052761055e-05,3.894621641761037e-05,7.264124694522092e-05,0.46385534313611276,0.5361446568638873,-0.07228931372777454,0.07228931372777454,5.542139917100328e-06,4.3276221312248763e-07,5.9749021302228155e-06,0.9275699913253058,0.07243000867469425,0.8551399826506116,0.8551399826506116,6,2010-10-18 10:12:00-04:00,2010-10-18 16:37:00-04:00,long,21,451.5000000000191,504.0000000000191,52.5,time_exit,34.49999999999818,24.00000000000091,1369.1,724.4999999999618,MGC,long,is,,,,,,,,,,,,,,,,,3.894621641761037e-05,3.369503052761055e-05,0.5361446568638873,0.46385534313611276,,,3.894621641761037e-05,3.369503052761055e-05,0.5361446568638873,0.46385534313611276,,,3.894621641761037e-05,3.369503052761055e-05,0.5361446568638873,0.46385534313611276,,,4.3276221312248763e-07,5.542139917100328e-06,0.07243000867469425,0.9275699913253058,,
2010-10-19,2010-10-19 12:11:00-04:00,1,0.9150000000000091,0.9000000000000044,0.9545454545454546,0.9260869565217371,1.0041666666666629,0.98,1.0076923076923094,0.9814814814814815,0.9607142857142809,0.972413793103442,0.95,507,2010-10-19 12:11:00-04:00,33,1,88890,1345.2,1346.5,1345.2,1345.9,33,MGC.c.0,731,1,75,1344.9152777777779,2010-10-19,1345.612722103767,1342.5,1334.0,8.5,1338.25,0.9150000000000091,0.9000000000000044,0.9545454545454546,0.9260869565217371,1.0041666666666629,0.98,1.0076923076923094,0.9814814814814815,0.9607142857142809,0.972413793103442,0.95,1,1,True,True,True,False,1,0.0019355318990545989,1.4213735855992582e-05,9.600364986939733e-06,2.3814100842932315e-05,0.5968621679122106,0.4031378320877894,0.1937243358244211,0.1937243358244211,3.292002455850868e-05,6.164735513902893e-05,9.456737969753762e-05,0.34811184008480955,0.6518881599151903,-0.30377631983038084,0.30377631983038084,3.649500774060524e-05,9.823408120225957e-05,0.0001347290889428648,0.2708769726490309,0.7291230273509691,-0.4582460547019382,0.4582460547019382,2.5906347902721425e-05,1.0548191835620224e-05,3.645453973834165e-05,0.7106480588883696,0.28935194111163043,0.4212961177767392,0.4212961177767392,7,2010-10-19 12:13:00-04:00,2010-10-19 14:05:00-04:00,long,5,-662.4999999999886,-649.9999999999886,12.5,stop,132.49999999999773,-129.99999999999773,1346.6999999999998,662.4999999999886,MGC,long,is,,,,,,,,,,,,,,,,,9.600364986939733e-06,1.4213735855992582e-05,0.4031378320877894,0.5968621679122106,,,6.164735513902893e-05,3.292002455850868e-05,0.6518881599151903,0.34811184008480955,,,9.823408120225957e-05,3.649500774060524e-05,0.7291230273509691,0.2708769726490309,,,1.0548191835620224e-05,2.5906347902721425e-05,0.28935194111163043,0.7106480588883696,,
2010-10-20,2010-10-20 10:36:00-04:00,1,0.9649999999999863,0.9428571428571298,0.9636363636363451,0.9913043478260652,0.9833333333333201,0.9839999999999872,0.9923076923076818,0.974074074074064,0.9499999999999886,0.9620689655172366,0.9433333333333318,598,2010-10-20 10:36:00-04:00,33,1,88890,1341.5,1343.5,1341.5,1343.5,14,MGC.c.0,636,2,55,1339.095804195804,2010-10-20,1338.8933774834436,1342.6,1335.3,7.2999999999999545,1338.9499999999998,0.9649999999999863,0.9428571428571298,0.9636363636363451,0.9913043478260652,0.9833333333333201,0.9839999999999872,0.9923076923076818,0.974074074074064,0.9499999999999886,0.9620689655172366,0.9433333333333318,1,1,True,True,True,False,1,0.001565528552258666,1.4159515869673477e-05,8.501168891216585e-06,2.2660684760890063e-05,0.6248494261793579,0.375150573820642,0.24969885235871594,0.24969885235871594,2.303484501526176e-05,1.6452344620866208e-05,3.9487189636127964e-05,0.5833498212338343,0.41665017876616584,0.16669964246766839,0.16669964246766839,2.303484501526176e-05,1.6542214262647818e-05,3.957705927790958e-05,0.5820251791198378,0.4179748208801622,0.16405035823967556,0.16405035823967556,1.4159515869673477e-05,8.411326184738699e-06,2.2570842054412176e-05,0.6273366246389358,0.3726633753610642,0.25467324927787155,0.25467324927787155,8,2010-10-20 10:38:00-04:00,2010-10-20 16:30:00-04:00,long,9,166.50000000001228,189.00000000001228,22.5,time_exit,78.49999999999909,21.000000000001364,1342.6,706.4999999999918,MGC,long,is,,,,,,,,,,,,,,,,,8.501168891216585e-06,1.4159515869673477e-05,0.375150573820642,0.6248494261793579,,,1.6452344620866208e-05,2.303484501526176e-05,0.41665017876616584,0.5833498212338343,,,1.6542214262647818e-05,2.303484501526176e-05,0.4179748208801622,0.5820251791198378,,,8.411326184738699e-06,1.4159515869673477e-05,0.3726633753610642,0.6273366246389358,,
2010-10-22,2010-10-22 15:36:00-04:00,1,0.7949999999999818,0.785714285714264,0.8227272727272479,0.8043478260869269,0.7958333333333011,0.8039999999999691,0.7923076923076626,0.7851851851851616,0.7642857142856931,0.7517241379310172,0.7499999999999772,816,2010-10-22 15:36:00-04:00,33,1,88890,1327.8,1327.8,1327.8,1327.8,3,MGC.c.0,936,4,79,1323.8966514459664,2010-10-22,1323.9420029895366,1327.1,1323.3,3.7999999999999545,1325.1999999999998,0.7949999999999818,0.785714285714264,0.8227272727272479,0.8043478260869269,0.7958333333333011,0.8039999999999691,0.7923076923076626,0.7851851851851616,0.7642857142856931,0.7517241379310172,0.7499999999999772,1,1,True,True,True,False,1,0.0006782726656113791,7.889866469832746e-06,4.385735082999547e-06,1.2275601552832293e-05,0.642727481490498,0.35727251850950204,0.28545496298099593,0.28545496298099593,1.226585734450164e-05,1.1959961964454747e-05,2.4225819308956385e-05,0.5063134166103064,0.4936865833896936,0.012626833220612782,0.012626833220612782,4.8537085456804644e-05,5.3818388752925784e-05,0.00010235547420973042,0.4742011683454295,0.5257988316545705,-0.051597663309141055,0.051597663309141055,1.2061450608961184e-05,1.1143073841781573e-05,2.320452445074276e-05,0.5197887435514804,0.48021125644851953,0.03957748710296085,0.03957748710296085,9,2010-10-22 17:14:00-04:00,2010-10-22 17:14:00-04:00,long,13,-58.49999999997635,-25.999999999976353,32.5,time_exit,55.499999999999545,-1.999999999998181,1328.3,721.4999999999941,MGC,long,is,,,,,,,,,,,,,,,,,4.385735082999547e-06,7.889866469832746e-06,0.35727251850950204,0.642727481490498,,,1.1959961964454747e-05,1.226585734450164e-05,0.4936865833896936,0.5063134166103064,,,5.3818388752925784e-05,4.8537085456804644e-05,0.5257988316545705,0.4742011683454295,,,1.1143073841781573e-05,1.2061450608961184e-05,0.48021125644851953,0.5197887435514804,,
2010-10-26,2010-10-26 10:19:00-04:00,1,1.4749999999999772,1.4904761904761668,1.5545454545454256,1.495652173913008,1.4666666666666401,1.5279999999999745,1.4730769230768952,1.4407407407407105,1.5357142857142532,1.5172413793103134,1.4799999999999727,896,2010-10-26 10:19:00-04:00,33,1,88890,1333.5,1333.5,1333.5,1333.5,1,MGC.c.0,619,1,20,1332.03,2010-10-26,1332.1469135802467,1330.5,1329.6,0.900000000000091,1330.05,1.4749999999999772,1.4904761904761668,1.5545454545454256,1.495652173913008,1.4666666666666401,1.5279999999999745,1.4730769230768952,1.4407407407407105,1.5357142857142532,1.5172413793103134,1.4799999999999727,1,1,True,True,True,False,1,0.002405472449823476,1.1731771789729817e-05,2.7514854017567898e-05,3.9246625807297717e-05,0.29892434186146905,0.7010756581385309,-0.40215131627706174,0.40215131627706174,1.1731771789729817e-05,2.7514854017567898e-05,3.9246625807297717e-05,0.29892434186146905,0.7010756581385309,-0.40215131627706174,0.40215131627706174,1.1731771789729817e-05,2.7514854017567898e-05,3.9246625807297717e-05,0.29892434186146905,0.7010756581385309,-0.40215131627706174,0.40215131627706174,6.069122545762138e-06,4.575675960797385e-07,6.5266901418418765e-06,0.9298928574613458,0.07010714253865434,0.8597857149226914,0.8597857149226914,10,2010-10-26 10:21:00-04:00,2010-10-26 21:32:00-04:00,long,12,606.0000000000218,636.0000000000218,30.0,time_exit,61.499999999998636,53.00000000000182,1335.1999999999998,737.9999999999836,MGC,long,is,,,,,,,,,,,,,,,,,2.7514854017567898e-05,1.1731771789729817e-05,0.7010756581385309,0.29892434186146905,,,2.7514854017567898e-05,1.1731771789729817e-05,0.7010756581385309,0.29892434186146905,,,2.7514854017567898e-05,1.1731771789729817e-05,0.7010756581385309,0.29892434186146905,,,4.575675960797385e-07,6.069122545762138e-06,0.07010714253865434,0.9298928574613458,,
