scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,15727.0,1.000636964848738,1.1672913535093428,1.1636209470601393,14.041964285714286,-3814.5,1120,1120,1.0,0.49375,202.25226039783,-169.52116402116403,0.375,0.13482142857142856,0.6861744505494506
is,5940.5,0.5567492790486287,0.6517323732226705,1.088397666736109,7.548284625158831,-2856.5,787,787,1.0,0.47395171537484115,196.09249329758714,-162.32367149758454,0.38881829733163914,0.1181702668360864,0.6836347049815918
oos,9786.5,1.9523943018485976,2.232397888659589,1.3384399910085938,29.38888888888889,-3814.5,333,333,1.0,0.5405405405405406,215.01666666666668,-188.9967320261438,0.34234234234234234,0.17417417417417416,0.6921767921767922
