weekday,days,net_pnl_usd,avg_day_pnl_usd,green_day_pct
Monday,355,-3055.5,-8.607042253521128,0.504225352112676
Tuesday,359,911.0,2.5376044568245124,0.48467966573816157
Wednesday,355,-10022.0,-28.23098591549296,0.5014084507042254
Thursday,356,3714.5,10.433988764044944,0.4606741573033708
Friday,322,-6395.5,-19.861801242236027,0.43478260869565216
