hour,bars,net_bar_pnl_usd,avg_bar_pnl_usd
09:00,52365,4330.0,0.08268881886756421
10:00,104753,11369.5,0.10853627103758365
11:00,104652,4398.5,0.04202977487291213
12:00,104577,3292.0,0.031479197146600114
13:00,101107,2325.5,0.02300038572996924
14:00,100919,-4532.0,-0.04490730189557962
15:00,100980,6018.5,0.059600911071499306
