session_date,daily_pnl_usd,rolling_sharpe,rolling_expectancy
2019-11-11,6.5,-1.7594248143104112,-9.675
2019-11-12,-54.5,-3.8253871250197857,-19.425
2019-11-13,-58.0,-3.4194336906497447,-16.925
2019-11-14,-122.0,-3.9710490184038534,-20.4
2019-11-15,-12.0,-4.041749045932952,-20.75
2019-11-18,13.5,-3.998923008396697,-20.55
2019-11-19,-29.0,-6.131516254209843,-28.525
2019-11-20,-243.5,-6.990569174569478,-38.525
2019-11-21,-124.0,-7.728107307592749,-43.5
2019-11-22,-7.5,-10.128270243883119,-50.8
2019-11-25,101.5,-8.117467399964434,-44.1
2019-11-26,-102.5,-8.880409007795823,-48.575
2019-11-27,28.5,-8.708992420255363,-47.925
2019-11-28,-87.5,-8.359284538865765,-40.825
2019-11-29,-76.5,-9.148273294987112,-44.575
2019-12-02,75.5,-6.875768826431007,-34.075
2019-12-03,-210.5,-7.8304779934811135,-43.175
2019-12-04,-201.0,-8.833765113736295,-52.2
2019-12-05,-46.5,-9.029494399586875,-53.25
2019-12-06,-100.5,-11.204178573382716,-62.5
2019-12-09,121.5,-9.360204188439766,-56.75
2019-12-10,37.5,-8.411693033879374,-52.15
2019-12-11,27.5,-7.606323343805278,-47.875
2019-12-12,20.5,-6.5042642612698796,-40.75
2019-12-13,-121.5,-7.284945327011307,-46.225
2019-12-16,26.0,-7.1575544095106025,-45.6
2019-12-17,-137.5,-7.8646719972374655,-51.025
2019-12-18,-97.5,-7.395198782839082,-43.725
2019-12-19,25.0,-6.185072736001643,-36.275
2019-12-23,-94.0,-6.880367728574804,-40.6
2019-12-24,-32.5,-8.543913956941552,-47.3
2019-12-26,110.5,-6.2365987654077175,-36.65
2019-12-27,-90.5,-7.292217840945866,-42.6
2019-12-30,96.0,-5.4799065188284,-33.425
2019-12-31,-97.5,-5.618766282225222,-34.475
2020-01-02,-8.0,-6.503668013542983,-38.65
2020-01-03,-118.0,-6.148705164818602,-34.025
2020-01-06,244.5,-1.893365650358303,-11.75
2020-01-07,-112.0,-2.3690120567053636,-15.025
2020-01-08,0.0,-1.6070641603647096,-10.0
2020-01-09,-221.5,-4.140474221743765,-27.15
2020-01-10,101.0,-3.5587413925386886,-23.975
2020-01-13,-7.5,-3.839029329065532,-25.725
2020-01-14,-78.0,-4.572884414761848,-30.65
2020-01-15,-57.0,-4.163768070466705,-27.425
2020-01-16,-6.0,-4.431547368419353,-29.025
2020-01-17,-10.5,-3.564306242767664,-22.675
2020-01-20,-55.5,-3.2713804080664572,-20.575
2020-01-21,-45.5,-3.848332475338174,-24.1
2020-01-22,8.0,-3.0681059654048095,-19.0
2020-01-23,-109.0,-3.6151445694988107,-22.825
2020-01-24,138.5,-3.3261179938542598,-21.425
2020-01-27,-218.5,-4.0124739929062905,-27.825
2020-01-28,100.5,-3.9707524856902388,-27.6
2020-01-29,-62.0,-3.7444530847243453,-25.825
2020-01-30,124.0,-2.67156241766256,-19.225
2020-01-31,346.5,0.46421607618637406,4.0
2020-02-03,139.5,-0.15351074883771273,-1.25
2020-02-04,123.5,1.291548323551153,10.525
2020-02-05,-29.0,1.1112779862549702,9.075
2020-02-06,151.0,3.61360647087057,27.7
2020-02-07,-79.5,2.4179883480938975,18.675
2020-02-10,268.5,3.8502221397851786,32.475
2020-02-11,-135.5,3.4342983030878593,29.6
2020-02-12,0.5,3.802649378544943,32.475
2020-02-13,-37.5,3.601769236281817,30.9
2020-02-14,-115.5,2.91544340534054,25.65
2020-02-17,-51.5,2.940566308463763,25.85
2020-02-18,-305.5,1.3021572765282916,12.85
2020-02-19,51.0,1.5179580444724585,15.0
2020-02-20,53.5,2.3772181335879954,23.125
2020-02-21,-128.0,1.001173345508683,9.8
2020-02-24,-203.0,1.0880915048712387,10.575
2020-02-25,247.5,1.7595967509951842,17.925
2020-02-26,-396.5,0.10309858759889283,1.2
2020-02-27,-149.5,-1.0687551782506817,-12.475
2020-02-28,-424.5,-4.336245868619795,-51.025
2020-03-02,384.0,-2.9915447111160507,-38.8
2020-03-03,-102.5,-3.9206494252913586,-50.1
2020-03-04,15.0,-3.740096221625342,-47.9
2020-03-05,-146.0,-5.004678157438964,-62.75
2020-03-06,-236.0,-5.530151067125577,-70.575
2020-03-09,-368.5,-8.2633429193586,-102.425
2020-03-10,209.0,-6.506142351289244,-85.2
2020-03-11,144.5,-5.809049847081305,-78.0
2020-03-12,437.5,-3.57360212927777,-54.25
2020-03-13,335.0,-1.9760301289858264,-31.725
2020-03-16,1126.5,1.20323042635173,27.175
2020-03-17,795.0,3.3753067894425928,82.2
2020-03-18,240.0,3.749482844365835,91.65
2020-03-19,313.0,4.249248429334395,104.625
2020-03-23,-510.0,3.3065592226472016,85.525
2020-03-24,-40.5,3.658137422272914,93.65
2020-03-25,15.5,3.2148919849081214,82.05
2020-03-26,468.5,4.999475969409119,125.3
2020-03-27,-247.5,4.7568789973603165,120.4
2020-03-30,361.0,6.590015740721608,159.675
2020-03-31,9.5,5.851702975815968,140.95
2020-04-01,-479.0,4.815108118751806,122.125
2020-04-02,230.0,5.2406938838924155,132.875
2020-04-03,-2.0,5.5770850353939085,140.075
2020-04-06,558.5,7.15638878738375,179.8
2020-04-07,382.5,9.070881795525494,217.35
2020-04-08,-54.5,8.41929200855882,204.175
2020-04-09,10.0,8.096711098753163,197.45
2020-04-13,272.0,7.827471481525879,189.175
2020-04-14,290.0,7.749129170068397,186.925
2020-04-15,-110.0,6.185494125381865,125.1
2020-04-16,-23.0,4.723834157733426,84.2
2020-04-17,210.5,4.653253719168782,82.725
2020-04-20,-92.5,3.5469631430517077,62.45
2020-04-21,95.0,5.964503595299694,92.7
2020-04-22,-113.5,5.6728356894236285,89.05
2020-04-23,-172.0,4.955412082871226,79.675
2020-04-24,181.0,4.30824307916976,65.3
2020-04-27,-260.5,4.250164523552522,64.65
2020-04-28,393.5,4.31962096233591,66.275
2020-04-29,206.0,4.930221484641566,76.1
2020-04-30,-126.0,6.911685476486633,93.75
2020-05-01,-16.5,6.0338446729324104,81.425
2020-05-04,145.0,6.59287874085423,88.775
2020-05-05,99.0,5.6534979755145915,65.8
2020-05-06,88.5,4.7691216125845255,51.1
2020-05-07,-322.5,3.1910806381618437,37.7
2020-05-08,98.5,3.5592163574468403,42.125
2020-05-11,259.0,3.518821231989399,41.475
2020-05-12,233.5,3.339424970957668,38.65
2020-05-13,282.0,4.926630280206268,58.25
2020-05-14,218.0,5.879345455452252,70.3
2020-05-15,-135.0,4.384612290217952,53.025
2020-05-18,-133.0,4.179499465196505,51.0
2020-05-19,3.5,3.8048231373826003,46.425
2020-05-20,42.5,4.525566813296769,54.225
2020-05-21,194.0,6.219889744792907,72.525
2020-05-22,-215.0,4.3270713875135,52.725
2020-05-25,-82.0,5.360035115147,61.65
2020-05-26,268.0,5.081915408754809,55.375
2020-05-27,-80.5,3.7937682061986164,41.05
2020-05-28,31.5,4.63716575317988,48.925
2020-05-29,-208.5,3.542231714803749,39.325
2020-06-01,-234.0,1.7573078112714697,20.375
2020-06-02,-47.5,1.1277454123079274,13.05
2020-06-03,-205.0,-0.13667761777851384,-1.625
2020-06-04,92.0,1.7366415941640687,19.1
2020-06-05,275.5,2.4286592281840536,27.95
2020-06-08,219.5,2.285944378456511,25.975
2020-06-09,42.0,1.4955009307226779,16.4
2020-06-10,-224.0,-0.8292515330000387,-8.9
2020-06-11,670.0,0.9826011508061713,13.7
2020-06-12,167.5,2.070614160679904,28.825
2020-06-15,280.5,3.5048312937020376,49.5
2020-06-16,-233.5,2.5714013217439042,37.65
2020-06-17,-220.0,1.6282620115889364,24.525
2020-06-18,-341.0,-0.14219724470264825,-2.225
2020-06-22,43.5,0.6970920900206659,10.7
2020-06-23,-32.5,0.8608216673163962,13.175
2020-06-24,432.0,1.3361959440818973,21.375
2020-06-25,120.0,1.964908192834766,31.4
2020-06-26,327.5,2.8018039048014765,46.2
2020-06-29,447.5,4.665567249362596,79.0
2020-06-30,80.0,5.803208382152886,94.7
2020-07-01,100.0,6.305335687149414,102.075
2020-07-02,-210.0,6.2825376884337265,101.825
2020-07-03,1.5,5.981792193684575,97.3
2020-07-06,42.5,5.328823033416916,85.65
2020-07-07,-106.0,4.294022815124196,69.375
2020-07-08,108.0,4.497382247621374,72.675
2020-07-09,-315.0,4.120092389701001,68.125
2020-07-10,372.5,3.5980680623518557,53.25
2020-07-13,261.0,3.862393679984211,57.925
2020-07-14,263.0,3.8166950447125454,57.05
2020-07-15,-82.5,4.454481380876398,64.6
2020-07-16,-256.5,4.284323844191161,62.775
2020-07-17,111.5,6.35158943281836,85.4
2020-07-20,602.5,7.4678150771970655,113.35
2020-07-21,-31.5,7.472044773320166,113.4
2020-07-22,-150.5,5.67357123810308,84.275
2020-07-23,381.5,6.320405073329482,97.35
2020-07-24,54.0,5.561576647964967,83.675
2020-07-27,-163.5,3.679023808529445,53.125
2020-07-28,-173.5,2.7401086039723928,40.45
2020-07-29,-7.0,2.3797198316524506,35.1
2020-07-30,178.0,3.7771660109277643,54.5
2020-07-31,84.5,4.069156914912085,58.65
2020-08-03,-284.5,2.7892140513011454,42.3
2020-08-04,11.5,3.2068111505983654,48.175
2020-08-05,-193.5,2.156186661853419,33.1
2020-08-06,257.5,4.177137116448639,61.725
2020-08-07,-16.5,2.997504829616336,42.275
2020-08-10,13.5,2.175076462861411,29.9
2020-08-11,-15.0,1.1998486893377431,16.0
2020-08-12,280.0,2.486029458754846,34.125
2020-08-13,-385.0,1.9282919706721477,27.7
2020-08-14,-127.0,1.0908005005831172,15.775
2020-08-17,32.5,-1.0845027148486939,-12.725
2020-08-18,123.0,-0.4210415979640156,-5.0
2020-08-19,69.0,0.5096774278446062,5.975
2020-08-20,376.0,0.48766564530421946,5.7
2020-08-21,-111.5,-0.21871730279869397,-2.575
2020-08-24,80.5,0.8307037643880271,9.625
2020-08-25,-25.5,1.5070374959782893,17.025
2020-08-26,185.0,2.3109379025714776,26.625
2020-08-27,-339.0,0.06284711272187576,0.775
2020-08-28,-351.0,-1.59500379703609,-21.0
2020-08-31,-380.5,-1.8962297842073934,-25.8
2020-09-01,273.0,-0.895589735706906,-12.725
2020-09-02,-112.5,-0.6175856212457134,-8.675
2020-09-03,494.0,0.20643821475589322,3.15
2020-09-04,159.5,0.7757493235945344,11.95
2020-09-07,-170.0,0.1778219709412116,2.775
2020-09-08,-234.5,-0.514350419944149,-8.2
2020-09-09,-31.5,-1.544918009659819,-23.775
2020-09-10,108.5,0.06181337321723828,0.9
2020-09-11,-488.5,-1.075598329302158,-17.175
2020-09-14,-55.0,-1.350332363370548,-21.55
2020-09-15,10.0,-1.7181642112692805,-27.2
2020-09-16,33.0,-1.836010117996769,-29.0
2020-09-17,-380.0,-4.350930067609767,-66.8
2020-09-21,-118.5,-4.372489732059559,-67.15
2020-09-22,-269.0,-5.480867111487075,-84.625
2020-09-23,414.0,-3.7103056673787567,-62.65
2020-09-24,-532.5,-5.5810807469642185,-98.525
2020-09-25,411.0,-3.2802548124022928,-61.025
2020-09-28,-172.5,-2.861234296983424,-52.1
2020-09-29,-239.0,-2.5292586817278795,-45.025
2020-09-30,41.5,-3.279931301218333,-56.6
2020-10-01,-22.5,-3.0215429839766244,-52.1
2020-10-02,114.5,-4.5667765559099385,-71.075
2020-10-05,255.5,-4.168788956165223,-66.275
2020-10-06,269.5,-2.6907238833941998,-44.3
2020-10-07,138.5,-1.563517461299002,-25.65
2020-10-08,-227.5,-2.1306358744754688,-35.45
2020-10-09,84.5,-2.2077986176489666,-36.65
2020-10-12,275.5,0.09830609645392875,1.55
2020-10-13,-349.5,-0.7995023576005923,-13.175
2020-10-14,90.0,-0.5547889210313528,-9.175
2020-10-15,205.5,-0.03275229472651031,-0.55
2020-10-16,60.0,1.3505954950335923,21.45
2020-10-19,558.5,3.187291208437274,55.3
2020-10-20,-531.5,2.2614755452766833,42.175
2020-10-21,-157.5,0.7543497150056114,13.6
2020-10-22,-42.5,2.3444156322665735,38.1
2020-10-23,-189.5,0.5177792005075205,8.075
2020-10-26,378.0,2.204033929932684,35.6
2020-10-27,-162.0,2.4771637914035822,39.45
2020-10-28,195.0,2.932812857272504,47.125
2020-10-29,193.5,3.5853766751939675,57.925
2020-10-30,290.0,4.053540235798839,66.7
2020-11-02,118.0,3.681828070647986,59.825
2020-11-03,141.0,3.3346249496418836,53.4
2020-11-04,-26.0,2.8235084721137205,45.175
2020-11-05,-336.0,2.4193486557426263,39.75
2020-11-06,406.5,3.2505672511770203,55.85
2020-11-09,68.5,2.6940440181234564,45.5
2020-11-10,-365.5,2.6348962572818952,44.7
2020-11-11,176.0,2.87372387091871,49.0
2020-11-12,-248.0,1.516491257755569,26.325
2020-11-13,-151.0,0.9004553578519637,15.775
2020-11-16,-108.0,-1.116447974482568,-17.55
2020-11-17,-195.0,-0.05128867193122461,-0.725
2020-11-18,-62.0,0.289584962173801,4.05
2020-11-19,86.0,0.7475778253710459,10.475
2020-11-20,-69.0,1.198586993950298,16.5
2020-11-23,47.5,-0.001960036582595334,-0.025
2020-11-24,228.5,1.5119911177492746,19.5
2020-11-25,-328.0,-0.4936570451534965,-6.65
2020-11-26,-85.0,-1.5599435900763206,-20.575
2020-11-27,-47.0,-3.0173738578083005,-37.425
2020-11-30,-191.5,-4.279433650196664,-52.9
2020-12-01,116.0,-4.406670149817874,-54.15
2020-12-02,262.0,-3.0500223771877732,-39.75
2020-12-03,-98.5,-2.2567870014115163,-27.875
2020-12-04,-72.0,-4.867750045023242,-51.8
2020-12-07,-55.5,-5.524572652770034,-58.0
2020-12-08,116.0,-3.4776036382886133,-33.925
2020-12-09,482.0,-1.583710183612272,-18.625
2020-12-10,150.0,0.1110008927516039,1.275
2020-12-11,-372.0,-0.7864222717567914,-9.775
2020-12-14,16.0,-0.2894356135293836,-3.575
2020-12-15,-121.5,0.008220013832327028,0.1
2020-12-16,55.5,0.49163300338064136,5.975
2020-12-17,-242.5,-0.8323766366275958,-10.45
2020-12-21,464.5,1.150544551735578,16.225
2020-12-22,-163.0,0.39848781847666076,5.7
2020-12-23,-473.5,-1.9160902160666597,-29.4
2020-12-24,-7.5,-0.908339845889688,-13.375
2020-12-28,68.0,-0.3887462636423012,-5.725
2020-12-29,-245.5,-1.0374532326886214,-15.65
2020-12-30,9.0,-0.3782552889401172,-5.625
2020-12-31,-184.5,-1.380779790824125,-20.65
2021-01-04,345.5,-1.076219830523554,-16.475
2021-01-05,-87.0,-1.0394334519375419,-15.9
2021-01-06,41.5,-0.6685814655190467,-10.225
2021-01-07,380.0,0.7138086138462454,11.55
2021-01-08,-149.0,-0.1046135885038218,-1.7
2021-01-11,-139.5,-2.221916639402286,-32.775
2021-01-12,-178.5,-3.3624569202608243,-49.2
2021-01-13,64.5,-1.9649026622228825,-27.375
2021-01-14,-157.5,-2.569839371123001,-36.05
2021-01-15,50.5,-1.9580585530486219,-27.45
2021-01-18,-55.0,-2.3602012654134654,-32.975
2021-01-19,-461.0,-2.943972744333343,-43.9
2021-01-20,213.0,-4.168539477953263,-56.475
2021-01-21,-35.0,-3.719751194266168,-50.075
2021-01-22,-219.0,-3.0428321647866197,-37.35
2021-01-25,-44.0,-3.1934325672039714,-39.175
2021-01-26,-273.0,-4.474385746624112,-56.225
2021-01-27,494.0,-1.3430402799924648,-19.25
2021-01-28,-31.5,-1.4848446735016285,-21.275
2021-01-29,-254.5,-1.7065844283349954,-24.775
2021-02-01,365.5,-1.6261143778458953,-23.775
2021-02-02,-17.5,-1.3911522961973863,-20.3
2021-02-03,161.0,-0.9689783475388122,-14.325
2021-02-04,-149.5,-2.971321909881787,-40.8
2021-02-05,-139.5,-2.939778180434346,-40.325
2021-02-08,-78.5,-2.7297812953526126,-37.275
2021-02-09,-91.0,-2.4320586811346794,-32.9
2021-02-10,-306.5,-3.6881798458327406,-51.45
2021-02-11,-343.5,-4.202665615349744,-60.75
2021-02-12,48.5,-4.210465662891576,-60.85
2021-02-15,-9.5,-4.0482463877382395,-58.575
2021-02-16,77.0,-2.374128872639643,-31.675
2021-02-17,-258.5,-4.1869695264081805,-55.25
2021-02-18,90.0,-3.6719195025841906,-49.0
2021-02-19,-247.5,-3.756872607658565,-50.425
2021-02-22,25.0,-3.4894537009166497,-46.975
2021-02-23,744.0,0.22954997795578305,3.875
2021-02-24,151.0,-0.8561350071604598,-13.275
2021-02-25,875.0,1.625493328308053,32.05
2021-02-26,-65.5,2.145897975496512,41.5
2021-03-01,139.5,1.6038080050433887,30.2
2021-03-02,236.0,2.253801289413639,42.875
2021-03-03,-3.0,1.8293822176608725,34.675
2021-03-04,117.0,2.5541222815861864,48.0
2021-03-05,-585.0,1.2496999141976926,25.725
2021-03-08,307.0,2.155584465685239,45.0
2021-03-09,134.5,2.7037085134567302,56.275
2021-03-10,23.5,3.610680893395207,72.775
2021-03-11,-184.0,4.117053453959272,80.75
2021-03-12,-194.5,3.4345920664297553,68.6
2021-03-15,-135.0,3.093940315208999,62.325
2021-03-16,-277.0,2.158673128369303,44.625
2021-03-17,-499.5,1.5069296403048682,32.575
2021-03-18,-419.5,0.3160690164914623,7.1
2021-03-22,40.5,0.9701395117573791,21.5
2021-03-23,-139.0,0.5971963250373562,13.3
2021-03-24,47.0,-1.0976422009985531,-21.55
2021-03-25,-384.5,-2.4077191802252402,-48.325
2021-03-26,73.0,-5.827702837200266,-88.425
2021-03-29,29.0,-5.486083784542059,-83.7
2021-03-30,-164.0,-6.617444267196659,-98.875
2021-03-31,185.0,-6.885756455304447,-101.425
2021-04-01,-253.5,-7.6998950572773905,-113.95
2021-04-05,300.0,-6.735528573353819,-104.8
2021-04-06,-113.0,-5.827686276001625,-81.2
2021-04-07,100.5,-7.0120411505195746,-91.525
2021-04-08,-127.5,-8.276288896102313,-104.625
2021-04-09,198.0,-7.261397629155193,-95.9
2021-04-12,-189.0,-7.276583657237802,-96.15
2021-04-13,-129.0,-7.064176362308482,-92.875
2021-04-14,35.5,-6.367507562807805,-84.35
2021-04-15,88.0,-5.0300038077441265,-66.1
2021-04-16,-118.5,-4.056556253710549,-47.05
2021-04-19,102.5,-2.009079622682393,-20.95
2021-04-20,-68.0,-2.5343090108825903,-26.375
2021-04-21,255.5,-0.6070257713623356,-6.65
2021-04-22,-392.5,-2.3604238840926612,-28.625
2021-04-23,119.0,-0.31013667310373155,-3.45
2021-04-26,95.5,-0.20835120590250042,-2.325
2021-04-27,-122.5,-0.8785959880578792,-9.9
2021-04-28,-168.0,-0.8954726259123954,-10.1
2021-04-29,22.0,-1.668749178475389,-18.25
2021-04-30,140.0,0.13461650383261745,1.425
2021-05-03,154.0,-0.5911318764035469,-5.875
2021-05-04,42.5,0.19319233379330505,1.9
2021-05-05,63.5,0.005115565958538545,0.05
2021-05-06,-224.0,-0.472396242408843,-4.775
2021-05-07,-216.0,-2.5327739799515103,-25.475
2021-05-10,529.0,0.8462844469235591,10.425
2021-05-11,127.0,1.8967182396781876,23.225
2021-05-12,300.5,2.844201451022359,36.475
2021-05-13,-188.5,1.7209495224321854,22.65
2021-05-14,94.0,2.5533536860556825,33.275
2021-05-17,-312.5,0.9065316152251683,12.525
2021-05-18,-169.0,0.5338700076405876,7.475
2021-05-19,193.5,0.316841567539883,4.375
2021-05-20,359.0,3.1375689996595764,41.95
2021-05-21,232.5,3.5046683865756134,47.625
2021-05-24,158.0,3.7153317791516085,50.75
2021-05-25,-82.5,3.8873382990120393,52.75
2021-05-26,-158.5,3.9310538928920344,53.225
2021-05-27,-185.0,3.078538533721047,42.875
2021-05-28,-153.5,1.99960660406921,28.2
2021-05-31,-2.0,1.4583049123178262,20.4
2021-06-01,45.5,1.4689226335134493,20.55
2021-06-02,-498.0,-0.4801924762740352,-7.525
2021-06-03,-245.0,-0.5451056864416541,-8.575
2021-06-04,289.5,1.0478140761527879,16.7
2021-06-07,-390.5,-1.9453832782402485,-29.275
2021-06-08,-21.0,-2.464761848598757,-36.675
2021-06-09,-30.0,-3.782911828146882,-53.2
2021-06-10,257.5,-2.1256180148854877,-30.9
2021-06-11,-165.0,-3.017827768627478,-43.85
2021-06-14,90.0,-1.68284553632486,-23.725
2021-06-15,31.0,-0.9834538601948836,-13.725
2021-06-16,-132.0,-2.188138841227745,-30.0
2021-06-17,387.0,-2.061656460385557,-28.6
2021-06-21,-93.0,-3.3570495539213283,-44.875
2021-06-22,-8.0,-4.072145513972751,-53.175
2021-06-23,-77.0,-4.051778718617633,-52.9
2021-06-24,14.0,-3.4073903080062187,-44.275
2021-06-25,-244.5,-3.594125456946404,-47.25
2021-06-28,93.0,-2.648499949269689,-34.925
2021-06-29,63.0,-2.390753642800008,-31.675
2021-06-30,-269.0,-3.4891901038386828,-47.4
2021-07-01,-52.0,-2.1041812216753333,-25.1
2021-07-02,-157.5,-1.7765014230763607,-20.725
2021-07-05,-49.5,-3.4975988276728556,-37.675
2021-07-06,-30.5,-2.0733052518947948,-19.675
2021-07-07,-253.0,-3.1224865559591284,-31.275
2021-07-08,-14.0,-3.041760658847278,-30.475
2021-07-09,108.5,-4.053534430305343,-37.925
2021-07-12,4.0,-3.208417617111778,-29.475
2021-07-13,130.5,-2.9492936402152354,-27.45
2021-07-14,27.5,-2.9694481817726617,-27.625
2021-07-15,180.5,-1.2510095936467966,-12.0
2021-07-16,330.0,-1.6241518796853955,-14.85
