scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,hit_rate,avg_win,avg_loss,n_days_traded,pct_days_traded,avg_trades_per_day,mean_daily_pnl,median_daily_pnl,worst_day,pct_days_gt_plus_1r,pct_days_lt_minus_1r,longest_losing_streak_daily,longest_losing_streak_trade,cut_day_freq,hard_loss_cap_freq,profit_lock_freq,giveback_freq,daily_loss_limit_breach_freq,expected_profit_per_trading_day
overall,15978.839999999991,0.9572824313363444,0.7752738826110136,1.1847178039967141,14.090687830687823,-2968.879999999981,1134,0.5423280423280423,166.63886178861787,-166.6744894026975,1134,0.6491127647395535,0.6491127647395535,9.146445334859754,0.0,-489.74,0.22266742987979393,0.20892959358900973,7,11,0.2220950200343446,0.0,0.2220950200343446,0.0,0.0,14.090687830687823
is,7527.699999999993,0.6616596263536182,0.5358802442601694,1.1240240215501973,9.468805031446532,-2968.879999999981,795,0.5283018867924528,162.43619047619052,-161.85466666666667,795,0.6505728314238952,0.6505728314238952,6.1601472995089965,0.0,-489.74,0.2176759410801964,0.22013093289689034,7,11,0.21685761047463176,0.0,0.21685761047463176,0.0,0.0,9.468805031446532
oos,8451.139999999998,1.5958386309283246,1.2825754854703257,1.3274549219328782,24.929616519174033,-2308.6599999999926,339,0.5752212389380531,175.6907692307692,-179.2261111111111,339,0.6457142857142857,0.6457142857142857,16.097409523809517,0.0,-442.74,0.2342857142857143,0.18285714285714286,4,5,0.2342857142857143,0.0,0.2342857142857143,0.0,0.0,24.929616519174033
