session_date,phase,selected_by_ensemble,feature_name,bucket_label,risk_multiplier,skip_trade
2021-07-29,is,True,opening_range_width_pts,high,0.5,False
2021-08-13,is,True,opening_range_width_pts,low,0.75,False
2021-08-18,is,True,opening_range_width_pts,low,0.75,False
2021-08-20,is,True,opening_range_width_pts,low,0.75,False
2021-08-23,is,True,opening_range_width_pts,mid,1.0,False
2021-08-27,is,True,opening_range_width_pts,low,0.75,False
2021-08-30,is,True,opening_range_width_pts,mid,1.0,False
2021-09-01,is,True,opening_range_width_pts,low,0.75,False
2021-09-03,is,True,opening_range_width_pts,low,0.75,False
2021-09-21,is,True,opening_range_width_pts,mid,1.0,False
2021-09-22,is,True,opening_range_width_pts,mid,1.0,False
2021-09-23,is,True,opening_range_width_pts,high,0.5,False
2021-09-29,is,True,opening_range_width_pts,mid,1.0,False
2021-09-30,is,True,opening_range_width_pts,mid,1.0,False
2021-10-05,is,True,opening_range_width_pts,high,0.5,False
2021-10-07,is,True,opening_range_width_pts,high,0.5,False
2021-10-14,is,True,opening_range_width_pts,mid,1.0,False
2021-10-26,is,True,opening_range_width_pts,high,0.5,False
2021-10-27,is,True,opening_range_width_pts,mid,1.0,False
2021-11-02,is,True,opening_range_width_pts,high,0.5,False
2021-11-04,is,True,opening_range_width_pts,low,0.75,False
2021-11-16,is,True,opening_range_width_pts,high,0.5,False
2021-11-18,is,True,opening_range_width_pts,low,0.75,False
2021-11-19,is,True,opening_range_width_pts,low,0.75,False
2021-11-22,is,True,opening_range_width_pts,mid,1.0,False
2021-11-29,is,True,opening_range_width_pts,mid,1.0,False
2021-12-07,is,True,opening_range_width_pts,mid,1.0,False
2021-12-22,is,True,opening_range_width_pts,high,0.5,False
2021-12-23,is,True,opening_range_width_pts,mid,1.0,False
2021-12-27,is,True,opening_range_width_pts,high,0.5,False
2021-12-30,is,True,opening_range_width_pts,mid,1.0,False
2022-01-20,is,True,opening_range_width_pts,high,0.5,False
2022-02-11,is,True,opening_range_width_pts,high,0.5,False
2022-02-14,is,True,opening_range_width_pts,high,0.5,False
2022-04-04,is,True,opening_range_width_pts,high,0.5,False
2022-04-13,is,True,opening_range_width_pts,high,0.5,False
2022-05-27,is,True,opening_range_width_pts,high,0.5,False
2022-06-15,is,True,opening_range_width_pts,high,0.5,False
2022-07-07,is,True,opening_range_width_pts,high,0.5,False
2022-07-20,is,True,opening_range_width_pts,high,0.5,False
2022-07-27,is,True,opening_range_width_pts,high,0.5,False
2022-08-03,is,True,opening_range_width_pts,high,0.5,False
2022-08-11,is,True,opening_range_width_pts,mid,1.0,False
2022-08-23,is,True,opening_range_width_pts,high,0.5,False
2022-09-07,is,True,opening_range_width_pts,high,0.5,False
2022-09-09,is,True,opening_range_width_pts,mid,1.0,False
2022-09-12,is,True,opening_range_width_pts,mid,1.0,False
2022-10-04,is,True,opening_range_width_pts,mid,1.0,False
2022-10-25,is,True,opening_range_width_pts,mid,1.0,False
2022-11-23,is,True,opening_range_width_pts,mid,1.0,False
2022-12-01,is,True,opening_range_width_pts,mid,1.0,False
2022-12-14,is,True,opening_range_width_pts,mid,1.0,False
2022-12-21,is,True,opening_range_width_pts,mid,1.0,False
2022-12-29,is,True,opening_range_width_pts,high,0.5,False
2023-01-09,is,True,opening_range_width_pts,low,0.75,False
2023-01-23,is,True,opening_range_width_pts,high,0.5,False
2023-01-31,is,True,opening_range_width_pts,mid,1.0,False
2023-02-02,is,True,opening_range_width_pts,mid,1.0,False
2023-02-13,is,True,opening_range_width_pts,high,0.5,False
2023-02-22,is,True,opening_range_width_pts,low,0.75,False
2023-02-27,is,True,opening_range_width_pts,low,0.75,False
2023-03-03,is,True,opening_range_width_pts,low,0.75,False
2023-03-06,is,True,opening_range_width_pts,low,0.75,False
2023-03-09,is,True,opening_range_width_pts,mid,1.0,False
2023-03-14,is,True,opening_range_width_pts,high,0.5,False
2023-03-21,is,True,opening_range_width_pts,low,0.75,False
2023-03-23,is,True,opening_range_width_pts,low,0.75,False
2023-03-27,is,True,opening_range_width_pts,mid,1.0,False
2023-03-31,is,True,opening_range_width_pts,mid,1.0,False
2023-04-13,is,True,opening_range_width_pts,mid,1.0,False
2023-04-14,is,True,opening_range_width_pts,high,0.5,False
2023-04-27,is,True,opening_range_width_pts,low,0.75,False
2023-04-28,is,True,opening_range_width_pts,mid,1.0,False
2023-05-03,is,True,opening_range_width_pts,low,0.75,False
2023-05-05,is,True,opening_range_width_pts,low,0.75,False
2023-05-10,is,True,opening_range_width_pts,high,0.5,False
2023-05-16,is,True,opening_range_width_pts,mid,1.0,False
2023-05-18,is,True,opening_range_width_pts,mid,1.0,False
2023-05-22,is,True,opening_range_width_pts,high,0.5,False
2023-05-26,is,True,opening_range_width_pts,mid,1.0,False
2023-06-01,is,True,opening_range_width_pts,mid,1.0,False
2023-06-05,is,True,opening_range_width_pts,high,0.5,False
2023-06-08,is,True,opening_range_width_pts,mid,1.0,False
2023-06-09,is,True,opening_range_width_pts,mid,1.0,False
2023-06-14,is,True,opening_range_width_pts,low,0.75,False
2023-06-20,is,True,opening_range_width_pts,high,0.5,False
2023-06-26,is,True,opening_range_width_pts,mid,1.0,False
2023-06-27,is,True,opening_range_width_pts,mid,1.0,False
2023-06-30,is,True,opening_range_width_pts,mid,1.0,False
2023-07-05,is,True,opening_range_width_pts,high,0.5,False
2023-07-12,is,True,opening_range_width_pts,low,0.75,False
2023-07-13,is,True,opening_range_width_pts,mid,1.0,False
2023-07-14,is,True,opening_range_width_pts,high,0.5,False
2023-07-25,is,True,opening_range_width_pts,low,0.75,False
2023-07-27,is,True,opening_range_width_pts,mid,1.0,False
2023-07-28,is,True,opening_range_width_pts,high,0.5,False
2023-07-31,is,True,opening_range_width_pts,low,0.75,False
2023-08-04,is,True,opening_range_width_pts,high,0.5,False
2023-08-10,is,True,opening_range_width_pts,high,0.5,False
2023-08-14,is,True,opening_range_width_pts,mid,1.0,False
2023-08-21,is,True,opening_range_width_pts,high,0.5,False
2023-08-23,is,True,opening_range_width_pts,low,0.75,False
2023-08-25,is,True,opening_range_width_pts,mid,1.0,False
2023-08-29,is,True,opening_range_width_pts,mid,1.0,False
2023-08-30,is,True,opening_range_width_pts,mid,1.0,False
2023-08-31,is,True,opening_range_width_pts,mid,1.0,False
2023-09-08,is,True,opening_range_width_pts,high,0.5,False
2023-09-27,is,True,opening_range_width_pts,low,0.75,False
2023-10-04,is,True,opening_range_width_pts,high,0.5,False
2023-10-10,is,True,opening_range_width_pts,low,0.75,False
2023-10-12,is,True,opening_range_width_pts,low,0.75,False
2023-10-16,is,True,opening_range_width_pts,high,0.5,False
2023-10-24,is,True,opening_range_width_pts,mid,1.0,False
2023-10-27,is,True,opening_range_width_pts,low,0.75,False
2023-10-30,is,True,opening_range_width_pts,high,0.5,False
2023-11-01,is,True,opening_range_width_pts,low,0.75,False
2023-11-03,is,True,opening_range_width_pts,low,0.75,False
2023-11-07,is,True,opening_range_width_pts,mid,1.0,False
2023-11-10,is,True,opening_range_width_pts,high,0.5,False
2023-11-14,is,True,opening_range_width_pts,mid,1.0,False
2023-11-20,is,True,opening_range_width_pts,high,0.5,False
2023-12-07,is,True,opening_range_width_pts,mid,1.0,False
2023-12-11,is,True,opening_range_width_pts,high,0.5,False
2023-12-13,is,True,opening_range_width_pts,low,0.75,False
2023-12-14,is,True,opening_range_width_pts,low,0.75,False
2023-12-18,is,True,opening_range_width_pts,low,0.75,False
2023-12-22,is,True,opening_range_width_pts,low,0.75,False
2024-01-05,is,True,opening_range_width_pts,mid,1.0,False
2024-01-08,is,True,opening_range_width_pts,mid,1.0,False
2024-01-18,is,True,opening_range_width_pts,mid,1.0,False
2024-01-19,is,True,opening_range_width_pts,low,0.75,False
2024-01-24,is,True,opening_range_width_pts,mid,1.0,False
2024-02-01,is,True,opening_range_width_pts,low,0.75,False
2024-02-07,is,True,opening_range_width_pts,low,0.75,False
2024-02-09,is,True,opening_range_width_pts,low,0.75,False
2024-02-14,is,True,opening_range_width_pts,high,0.5,False
2024-02-22,is,True,opening_range_width_pts,low,0.75,False
2024-03-01,oos,True,opening_range_width_pts,low,0.75,False
2024-03-07,oos,True,opening_range_width_pts,mid,1.0,False
2024-03-08,oos,True,opening_range_width_pts,mid,1.0,False
2024-03-18,oos,True,opening_range_width_pts,mid,1.0,False
2024-04-05,oos,True,opening_range_width_pts,high,0.5,False
2024-04-16,oos,True,opening_range_width_pts,low,0.75,False
2024-04-22,oos,True,opening_range_width_pts,low,0.75,False
2024-04-23,oos,True,opening_range_width_pts,mid,1.0,False
2024-04-24,oos,True,opening_range_width_pts,mid,1.0,False
2024-04-26,oos,True,opening_range_width_pts,high,0.5,False
2024-05-03,oos,True,opening_range_width_pts,mid,1.0,False
2024-05-10,oos,True,opening_range_width_pts,mid,1.0,False
2024-05-14,oos,True,opening_range_width_pts,low,0.75,False
2024-05-20,oos,True,opening_range_width_pts,high,0.5,False
2024-05-24,oos,True,opening_range_width_pts,low,0.75,False
2024-06-05,oos,True,opening_range_width_pts,low,0.75,False
2024-06-12,oos,True,opening_range_width_pts,high,0.5,False
2024-06-24,oos,True,opening_range_width_pts,high,0.5,False
2024-06-25,oos,True,opening_range_width_pts,low,0.75,False
2024-06-26,oos,True,opening_range_width_pts,low,0.75,False
2024-06-27,oos,True,opening_range_width_pts,high,0.5,False
2024-06-28,oos,True,opening_range_width_pts,mid,1.0,False
2024-07-02,oos,True,opening_range_width_pts,high,0.5,False
2024-07-03,oos,True,opening_range_width_pts,low,0.75,False
2024-07-05,oos,True,opening_range_width_pts,low,0.75,False
2024-07-12,oos,True,opening_range_width_pts,low,0.75,False
2024-07-15,oos,True,opening_range_width_pts,mid,1.0,False
2024-07-22,oos,True,opening_range_width_pts,high,0.5,False
2024-08-13,oos,True,opening_range_width_pts,high,0.5,False
2024-08-15,oos,True,opening_range_width_pts,mid,1.0,False
2024-08-20,oos,True,opening_range_width_pts,mid,1.0,False
2024-09-25,oos,True,opening_range_width_pts,mid,1.0,False
2024-10-08,oos,True,opening_range_width_pts,low,0.75,False
2024-10-14,oos,True,opening_range_width_pts,mid,1.0,False
2024-10-25,oos,True,opening_range_width_pts,high,0.5,False
2024-11-01,oos,True,opening_range_width_pts,high,0.5,False
2024-11-05,oos,True,opening_range_width_pts,high,0.5,False
2024-11-07,oos,True,opening_range_width_pts,high,0.5,False
2024-11-18,oos,True,opening_range_width_pts,low,0.75,False
2024-11-26,oos,True,opening_range_width_pts,mid,1.0,False
2024-12-02,oos,True,opening_range_width_pts,high,0.5,False
2024-12-06,oos,True,opening_range_width_pts,mid,1.0,False
2024-12-11,oos,True,opening_range_width_pts,mid,1.0,False
2024-12-13,oos,True,opening_range_width_pts,high,0.5,False
2024-12-16,oos,True,opening_range_width_pts,low,0.75,False
2024-12-23,oos,True,opening_range_width_pts,mid,1.0,False
2024-12-24,oos,True,opening_range_width_pts,high,0.5,False
2025-01-22,oos,True,opening_range_width_pts,high,0.5,False
2025-01-31,oos,True,opening_range_width_pts,mid,1.0,False
2025-02-10,oos,True,opening_range_width_pts,mid,1.0,False
2025-04-24,oos,True,opening_range_width_pts,high,0.5,False
2025-05-13,oos,True,opening_range_width_pts,high,0.5,False
2025-06-03,oos,True,opening_range_width_pts,high,0.5,False
2025-06-06,oos,True,opening_range_width_pts,high,0.5,False
2025-06-16,oos,True,opening_range_width_pts,high,0.5,False
2025-06-27,oos,True,opening_range_width_pts,mid,1.0,False
2025-07-02,oos,True,opening_range_width_pts,mid,1.0,False
2025-07-03,oos,True,opening_range_width_pts,mid,1.0,False
2025-07-09,oos,True,opening_range_width_pts,high,0.5,False
2025-07-17,oos,True,opening_range_width_pts,mid,1.0,False
2025-07-21,oos,True,opening_range_width_pts,high,0.5,False
2025-08-06,oos,True,opening_range_width_pts,high,0.5,False
2025-08-08,oos,True,opening_range_width_pts,high,0.5,False
2025-08-12,oos,True,opening_range_width_pts,high,0.5,False
2025-08-28,oos,True,opening_range_width_pts,high,0.5,False
2025-09-08,oos,True,opening_range_width_pts,high,0.5,False
2025-09-15,oos,True,opening_range_width_pts,low,0.75,False
2025-09-22,oos,True,opening_range_width_pts,low,0.75,False
2025-09-29,oos,True,opening_range_width_pts,mid,1.0,False
2025-10-08,oos,True,opening_range_width_pts,high,0.5,False
2025-10-10,oos,True,opening_range_width_pts,high,0.5,False
2025-10-20,oos,True,opening_range_width_pts,high,0.5,False
2025-10-23,oos,True,opening_range_width_pts,high,0.5,False
2025-11-10,oos,True,opening_range_width_pts,high,0.5,False
2026-01-06,oos,True,opening_range_width_pts,mid,1.0,False
2026-03-17,oos,True,opening_range_width_pts,high,0.5,False
