session_date,portfolio_pnl,portfolio_name,equity,selection_basis,diagnostic_post_oos_filter
2024-01-02,-2.9722222222223733,equal_weight_all_candidates,-2.9722222222223733,train_only_preselected,False
2024-01-03,-4.1458333333332575,equal_weight_all_candidates,-7.118055555555631,train_only_preselected,False
2024-01-05,-0.02777777777775251,equal_weight_all_candidates,-7.145833333333384,train_only_preselected,False
2024-01-09,-0.27083333333330806,equal_weight_all_candidates,-7.416666666666692,train_only_preselected,False
2024-01-11,-4.319444444444305,equal_weight_all_candidates,-11.736111111110997,train_only_preselected,False
2024-01-16,-8.277777777777777,equal_weight_all_candidates,-20.013888888888772,train_only_preselected,False
2024-01-17,9.166666666666666,equal_weight_all_candidates,-10.847222222222106,train_only_preselected,False
2024-01-23,-0.3055555555554671,equal_weight_all_candidates,-11.152777777777573,train_only_preselected,False
2024-01-24,3.472222222222222,equal_weight_all_candidates,-7.680555555555351,train_only_preselected,False
2024-01-29,2.305555555555606,equal_weight_all_candidates,-5.374999999999745,train_only_preselected,False
2024-01-31,-0.7083333333331944,equal_weight_all_candidates,-6.08333333333294,train_only_preselected,False
2024-02-06,-21.21527777777775,equal_weight_all_candidates,-27.298611111110688,train_only_preselected,False
2024-02-07,5.2361111111111995,equal_weight_all_candidates,-22.06249999999949,train_only_preselected,False
2024-02-09,-2.6666666666666665,equal_weight_all_candidates,-24.729166666666156,train_only_preselected,False
2024-02-12,-3.3541666666664898,equal_weight_all_candidates,-28.083333333332646,train_only_preselected,False
2024-02-13,-0.8333333333333333,equal_weight_all_candidates,-28.91666666666598,train_only_preselected,False
2024-02-16,13.833333333333353,equal_weight_all_candidates,-15.083333333332625,train_only_preselected,False
2024-02-20,-20.22222222222222,equal_weight_all_candidates,-35.30555555555485,train_only_preselected,False
2024-02-23,7.583333333333333,equal_weight_all_candidates,-27.722222222221514,train_only_preselected,False
2024-02-29,-0.777777777777702,equal_weight_all_candidates,-28.499999999999215,train_only_preselected,False
2024-03-01,-3.5402777777776966,equal_weight_all_candidates,-32.040277777776915,train_only_preselected,False
2024-03-05,-0.8888888888888383,equal_weight_all_candidates,-32.92916666666575,train_only_preselected,False
2024-03-06,24.833333333333332,equal_weight_all_candidates,-8.095833333332418,train_only_preselected,False
2024-03-08,14.8694444444445,equal_weight_all_candidates,6.773611111112082,train_only_preselected,False
2024-03-13,1.500000000000025,equal_weight_all_candidates,8.273611111112107,train_only_preselected,False
2024-03-18,6.361111111111111,equal_weight_all_candidates,14.634722222223218,train_only_preselected,False
2024-03-19,-1.6666666666665402,equal_weight_all_candidates,12.968055555556678,train_only_preselected,False
2024-03-20,-16.36805555555535,equal_weight_all_candidates,-3.3999999999986734,train_only_preselected,False
2024-03-21,-4.826388888888383,equal_weight_all_candidates,-8.226388888887056,train_only_preselected,False
2024-03-25,8.361111111111136,equal_weight_all_candidates,0.13472222222407915,train_only_preselected,False
2024-03-27,-3.361111111110808,equal_weight_all_candidates,-3.2263888888867287,train_only_preselected,False
2024-03-28,-1.2430555555555303,equal_weight_all_candidates,-4.469444444442259,train_only_preselected,False
2024-04-01,-1.9166666666666918,equal_weight_all_candidates,-6.386111111108951,train_only_preselected,False
2024-04-02,-4.854166666666666,equal_weight_all_candidates,-11.240277777775617,train_only_preselected,False
2024-04-03,-6.04166666666654,equal_weight_all_candidates,-17.281944444442157,train_only_preselected,False
2024-04-11,-0.7499999999999495,equal_weight_all_candidates,-18.031944444442107,train_only_preselected,False
2024-04-12,-4.819444444444444,equal_weight_all_candidates,-22.85138888888655,train_only_preselected,False
2024-04-15,-0.7499999999999495,equal_weight_all_candidates,-23.6013888888865,train_only_preselected,False
2024-04-18,10.963888888888984,equal_weight_all_candidates,-12.637499999997516,train_only_preselected,False
2024-04-19,-10.979166666666664,equal_weight_all_candidates,-23.61666666666418,train_only_preselected,False
2024-04-25,-17.5,equal_weight_all_candidates,-41.11666666666418,train_only_preselected,False
2024-04-29,3.8611111111111107,equal_weight_all_candidates,-37.25555555555307,train_only_preselected,False
2024-04-30,-0.9166666666666666,equal_weight_all_candidates,-38.17222222221974,train_only_preselected,False
2024-05-03,14.5000000000002,equal_weight_all_candidates,-23.67222222221954,train_only_preselected,False
2024-05-10,-0.5625,equal_weight_all_candidates,-24.23472222221954,train_only_preselected,False
2024-05-13,-0.1666666666663888,equal_weight_all_candidates,-24.401388888885926,train_only_preselected,False
2024-05-14,6.5,equal_weight_all_candidates,-17.901388888885926,train_only_preselected,False
2024-05-15,1.1944444444444948,equal_weight_all_candidates,-16.70694444444143,train_only_preselected,False
2024-05-22,-0.5833333333333081,equal_weight_all_candidates,-17.290277777774737,train_only_preselected,False
2024-05-23,-5.3125,equal_weight_all_candidates,-22.602777777774737,train_only_preselected,False
2024-05-28,-1.8055555555554292,equal_weight_all_candidates,-24.408333333330166,train_only_preselected,False
2024-05-29,-0.6666666666666666,equal_weight_all_candidates,-25.074999999996834,train_only_preselected,False
2024-05-30,-2.770833333333055,equal_weight_all_candidates,-27.84583333332989,train_only_preselected,False
2024-05-31,2.383333333333313,equal_weight_all_candidates,-25.462499999996577,train_only_preselected,False
2024-06-07,-1.4444444444443307,equal_weight_all_candidates,-26.906944444440906,train_only_preselected,False
2024-06-11,3.666666666666742,equal_weight_all_candidates,-23.240277777774164,train_only_preselected,False
2024-06-14,-5.375,equal_weight_all_candidates,-28.615277777774164,train_only_preselected,False
2024-06-24,-1.4444444444443938,equal_weight_all_candidates,-30.059722222218557,train_only_preselected,False
2024-06-27,0.8888888888888893,equal_weight_all_candidates,-29.170833333329668,train_only_preselected,False
2024-06-28,46.623611111111025,equal_weight_all_candidates,17.452777777781357,train_only_preselected,False
2024-07-02,-3.6388888888885855,equal_weight_all_candidates,13.813888888892771,train_only_preselected,False
2024-07-08,1.6944444444447981,equal_weight_all_candidates,15.50833333333757,train_only_preselected,False
2024-07-11,-5.520833333333459,equal_weight_all_candidates,9.987500000004111,train_only_preselected,False
2024-07-12,1.833333333333308,equal_weight_all_candidates,11.820833333337418,train_only_preselected,False
2024-07-16,-13.895833333333332,equal_weight_all_candidates,-2.0749999999959137,train_only_preselected,False
2024-07-17,-6.447222222222106,equal_weight_all_candidates,-8.52222222221802,train_only_preselected,False
2024-07-18,-4.854166666666666,equal_weight_all_candidates,-13.376388888884685,train_only_preselected,False
2024-07-24,1.908333333333682,equal_weight_all_candidates,-11.468055555551004,train_only_preselected,False
2024-07-25,14.229166666666716,equal_weight_all_candidates,2.761111111115712,train_only_preselected,False
2024-07-29,15.194444444444443,equal_weight_all_candidates,17.955555555560153,train_only_preselected,False
2024-07-30,3.6083333333333987,equal_weight_all_candidates,21.56388888889355,train_only_preselected,False
2024-08-08,5.469444444444459,equal_weight_all_candidates,27.03333333333801,train_only_preselected,False
2024-08-12,18.75277777777794,equal_weight_all_candidates,45.78611111111595,train_only_preselected,False
2024-08-16,-0.777777777777702,equal_weight_all_candidates,45.00833333333825,train_only_preselected,False
2024-08-21,2.2861111111112424,equal_weight_all_candidates,47.29444444444949,train_only_preselected,False
2024-08-23,1.083333333333409,equal_weight_all_candidates,48.377777777782896,train_only_preselected,False
2024-08-27,6.583333333333333,equal_weight_all_candidates,54.96111111111623,train_only_preselected,False
2024-09-03,-0.777777777777702,equal_weight_all_candidates,54.18333333333853,train_only_preselected,False
2024-09-10,-0.6111111111110605,equal_weight_all_candidates,53.572222222227474,train_only_preselected,False
2024-09-11,-1.9375,equal_weight_all_candidates,51.634722222227474,train_only_preselected,False
2024-09-18,-7.749999999999899,equal_weight_all_candidates,43.88472222222757,train_only_preselected,False
2024-09-20,2.194444444444596,equal_weight_all_candidates,46.07916666667217,train_only_preselected,False
2024-09-24,18.99861111111103,equal_weight_all_candidates,65.0777777777832,train_only_preselected,False
2024-09-25,15.49861111111123,equal_weight_all_candidates,80.57638888889443,train_only_preselected,False
2024-09-26,-1.3958333333329285,equal_weight_all_candidates,79.1805555555615,train_only_preselected,False
2024-10-01,-6.166666666666666,equal_weight_all_candidates,73.01388888889483,train_only_preselected,False
2024-10-04,1.2777777777778283,equal_weight_all_candidates,74.29166666667265,train_only_preselected,False
2024-10-09,4.277777777777778,equal_weight_all_candidates,78.56944444445043,train_only_preselected,False
2024-10-11,-1.5277777777776513,equal_weight_all_candidates,77.04166666667277,train_only_preselected,False
2024-10-15,-9.709722222222124,equal_weight_all_candidates,67.33194444445064,train_only_preselected,False
2024-10-16,0.3611111111111111,equal_weight_all_candidates,67.69305555556176,train_only_preselected,False
2024-10-17,10.159722222222221,equal_weight_all_candidates,77.85277777778398,train_only_preselected,False
2024-10-21,-5.770833333333106,equal_weight_all_candidates,72.08194444445088,train_only_preselected,False
2024-10-25,-0.2222222222220201,equal_weight_all_candidates,71.85972222222887,train_only_preselected,False
2024-10-28,-2.277777777777727,equal_weight_all_candidates,69.58194444445114,train_only_preselected,False
2024-10-29,0.055555555555631346,equal_weight_all_candidates,69.63750000000677,train_only_preselected,False
2024-10-30,9.833333333333332,equal_weight_all_candidates,79.4708333333401,train_only_preselected,False
2024-10-31,-0.39583333333333337,equal_weight_all_candidates,79.07500000000677,train_only_preselected,False
2024-11-06,-20.666666666666664,equal_weight_all_candidates,58.4083333333401,train_only_preselected,False
2024-11-08,-0.2222222222222222,equal_weight_all_candidates,58.18611111111788,train_only_preselected,False
2024-11-12,9.627777777777737,equal_weight_all_candidates,67.81388888889562,train_only_preselected,False
2024-11-13,-0.3611111111110353,equal_weight_all_candidates,67.45277777778459,train_only_preselected,False
2024-11-14,-4.777777777777853,equal_weight_all_candidates,62.67500000000673,train_only_preselected,False
