session_date,portfolio_pnl,portfolio_name,equity,selection_basis,diagnostic_post_oos_filter
2024-11-15,-1.0555555555554796,equal_weight_all_candidates,61.619444444451254,train_only_preselected,False
2024-11-19,-3.7777777777777777,equal_weight_all_candidates,57.841666666673476,train_only_preselected,False
2024-11-20,7.677777777777793,equal_weight_all_candidates,65.51944444445127,train_only_preselected,False
2024-11-21,1.644444444444364,equal_weight_all_candidates,67.16388888889563,train_only_preselected,False
2024-11-25,-10.36111111111154,equal_weight_all_candidates,56.80277777778409,train_only_preselected,False
2024-11-26,-0.8888888888888383,equal_weight_all_candidates,55.91388888889525,train_only_preselected,False
2024-11-27,-3.881944444444444,equal_weight_all_candidates,52.03194444445081,train_only_preselected,False
2024-11-29,-0.13888888888876255,equal_weight_all_candidates,51.89305555556204,train_only_preselected,False
2024-12-04,0.02777777777787883,equal_weight_all_candidates,51.92083333333992,train_only_preselected,False
2024-12-05,-1.8611111111109342,equal_weight_all_candidates,50.059722222228984,train_only_preselected,False
2024-12-10,1.2944444444445047,equal_weight_all_candidates,51.35416666667349,train_only_preselected,False
2024-12-11,-13.229166666666691,equal_weight_all_candidates,38.1250000000068,train_only_preselected,False
2024-12-12,-3.2222222222220953,equal_weight_all_candidates,34.902777777784706,train_only_preselected,False
2024-12-13,11.769444444444362,equal_weight_all_candidates,46.67222222222907,train_only_preselected,False
2024-12-18,-3.0555555555555554,equal_weight_all_candidates,43.61666666667351,train_only_preselected,False
2024-12-27,-19.944444444444443,equal_weight_all_candidates,23.672222222229067,train_only_preselected,False
2024-12-30,57.33333333333333,equal_weight_all_candidates,81.0055555555624,train_only_preselected,False
2024-12-31,-2.72222222222202,equal_weight_all_candidates,78.28333333334038,train_only_preselected,False
2025-01-02,4.233333333333399,equal_weight_all_candidates,82.51666666667379,train_only_preselected,False
2025-01-03,-10.31944444444409,equal_weight_all_candidates,72.1972222222297,train_only_preselected,False
2025-01-06,-4.555555555555202,equal_weight_all_candidates,67.6416666666745,train_only_preselected,False
2025-01-07,-6.6944444444443425,equal_weight_all_candidates,60.94722222223015,train_only_preselected,False
2025-01-08,1.4166666666675256,equal_weight_all_candidates,62.36388888889768,train_only_preselected,False
2025-01-10,-12.291666666666565,equal_weight_all_candidates,50.07222222223111,train_only_preselected,False
2025-01-14,-3.472222222222096,equal_weight_all_candidates,46.60000000000902,train_only_preselected,False
2025-01-15,22.861111111111285,equal_weight_all_candidates,69.4611111111203,train_only_preselected,False
2025-01-17,10.638888888888912,equal_weight_all_candidates,80.10000000000922,train_only_preselected,False
2025-01-23,-1.36111111111101,equal_weight_all_candidates,78.7388888888982,train_only_preselected,False
2025-01-24,-2.361111111111111,equal_weight_all_candidates,76.37777777778709,train_only_preselected,False
2025-01-27,24.830555555555545,equal_weight_all_candidates,101.20833333334264,train_only_preselected,False
2025-01-28,-4.333333333333333,equal_weight_all_candidates,96.87500000000931,train_only_preselected,False
2025-01-29,5.677777777777919,equal_weight_all_candidates,102.55277777778723,train_only_preselected,False
2025-01-30,1.4444444444445201,equal_weight_all_candidates,103.99722222223174,train_only_preselected,False
2025-02-06,-1.222222222222121,equal_weight_all_candidates,102.77500000000963,train_only_preselected,False
2025-02-11,-2.284722222222222,equal_weight_all_candidates,100.4902777777874,train_only_preselected,False
2025-02-12,0.6069444444446308,equal_weight_all_candidates,101.09722222223203,train_only_preselected,False
2025-02-24,17.506944444444443,equal_weight_all_candidates,118.60416666667648,train_only_preselected,False
2025-02-25,-13.61111111111111,equal_weight_all_candidates,104.99305555556536,train_only_preselected,False
2025-02-28,-4.3888888888887365,equal_weight_all_candidates,100.60416666667663,train_only_preselected,False
2025-03-03,-0.40972222222232324,equal_weight_all_candidates,100.1944444444543,train_only_preselected,False
2025-03-04,13.763888888889216,equal_weight_all_candidates,113.95833333334352,train_only_preselected,False
2025-03-06,4.944444444444494,equal_weight_all_candidates,118.90277777778802,train_only_preselected,False
2025-03-11,3.0833333333336865,equal_weight_all_candidates,121.9861111111217,train_only_preselected,False
2025-03-21,4.416666666666818,equal_weight_all_candidates,126.40277777778851,train_only_preselected,False
2025-03-24,-1.4444444444443938,equal_weight_all_candidates,124.95833333334411,train_only_preselected,False
2025-03-26,-19.104166666666515,equal_weight_all_candidates,105.8541666666776,train_only_preselected,False
2025-03-27,2.9944444444445,equal_weight_all_candidates,108.8486111111221,train_only_preselected,False
2025-04-01,4.597222222222272,equal_weight_all_candidates,113.44583333334437,train_only_preselected,False
2025-04-02,-2.2777777777777777,equal_weight_all_candidates,111.1680555555666,train_only_preselected,False
2025-04-03,6.355555555555585,equal_weight_all_candidates,117.52361111112218,train_only_preselected,False
2025-04-04,-23.819444444444404,equal_weight_all_candidates,93.70416666667778,train_only_preselected,False
2025-04-07,24.99444444444464,equal_weight_all_candidates,118.69861111112242,train_only_preselected,False
2025-04-14,2.7222222222222725,equal_weight_all_candidates,121.42083333334469,train_only_preselected,False
2025-04-15,-1.9444444444443811,equal_weight_all_candidates,119.4763888889003,train_only_preselected,False
2025-04-17,-0.5277777777777398,equal_weight_all_candidates,118.94861111112256,train_only_preselected,False
2025-04-22,3.6666666666667425,equal_weight_all_candidates,122.6152777777893,train_only_preselected,False
2025-04-23,8.350000000000048,equal_weight_all_candidates,130.96527777778934,train_only_preselected,False
2025-04-28,-0.24999999999996209,equal_weight_all_candidates,130.71527777778937,train_only_preselected,False
2025-04-30,-2.7222222222222094,equal_weight_all_candidates,127.99305555556715,train_only_preselected,False
2025-05-07,-15.944444444444443,equal_weight_all_candidates,112.04861111112271,train_only_preselected,False
2025-05-08,-7.263888888888787,equal_weight_all_candidates,104.78472222223392,train_only_preselected,False
2025-05-12,23.22222222222222,equal_weight_all_candidates,128.00694444445614,train_only_preselected,False
2025-05-14,-1.694444444444419,equal_weight_all_candidates,126.31250000001172,train_only_preselected,False
2025-05-15,-5.305555555555657,equal_weight_all_candidates,121.00694444445607,train_only_preselected,False
2025-05-16,4.3055555555556815,equal_weight_all_candidates,125.31250000001175,train_only_preselected,False
2025-05-21,0.5000000000000506,equal_weight_all_candidates,125.81250000001181,train_only_preselected,False
2025-05-22,-1.9444444444444444,equal_weight_all_candidates,123.86805555556737,train_only_preselected,False
2025-05-23,-16.15277777777778,equal_weight_all_candidates,107.7152777777896,train_only_preselected,False
2025-05-29,-37.013888888888864,equal_weight_all_candidates,70.70138888890074,train_only_preselected,False
2025-06-02,4.583333333333333,equal_weight_all_candidates,75.28472222223407,train_only_preselected,False
2025-06-05,4.747222222222263,equal_weight_all_candidates,80.03194444445633,train_only_preselected,False
2025-06-10,-1.0277777777777273,equal_weight_all_candidates,79.0041666666786,train_only_preselected,False
2025-06-13,-0.9444444444443434,equal_weight_all_candidates,78.05972222223426,train_only_preselected,False
2025-06-26,1.9458333333334896,equal_weight_all_candidates,80.00555555556775,train_only_preselected,False
2025-06-27,-6.416666666666136,equal_weight_all_candidates,73.58888888890162,train_only_preselected,False
2025-06-30,-0.19444444444441916,equal_weight_all_candidates,73.3944444444572,train_only_preselected,False
2025-07-01,-1.8333333333331816,equal_weight_all_candidates,71.56111111112402,train_only_preselected,False
2025-07-02,8.03888888888903,equal_weight_all_candidates,79.60000000001305,train_only_preselected,False
2025-07-07,-3.5,equal_weight_all_candidates,76.10000000001305,train_only_preselected,False
2025-07-09,-3.2777777777777777,equal_weight_all_candidates,72.82222222223528,train_only_preselected,False
2025-07-10,13.0,equal_weight_all_candidates,85.82222222223528,train_only_preselected,False
2025-07-14,-2.138888888888838,equal_weight_all_candidates,83.68333333334644,train_only_preselected,False
2025-07-16,-0.02777777777787893,equal_weight_all_candidates,83.65555555556855,train_only_preselected,False
2025-07-22,-7.749999999999999,equal_weight_all_candidates,75.90555555556855,train_only_preselected,False
2025-07-23,1.0694444444447477,equal_weight_all_candidates,76.9750000000133,train_only_preselected,False
2025-07-28,-0.9166666666666666,equal_weight_all_candidates,76.05833333334662,train_only_preselected,False
2025-07-30,7.805555555555555,equal_weight_all_candidates,83.86388888890218,train_only_preselected,False
2025-08-06,-3.1041666666664645,equal_weight_all_candidates,80.75972222223572,train_only_preselected,False
2025-08-07,-2.8541666666666665,equal_weight_all_candidates,77.90555555556905,train_only_preselected,False
2025-08-12,-3.34722222222202,equal_weight_all_candidates,74.55833333334704,train_only_preselected,False
2025-08-14,-2.8125,equal_weight_all_candidates,71.74583333334704,train_only_preselected,False
2025-08-15,-7.451388888888889,equal_weight_all_candidates,64.29444444445815,train_only_preselected,False
2025-08-19,-6.895833333333333,equal_weight_all_candidates,57.398611111124815,train_only_preselected,False
2025-08-20,-7.784722222222222,equal_weight_all_candidates,49.61388888890259,train_only_preselected,False
2025-08-22,-7.194444444444444,equal_weight_all_candidates,42.41944444445815,train_only_preselected,False
2025-08-27,-1.9791666666664138,equal_weight_all_candidates,40.440277777791735,train_only_preselected,False
2025-08-28,-1.3958333333332575,equal_weight_all_candidates,39.04444444445848,train_only_preselected,False
2025-08-29,-11.277777777777752,equal_weight_all_candidates,27.766666666680727,train_only_preselected,False
2025-09-03,3.0277777777780557,equal_weight_all_candidates,30.794444444458783,train_only_preselected,False
2025-09-04,-2.2777777777774744,equal_weight_all_candidates,28.51666666668131,train_only_preselected,False
2025-09-05,7.416666666666869,equal_weight_all_candidates,35.93333333334818,train_only_preselected,False
2025-09-11,0.7777777777777777,equal_weight_all_candidates,36.71111111112596,train_only_preselected,False
2025-09-22,1.8888888888889392,equal_weight_all_candidates,38.6000000000149,train_only_preselected,False
2025-09-23,-3.124999999999545,equal_weight_all_candidates,35.475000000015356,train_only_preselected,False
2025-09-24,2.7013888888888884,equal_weight_all_candidates,38.17638888890424,train_only_preselected,False
2025-09-25,9.249999999999975,equal_weight_all_candidates,47.426388888904214,train_only_preselected,False
2025-09-26,-3.8958333333332575,equal_weight_all_candidates,43.530555555570956,train_only_preselected,False
2025-10-01,-2.416666666666616,equal_weight_all_candidates,41.11388888890434,train_only_preselected,False
2025-10-02,-9.1875,equal_weight_all_candidates,31.92638888890434,train_only_preselected,False
2025-10-03,-4.124999999999848,equal_weight_all_candidates,27.801388888904494,train_only_preselected,False
2025-10-07,-14.715277777777526,equal_weight_all_candidates,13.086111111126968,train_only_preselected,False
2025-10-08,5.658333333333429,equal_weight_all_candidates,18.7444444444604,train_only_preselected,False
2025-10-10,0.1111111111111111,equal_weight_all_candidates,18.85555555557151,train_only_preselected,False
2025-10-14,7.5000000000000755,equal_weight_all_candidates,26.355555555571584,train_only_preselected,False
2025-10-17,-53.37499999999999,equal_weight_all_candidates,-27.01944444442841,train_only_preselected,False
2025-10-29,-11.451388888888761,equal_weight_all_candidates,-38.470833333317174,train_only_preselected,False
2025-10-30,-6.506944444444419,equal_weight_all_candidates,-44.977777777761595,train_only_preselected,False
2025-10-31,16.27777777777813,equal_weight_all_candidates,-28.699999999983465,train_only_preselected,False
2025-11-03,-2.5833333333332575,equal_weight_all_candidates,-31.283333333316723,train_only_preselected,False
2025-11-04,25.145833333333382,equal_weight_all_candidates,-6.137499999983341,train_only_preselected,False
2025-11-05,-3.2986111111111107,equal_weight_all_candidates,-9.436111111094451,train_only_preselected,False
2025-11-06,-16.479166666666664,equal_weight_all_candidates,-25.915277777761116,train_only_preselected,False
2025-11-07,-4.104166666666666,equal_weight_all_candidates,-30.019444444427783,train_only_preselected,False
2025-11-11,5.876388888887933,equal_weight_all_candidates,-24.14305555553985,train_only_preselected,False
2025-11-12,-1.1666666666666665,equal_weight_all_candidates,-25.309722222206517,train_only_preselected,False
2025-11-13,6.833333333333459,equal_weight_all_candidates,-18.476388888873057,train_only_preselected,False
2025-11-14,-6.270833333333282,equal_weight_all_candidates,-24.74722222220634,train_only_preselected,False
2025-11-20,-16.333333333333282,equal_weight_all_candidates,-41.08055555553962,train_only_preselected,False
2025-11-25,-6.979166666666414,equal_weight_all_candidates,-48.059722222206034,train_only_preselected,False
2025-11-28,0.8888888888890909,equal_weight_all_candidates,-47.17083333331694,train_only_preselected,False
2025-12-01,0.33333333333353543,equal_weight_all_candidates,-46.83749999998341,train_only_preselected,False
2025-12-02,-3.944444444444419,equal_weight_all_candidates,-50.78194444442783,train_only_preselected,False
2025-12-04,-23.590277777777903,equal_weight_all_candidates,-74.37222222220574,train_only_preselected,False
2025-12-08,-2.3333333333331057,equal_weight_all_candidates,-76.70555555553884,train_only_preselected,False
2025-12-10,2.6111111111112373,equal_weight_all_candidates,-74.0944444444276,train_only_preselected,False
2025-12-11,-1.9791666666665404,equal_weight_all_candidates,-76.07361111109414,train_only_preselected,False
2025-12-22,-1.305555555555505,equal_weight_all_candidates,-77.37916666664964,train_only_preselected,False
2025-12-29,-4.111111111111111,equal_weight_all_candidates,-81.49027777776075,train_only_preselected,False
2025-12-30,-1.104166666666515,equal_weight_all_candidates,-82.59444444442727,train_only_preselected,False
2026-01-02,-5.611111111111819,equal_weight_all_candidates,-88.20555555553909,train_only_preselected,False
2026-01-06,-1.9999999999999494,equal_weight_all_candidates,-90.20555555553904,train_only_preselected,False
2026-01-08,-2.527777777778131,equal_weight_all_candidates,-92.73333333331716,train_only_preselected,False
2026-01-09,-5.338888888888908,equal_weight_all_candidates,-98.07222222220607,train_only_preselected,False
2026-01-13,-8.736111111111818,equal_weight_all_candidates,-106.80833333331788,train_only_preselected,False
2026-01-14,19.9291666666658,equal_weight_all_candidates,-86.87916666665208,train_only_preselected,False
2026-01-16,-5.444444444444419,equal_weight_all_candidates,-92.3236111110965,train_only_preselected,False
2026-01-20,-4.076388888888687,equal_weight_all_candidates,-96.39999999998518,train_only_preselected,False
2026-01-21,-1.8611111111110605,equal_weight_all_candidates,-98.26111111109624,train_only_preselected,False
2026-01-22,26.611111111111107,equal_weight_all_candidates,-71.64999999998514,train_only_preselected,False
2026-01-30,4.763888888888914,equal_weight_all_candidates,-66.88611111109623,train_only_preselected,False
2026-02-03,-31.631944444444443,equal_weight_all_candidates,-98.51805555554067,train_only_preselected,False
2026-02-06,-3.3263888888888635,equal_weight_all_candidates,-101.84444444442953,train_only_preselected,False
2026-02-11,-1.8611111111110605,equal_weight_all_candidates,-103.70555555554058,train_only_preselected,False
2026-02-13,-1.8611111111110605,equal_weight_all_candidates,-105.56666666665164,train_only_preselected,False
2026-02-18,-1.868055555555404,equal_weight_all_candidates,-107.43472222220704,train_only_preselected,False
2026-02-24,-6.944444444444444,equal_weight_all_candidates,-114.37916666665149,train_only_preselected,False
2026-02-25,-3.00000000000005,equal_weight_all_candidates,-117.37916666665154,train_only_preselected,False
2026-02-26,-18.519444444444414,equal_weight_all_candidates,-135.89861111109596,train_only_preselected,False
2026-03-02,-7.222222222221843,equal_weight_all_candidates,-143.1208333333178,train_only_preselected,False
2026-03-03,164.24027777777698,equal_weight_all_candidates,21.11944444445919,train_only_preselected,False
2026-03-05,5.694444444444444,equal_weight_all_candidates,26.813888888903634,train_only_preselected,False
2026-03-06,26.611111111110404,equal_weight_all_candidates,53.42500000001404,train_only_preselected,False
2026-03-12,-18.77777777777778,equal_weight_all_candidates,34.64722222223626,train_only_preselected,False
2026-03-13,5.591666666666697,equal_weight_all_candidates,40.238888888902956,train_only_preselected,False
2024-01-02,-2.8387911499607883,inverse_vol_daily_pnl,-2.8387911499607883,train_only_preselected,False
2024-01-03,-5.235405072426335,inverse_vol_daily_pnl,-8.074196222387123,train_only_preselected,False
2024-01-05,-0.036424709413311385,inverse_vol_daily_pnl,-8.110620931800433,train_only_preselected,False
2024-01-09,-0.33131620707462456,inverse_vol_daily_pnl,-8.441937138875058,train_only_preselected,False
2024-01-11,-7.0893768033602615,inverse_vol_daily_pnl,-15.53131394223532,train_only_preselected,False
2024-01-16,-3.64420571280458,inverse_vol_daily_pnl,-19.1755196550399,train_only_preselected,False
2024-01-17,5.689603823145423,inverse_vol_daily_pnl,-13.485915831894477,train_only_preselected,False
2024-01-23,-0.37379264387899025,inverse_vol_daily_pnl,-13.859708475773468,train_only_preselected,False
2024-01-24,2.2707722426137855,inverse_vol_daily_pnl,-11.588936233159682,train_only_preselected,False
2024-01-29,3.0232508813076606,inverse_vol_daily_pnl,-8.565685351852022,train_only_preselected,False
2024-01-31,-0.9288300900401029,inverse_vol_daily_pnl,-9.494515441892124,train_only_preselected,False
2024-02-06,-11.512357359377997,inverse_vol_daily_pnl,-21.00687280127012,train_only_preselected,False
2024-02-07,3.0526727115495604,inverse_vol_daily_pnl,-17.95420008972056,train_only_preselected,False
2024-02-09,-1.7439530823273874,inverse_vol_daily_pnl,-19.698153172047945,train_only_preselected,False
2024-02-12,-4.237619593647429,inverse_vol_daily_pnl,-23.935772765695376,train_only_preselected,False
2024-02-13,-0.36686634692663556,inverse_vol_daily_pnl,-24.30263911262201,train_only_preselected,False
2024-02-16,2.1082255583469114,inverse_vol_daily_pnl,-22.194413554275098,train_only_preselected,False
2024-02-20,-8.902623352086358,inverse_vol_daily_pnl,-31.097036906361456,train_only_preselected,False
2024-02-23,4.959366577868508,inverse_vol_daily_pnl,-26.13767032849295,train_only_preselected,False
2024-02-29,-1.019891863573547,inverse_vol_daily_pnl,-27.157562192066496,train_only_preselected,False
2024-03-01,-0.5637020957680265,inverse_vol_daily_pnl,-27.721264287834522,train_only_preselected,False
2024-03-05,-1.1655907012269582,inverse_vol_daily_pnl,-28.88685498906148,train_only_preselected,False
2024-03-06,10.216513194546575,inverse_vol_daily_pnl,-18.670341794514904,train_only_preselected,False
2024-03-08,16.515978898023512,inverse_vol_daily_pnl,-2.154362896491392,train_only_preselected,False
2024-03-13,1.9669343083206368,inverse_vol_daily_pnl,-0.18742858817075536,train_only_preselected,False
2024-03-18,4.160054748468456,inverse_vol_daily_pnl,3.9726261602977004,train_only_preselected,False
2024-03-19,-2.1121757657068074,inverse_vol_daily_pnl,1.860450394590893,train_only_preselected,False
2024-03-20,-19.492153926551357,inverse_vol_daily_pnl,-17.631703531960465,train_only_preselected,False
2024-03-21,-4.809699975738115,inverse_vol_daily_pnl,-22.44140350769858,train_only_preselected,False
2024-03-25,7.366756041233384,inverse_vol_daily_pnl,-15.074647466465198,train_only_preselected,False
2024-03-27,-3.518051607484168,inverse_vol_daily_pnl,-18.592699073949365,train_only_preselected,False
