symbol,signal_timeframe,config_id,family,trades,net_pnl,gross_profit,gross_loss,winrate,avg_trade,median_trade,profit_factor,max_drawdown,sharpe_daily,sortino_daily,pnl_to_maxdd,avg_holding_minutes,median_holding_minutes,stop_exit_rate,target_exit_rate,time_stop_exit_rate,eod_exit_rate,skipped_trades,skip_rate,blocked_setups,turnover_proxy,estimated_cost_per_trade,execution_timeframe,base_signal_variant,stop_multiplier,target_multiplier,entry_delay_minutes,filter_name,filter_params_json,stop_zone_fraction,adverse_window_minutes,max_adverse_ticks,trades_per_year,avg_trade_to_cost,normalized_net_pnl,normalized_profit_factor,normalized_pnl_to_maxdd,trade_count_score,simplicity_score,temporal_stability_score,parameter_neighborhood_score,penalties,admissible_is,positive_years_is,years_with_trades_is,max_year_contribution_pct,robust_score_is,rank_is,symbol_oos,signal_timeframe_oos,config_id_oos,family_oos,trades_oos,net_pnl_oos,gross_profit_oos,gross_loss_oos,winrate_oos,avg_trade_oos,median_trade_oos,profit_factor_oos,max_drawdown_oos,sharpe_daily_oos,sortino_daily_oos,pnl_to_maxdd_oos,avg_holding_minutes_oos,median_holding_minutes_oos,stop_exit_rate_oos,target_exit_rate_oos,time_stop_exit_rate_oos,eod_exit_rate_oos,skipped_trades_oos,skip_rate_oos,blocked_setups_oos,turnover_proxy_oos,estimated_cost_per_trade_oos,execution_timeframe_oos,base_signal_variant_oos,stop_multiplier_oos,target_multiplier_oos,entry_delay_minutes_oos,filter_name_oos,filter_params_json_oos,stop_zone_fraction_oos,adverse_window_minutes_oos,max_adverse_ticks_oos,trades_per_year_oos,avg_trade_to_cost_oos,symbol_full,signal_timeframe_full,config_id_full,family_full,trades_full,net_pnl_full,gross_profit_full,gross_loss_full,winrate_full,avg_trade_full,median_trade_full,profit_factor_full,max_drawdown_full,sharpe_daily_full,sortino_daily_full,pnl_to_maxdd_full,avg_holding_minutes_full,median_holding_minutes_full,stop_exit_rate_full,target_exit_rate_full,time_stop_exit_rate_full,eod_exit_rate_full,skipped_trades_full,skip_rate_full,blocked_setups_full,turnover_proxy_full,estimated_cost_per_trade_full,execution_timeframe_full,base_signal_variant_full,stop_multiplier_full,target_multiplier_full,entry_delay_minutes_full,filter_name_full,filter_params_json_full,stop_zone_fraction_full,adverse_window_minutes_full,max_adverse_ticks_full,trades_per_year_full,avg_trade_to_cost_full,degradation_ratio,oos_pass,verdict,params
MES,1H,mes_1h_none_sm1p00_tm1p00_d0,raw_hybrid,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,0,none,{},,,,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0,0.5,False,0,0,1.0,-0.25,1,MES,1H,mes_1h_none_sm1p00_tm1p00_d0,raw_hybrid,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,0,none,{},,,,0.0,0.0,MES,1H,mes_1h_none_sm1p00_tm1p00_d0,raw_hybrid,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,0,none,{},,,,0.0,0.0,,False,weak_watchlist,"{""entry_delay_minutes"": 0, ""filter_name"": ""none"", ""filter_params_json"": ""{}"", ""stop_multiplier"": 1.0, ""target_multiplier"": 1.0}"
MES,1H,mes_1h_none_sm1p00_tm1p00_d5,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,5,none,{},,,,0.0,0.0,1.0,,,0.0,0.85,0.0,0.0,0.5,False,0,0,1.0,-0.25749999999999995,2,MES,1H,mes_1h_none_sm1p00_tm1p00_d5,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,5,none,{},,,,0.0,0.0,MES,1H,mes_1h_none_sm1p00_tm1p00_d5,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,5,none,{},,,,0.0,0.0,,False,weak_watchlist,"{""entry_delay_minutes"": 5, ""filter_name"": ""none"", ""filter_params_json"": ""{}"", ""stop_multiplier"": 1.0, ""target_multiplier"": 1.0}"
MES,1H,mes_1h_none_sm1p00_tm1p00_d15,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,15,none,{},,,,0.0,0.0,1.0,,,0.0,0.85,0.0,0.0,0.5,False,0,0,1.0,-0.25749999999999995,3,MES,1H,mes_1h_none_sm1p00_tm1p00_d15,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,15,none,{},,,,0.0,0.0,MES,1H,mes_1h_none_sm1p00_tm1p00_d15,delay_only,0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,2.5,1min,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,1.0,1.0,15,none,{},,,,0.0,0.0,,False,weak_watchlist,"{""entry_delay_minutes"": 15, ""filter_name"": ""none"", ""filter_params_json"": ""{}"", ""stop_multiplier"": 1.0, ""target_multiplier"": 1.0}"
MNQ,15min,mnq_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt16,delay_adverse_filter,170,374.3999999999978,4784.149999999998,4409.75,0.43529411764705883,2.202352941176458,-9.25,1.084902772266001,-399.625,0.4862312245417965,0.9072945504453829,0.9368783234282085,20.3,30.0,0.9352941176470588,0.058823529411764705,0.5176470588235295,0.0058823529411764705,393,0.4313940724478595,22,36.63274336283186,2.5,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0,24.738047808764943,0.8809411764705832,1.0,1.0,1.0,1.0,0.35,0.557091249665506,0.5,0.25,False,3,5,0.4858175006689877,0.5760636874498258,1,MNQ,15min,mnq_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt16,delay_adverse_filter,53,-658.125,2317.0,2975.125,0.4339622641509434,-12.41745283018868,-16.0,0.778790807108945,-1787.5,-1.515208077411699,-2.0880968937412288,-0.36818181818181817,22.20754716981132,30.0,0.9622641509433962,0.0,0.5849056603773585,0.03773584905660377,240,0.5263157894736842,8,24.137468827930178,2.5,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0,7.712450199203188,-4.966981132075472,MNQ,15min,mnq_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt16,delay_adverse_filter,223,-283.7250000000022,7101.149999999998,7384.875,0.4349775784753363,-1.2723094170403686,-10.5,0.9615802569440915,-1787.5,-0.2271824539877375,-0.333017463475062,-0.15872727272727394,20.753363228699552,30.0,0.9417040358744395,0.04484304932735426,0.5336322869955157,0.013452914798206279,633,0.4630577907827359,30,32.5803,2.5,1min,dynamic_exit_atr_target_1p0_ts2_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 16}",,5.0,16.0,32.45049800796813,-0.5089237668161475,-1.7578125000000102,False,reject,"{""entry_delay_minutes"": 5, ""filter_name"": ""avoid_immediate_adverse_move"", ""filter_params_json"": ""{\""adverse_window_minutes\"": 5, \""max_adverse_ticks\"": 16}"", ""stop_multiplier"": 1.25, ""target_multiplier"": 3.0}"
M2K,1H,m2k_1h_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_aw5_mt8,delay_adverse_filter,41,176.25000000002842,761.2500000000068,584.9999999999784,0.3170731707317073,4.298780487805571,-8.999999999999773,1.301282051282111,-252.4999999999875,1.5840287326928169,5.042969371142891,0.6980198019803452,99.60975609756098,53.0,0.8780487804878049,0.0975609756097561,0.2682926829268293,0.024390243902439025,121,0.491869918699187,0,8.89795008912656,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,5.966235059760956,1.7195121951222283,1.0,1.0,1.0,1.0,0.35,0.429163526752065,0.16666666666666666,0.1,True,2,5,0.5416729464958701,0.6568745290128097,1,M2K,1H,m2k_1h_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_aw5_mt8,delay_adverse_filter,14,361.4000000000067,548.8999999999999,187.49999999999318,0.35714285714285715,25.814285714286193,-12.56249999999909,2.9274666666667724,-99.37499999999545,5.264790783551872,39.42563556348133,3.6367295597486615,76.28571428571429,46.0,0.7857142857142857,0.21428571428571427,0.14285714285714285,0.0,64,0.5981308411214953,0,6.480988593155894,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,2.037250996015936,10.325714285714477,M2K,1H,m2k_1h_avoid_immediate_adverse_move_sm0p75_tm2p00_d15_aw5_mt8,delay_adverse_filter,55,537.6500000000351,1310.1500000000067,772.4999999999716,0.32727272727272727,9.775454545455183,-9.375,1.6959870550162524,-252.4999999999875,2.83732680955543,12.073169720874265,2.1293069306933137,93.67272727272727,53.0,0.8545454545454545,0.12727272727272726,0.23636363636363636,0.01818181818181818,185,0.5240793201133145,0,8.08400402414487,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,8.003486055776893,3.9101818181820733,2.0504964539004167,True,strong_candidate,"{""entry_delay_minutes"": 15, ""filter_name"": ""avoid_immediate_adverse_move"", ""filter_params_json"": ""{\""adverse_window_minutes\"": 5, \""max_adverse_ticks\"": 8}"", ""stop_multiplier"": 0.75, ""target_multiplier"": 2.0}"
M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d30_sz0p50,delay_stop_zone_filter,39,211.05000000003315,685.3000000000156,474.2499999999825,0.5384615384615384,5.411538461539312,4.0000000000009095,1.4450184501845882,-209.37499999998977,2.30630328846401,4.035454091278385,1.0080000000002076,97.05128205128206,120.0,0.8717948717948718,0.1282051282051282,0.717948717948718,0.0,231,0.5076923076923077,1,8.408943329397875,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,2.0,30,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,5.675199203187251,2.1646153846157246,0.9442611423626054,0.8884302233038782,0.5261516149064284,0.65,0.45,0.7521877526273228,0.625,0.30000000000000004,False,4,5,0.29562449474535446,0.4395391782633593,1,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d30_sz0p50,delay_stop_zone_filter,9,175.20000000000778,322.4500000000046,147.24999999999682,0.5555555555555556,19.466666666667532,7.000000000000455,2.1898132427844588,-97.74999999999409,4.794863068657709,13.412610171123289,1.7923273657290881,79.0,77.0,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.0,96,0.518918918918919,0,4.1193609022556394,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,2.0,30,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,1.3096613545816733,7.786666666667013,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p25_tm2p00_d30_sz0p50,delay_stop_zone_filter,48,386.2500000000409,1007.7500000000202,621.4999999999793,0.5416666666666666,8.046875000000853,4.250000000000682,1.621480289621969,-209.37499999998977,2.903044297882405,5.808895504773569,1.8447761194032708,93.66666666666667,120.0,0.8541666666666666,0.14583333333333334,0.6666666666666666,0.0,327,0.5109375,1,7.024038461538462,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,2.0,30,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,6.984860557768925,3.218750000000341,0.8301350390901694,False,weak_watchlist,"{""entry_delay_minutes"": 30, ""filter_name"": ""require_no_stop_zone_touch_before_entry"", ""filter_params_json"": ""{\""stop_zone_fraction\"": 0.5}"", ""stop_multiplier"": 1.25, ""target_multiplier"": 2.0}"
M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_sz0p75,delay_stop_zone_filter,49,235.27500000004238,984.9000000000171,749.6249999999748,0.3877551020408163,4.801530612245763,-9.499999999998181,1.3138569284642991,-240.37499999999568,1.6512688423791702,4.347433366085961,0.9787831513262469,55.755102040816325,36.0,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,232,0.5098901098901099,2,10.565082644628099,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,,7.130378486055777,1.9206122448983052,0.9573642362613567,0.7704199526582716,0.5186578681207553,0.8166666666666667,0.45,0.2614275495990477,0.3333333333333333,0.30000000000000004,False,1,5,0.6771449008019046,0.31673631710856276,2,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_sz0p75,delay_stop_zone_filter,23,-96.32499999998345,344.80000000000246,441.1249999999859,0.21739130434782608,-4.18804347826015,-20.625,0.7816378577501014,-304.9999999999909,-1.6215137099482044,-7.248552330195718,-0.3158196721311027,33.869565217391305,10.0,0.8260869565217391,0.13043478260869565,0.08695652173913043,0.043478260869565216,101,0.5459459459459459,1,10.527255639097744,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,,3.3469123505976097,-1.67521739130406,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm0p75_tm2p00_d15_sz0p75,delay_stop_zone_filter,72,138.95000000005894,1329.7000000000196,1190.7499999999607,0.3333333333333333,1.9298611111119297,-14.249999999999545,1.1166911610330157,-304.9999999999909,0.6842397242735045,2.048201272857311,0.4555737704920101,48.763888888888886,29.5,0.8472222222222222,0.1388888888888889,0.2222222222222222,0.013888888888888888,333,0.5203125,3,10.536057692307692,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,0.75,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.75}",0.75,,,10.477290836653387,0.7719444444447718,-0.4094145149291939,False,reject,"{""entry_delay_minutes"": 15, ""filter_name"": ""require_no_stop_zone_touch_before_entry"", ""filter_params_json"": ""{\""stop_zone_fraction\"": 0.75}"", ""stop_multiplier"": 0.75, ""target_multiplier"": 2.0}"
M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_sz0p50,delay_stop_zone_filter,40,314.1000000000395,866.1000000000149,551.9999999999754,0.425,7.852500000000987,-9.999999999998295,1.5690217391305317,-109.99999999999318,2.703981252789362,8.33976768626278,2.8554545454550815,66.275,72.5,0.875,0.125,0.375,0.0,241,0.5296703296703297,1,8.624557260920897,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,5.820717131474104,3.141000000000395,1.0,1.0,1.0,0.6666666666666666,0.45,0.40658064516129694,0.2777777777777778,0.44999999999999996,False,3,5,0.7868387096774061,0.2918204301075279,3,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_sz0p50,delay_stop_zone_filter,16,-288.9999999999827,76.50000000000091,365.49999999998363,0.0625,-18.06249999999892,-23.249999999999318,0.2093023255814072,-342.4999999999841,-10.67784079040269,-24.83659285029127,-0.843795620437945,25.5,7.0,0.9375,0.0625,0.125,0.0,109,0.5891891891891892,0,7.323308270676692,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,2.3282868525896414,-7.224999999999568,M2K,30min,m2k_30min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d15_sz0p50,delay_stop_zone_filter,56,25.100000000056752,942.6000000000158,917.4999999999591,0.32142857142857145,0.44821428571529914,-15.249999999998067,1.027356948228946,-389.49999999997203,0.16492981149336922,0.5191112883975353,0.06444159178448923,54.625,28.5,0.8928571428571429,0.10714285714285714,0.30357142857142855,0.0,350,0.546875,1,8.194711538461538,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,15,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 0.5}",0.5,,,8.149003984063745,0.17928571428611967,-0.920089143584675,False,reject,"{""entry_delay_minutes"": 15, ""filter_name"": ""require_no_stop_zone_touch_before_entry"", ""filter_params_json"": ""{\""stop_zone_fraction\"": 0.5}"", ""stop_multiplier"": 1.0, ""target_multiplier"": 2.0}"
MGC,15min,mgc_15min_avoid_immediate_adverse_move_sm0p75_tm3p00_d30_aw5_mt8,delay_adverse_filter,131,109.00000000023056,1377.000000000096,1267.9999999998654,0.42748091603053434,0.83206106870405,-4.499999999998181,1.085962145110601,-378.3999999998582,0.4847171680691934,1.0478651990197247,0.2880549682882437,34.69465648854962,45.0,0.9465648854961832,0.03816793893129771,0.549618320610687,0.015267175572519083,86,0.26380368098159507,3,10.035182466442953,2.5,1min,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,0.75,3.0,30,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,8.473127324242961,0.33282442748162,0.8203446738190164,0.16662915792460478,0.13688817587334884,1.0,0.35,0.5444990360096904,1.0,0.25,False,6,14,0.3395733565520478,0.31710284813118006,1,MGC,15min,mgc_15min_avoid_immediate_adverse_move_sm0p75_tm3p00_d30_aw5_mt8,delay_adverse_filter,11,-77.99999999999727,234.00000000001,312.0000000000073,0.5454545454545454,-7.090909090908843,11.50000000000091,0.7500000000000145,-157.25000000001273,-1.787190791364435,-2.3317941770455133,-0.49602543720185027,37.18181818181818,45.0,1.0,0.0,0.7272727272727273,0.0,36,0.5373134328358209,1,5.009663341645886,2.5,1min,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,0.75,3.0,30,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,0.7114839737913936,-2.8363636363635374,MGC,15min,mgc_15min_avoid_immediate_adverse_move_sm0p75_tm3p00_d30_aw5_mt8,delay_adverse_filter,142,31.000000000233285,1611.000000000106,1579.9999999998727,0.43661971830985913,0.21830985915657244,-4.499999999998181,1.0196202531647063,-378.3999999998582,0.10996124850392121,0.17062950612744246,0.08192389006407215,34.88732394366197,45.0,0.9507042253521126,0.035211267605633804,0.5633802816901409,0.014084507042253521,122,0.3104325699745547,4,9.255085653104926,2.5,1min,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,0.75,3.0,30,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,9.184611298034355,0.08732394366262898,-0.7155963302736907,False,reject,"{""entry_delay_minutes"": 30, ""filter_name"": ""avoid_immediate_adverse_move"", ""filter_params_json"": ""{\""adverse_window_minutes\"": 5, \""max_adverse_ticks\"": 8}"", ""stop_multiplier"": 0.75, ""target_multiplier"": 3.0}"
M2K,15min,m2k_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt8,delay_adverse_filter,174,673.2250000001625,2976.100000000063,2302.8749999999,0.42528735632183906,3.8691091954032326,-7.437499999998636,1.2923410953700016,-401.549999999977,1.5759953111567986,3.384687114099207,1.6765658074964538,34.04022988505747,34.0,0.8390804597701149,0.14367816091954022,0.40229885057471265,0.017241379310344827,391,0.40476190476190477,25,37.45050088391279,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,25.320119521912353,1.547643678161293,0.9994962247956792,0.8209728274099731,0.99467660396615,1.0,0.35,0.5301444683517332,1.0,0.1,True,3,5,0.5397110632965335,0.760316971288813,1,M2K,15min,m2k_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt8,delay_adverse_filter,60,-567.0749999999362,697.1750000000168,1264.249999999953,0.26666666666666666,-9.451249999998936,-19.18749999999818,0.551453430887912,-628.4499999999366,-3.816830122858748,-7.18949828253639,-0.9023390882329435,33.88333333333333,28.0,0.9333333333333333,0.03333333333333333,0.4,0.03333333333333333,214,0.48089887640449436,8,27.32543640897756,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,8.731075697211155,-3.7804999999995745,M2K,15min,m2k_15min_avoid_immediate_adverse_move_sm1p25_tm3p00_d5_aw5_mt8,delay_adverse_filter,234,106.15000000022633,3673.2750000000797,3567.124999999853,0.38461538461538464,0.45363247863344586,-10.187499999999545,1.0297578582192188,-694.574999999935,0.18235914485736818,0.37487026119250116,0.15282726847386713,34.0,31.5,0.8632478632478633,0.11538461538461539,0.4017094017094017,0.021367521367521368,605,0.4287739192062367,33,34.160071942446045,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.25,3.0,5,avoid_immediate_adverse_move,"{""adverse_window_minutes"": 5, ""max_adverse_ticks"": 8}",,5.0,8.0,34.05119521912351,0.18145299145337834,-0.8423261168254288,False,reject,"{""entry_delay_minutes"": 5, ""filter_name"": ""avoid_immediate_adverse_move"", ""filter_params_json"": ""{\""adverse_window_minutes\"": 5, \""max_adverse_ticks\"": 8}"", ""stop_multiplier"": 1.25, ""target_multiplier"": 3.0}"
M2K,15min,m2k_15min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_sz1p00,delay_stop_zone_filter,335,437.35000000026673,5363.350000000081,4925.999999999815,0.3880597014925373,1.3055223880604978,-10.0,1.0887840032481289,-724.3499999999392,0.5879157233581744,1.324436093604103,0.6037827017330067,23.4955223880597,14.0,0.7104477611940299,0.28059701492537314,0.19701492537313434,0.008955223880597015,229,0.2370600414078675,27,72.10297583971715,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,5,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,,48.74850597609562,0.5222089552241991,0.9408157426641733,0.6720396546701252,0.6012860083242072,1.0,0.45,0.5291270995522626,0.25,0.15,False,2,5,0.3417458008954749,0.5021330456483301,2,M2K,15min,m2k_15min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_sz1p00,delay_stop_zone_filter,152,-452.3499999998603,2569.6500000000356,3021.999999999896,0.3026315789473684,-2.9759868421043443,-15.99999999999909,0.8503143613501404,-693.5999999999285,-0.9117759178719745,-2.3224746711429587,-0.6521770472893699,24.74342105263158,18.0,0.756578947368421,0.20394736842105263,0.18421052631578946,0.039473684210526314,118,0.2651685393258427,16,69.22443890274315,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,5,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,,22.118725099601594,-1.1903947368417378,M2K,15min,m2k_15min_require_no_stop_zone_touch_before_entry_sm1p00_tm2p00_d5_sz1p00,delay_stop_zone_filter,487,-14.99999999959357,7933.000000000116,7947.999999999711,0.3613963039014374,-0.03080082135440158,-11.999999999999318,0.9981127327630102,-784.1999999997768,-0.011813377304339612,-0.02768931176976405,-0.01912777352664861,23.88501026694045,15.0,0.7248459958932238,0.25667351129363447,0.19301848049281314,0.018480492813141684,347,0.24592487597448617,43,71.09382494004797,2.5,1min,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,1.0,2.0,5,require_no_stop_zone_touch_before_entry,"{""stop_zone_fraction"": 1.0}",1.0,,,70.86723107569722,-0.012320328541760631,-1.034297473418508,False,reject,"{""entry_delay_minutes"": 5, ""filter_name"": ""require_no_stop_zone_touch_before_entry"", ""filter_params_json"": ""{\""stop_zone_fraction\"": 1.0}"", ""stop_multiplier"": 1.0, ""target_multiplier"": 2.0}"
