portfolio_name,selection_basis,diagnostic_post_wfa_filter,net_pnl,annualized_pnl,volatility_daily_pnl,sharpe_like_daily_pnl,max_drawdown,pnl_to_maxdd,positive_days_pct,worst_day,worst_month,asset_contribution
walkforward_equal_weight_all,walkforward_train_only,False,-433.18333333330935,-266.24926829266815,13.50585696049906,-1.2418410357527851,-601.5041666666473,-0.7201668040537098,0.35609756097560974,-49.263888888888886,-119.58333333333297,"{""M2K"": -95.21666666664815, ""MGC"": 52.79444444444961, ""MNQ"": -390.76111111111095}"
equal_weight_positive_wfa_only,diagnostic_post_wfa_filter,True,314.20000000003483,1552.5176470589956,62.178900702103824,1.5728714716253271,-325.699999999988,0.9646914338349598,0.37254901960784315,-178.4999999999991,-166.4999999999975,"{""M2K"": 314.20000000003483}"
