session_date,daily_pnl,equity,drawdown,sleeve_id,symbol,signal_timeframe,config_id,selection_basis
2022-10-13,-10.5,906.125,-107.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2022-10-14,-238.0,668.125,-345.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2022-11-30,-104.25,563.875,-449.5,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2022-12-20,-31.5,532.375,-481.0,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-01-03,-149.25,383.125,-630.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-01-04,72.5,455.625,-557.75,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-01-25,193.5,649.125,-364.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-02-03,-48.625,600.5,-412.875,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-03-01,-108.0,492.5,-520.875,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-03-10,-184.5,308.0,-705.375,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-03-22,288.5,596.5,-416.875,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-04-13,-49.25,547.25,-466.125,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-04-18,-46.125,501.125,-512.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-04-25,-44.875,456.25,-557.125,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-05-22,15.5,471.75,-541.625,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-05-25,75.5,547.25,-466.125,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-05-30,-34.0,513.25,-500.125,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-06-22,-149.875,363.375,-650.0,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-06-29,24.5,387.875,-625.5,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-07-21,-32.5,355.375,-658.0,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-08-10,212.0,567.375,-446.0,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-08-15,24.5,591.875,-421.5,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-09-18,-101.125,490.75,-522.625,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-10-19,-58.625,432.125,-581.25,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-10-26,-198.625,233.5,-779.875,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-11-30,-19.25,214.25,-799.125,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-12-01,254.59999999999854,468.84999999999854,-544.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-12-06,-131.5,337.34999999999854,-676.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2023-12-29,83.0,420.34999999999854,-593.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-01-02,-7.0,413.34999999999854,-600.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-01-16,-74.5,338.84999999999854,-674.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-02-06,-84.0,254.84999999999854,-758.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-02-13,-7.5,247.34999999999854,-766.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-02-16,46.5,293.84999999999854,-719.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-02-20,-182.0,111.84999999999854,-901.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-03-01,-8.0,103.84999999999854,-909.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-03-06,72.5,176.34999999999854,-837.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-03-27,33.5,209.84999999999854,-803.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-04-19,-75.0,134.84999999999854,-878.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-04-25,-157.5,-22.650000000001455,-1036.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-05-14,58.5,35.849999999998545,-977.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-05-29,-6.0,29.849999999998545,-983.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-06-27,-58.0,-28.150000000001455,-1041.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-06-28,207.5,179.34999999999854,-834.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-07-16,-97.5,81.84999999999854,-931.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-07-17,-38.5,43.349999999998545,-970.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-08-23,11.5,54.849999999998545,-958.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-09-24,171.5,226.34999999999854,-787.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-09-25,123.0,349.34999999999854,-664.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-09-26,-42.5,306.84999999999854,-706.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-10-01,-55.5,251.34999999999854,-762.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-10-04,27.0,278.34999999999854,-735.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-10-15,-7.5,270.84999999999854,-742.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-10-17,114.0,384.84999999999854,-628.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-11-06,-186.0,198.84999999999854,-814.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-11-20,-42.0,156.84999999999854,-856.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-11-21,176.0,332.84999999999854,-680.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-12-11,-87.0,245.84999999999854,-767.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-12-27,-179.5,66.34999999999854,-947.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2024-12-30,331.5,397.84999999999854,-615.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-01-10,-236.25,161.59999999999854,-851.7750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-01-17,102.5,264.09999999999854,-749.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-02-24,-122.625,141.47499999999854,-871.9000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-03-04,-222.75,-81.27500000000146,-1094.6500000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-03-26,-94.875,-176.15000000000146,-1189.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-05-23,-24.75,-200.90000000000146,-1214.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-05-29,-92.25,-293.15000000000146,-1306.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-07-09,15.0,-278.15000000000146,-1291.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-07-10,82.0,-196.15000000000146,-1209.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-07-22,-71.0,-267.15000000000146,-1280.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-07-30,140.5,-126.65000000000146,-1140.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-08-20,-51.75,-178.40000000000146,-1191.7750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-08-22,-55.5,-233.90000000000146,-1247.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-08-29,-80.625,-314.52500000000146,-1327.9000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-09-24,-18.375,-332.90000000000146,-1346.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-10-02,-99.375,-432.27500000000146,-1445.6500000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-10-17,-180.75,-613.0250000000015,-1626.4000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-11-04,-52.875,-665.9000000000015,-1679.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-11-05,-15.375,-681.2750000000015,-1694.6500000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-11-06,-51.75,-733.0250000000015,-1746.4000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-11-07,-73.875,-806.9000000000015,-1820.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-11-12,-21.0,-827.9000000000015,-1841.2750000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-12-04,-119.625,-947.5250000000015,-1960.9000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2025-12-10,87.0,-860.5250000000015,-1873.9000000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-01-09,-98.625,-959.1500000000015,-1972.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-01-22,165.5,-793.6500000000015,-1807.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-02-03,-336.125,-1129.7750000000015,-2143.1500000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-02-24,-77.375,-1207.1500000000015,-2220.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-02-26,-179.5,-1386.6500000000015,-2400.0250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2026-03-03,500.5,-886.1500000000015,-1899.5250000000015,MNQ_1H_wfa,MNQ,1H,walkforward_stitched,walkforward_train_only
2022-03-28,28.0,28.0,0.0,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2022-08-15,-60.0,-32.0,-60.0,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2022-11-30,-104.25,-136.25,-164.25,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2022-12-01,-112.5,-248.75,-276.75,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-01-12,191.54999999999927,-57.20000000000073,-85.20000000000073,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-01-23,-63.625,-120.82500000000073,-148.82500000000073,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-02-14,-111.5,-232.32500000000073,-260.3250000000007,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-03-07,-140.0,-372.3250000000007,-400.3250000000007,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-03-20,104.0,-268.3250000000007,-296.3250000000007,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-04-12,-143.0,-411.3250000000007,-439.3250000000007,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-05-22,3.0,-408.3250000000007,-436.3250000000007,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-07-26,180.90000000000146,-227.42499999999927,-255.42499999999927,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-10-04,50.5,-176.92499999999927,-204.92499999999927,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-10-13,-64.875,-241.79999999999927,-269.7999999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-10-16,-91.125,-332.9249999999993,-360.9249999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2023-10-24,-79.875,-412.7999999999993,-440.7999999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-01-02,-56.125,-468.9249999999993,-496.9249999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-03-19,48.5,-420.4249999999993,-448.4249999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-04-09,110.0,-310.4249999999993,-338.4249999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-05-10,93.0,-217.42499999999927,-245.42499999999927,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-05-13,13.5,-203.92499999999927,-231.92499999999927,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-05-29,-33.625,-237.54999999999927,-265.5499999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-07-17,-197.375,-434.9249999999993,-462.9249999999993,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2024-12-13,319.27500000000146,-115.64999999999782,-143.64999999999782,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-02-12,-204.875,-320.5249999999978,-348.5249999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-07-23,-26.75,-347.2749999999978,-375.2749999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-07-28,-25.5,-372.7749999999978,-400.7749999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-08-07,182.0,-190.77499999999782,-218.77499999999782,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-08-14,-82.375,-273.1499999999978,-301.1499999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-08-15,-98.0,-371.1499999999978,-399.1499999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-08-19,-204.875,-576.0249999999978,-604.0249999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-09-23,-32.5,-608.5249999999978,-636.5249999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2025-09-25,126.0,-482.5249999999978,-510.5249999999978,MNQ_30min_wfa,MNQ,30min,walkforward_stitched,walkforward_train_only
2022-01-03,-79.0,-79.0,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-01-26,60.5,-18.5,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-02-17,-81.0,-99.5,-81.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-02-18,199.5,100.0,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-02-28,-131.0,-31.0,-131.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-03-08,-278.5,-309.5,-409.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-03-21,296.5,-13.0,-113.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-03-22,-138.5,-151.5,-251.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-03-24,-159.0,-310.5,-410.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-06-24,94.5,-216.0,-316.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-06-29,-6.5,-222.5,-322.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-07-05,95.0,-127.5,-227.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-07-27,-60.5,-188.0,-288.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-08-17,-45.0,-233.0,-333.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-08-29,-67.5,-300.5,-400.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-09-08,-22.5,-323.0,-423.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-09-19,-13.0,-336.0,-436.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-10-06,280.5750000000007,-55.42499999999927,-155.42499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-11-18,-28.0,-83.42499999999927,-183.42499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-11-28,86.0,2.5750000000007276,-97.42499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-11-30,-13.0,-10.424999999999272,-110.42499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-12-22,-4.0,-14.424999999999272,-114.42499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-01-04,-82.5,-96.92499999999927,-196.92499999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-02-09,-79.875,-176.79999999999927,-276.7999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-02-23,-56.625,-233.42499999999927,-333.4249999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-03-06,-61.875,-295.2999999999993,-395.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-04-04,-74.375,-369.6749999999993,-469.6749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-04-24,49.5,-320.1749999999993,-420.1749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-04-25,72.0,-248.17499999999927,-348.1749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-05-03,-4.875,-253.04999999999927,-353.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-05-16,40.0,-213.04999999999927,-313.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-06-02,21.0,-192.04999999999927,-292.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-06-26,-96.375,-288.4249999999993,-388.4249999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-06-29,-61.875,-350.2999999999993,-450.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-07-10,10.5,-339.7999999999993,-439.7999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-09-06,-60.375,-400.1749999999993,-500.1749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-10-12,-54.375,-454.5499999999993,-554.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-11-14,-16.125,-470.6749999999993,-570.6749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-11-16,-45.375,-516.0499999999993,-616.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-11-28,-6.5,-522.5499999999993,-622.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-12-01,-39.75,-562.2999999999993,-662.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-12-06,-39.75,-602.0499999999993,-702.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-12-19,-45.75,-647.7999999999993,-747.7999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2023-12-26,-28.875,-676.6749999999993,-776.6749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-01-24,62.5,-614.1749999999993,-714.1749999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-02-06,-97.375,-711.5499999999993,-811.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-02-07,106.0,-605.5499999999993,-705.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-02-09,-48.0,-653.5499999999993,-753.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-02-23,136.5,-517.0499999999993,-617.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-03-18,114.5,-402.5499999999993,-502.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-03-25,123.5,-279.0499999999993,-379.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-04-02,-59.25,-338.2999999999993,-438.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-04-12,-86.75,-425.0499999999993,-525.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-04-18,38.0,-387.0499999999993,-487.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-04-29,69.5,-317.5499999999993,-417.5499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-04-30,-16.5,-334.0499999999993,-434.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-05-14,0.0,-334.0499999999993,-434.0499999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-06-14,-96.75,-430.7999999999993,-530.7999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-06-27,112.5,-318.2999999999993,-418.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-06-28,90.0,-228.29999999999927,-328.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-07-17,-53.625,-281.9249999999993,-381.9249999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-07-18,-87.375,-369.2999999999993,-469.2999999999993,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-07-25,336.5,-32.79999999999927,-132.79999999999927,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-08-23,125.5,92.70000000000073,-7.299999999999272,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-08-27,118.5,211.20000000000073,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-10-09,77.0,288.2000000000007,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-10-15,-12.5,275.7000000000007,-12.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
