session_date,daily_pnl,equity,drawdown,sleeve_id,symbol,signal_timeframe,config_id,selection_basis
2024-10-30,177.0,452.7000000000007,0.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-11-08,-4.0,448.7000000000007,-4.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-11-19,-68.0,380.7000000000007,-72.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-11-21,-359.25,21.450000000000728,-431.25,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-11-27,-69.875,-48.42499999999927,-501.125,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-12-10,-51.75,-100.17499999999927,-552.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2024-12-12,-60.5,-160.67499999999927,-613.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-01-10,179.5,18.825000000000728,-433.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-02-11,-41.125,-22.299999999999272,-475.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-02-12,62.5,40.20000000000073,-412.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-04-04,-359.25,-319.0499999999993,-771.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-05-07,-287.0,-606.0499999999993,-1058.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-06-02,82.5,-523.5499999999993,-976.25,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-07-07,-50.5,-574.0499999999993,-1026.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-08-15,-16.0,-590.0499999999993,-1042.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-08-28,22.0,-568.0499999999993,-1020.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-09-11,14.0,-554.0499999999993,-1006.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-09-26,-53.625,-607.6749999999993,-1060.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-10-07,-165.5,-773.1749999999993,-1225.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-10-10,2.0,-771.1749999999993,-1223.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-10-14,124.0,-647.1749999999993,-1099.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-10-29,-143.625,-790.7999999999993,-1243.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-10-30,-73.5,-864.2999999999993,-1317.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-11-06,-244.875,-1109.1749999999993,-1561.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-11-13,143.0,-966.1749999999993,-1418.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-12-02,-50.5,-1016.6749999999993,-1469.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2025-12-29,-74.0,-1090.6749999999993,-1543.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-02,-40.125,-1130.7999999999993,-1583.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-07,-31.125,-1161.9249999999993,-1614.625,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-08,-20.625,-1182.5499999999993,-1635.25,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-12,-70.125,-1252.6749999999993,-1705.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-13,-42.75,-1295.4249999999993,-1748.125,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-14,-7.125,-1302.5499999999993,-1755.25,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-16,-4.5,-1307.0499999999993,-1759.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-20,-73.875,-1380.9249999999993,-1833.625,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-21,-20.25,-1401.1749999999993,-1853.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-26,-5.25,-1406.4249999999993,-1859.125,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-27,-22.875,-1429.2999999999993,-1882.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-01-29,-61.5,-1490.7999999999993,-1943.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-02,-33.375,-1524.1749999999993,-1976.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-03,-107.25,-1631.4249999999993,-2084.125,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-05,-40.5,-1671.9249999999993,-2124.625,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-10,-37.5,-1709.4249999999993,-2162.125,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-11,-40.875,-1750.2999999999993,-2203.0,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-12,-6.375,-1756.6749999999993,-2209.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-17,-39.375,-1796.0499999999993,-2248.75,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-20,-25.125,-1821.1749999999993,-2273.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-02-26,-45.0,-1866.1749999999993,-2318.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-03-02,-38.625,-1904.7999999999993,-2357.5,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-03-05,-123.375,-2028.1749999999993,-2480.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-03-06,-13.5,-2041.6749999999993,-2494.375,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2026-03-12,-106.5,-2148.1749999999993,-2600.875,MNQ_15min_wfa,MNQ,15min,walkforward_stitched,walkforward_train_only
2022-01-03,64.00000000000091,64.00000000000091,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-03-02,-21.374999999999318,42.62500000000159,-21.374999999999318,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-03-22,-2.9999999999995453,39.625000000002046,-24.374999999998863,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-03-24,39.00000000000091,78.62500000000296,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-05-12,-45.37499999999909,33.250000000003865,-45.37499999999909,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-06-24,-26.62499999999909,6.625000000004775,-71.99999999999818,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-08-24,-19.499999999999318,-12.874999999994543,-91.4999999999975,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-08-25,36.50000000000091,23.625000000006366,-54.99999999999659,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-09-21,-178.4999999999991,-154.87499999999272,-233.49999999999568,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-09-29,12.000000000001592,-142.87499999999113,-221.4999999999941,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-11-11,8.500000000001364,-134.37499999998977,-212.99999999999272,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-11-30,-27.374999999999545,-161.7499999999893,-240.37499999999227,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-12-01,-26.249999999998863,-187.99999999998818,-266.62499999999113,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-12-22,-15.749999999999318,-203.7499999999875,-282.37499999999045,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-01-18,76.29999999999995,-127.44999999998754,-206.0749999999905,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-03-10,-52.5,-179.94999999998754,-258.5749999999905,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-04-04,-19.499999999999318,-199.44999999998686,-278.0749999999898,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-04-05,-35.62499999999886,-235.07499999998572,-313.6999999999887,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-05-26,-11.999999999999318,-247.07499999998504,-325.699999999988,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-06-05,42.000000000000455,-205.07499999998458,-283.69999999998754,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-06-20,24.00000000000091,-181.07499999998367,-259.69999999998663,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-07-18,-14.999999999998863,-196.07499999998254,-274.6999999999855,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-07-20,-7.8749999999990905,-203.94999999998163,-282.5749999999846,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-07-27,-26.62499999999909,-230.57499999998072,-309.1999999999837,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-08-01,57.50000000000114,-173.07499999997958,-251.69999999998254,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-08-03,96.50000000000091,-76.57499999997867,-155.19999999998163,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-09-01,21.000000000001364,-55.57499999997731,-134.19999999998026,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-10-03,-11.62499999999909,-67.1999999999764,-145.82499999997935,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2023-10-20,-24.74999999999909,-91.94999999997549,-170.57499999997844,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-03-08,114.64999999999918,22.700000000023692,-55.92499999997926,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-03-20,-26.25,-3.5499999999763077,-82.17499999997926,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-04-02,-13.125,-16.674999999976308,-95.29999999997926,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-04-15,-13.49999999999909,-30.174999999975398,-108.79999999997835,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-05-15,21.50000000000091,-8.674999999974489,-87.29999999997744,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-07-12,32.999999999999545,24.325000000025057,-54.2999999999779,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2024-09-25,-35.249999999998636,-10.92499999997358,-89.54999999997654,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-02-07,-22.875000000001364,-33.79999999997494,-112.4249999999779,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-02-25,-41.25,-75.04999999997494,-153.6749999999779,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-04-01,154.75000000000023,79.70000000002528,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-05-21,-33.75,45.950000000025284,-33.75,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-06-23,142.99999999999955,188.95000000002483,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-08-12,-18.374999999998636,170.5750000000262,-18.374999999998636,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-08-20,-4.874999999999545,165.70000000002665,-23.24999999999818,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2025-12-11,-28.125,137.57500000002665,-51.37499999999818,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-01-02,68.00000000000182,205.57500000002847,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-01-06,-35.99999999999909,169.57500000002938,-35.99999999999909,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-01-07,19.00000000000091,188.5750000000303,-16.99999999999818,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-01-13,-59.624999999998636,128.95000000003165,-76.62499999999682,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-02-11,-27.749999999998636,101.20000000003301,-104.37499999999545,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-03-02,-11.999999999998181,89.20000000003483,-116.37499999999363,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2026-03-03,225.0,314.20000000003483,0.0,M2K_1H_wfa,M2K,1H,walkforward_stitched,walkforward_train_only
2022-01-07,139.35000000000173,139.35000000000173,0.0,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-01-11,-70.87499999999864,68.47500000000309,-70.87499999999864,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-01-14,-25.499999999999545,42.97500000000355,-96.37499999999818,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-01-18,-9.74999999999909,33.22500000000446,-106.12499999999727,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-01-21,-32.99999999999841,0.22500000000604814,-139.12499999999568,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-02-02,-26.62499999999909,-26.399999999993042,-165.74999999999477,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-03-08,-29.249999999999545,-55.64999999999259,-194.99999999999432,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-03-10,-28.874999999999318,-84.5249999999919,-223.87499999999363,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-03-29,-53.250000000000455,-137.77499999999236,-277.1249999999941,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-04-05,-20.624999999997726,-158.3999999999901,-297.7499999999918,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-04-13,-20.99999999999909,-179.39999999998918,-318.7499999999909,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-05-20,-8.250000000000455,-187.64999999998963,-326.99999999999136,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-06-06,-55.125000000000455,-242.7749999999901,-382.1249999999918,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-06-29,-56.25,-299.0249999999901,-438.3749999999918,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-07-13,-40.12499999999932,-339.1499999999894,-478.49999999999113,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-07-15,100.50000000000068,-238.64999999998872,-377.99999999999045,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-07-22,-11.62499999999909,-250.2749999999878,-389.62499999998954,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-09-19,-34.12499999999909,-284.3999999999869,-423.74999999998863,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-09-21,104.15000000000077,-180.24999999998613,-319.59999999998786,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-09-30,-22.124999999999773,-202.3749999999859,-341.72499999998763,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-10-12,-37.124999999998636,-239.49999999998454,-378.84999999998627,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-10-13,-22.87499999999909,-262.37499999998363,-401.72499999998536,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-10-14,-41.24999999999886,-303.6249999999825,-442.9749999999842,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-11-02,-47.62499999999932,-351.2499999999818,-490.59999999998354,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-11-16,-10.124999999999318,-361.3749999999811,-500.72499999998286,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-11-22,-12.999999999998408,-374.37499999997954,-513.7249999999813,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-11-30,-23.249999999999318,-397.62499999997885,-536.9749999999806,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-12-19,-17.624999999999318,-415.2499999999782,-554.5999999999799,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-01-31,-13.124999999998863,-428.37499999997704,-567.7249999999788,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-02-01,48.500000000001364,-379.87499999997567,-519.2249999999774,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-03-10,-50.625,-430.49999999997567,-569.8499999999774,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-04-17,-9.374999999998863,-439.87499999997453,-579.2249999999763,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-05-10,-15.749999999999318,-455.62499999997385,-594.9749999999756,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-07-05,6.5000000000009095,-449.12499999997294,-588.4749999999747,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-07-31,-7.124999999999773,-456.2499999999727,-595.5999999999744,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-08-18,-46.12499999999841,-502.3749999999711,-641.7249999999729,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-09-18,-15.99999999999909,-518.3749999999702,-657.7249999999719,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-10-05,52.5,-465.8749999999702,-605.2249999999719,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-11-29,-7.499999999998863,-473.3749999999691,-612.7249999999708,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-12-05,-19.12499999999909,-492.49999999996817,-631.8499999999699,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-12-19,-18.374999999998636,-510.8749999999668,-650.2249999999685,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2023-12-22,-9.499999999998181,-520.374999999965,-659.7249999999667,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2024-06-11,36.000000000001364,-484.3749999999636,-623.7249999999653,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2024-11-12,86.64999999999964,-397.724999999964,-537.0749999999657,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-04-23,150.30000000000086,-247.42499999996312,-386.77499999996485,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-07-16,-58.624999999999545,-306.04999999996267,-445.3999999999644,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-08-27,-6.999999999998181,-313.04999999996085,-452.3999999999626,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-09-03,42.500000000002274,-270.5499999999586,-409.8999999999603,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-10-30,7.000000000000455,-263.5499999999581,-402.89999999995985,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2025-11-25,-21.749999999999545,-285.29999999995766,-424.6499999999594,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2026-02-06,-59.874999999999545,-345.1749999999572,-484.52499999995894,M2K_30min_wfa,M2K,30min,walkforward_stitched,walkforward_train_only
2022-03-02,-30.499999999999545,-30.499999999999545,0.0,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2022-09-23,-16.249999999997726,-46.74999999999727,-16.249999999997726,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2022-11-23,-50.49999999999727,-97.24999999999454,-66.749999999995,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2022-11-25,-7.499999999997726,-104.74999999999227,-74.24999999999272,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-01-03,54.500000000000455,-50.249999999991815,-19.74999999999227,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-01-04,2.5000000000022737,-47.74999999998954,-17.249999999989996,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-03-01,-42.499999999997726,-90.24999999998727,-59.74999999998772,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-03-15,-55.249999999998636,-145.4999999999859,-114.99999999998636,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-07-14,3.5000000000013642,-141.99999999998454,-111.499999999985,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-09-12,-7.5,-149.49999999998454,-118.999999999985,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-10-31,-30.49999999999727,-179.9999999999818,-149.49999999998226,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-11-03,-16.249999999997726,-196.24999999997954,-165.74999999998,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-11-08,-7.999999999999545,-204.24999999997908,-173.74999999997954,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2023-11-28,53.500000000001364,-150.74999999997772,-120.24999999997817,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2024-01-02,11.50000000000091,-139.2499999999768,-108.74999999997726,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2024-01-11,-82.24999999999909,-221.4999999999759,-190.99999999997635,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2024-03-20,15.500000000001819,-205.99999999997408,-175.49999999997453,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2024-03-25,32.5,-173.49999999997408,-142.99999999997453,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2024-09-20,39.50000000000273,-133.99999999997135,-103.4999999999718,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2025-01-24,-42.5,-176.49999999997135,-145.9999999999718,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2025-02-28,-29.49999999999818,-205.99999999996953,-175.49999999997,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2025-05-16,89.50000000000273,-116.4999999999668,-85.99999999996726,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2025-07-14,-38.49999999999909,-154.9999999999659,-124.49999999996635,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2025-09-23,45.50000000000182,-109.49999999996407,-78.99999999996453,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2026-01-13,-208.50000000001273,-317.9999999999768,-287.49999999997726,MGC_15min_wfa,MGC,15min,walkforward_stitched,walkforward_train_only
2022-01-06,-82.99999999999955,-82.99999999999955,0.0,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-01-12,66.75000000000182,-16.249999999997726,0.0,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-01-14,-30.499999999999545,-46.74999999999727,-30.499999999999545,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-02-03,-101.12499999999841,-147.87499999999568,-131.62499999999795,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-02-15,-25.99999999999909,-173.87499999999477,-157.62499999999704,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-03-21,-13.49999999999909,-187.37499999999386,-171.12499999999613,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-03-25,55.3125,-132.06249999999386,-115.81249999999613,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-03-29,26.50000000000091,-105.56249999999295,-89.31249999999523,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-04-01,70.87500000000091,-34.68749999999204,-18.437499999994316,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-05-18,-3.4999999999990905,-38.18749999999113,-21.937499999993406,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-05-19,-25.49999999999841,-63.68749999998954,-47.437499999991815,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-06-03,-57.49999999999886,-121.1874999999884,-104.93749999999068,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-06-08,-35.99999999999909,-157.1874999999875,-140.93749999998977,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-06-10,77.50000000000114,-79.68749999998636,-63.43749999998863,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-01,-36.99999999999932,-116.68749999998568,-100.43749999998795,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-12,-65.49999999999955,-182.18749999998522,-165.9374999999875,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-15,50.00000000000114,-132.18749999998408,-115.93749999998636,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-20,-63.62499999999841,-195.8124999999825,-179.56249999998477,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-21,-91.74999999999841,-287.5624999999809,-271.3124999999832,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-07-29,50.06250000000023,-237.49999999998067,-221.24999999998295,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-09-21,14.00000000000091,-223.49999999997976,-207.24999999998204,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-09-27,-42.49999999999886,-265.9999999999786,-249.7499999999809,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-10-06,77.8125,-188.18749999997863,-171.9374999999809,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-10-18,-46.12499999999841,-234.31249999997704,-218.0624999999793,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-10-24,-61.62499999999909,-295.9374999999761,-279.6874999999784,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
2022-10-27,-55.49999999999841,-351.43749999997453,-335.1874999999768,M2K_15min_wfa,M2K,15min,walkforward_stitched,walkforward_train_only
