variant_name,session_date,timestamp,from_state,to_state,trigger,current_day_pnl_usd,current_day_pnl_r,peak_day_pnl_usd,peak_day_pnl_r
continue_only_if_first_trade_wins,2019-05-09,2019-05-09 12:30:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-134.74,-1.0,35.26,0.2616891791598634
continue_only_if_first_trade_wins,2019-05-20,2019-05-20 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-54.24,-0.46462223745074527,37.76,0.32345382902175773
continue_only_if_first_trade_wins,2019-06-18,2019-06-18 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-88.74,-0.5197376127445238,20.26,0.1186599508023896
continue_only_if_first_trade_wins,2019-08-06,2019-08-06 10:14:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-92.24,-1.0,7.76,0.08412836079791848
continue_only_if_first_trade_wins,2019-08-13,2019-08-13 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-72.24,-0.16279803488529318,25.26,0.056925226483977104
continue_only_if_first_trade_wins,2019-08-23,2019-08-23 11:02:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-123.74,-1.0,85.76,0.6930661063520285
continue_only_if_first_trade_wins,2019-09-03,2019-09-03 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-1.24,-0.009412479125550325,47.76,0.36253226051313187
continue_only_if_first_trade_wins,2019-10-03,2019-10-03 11:06:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-152.24,-1.0,71.26,0.4680767209668944
continue_only_if_first_trade_wins,2019-12-12,2019-12-12 16:00:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-27.24,-0.1454817346720786,45.76,0.24439222388378548
continue_only_if_first_trade_wins,2019-12-13,2019-12-13 16:00:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-6.24,-0.05712193335774442,55.26,0.5058586598315635
continue_only_if_first_trade_wins,2020-02-05,2020-02-05 16:00:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-22.24,-0.12512658940024754,102.26,0.5753347586362102
continue_only_if_first_trade_wins,2020-02-26,2020-02-26 12:16:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-275.74,-1.0,40.76,0.14782041053166026
continue_only_if_first_trade_wins,2020-02-27,2020-02-27 11:18:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-246.74,-1.0,159.26,0.6454567560995379
continue_only_if_first_trade_wins,2020-03-05,2020-03-05 12:42:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-167.24,-1.0,167.76,1.0031093039942596
continue_only_if_first_trade_wins,2020-03-06,2020-03-06 14:34:00-05:00,neutral,halted,continue_only_if_first_trade_wins,-233.24,-1.0,130.26,0.5584805350711712
continue_only_if_first_trade_wins,2020-03-10,2020-03-10 10:46:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-229.24,-1.0,4.26,0.018583144302913975
continue_only_if_first_trade_wins,2020-03-24,2020-03-24 14:04:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-232.24,-1.0,179.76,0.7740268687564588
continue_only_if_first_trade_wins,2020-03-27,2020-03-27 15:51:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-253.74,-1.0,191.76,0.7557342161267439
continue_only_if_first_trade_wins,2020-03-31,2020-03-31 15:14:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-161.74,-1.0,235.76,1.4576480771608753
continue_only_if_first_trade_wins,2020-04-01,2020-04-01 12:27:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-152.24,-1.0,96.26,0.632291119285339
continue_only_if_first_trade_wins,2020-04-08,2020-04-08 11:20:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-206.74,-1.0,14.26,0.06897552481377575
continue_only_if_first_trade_wins,2020-04-09,2020-04-09 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-16.74,-0.07071048407535692,114.26,0.482639182225226
continue_only_if_first_trade_wins,2020-04-13,2020-04-13 13:52:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-169.74,-1.0,36.76,0.21656651349122186
continue_only_if_first_trade_wins,2020-04-16,2020-04-16 10:49:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-161.24,-1.0,49.76,0.3086082857851649
continue_only_if_first_trade_wins,2020-04-17,2020-04-17 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-99.24,-0.4227656130186589,131.26,0.5591718497060577
continue_only_if_first_trade_wins,2020-04-20,2020-04-20 15:05:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-125.74,-1.0,108.26,0.8609829807539368
continue_only_if_first_trade_wins,2020-04-23,2020-04-23 12:45:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-173.24,-1.0,78.26,0.45174324636342644
continue_only_if_first_trade_wins,2020-04-27,2020-04-27 10:59:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-101.74,-1.0,14.26,0.1401611952034598
continue_only_if_first_trade_wins,2020-04-30,2020-04-30 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-58.24,-0.3513937492458067,58.76,0.3545311934355014
continue_only_if_first_trade_wins,2020-05-01,2020-05-01 11:30:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-134.24,-1.0,63.76,0.4749702026221692
continue_only_if_first_trade_wins,2020-05-06,2020-05-06 10:45:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-131.74,-1.0,57.26,0.4346439957492029
continue_only_if_first_trade_wins,2020-05-07,2020-05-07 11:46:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-131.74,-1.0,23.26,0.1765598906937908
continue_only_if_first_trade_wins,2020-05-13,2020-05-13 11:38:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-213.74,-1.0,107.26,0.5018246467671003
continue_only_if_first_trade_wins,2020-05-14,2020-05-14 12:55:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-250.74,-1.0,9.76,0.03892478264337561
continue_only_if_first_trade_wins,2020-05-19,2020-05-19 15:51:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-144.74,-1.0,62.76,0.43360508497996403
continue_only_if_first_trade_wins,2020-05-27,2020-05-27 14:52:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-232.74,-1.0,192.26,0.8260720116868608
continue_only_if_first_trade_wins,2020-05-28,2020-05-28 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-46.74,-0.2794785936378857,200.26,1.1974408036354938
continue_only_if_first_trade_wins,2020-05-29,2020-05-29 14:10:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-146.74,-1.0,75.76,0.5162873108900096
continue_only_if_first_trade_wins,2020-06-03,2020-06-03 12:09:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-105.74,-1.0,1.26,0.01191602042746359
continue_only_if_first_trade_wins,2020-06-08,2020-06-08 13:21:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-126.74,-1.0,38.76,0.30582294461101467
continue_only_if_first_trade_wins,2020-06-10,2020-06-10 10:56:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-96.24,-1.0,14.26,0.14817123857024106
continue_only_if_first_trade_wins,2020-06-11,2020-06-11 11:01:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-194.74,-1.0,15.26,0.07836089144500359
continue_only_if_first_trade_wins,2020-06-16,2020-06-16 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-53.74,-0.3282032490533773,260.26,1.5894711127397092
continue_only_if_first_trade_wins,2020-06-17,2020-06-17 12:31:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-125.74,-1.0,36.76,0.2923492921902338
continue_only_if_first_trade_wins,2020-06-18,2020-06-18 10:33:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-99.24,-1.0,3.76,0.03788794840790004
continue_only_if_first_trade_wins,2020-07-07,2020-07-07 15:09:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-161.74,-1.0,114.76,0.7095338197106467
continue_only_if_first_trade_wins,2020-07-08,2020-07-08 11:18:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-142.74,-1.0,6.26,0.04385596188874877
continue_only_if_first_trade_wins,2020-07-10,2020-07-10 13:07:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-216.74,-1.0,31.76,0.14653501891667436
continue_only_if_first_trade_wins,2020-07-13,2020-07-13 14:03:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-142.24,-1.0,116.26,0.8173509561304837
continue_only_if_first_trade_wins,2020-07-15,2020-07-15 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-53.74,-0.2562219891293983,221.26,1.0549251454181368
continue_only_if_first_trade_wins,2020-07-16,2020-07-16 13:14:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-136.74,-1.0,113.26,0.8282872604943688
continue_only_if_first_trade_wins,2020-07-17,2020-07-17 14:52:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-187.24,-1.0,37.76,0.20166631061738943
continue_only_if_first_trade_wins,2020-07-22,2020-07-22 16:00:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-53.24,-0.3353912057452438,110.26,0.6945949351140229
continue_only_if_first_trade_wins,2020-07-27,2020-07-27 11:38:00-04:00,neutral,halted,continue_only_if_first_trade_wins,-238.24,-1.0,7.26,0.0304734721289456
