trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,signal_time,close,continuous_session_vwap,atr_14,or_width,or_width_atr_ratio,price_vwap_distance_atr,continuous_vwap_slope_5,continuous_vwap_slope_5_atr
11,2019-06-18,long,1,2019-06-18 09:49:00-04:00,7678.5,7597.5,7840.5,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,0.5,250.0,165.0,165.0,165.0,15357.0,0.30714,-40.25,-161.0,-80.5,2.5,-83.0,2019-06-18 09:48:00-04:00,7678.5,7601.841078600115,12.25,78.5,6.408163265306122,6.25787113468449,6.057565593318941,0.4944951504750156
12,2019-06-19,long,2,2019-06-19 14:02:00-04:00,7686.25,7638.25,7782.25,2019-06-19 16:00:00-04:00,7699.0,time_exit,50000.0,0.5,250.0,99.0,198.0,198.0,30745.0,0.6149,12.75,51.0,51.0,5.0,46.0,2019-06-19 14:01:00-04:00,7686.25,7659.870654932834,8.107142857142858,46.5,5.73568281938326,3.2538399201790114,0.6555704485044771,0.08086331523403241
13,2019-07-10,long,2,2019-07-10 09:49:00-04:00,7942.25,7887.0,8052.75,2019-07-10 11:18:00-04:00,7886.75,stop,50000.0,0.5,250.0,113.5,227.0,227.0,31769.0,0.63538,-55.5,-222.0,-222.0,5.0,-227.0,2019-07-10 09:48:00-04:00,7942.0,7884.733038860094,7.821428571428571,43.5,5.561643835616438,7.32180325076424,4.735639315751541,0.6054698668540783
14,2019-08-01,long,1,2019-08-01 09:51:00-04:00,7931.5,7867.0,8060.5,2019-08-01 13:40:00-04:00,7866.75,stop,50000.0,0.5,250.0,132.0,132.0,132.0,15863.0,0.31726,-64.75,-259.0,-129.5,2.5,-132.0,2019-08-01 09:50:00-04:00,7931.0,7878.6728597237925,7.339285714285714,59.75,8.141119221411191,7.129732008437031,2.6591557728543194,0.3623180615081311
15,2019-08-06,long,2,2019-08-06 10:04:00-04:00,7530.5,7489.25,7613.0,2019-08-06 10:14:00-04:00,7489.0,stop,50000.0,0.5,250.0,85.5,171.0,171.0,30122.0,0.60244,-41.5,-166.0,-166.0,5.0,-171.0,2019-08-06 10:03:00-04:00,7530.25,7418.336751122786,9.232142857142858,38.75,4.197292069632495,12.122131406429352,4.427535157313287,0.4795782762273579
16,2019-08-07,long,2,2019-08-07 10:11:00-04:00,7465.75,7417.0,7563.25,2019-08-07 15:00:00-04:00,7563.0,target,50000.0,0.5,250.0,100.5,201.0,201.0,29863.0,0.59726,97.25,389.0,389.0,5.0,384.0,2019-08-07 10:10:00-04:00,7466.25,7459.033719037668,11.678571428571429,45.75,3.9174311926605503,0.6179078499856445,-0.4030694642060553,-0.0345135932653503
17,2019-08-08,long,3,2019-08-08 09:57:00-04:00,7620.75,7583.0,7696.25,2019-08-08 12:33:00-04:00,7696.0,target,50000.0,0.5,250.0,78.5,235.5,235.5,45724.5,0.91449,75.25,301.0,451.5,7.5,444.0,2019-08-08 09:56:00-04:00,7621.0,7591.011028220192,9.339285714285714,33.75,3.61376673040153,3.211056251757623,0.7085185258383717,0.07586431634215836
18,2019-08-13,long,1,2019-08-13 09:46:00-04:00,7655.5,7554.75,7857.0,2019-08-13 16:00:00-04:00,7740.25,time_exit,50000.0,0.5,250.0,204.5,204.5,204.5,15311.0,0.30622,84.75,339.0,169.5,2.5,167.0,2019-08-13 09:45:00-04:00,7656.25,7564.665696989075,17.428571428571427,75.75,4.346311475409837,5.2548370580039165,5.100815176540891,0.2926697232441495
19,2019-08-16,long,4,2019-08-16 10:21:00-04:00,7585.0,7555.5,7644.0,2019-08-16 16:00:00-04:00,7604.25,time_exit,50000.0,0.5,250.0,62.0,248.0,248.0,60680.0,1.2136,19.25,77.0,154.0,10.0,144.0,2019-08-16 10:20:00-04:00,7585.25,7566.31936946031,7.053571428571429,26.75,3.792405063291139,2.683836228411797,0.19399287900159834,0.027502787909087358
20,2019-08-23,long,3,2019-08-23 10:06:00-04:00,7688.25,7655.75,7753.25,2019-08-23 10:10:00-04:00,7655.5,stop,50000.0,0.5,250.0,68.0,204.0,204.0,46129.5,0.92259,-32.75,-131.0,-196.5,7.5,-204.0,2019-08-23 10:05:00-04:00,7688.25,7687.009560106181,12.678571428571429,18.25,1.43943661971831,0.09783751275190554,-0.6774995477480843,-0.05343658404773623
21,2019-08-27,long,4,2019-08-27 09:49:00-04:00,7647.0,7617.5,7706.0,2019-08-27 10:23:00-04:00,7617.25,stop,50000.0,0.5,250.0,62.0,248.0,248.0,61176.0,1.22352,-29.75,-119.0,-238.0,10.0,-248.0,2019-08-27 09:48:00-04:00,7647.0,7597.196995569935,7.321428571428571,24.0,3.278048780487805,6.802361580691792,2.3009516988140604,0.31427632959411556
22,2019-08-28,long,2,2019-08-28 09:57:00-04:00,7557.25,7503.25,7665.25,2019-08-28 16:00:00-04:00,7596.75,time_exit,50000.0,0.5,250.0,111.0,222.0,222.0,30229.0,0.60458,39.5,158.0,158.0,5.0,153.0,2019-08-28 09:56:00-04:00,7557.25,7556.086313844837,8.071428571428571,49.75,6.163716814159292,0.14417350594943598,-0.35772835523493995,-0.0443203271972492
23,2019-08-29,long,3,2019-08-29 09:47:00-04:00,7718.25,7683.0,7788.75,2019-08-29 10:37:00-04:00,7682.75,stop,50000.0,0.5,250.0,73.5,220.5,220.5,46309.5,0.92619,-35.5,-142.0,-213.0,7.5,-220.5,2019-08-29 09:46:00-04:00,7717.75,7655.30204505263,7.107142857142857,33.75,4.748743718592965,8.786646927268128,3.813547141971867,0.5365794973628758
24,2019-09-03,long,2,2019-09-03 09:52:00-04:00,7670.5,7627.0,7757.5,2019-09-03 10:04:00-04:00,7626.75,stop,50000.0,0.5,250.0,90.0,180.0,180.0,30682.0,0.61364,-43.75,-175.0,-175.0,5.0,-180.0,2019-09-03 09:51:00-04:00,7670.5,7636.271430946321,9.125,41.5,4.5479452054794525,3.751076060677169,1.3877657859338797,0.1520839217461786
25,2019-09-04,long,5,2019-09-04 09:46:00-04:00,7700.25,7680.0,7740.75,2019-09-04 10:07:00-04:00,7679.75,stop,50000.0,0.5,250.0,43.5,217.5,217.5,77002.5,1.54005,-20.5,-82.0,-205.0,12.5,-217.5,2019-09-04 09:45:00-04:00,7699.25,7685.546380090498,7.285714285714286,17.5,2.4019607843137254,1.880889007186531,0.5617525652460245,0.07710329326906218
26,2019-09-11,long,3,2019-09-11 09:49:00-04:00,7849.75,7810.5,7928.25,2019-09-11 19:22:00-04:00,7928.0,target,50000.0,0.5,250.0,81.5,244.5,244.5,47098.5,0.94197,78.25,313.0,469.5,7.5,462.0,2019-09-11 09:48:00-04:00,7849.0,7822.945410306292,8.267857142857142,37.25,4.505399568034558,3.1513110644657982,1.4809601864790238,0.17912261434735494
27,2019-09-12,long,2,2019-09-12 10:11:00-04:00,7972.0,7924.0,8068.0,2019-09-12 10:51:00-04:00,7923.75,stop,50000.0,0.5,250.0,99.0,198.0,198.0,31888.0,0.63776,-48.25,-193.0,-193.0,5.0,-198.0,2019-09-12 10:10:00-04:00,7972.25,7933.943506254815,8.267857142857142,32.5,3.9308855291576674,4.633182828791327,1.4752329078391995,0.17842989814037835
28,2019-09-16,long,3,2019-09-16 09:53:00-04:00,7887.0,7855.0,7951.0,2019-09-16 11:59:00-04:00,7854.75,stop,50000.0,0.5,250.0,67.0,201.0,201.0,47322.0,0.94644,-32.25,-129.0,-193.5,7.5,-201.0,2019-09-16 09:52:00-04:00,7887.0,7851.894099127034,7.25,30.0,4.137931034482759,4.842193223857411,1.695831549896866,0.2339077999857746
29,2019-09-25,long,4,2019-09-25 10:55:00-04:00,7741.5,7713.75,7797.0,2019-09-25 14:11:00-04:00,7796.75,target,50000.0,0.5,250.0,58.5,234.0,234.0,61932.0,1.23864,55.25,221.0,442.0,10.0,432.0,2019-09-25 10:54:00-04:00,7741.25,7715.90286215299,8.089285714285714,25.25,3.1214128035320092,3.133421014199955,0.6895089109002583,0.0852373046587516
30,2019-09-30,long,4,2019-09-30 09:51:00-04:00,7737.0,7709.75,7791.5,2019-09-30 20:44:00-04:00,7791.25,target,50000.0,0.5,250.0,57.5,230.0,230.0,61896.0,1.23792,54.25,217.0,434.0,10.0,424.0,2019-09-30 09:50:00-04:00,7736.5,7729.664319016516,7.964285714285714,24.75,3.10762331838565,0.858291782679612,-0.2019745594898268,-0.02536003437540426
31,2019-10-03,long,2,2019-10-03 11:07:00-04:00,7588.75,7548.5,7669.25,2019-10-03 16:00:00-04:00,7655.75,time_exit,50000.0,0.5,250.0,83.5,167.0,167.0,30355.0,0.6071,67.0,268.0,268.0,5.0,263.0,2019-10-03 11:06:00-04:00,7588.5,7547.779130595296,10.107142857142858,37.0,3.6607773851590104,4.028919941101455,1.1264973790175645,0.11145557106887563
32,2019-10-04,long,3,2019-10-04 09:59:00-04:00,7715.5,7681.75,7783.0,2019-10-04 16:00:00-04:00,7759.0,time_exit,50000.0,0.5,250.0,70.5,211.5,211.5,46293.0,0.92586,43.5,174.0,261.0,7.5,253.5,2019-10-04 09:58:00-04:00,7715.0,7667.932748962716,8.035714285714286,30.25,3.764444444444444,5.857257906862036,1.788444447694019,0.22256197571303343
33,2019-10-10,long,4,2019-10-10 09:49:00-04:00,7718.0,7690.0,7774.0,2019-10-10 10:57:00-04:00,7773.75,target,50000.0,0.5,250.0,59.0,236.0,236.0,61744.0,1.23488,55.75,223.0,446.0,10.0,436.0,2019-10-10 09:48:00-04:00,7717.5,7669.971395275086,7.125,24.25,3.4035087719298245,6.670681364900175,0.7614829762378577,0.10687480368250633
34,2019-12-13,long,2,2019-12-13 10:02:00-05:00,8493.25,8439.5,8600.75,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,0.5,250.0,110.5,221.0,221.0,33973.0,0.67946,-2.5,-10.0,-10.0,5.0,-15.0,2019-12-13 10:01:00-05:00,8493.5,8487.512645344785,8.553571428571429,34.5,4.033402922755741,0.6999830077078445,-0.30606495824576996,-0.035782124554829056
35,2020-01-27,long,1,2020-01-27 10:29:00-05:00,8992.75,8925.5,9127.25,2020-01-27 16:00:00-05:00,8962.25,time_exit,50000.0,0.5,250.0,137.5,137.5,137.5,17985.5,0.35971,-30.5,-122.0,-61.0,2.5,-63.5,2020-01-27 10:28:00-05:00,8993.0,8991.493274442222,8.089285714285714,55.75,6.891832229580575,0.18626187910719275,-0.18783832227563835,-0.023220631451293043
36,2020-01-30,long,1,2020-01-30 15:22:00-05:00,9115.75,9044.0,9259.25,2020-01-30 16:00:00-05:00,9153.25,time_exit,50000.0,0.5,250.0,146.5,146.5,146.5,18231.5,0.36463,37.5,150.0,75.0,2.5,72.5,2020-01-30 15:21:00-05:00,9115.5,9067.084013816731,7.25,70.5,9.724137931034482,6.678067059761188,0.5540396772212262,0.0764192658236174
37,2020-02-03,long,1,2020-02-03 09:46:00-05:00,9108.25,9035.25,9254.25,2020-02-03 16:00:00-05:00,9128.25,time_exit,50000.0,0.5,250.0,149.0,149.0,149.0,18216.5,0.36433,20.0,80.0,40.0,2.5,37.5,2020-02-03 09:45:00-05:00,9108.25,9055.285982923848,8.660714285714286,58.75,6.783505154639174,6.1154328995144835,1.259987244486183,0.14548306328087884
38,2020-02-04,long,2,2020-02-04 09:50:00-05:00,9272.25,9226.5,9363.75,2020-02-04 16:42:00-05:00,9363.5,target,50000.0,0.5,250.0,94.5,189.0,189.0,37089.0,0.74178,91.25,365.0,365.0,5.0,360.0,2020-02-04 09:49:00-05:00,9272.0,9200.454838572896,9.517857142857142,42.5,4.465290806754221,7.516940037369294,3.080678076217737,0.32367349393657274
39,2020-02-06,long,2,2020-02-06 10:00:00-05:00,9414.25,9362.5,9517.75,2020-02-06 16:00:00-05:00,9452.0,time_exit,50000.0,0.5,250.0,106.5,213.0,213.0,37657.0,0.75314,37.75,151.0,151.0,5.0,146.0,2020-02-06 09:59:00-05:00,9414.25,9411.238994646403,7.553571428571429,45.0,5.957446808510638,0.39862009409325744,-0.2603507005642314,-0.034467232225997534
40,2020-02-18,long,2,2020-02-18 09:54:00-05:00,9618.25,9574.5,9705.75,2020-02-18 16:00:00-05:00,9637.75,time_exit,50000.0,0.5,250.0,90.5,181.0,181.0,38473.0,0.76946,19.5,78.0,78.0,5.0,73.0,2020-02-18 09:53:00-05:00,9617.75,9578.337152123015,8.285714285714286,41.25,4.9784482758620685,4.756723019636159,1.174654363980153,0.1417686301355357
41,2020-02-27,long,1,2020-02-27 11:20:00-05:00,8731.5,8630.75,8933.0,2020-02-27 11:38:00-05:00,8630.5,stop,50000.0,0.5,250.0,204.5,204.5,204.5,17463.0,0.34926,-101.0,-404.0,-202.0,2.5,-204.5,2020-02-27 11:19:00-05:00,8731.5,8708.524488594909,20.428571428571427,91.25,4.4667832167832175,1.1246753834660084,0.0584794131336821,0.002862628614935488
42,2020-03-04,long,1,2020-03-04 10:23:00-05:00,8783.25,8686.75,8976.25,2020-03-04 16:00:00-05:00,8917.0,time_exit,50000.0,0.5,250.0,196.0,196.0,196.0,17566.5,0.35133,133.75,535.0,267.5,2.5,265.0,2020-03-04 10:22:00-05:00,8783.5,8715.123848520838,14.410714285714286,95.75,6.644361833952912,4.744813485542855,1.6170012322672846,0.11220826394915481
43,2020-03-05,long,1,2020-03-05 10:19:00-05:00,8784.0,8701.25,8949.5,2020-03-05 12:42:00-05:00,8701.0,stop,50000.0,0.5,250.0,168.5,168.5,168.5,17568.0,0.35136,-83.0,-332.0,-166.0,2.5,-168.5,2020-03-05 10:18:00-05:00,8783.5,8767.942271096985,13.357142857142858,80.5,6.026737967914438,1.1647497574449905,0.14238146707612032,0.010659575075217564
44,2020-03-06,long,1,2020-03-06 10:26:00-05:00,8479.0,8377.25,8682.5,2020-03-06 14:08:00-05:00,8377.0,stop,50000.0,0.5,250.0,206.5,206.5,206.5,16958.0,0.33916,-102.0,-408.0,-204.0,2.5,-206.5,2020-03-06 10:25:00-05:00,8478.25,8472.677579550875,18.428571428571427,84.25,4.57170542635659,0.3023794042161002,-0.35211415662524814,-0.01910696973935455
45,2020-03-10,long,1,2020-03-10 10:21:00-04:00,8247.25,8137.75,8466.25,2020-03-10 10:46:00-04:00,8137.5,stop,50000.0,0.5,250.0,222.0,222.0,222.0,16494.5,0.32989,-109.75,-439.0,-219.5,2.5,-222.0,2020-03-10 10:20:00-04:00,8247.25,8196.595922192048,16.285714285714285,106.5,6.5394736842105265,3.110338111014627,0.7202746169023158,0.044227388757159744
46,2020-03-24,long,1,2020-03-24 10:26:00-04:00,7439.75,7327.0,7665.25,2020-03-24 14:04:00-04:00,7326.75,stop,50000.0,0.5,250.0,228.5,228.5,228.5,14879.5,0.29759,-113.0,-452.0,-226.0,2.5,-228.5,2020-03-24 10:25:00-04:00,7440.0,7276.956491188032,17.553571428571427,109.5,6.238046795523907,9.28833824361163,3.7116742056396106,0.211448377940812
47,2020-03-27,long,1,2020-03-27 13:40:00-04:00,7703.5,7586.25,7938.0,2020-03-27 15:50:00-04:00,7586.0,stop,50000.0,0.5,250.0,237.5,237.5,237.5,15407.0,0.30814,-117.5,-470.0,-235.0,2.5,-237.5,2020-03-27 13:39:00-04:00,7703.25,7677.803614371724,17.875,106.25,5.944055944055944,1.4235740211623162,0.046589221612521214,0.0026063900202809073
48,2020-03-30,long,1,2020-03-30 10:04:00-04:00,7717.75,7629.5,7894.25,2020-03-30 20:05:00-04:00,7894.0,target,50000.0,0.5,250.0,179.5,179.5,179.5,15435.5,0.30871,176.25,705.0,352.5,2.5,350.0,2020-03-30 10:03:00-04:00,7717.75,7581.531017246353,17.375,82.5,4.748201438848921,7.839941453447294,2.714301350622918,0.15621878276966436
49,2020-03-31,long,2,2020-03-31 10:07:00-04:00,7876.25,7817.75,7993.25,2020-03-31 10:40:00-04:00,7993.0,target,50000.0,0.5,250.0,120.0,240.0,240.0,31505.0,0.6301,116.75,467.0,467.0,5.0,462.0,2020-03-31 10:06:00-04:00,7876.25,7866.7840002803605,13.982142857142858,57.0,4.076628352490421,0.6770063656447161,-0.2879796910465302,-0.020596248657223103
50,2020-04-01,long,1,2020-04-01 10:33:00-04:00,7634.0,7558.75,7784.5,2020-04-01 12:27:00-04:00,7558.5,stop,50000.0,0.5,250.0,153.5,153.5,153.5,15268.0,0.30536,-75.5,-302.0,-151.0,2.5,-153.5,2020-04-01 10:32:00-04:00,7634.5,7614.473883361607,11.303571428571429,72.5,6.41390205371248,1.771662767377618,0.08225396142279351,0.007276811753043343
51,2020-04-02,long,1,2020-04-02 10:13:00-04:00,7523.0,7416.25,7736.5,2020-04-02 16:00:00-04:00,7612.25,time_exit,50000.0,0.5,250.0,216.5,216.5,216.5,15046.0,0.30092,89.25,357.0,178.5,2.5,176.0,2020-04-02 10:12:00-04:00,7523.0,7495.1583665103135,16.035714285714285,104.25,6.501113585746102,1.736226587330116,0.35811915930935356,0.022332597907932964
52,2020-04-06,long,1,2020-04-06 09:51:00-04:00,7827.5,7749.75,7983.0,2020-04-06 15:32:00-04:00,7982.75,target,50000.0,0.5,250.0,158.5,158.5,158.5,15655.0,0.3131,155.25,621.0,310.5,2.5,308.0,2020-04-06 09:50:00-04:00,7827.5,7785.704202691964,12.517857142857142,61.25,4.893009985734665,3.3388939361626173,0.5072841229903133,0.040524837214632736
53,2020-04-08,long,2,2020-04-08 11:21:00-04:00,8157.25,8100.25,8271.25,2020-04-08 16:00:00-04:00,8205.25,time_exit,50000.0,0.5,250.0,117.0,234.0,234.0,32629.0,0.65258,48.0,192.0,192.0,5.0,187.0,2020-04-08 11:20:00-04:00,8158.0,8061.168434678504,9.267857142857142,54.0,5.826589595375723,10.448107240855046,0.8619431948200145,0.0930035046433927
54,2020-04-14,long,1,2020-04-14 09:46:00-04:00,8544.25,8456.5,8719.75,2020-04-14 16:00:00-04:00,8673.75,time_exit,50000.0,0.5,250.0,178.5,178.5,178.5,17088.5,0.34177,129.5,518.0,259.0,2.5,256.5,2020-04-14 09:45:00-04:00,8543.75,8439.833654231385,13.660714285714286,82.0,6.002614379084967,7.606948186983613,3.1898877366147644,0.23350812189598275
55,2020-04-15,long,1,2020-04-15 12:51:00-04:00,8583.0,8498.5,8752.0,2020-04-15 16:00:00-04:00,8591.75,time_exit,50000.0,0.5,250.0,172.0,172.0,172.0,17166.0,0.34332,8.75,35.0,17.5,2.5,15.0,2020-04-15 12:50:00-04:00,8582.75,8577.471510329213,7.821428571428571,67.25,8.598173515981735,0.6748753916988158,-0.0318346076146554,-0.0040701781425130186
56,2020-04-16,long,2,2020-04-16 10:50:00-04:00,8700.0,8646.0,8808.0,2020-04-16 12:31:00-04:00,8645.75,stop,50000.0,0.5,250.0,111.0,222.0,222.0,34800.0,0.696,-54.25,-217.0,-217.0,5.0,-222.0,2020-04-16 10:49:00-04:00,8699.5,8626.186113907175,12.035714285714286,51.0,4.237388724035608,6.091361455783659,1.0356477190107398,0.0860478816982217
57,2020-04-20,long,1,2020-04-20 10:26:00-04:00,8791.0,8729.0,8915.0,2020-04-20 15:05:00-04:00,8728.75,stop,50000.0,0.5,250.0,127.0,127.0,127.0,17582.0,0.35164,-62.25,-249.0,-124.5,2.5,-127.0,2020-04-20 10:25:00-04:00,8791.25,8764.682929638228,10.321428571428571,55.0,5.328719723183391,2.5739722149814184,0.2152353990040865,0.020853256650914954
58,2020-04-22,long,2,2020-04-22 10:41:00-04:00,8598.75,8541.0,8714.25,2020-04-22 16:00:00-04:00,8641.25,time_exit,50000.0,0.5,250.0,118.5,237.0,237.0,34395.0,0.6879,42.5,170.0,170.0,5.0,165.0,2020-04-22 10:40:00-04:00,8599.0,8511.589431358532,11.303571428571429,56.5,4.998420221169036,7.73300449276808,1.0108447719048854,0.08942702563455542
59,2020-04-23,long,1,2020-04-23 10:20:00-04:00,8747.0,8661.25,8918.5,2020-04-23 12:45:00-04:00,8661.0,stop,50000.0,0.5,250.0,174.5,174.5,174.5,17494.0,0.34988,-86.0,-344.0,-172.0,2.5,-174.5,2020-04-23 10:19:00-04:00,8746.75,8653.144239789475,8.642857142857142,82.25,9.516528925619836,10.83041853675493,1.7193284853474324,0.1989305685525955
60,2020-04-27,long,2,2020-04-27 09:58:00-04:00,8860.5,8819.0,8943.5,2020-04-27 10:59:00-04:00,8818.75,stop,50000.0,0.5,250.0,86.0,172.0,172.0,35442.0,0.70884,-41.75,-167.0,-167.0,5.0,-172.0,2020-04-27 09:57:00-04:00,8860.5,8836.246888119114,9.660714285714286,39.75,4.11460258780037,2.5104884756554435,0.31088588475358847,0.03218042429981692
61,2020-04-29,long,1,2020-04-29 09:48:00-04:00,8876.75,8815.5,8999.25,2020-04-29 15:22:00-04:00,8999.0,target,50000.0,0.5,250.0,125.5,125.5,125.5,17753.5,0.35507,122.25,489.0,244.5,2.5,242.0,2020-04-29 09:47:00-04:00,8877.25,8828.399299074486,13.267857142857142,53.0,3.9946164199192467,3.6818832460683195,1.3987387128581759,0.10542310621811285
62,2020-05-01,long,1,2020-05-01 10:01:00-04:00,8845.75,8779.5,8978.25,2020-05-01 11:30:00-04:00,8779.25,stop,50000.0,0.5,250.0,135.5,135.5,135.5,17691.5,0.35383,-66.5,-266.0,-133.0,2.5,-135.5,2020-05-01 10:00:00-04:00,8845.0,8799.311035204519,13.803571428571429,62.75,4.545924967658474,3.3099379411991623,0.8659886166642536,0.06273656213867813
63,2020-05-04,long,2,2020-05-04 09:51:00-04:00,8692.75,8650.0,8778.25,2020-05-04 11:40:00-04:00,8778.0,target,50000.0,0.5,250.0,88.5,177.0,177.0,34771.0,0.69542,85.25,341.0,341.0,5.0,336.0,2020-05-04 09:50:00-04:00,8692.25,8645.352437722973,13.053571428571429,36.75,2.8153214774281805,3.5926997093207897,1.0907476570064318,0.08355932803332446
64,2020-05-05,long,2,2020-05-05 09:49:00-04:00,8944.0,8894.5,9043.0,2020-05-05 15:37:00-04:00,8894.25,stop,50000.0,0.5,250.0,102.0,204.0,204.0,35776.0,0.71552,-49.75,-199.0,-199.0,5.0,-204.0,2020-05-05 09:48:00-04:00,8944.5,8883.353315736773,9.035714285714286,47.75,5.284584980237153,6.7672219737958885,1.412359880103395,0.15630860333160101
65,2020-05-06,long,1,2020-05-06 10:46:00-04:00,9038.0,8971.75,9170.5,2020-05-06 15:49:00-04:00,8971.5,stop,50000.0,0.5,250.0,135.5,135.5,135.5,18076.0,0.36152,-66.5,-266.0,-133.0,2.5,-135.5,2020-05-06 10:45:00-04:00,9038.0,8973.391763266754,8.678571428571429,57.25,6.5967078189300405,7.444570487781383,1.3797965630819817,0.15898890438804728
66,2020-05-08,long,1,2020-05-08 10:20:00-04:00,9177.75,9115.5,9302.25,2020-05-08 16:00:00-04:00,9216.5,time_exit,50000.0,0.5,250.0,127.5,127.5,127.5,18355.5,0.36711,38.75,155.0,77.5,2.5,75.0,2020-05-08 10:19:00-04:00,9177.25,9173.302680790413,7.571428571428571,52.75,6.966981132075472,0.5213440465491692,-0.1473679123682814,-0.01946368653920698
