trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,signal_time,close,continuous_session_vwap,atr_14,or_width,or_width_atr_ratio,price_vwap_distance_atr,continuous_vwap_slope_5,continuous_vwap_slope_5_atr
13,2019-06-18,long,1,2019-06-18 09:49:00-04:00,7678.5,7597.5,7840.5,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,0.5,250.0,165.0,165.0,165.0,15357.0,0.30714,-40.25,-161.0,-80.5,2.5,-83.0,2019-06-18 09:48:00-04:00,7678.5,7601.841078600115,12.25,78.5,6.408163265306122,6.25787113468449,6.057565593318941,0.4944951504750156
14,2019-06-24,long,6,2019-06-24 21:02:00-04:00,7779.25,7761.5,7814.75,2019-06-24 22:02:00-04:00,7761.25,stop,50000.0,0.5,250.0,38.5,231.0,231.0,93351.0,1.86702,-18.0,-72.0,-216.0,15.0,-231.0,2019-06-24 21:01:00-04:00,7778.0,7765.292061986084,1.4642857142857142,15.0,10.24390243902439,8.678591814381479,0.8211964318852552,0.5608170754338329
15,2019-06-27,long,4,2019-06-27 09:57:00-04:00,7699.5,7673.75,7751.0,2019-06-27 11:18:00-04:00,7673.5,stop,50000.0,0.5,250.0,54.5,218.0,218.0,61596.0,1.23192,-26.0,-104.0,-208.0,10.0,-218.0,2019-06-27 09:56:00-04:00,7699.25,7681.952700790426,5.321428571428571,24.25,4.557046979865772,3.2504991803225924,0.9504649693781175,0.17861086672877377
16,2019-07-02,long,5,2019-07-02 10:30:00-04:00,7799.0,7777.0,7843.0,2019-07-02 11:40:00-04:00,7776.75,stop,50000.0,0.5,250.0,47.0,235.0,235.0,77990.0,1.5598,-22.25,-89.0,-222.5,12.5,-235.0,2019-07-02 10:29:00-04:00,7798.5,7785.261655566127,3.3214285714285716,19.75,5.946236559139785,3.9857381091230395,0.41677589486971556,0.12548091458443048
17,2019-07-04,long,13,2019-07-04 10:55:00-04:00,7903.25,7895.25,7919.25,2019-07-04 21:58:00-04:00,7895.0,stop,50000.0,0.5,250.0,19.0,247.0,247.0,205484.5,4.10969,-8.25,-33.0,-214.5,32.5,-247.0,2019-07-04 10:54:00-04:00,7902.5,7891.011973515342,1.2857142857142858,4.5,3.4999999999999996,8.935131710289472,0.31790742597968347,0.24726133131753156
18,2019-07-09,long,3,2019-07-09 10:01:00-04:00,7803.0,7765.25,7878.5,2019-07-09 16:00:00-04:00,7847.5,time_exit,50000.0,0.5,250.0,78.5,235.5,235.5,46818.0,0.93636,44.5,178.0,267.0,7.5,259.5,2019-07-09 10:00:00-04:00,7802.75,7776.618787500697,4.660714285714286,33.75,7.241379310344827,5.606696934716314,1.377263632557515,0.29550484070199556
19,2019-07-10,long,2,2019-07-10 09:49:00-04:00,7942.25,7887.0,8052.75,2019-07-10 11:18:00-04:00,7886.75,stop,50000.0,0.5,250.0,113.5,227.0,227.0,31769.0,0.63538,-55.5,-222.0,-222.0,5.0,-227.0,2019-07-10 09:48:00-04:00,7942.0,7884.733038860094,7.821428571428571,43.5,5.561643835616438,7.32180325076424,4.735639315751541,0.6054698668540783
20,2019-07-12,long,5,2019-07-12 09:46:00-04:00,7944.25,7924.25,7984.25,2019-07-12 10:44:00-04:00,7924.0,stop,50000.0,0.5,250.0,43.0,215.0,215.0,79442.5,1.58885,-20.25,-81.0,-202.5,12.5,-215.0,2019-07-12 09:45:00-04:00,7943.75,7934.158109667535,4.821428571428571,17.75,3.6814814814814816,1.989429105992652,0.4997127904634908,0.10364413431835366
21,2019-07-15,long,5,2019-07-15 15:01:00-04:00,7987.0,7966.5,8028.0,2019-07-15 16:00:00-04:00,7986.75,time_exit,50000.0,0.5,250.0,44.0,220.0,220.0,79870.0,1.5974,-0.25,-1.0,-2.5,12.5,-15.0,2019-07-15 15:00:00-04:00,7986.75,7971.396705541185,1.5892857142857142,17.5,11.011235955056181,9.660499884198247,0.19884579285826476,0.12511645393329018
22,2019-07-18,long,2,2019-07-18 10:22:00-04:00,7905.5,7863.25,7990.0,2019-07-18 11:21:00-04:00,7863.0,stop,50000.0,0.5,250.0,87.5,175.0,175.0,31622.0,0.63244,-42.5,-170.0,-170.0,5.0,-175.0,2019-07-18 10:21:00-04:00,7905.25,7876.101661995377,3.75,38.0,10.133333333333333,7.772890134566114,1.049667727711494,0.2799113940563984
23,2019-07-22,long,4,2019-07-22 09:48:00-04:00,7901.75,7875.0,7955.25,2019-07-22 16:00:00-04:00,7917.75,time_exit,50000.0,0.5,250.0,56.5,226.0,226.0,63214.0,1.26428,16.0,64.0,128.0,10.0,118.0,2019-07-22 09:47:00-04:00,7901.25,7870.436383873053,5.857142857142857,25.0,4.2682926829268295,5.260861289966515,1.675065616660504,0.2859868126005739
24,2019-07-24,long,3,2019-07-24 09:47:00-04:00,7971.75,7938.0,8039.25,2019-07-24 16:05:00-04:00,8039.0,target,50000.0,0.5,250.0,70.5,211.5,211.5,47830.5,0.95661,67.25,269.0,403.5,7.5,396.0,2019-07-24 09:46:00-04:00,7971.75,7950.088486642622,4.571428571428571,29.0,6.34375,4.738456046926387,1.0039727820430926,0.2196190460719265
25,2019-07-25,long,3,2019-07-25 20:25:00-04:00,8000.0,7961.75,8076.5,2019-07-25 20:25:00-04:00,7997.75,time_exit,50000.0,0.5,250.0,79.5,238.5,238.5,48000.0,0.96,-2.25,-9.0,-13.5,7.5,-21.0,2019-07-25 20:24:00-04:00,7999.75,7993.621744994294,1.1071428571428572,36.5,32.96774193548387,5.535198069669751,0.34783121861255495,0.3141701329403722
26,2019-08-01,long,1,2019-08-01 09:51:00-04:00,7931.5,7867.0,8060.5,2019-08-01 13:40:00-04:00,7866.75,stop,50000.0,0.5,250.0,132.0,132.0,132.0,15863.0,0.31726,-64.75,-259.0,-129.5,2.5,-132.0,2019-08-01 09:50:00-04:00,7931.0,7878.6728597237925,7.339285714285714,59.75,8.141119221411191,7.129732008437031,2.6591557728543194,0.3623180615081311
27,2019-08-06,long,2,2019-08-06 10:04:00-04:00,7530.5,7489.25,7613.0,2019-08-06 10:14:00-04:00,7489.0,stop,50000.0,0.5,250.0,85.5,171.0,171.0,30122.0,0.60244,-41.5,-166.0,-166.0,5.0,-171.0,2019-08-06 10:03:00-04:00,7530.25,7418.336751122786,9.232142857142858,38.75,4.197292069632495,12.122131406429352,4.427535157313287,0.4795782762273579
28,2019-08-13,long,1,2019-08-13 09:46:00-04:00,7655.5,7554.75,7857.0,2019-08-13 16:00:00-04:00,7740.25,time_exit,50000.0,0.5,250.0,204.5,204.5,204.5,15311.0,0.30622,84.75,339.0,169.5,2.5,167.0,2019-08-13 09:45:00-04:00,7656.25,7564.665696989075,17.428571428571427,75.75,4.346311475409837,5.2548370580039165,5.100815176540891,0.2926697232441495
29,2019-08-15,long,1,2019-08-15 21:02:00-04:00,7537.75,7460.5,7692.25,2019-08-15 21:02:00-04:00,7536.0,time_exit,50000.0,0.5,250.0,157.5,157.5,157.5,15075.5,0.30151,-1.75,-7.0,-3.5,2.5,-6.0,2019-08-15 21:01:00-04:00,7537.5,7518.84773383422,3.3392857142857144,74.75,22.385026737967912,5.585705375848562,0.7350053675463641,0.22010855926522133
30,2019-08-19,long,4,2019-08-19 11:43:00-04:00,7746.0,7716.5,7805.0,2019-08-19 16:48:00-04:00,7716.25,stop,50000.0,0.5,250.0,62.0,248.0,248.0,61968.0,1.23936,-29.75,-119.0,-238.0,10.0,-248.0,2019-08-19 11:42:00-04:00,7745.75,7704.821653679874,3.1785714285714284,28.0,8.808988764044944,12.876333673747622,0.6387313804925725,0.20094919835721384
31,2019-08-21,long,3,2019-08-21 18:16:00-04:00,7766.25,7730.0,7838.75,2019-08-21 18:16:00-04:00,7777.5,time_exit,50000.0,0.5,250.0,75.5,226.5,226.5,46597.5,0.93195,11.25,45.0,67.5,7.5,60.0,2019-08-21 18:15:00-04:00,7766.5,7761.730667627282,1.75,35.25,20.142857142857142,2.7253327844103166,4.402868148115886,2.5159246560662205
32,2019-08-27,long,4,2019-08-27 09:49:00-04:00,7647.0,7617.5,7706.0,2019-08-27 10:23:00-04:00,7617.25,stop,50000.0,0.5,250.0,62.0,248.0,248.0,61176.0,1.22352,-29.75,-119.0,-238.0,10.0,-248.0,2019-08-27 09:48:00-04:00,7647.0,7597.196995569935,7.321428571428571,24.0,3.278048780487805,6.802361580691792,2.3009516988140604,0.31427632959411556
33,2019-08-29,long,3,2019-08-29 09:47:00-04:00,7718.25,7683.0,7788.75,2019-08-29 10:37:00-04:00,7682.75,stop,50000.0,0.5,250.0,73.5,220.5,220.5,46309.5,0.92619,-35.5,-142.0,-213.0,7.5,-220.5,2019-08-29 09:46:00-04:00,7717.75,7655.30204505263,7.107142857142857,33.75,4.748743718592965,8.786646927268128,3.813547141971867,0.5365794973628758
34,2019-09-03,long,2,2019-09-03 09:52:00-04:00,7670.5,7627.0,7757.5,2019-09-03 10:04:00-04:00,7626.75,stop,50000.0,0.5,250.0,90.0,180.0,180.0,30682.0,0.61364,-43.75,-175.0,-175.0,5.0,-180.0,2019-09-03 09:51:00-04:00,7670.5,7636.271430946321,9.125,41.5,4.5479452054794525,3.751076060677169,1.3877657859338797,0.1520839217461786
35,2019-09-05,long,3,2019-09-05 09:46:00-04:00,7833.5,7803.5,7893.5,2019-09-05 16:00:00-04:00,7860.0,time_exit,50000.0,0.5,250.0,63.0,189.0,189.0,47001.0,0.94002,26.5,106.0,159.0,7.5,151.5,2019-09-05 09:45:00-04:00,7833.0,7801.28521531887,5.803571428571429,27.25,4.695384615384615,5.464701360440925,1.988467794159078,0.34262829683971807
36,2019-09-11,long,3,2019-09-11 09:49:00-04:00,7849.75,7810.5,7928.25,2019-09-11 19:22:00-04:00,7928.0,target,50000.0,0.5,250.0,81.5,244.5,244.5,47098.5,0.94197,78.25,313.0,469.5,7.5,462.0,2019-09-11 09:48:00-04:00,7849.0,7822.945410306292,8.267857142857142,37.25,4.505399568034558,3.1513110644657982,1.4809601864790238,0.17912261434735494
37,2019-09-12,long,2,2019-09-12 10:11:00-04:00,7972.0,7924.0,8068.0,2019-09-12 10:51:00-04:00,7923.75,stop,50000.0,0.5,250.0,99.0,198.0,198.0,31888.0,0.63776,-48.25,-193.0,-193.0,5.0,-198.0,2019-09-12 10:10:00-04:00,7972.25,7933.943506254815,8.267857142857142,32.5,3.9308855291576674,4.633182828791327,1.4752329078391995,0.17842989814037835
38,2019-09-16,long,3,2019-09-16 09:53:00-04:00,7887.0,7855.0,7951.0,2019-09-16 11:59:00-04:00,7854.75,stop,50000.0,0.5,250.0,67.0,201.0,201.0,47322.0,0.94644,-32.25,-129.0,-193.5,7.5,-201.0,2019-09-16 09:52:00-04:00,7887.0,7851.894099127034,7.25,30.0,4.137931034482759,4.842193223857411,1.695831549896866,0.2339077999857746
39,2019-09-18,long,5,2019-09-18 15:36:00-04:00,7905.75,7885.25,7946.75,2019-09-18 22:39:00-04:00,7885.0,stop,50000.0,0.5,250.0,44.0,220.0,220.0,79057.5,1.58115,-20.75,-83.0,-207.5,12.5,-220.0,2019-09-18 15:35:00-04:00,7905.0,7875.96769992778,5.196428571428571,17.5,3.3676975945017182,5.586971835203867,1.1107796965306989,0.21375829211587333
40,2019-09-19,long,2,2019-09-19 10:03:00-04:00,7965.5,7923.75,8049.0,2019-09-19 12:29:00-04:00,7923.5,stop,50000.0,0.5,250.0,86.5,173.0,173.0,31862.0,0.63724,-42.0,-168.0,-168.0,5.0,-173.0,2019-09-19 10:02:00-04:00,7965.25,7916.8572542985075,4.410714285714286,39.25,8.898785425101215,10.97163465296995,1.5349893760039777,0.3480137856527237
41,2019-09-24,long,4,2019-09-24 09:56:00-04:00,7893.0,7865.75,7947.5,2019-09-24 10:15:00-04:00,7865.5,stop,50000.0,0.5,250.0,57.5,230.0,230.0,63144.0,1.26288,-27.5,-110.0,-220.0,10.0,-230.0,2019-09-24 09:55:00-04:00,7893.0,7878.623012878045,4.053571428571429,22.5,5.5506607929515415,3.546745721715696,0.3696258596783082,0.09118523410566193
42,2019-10-01,long,2,2019-10-01 09:48:00-04:00,7839.0,7793.5,7930.0,2019-10-01 10:05:00-04:00,7793.25,stop,50000.0,0.5,250.0,94.0,188.0,188.0,31356.0,0.62712,-45.75,-183.0,-183.0,5.0,-188.0,2019-10-01 09:47:00-04:00,7838.75,7807.330623430473,5.660714285714286,44.0,7.772870662460568,5.5504261447745264,1.8979662368483332,0.33528741092588854
43,2019-10-03,long,2,2019-10-03 11:07:00-04:00,7588.75,7548.5,7669.25,2019-10-03 16:00:00-04:00,7655.75,time_exit,50000.0,0.5,250.0,83.5,167.0,167.0,30355.0,0.6071,67.0,268.0,268.0,5.0,263.0,2019-10-03 11:06:00-04:00,7588.5,7547.779130595296,10.107142857142858,37.0,3.6607773851590104,4.028919941101455,1.1264973790175645,0.11145557106887563
44,2019-10-04,long,3,2019-10-04 09:59:00-04:00,7715.5,7681.75,7783.0,2019-10-04 16:00:00-04:00,7759.0,time_exit,50000.0,0.5,250.0,70.5,211.5,211.5,46293.0,0.92586,43.5,174.0,261.0,7.5,253.5,2019-10-04 09:58:00-04:00,7715.0,7667.932748962716,8.035714285714286,30.25,3.764444444444444,5.857257906862036,1.788444447694019,0.22256197571303343
45,2019-10-07,long,3,2019-10-07 10:11:00-04:00,7757.5,7727.25,7818.0,2019-10-07 16:00:00-04:00,7736.5,time_exit,50000.0,0.5,250.0,63.5,190.5,190.5,46545.0,0.9309,-21.0,-84.0,-126.0,7.5,-133.5,2019-10-07 10:10:00-04:00,7757.25,7738.476761255414,5.803571428571429,29.0,4.996923076923077,3.234773445220937,0.6366531028625104,0.10970022695477102
46,2019-10-10,long,4,2019-10-10 09:49:00-04:00,7718.0,7690.0,7774.0,2019-10-10 10:57:00-04:00,7773.75,target,50000.0,0.5,250.0,59.0,236.0,236.0,61744.0,1.23488,55.75,223.0,446.0,10.0,436.0,2019-10-10 09:48:00-04:00,7717.5,7669.971395275086,7.125,24.25,3.4035087719298245,6.670681364900175,0.7614829762378577,0.10687480368250633
47,2019-10-11,long,3,2019-10-11 09:46:00-04:00,7872.25,7842.25,7932.25,2019-10-11 12:32:00-04:00,7842.0,stop,50000.0,0.5,250.0,63.0,189.0,189.0,47233.5,0.94467,-30.25,-121.0,-181.5,7.5,-189.0,2019-10-11 09:45:00-04:00,7871.75,7826.64759685355,4.803571428571429,24.25,5.048327137546468,9.38934786691903,2.3715375959500307,0.49370299395242273
48,2019-10-14,long,3,2019-10-14 10:09:00-04:00,7870.5,7835.5,7940.5,2019-10-14 16:00:00-04:00,7850.25,time_exit,50000.0,0.5,250.0,73.0,219.0,219.0,47223.0,0.94446,-20.25,-81.0,-121.5,7.5,-129.0,2019-10-14 10:08:00-04:00,7870.0,7849.51150730395,4.875,29.5,6.051282051282051,4.202767732523148,0.4699923541302269,0.09640868802671321
49,2019-10-15,long,3,2019-10-15 10:03:00-04:00,7901.75,7871.25,7962.75,2019-10-15 13:45:00-04:00,7962.5,target,50000.0,0.5,250.0,64.0,192.0,192.0,47410.5,0.94821,60.75,243.0,364.5,7.5,357.0,2019-10-15 10:02:00-04:00,7901.5,7886.026621492064,3.5,29.0,8.285714285714286,4.420965287981744,0.515947923119711,0.14741369231991744
50,2019-10-23,long,3,2019-10-23 09:47:00-04:00,7887.25,7852.5,7956.75,2019-10-23 16:00:00-04:00,7897.5,time_exit,50000.0,0.5,250.0,72.5,217.5,217.5,47323.5,0.94647,10.25,41.0,61.5,7.5,54.0,2019-10-23 09:46:00-04:00,7887.0,7852.291033801051,6.75,31.5,4.666666666666667,5.14206906651102,2.0417601776825904,0.3024829892863097
51,2019-10-24,long,5,2019-10-24 11:30:00-04:00,7963.25,7942.0,8005.75,2019-10-24 12:16:00-04:00,7941.75,stop,50000.0,0.5,250.0,45.5,227.5,227.5,79632.5,1.59265,-21.5,-86.0,-215.0,12.5,-227.5,2019-10-24 11:29:00-04:00,7963.25,7937.480048500882,2.7142857142857144,18.75,6.907894736842105,9.494192657569855,0.5490824753705965,0.2022935435575882
52,2019-10-25,long,3,2019-10-25 09:50:00-04:00,7958.75,7928.75,8018.75,2019-10-25 11:14:00-04:00,8018.5,target,50000.0,0.5,250.0,63.0,189.0,189.0,47752.5,0.95505,59.75,239.0,358.5,7.5,351.0,2019-10-25 09:49:00-04:00,7958.5,7938.988072913516,5.089285714285714,28.75,5.649122807017544,3.833922515239024,0.8487457035926127,0.1667710856181976
53,2019-10-28,long,4,2019-10-28 10:17:00-04:00,8099.75,8073.75,8151.75,2019-10-28 16:00:00-04:00,8114.5,time_exit,50000.0,0.5,250.0,55.0,220.0,220.0,64798.0,1.29596,14.75,59.0,118.0,10.0,108.0,2019-10-28 10:16:00-04:00,8099.5,8076.715167844068,3.4642857142857144,24.0,6.927835051546391,6.577064952227862,1.0947292491646294,0.316004319346491
54,2019-10-31,long,3,2019-10-31 22:25:00-04:00,8120.5,8090.25,8181.0,2019-10-31 22:25:00-04:00,8119.75,time_exit,50000.0,0.5,250.0,63.5,190.5,190.5,48723.0,0.97446,-0.75,-3.0,-4.5,7.5,-12.0,2019-10-31 22:24:00-04:00,8120.0,8101.301632118179,1.1964285714285714,27.75,23.19402985074627,15.628486587790318,1.0790502446070604,0.9018927417611252
55,2019-11-01,long,5,2019-11-01 09:54:00-04:00,8138.25,8117.0,8180.75,2019-11-01 12:11:00-04:00,8116.75,stop,50000.0,0.5,250.0,45.5,227.5,227.5,81382.5,1.62765,-21.5,-86.0,-215.0,12.5,-227.5,2019-11-01 09:53:00-04:00,8137.75,8118.402597277017,4.267857142857143,18.0,4.217573221757322,4.533282646389353,0.9114324090587616,0.21355738454933323
56,2019-11-04,long,3,2019-11-04 18:35:00-05:00,8243.75,8212.75,8305.75,2019-11-04 18:35:00-05:00,8238.75,time_exit,50000.0,0.5,250.0,65.0,195.0,195.0,49462.5,0.98925,-5.0,-20.0,-30.0,7.5,-37.5,2019-11-04 18:34:00-05:00,8243.5,8227.112388669879,3.5357142857142856,20.5,5.7979797979797985,4.634879972155496,10.993238717634085,3.1091988292298423
57,2019-11-07,long,3,2019-11-07 10:16:00-05:00,8264.25,8233.5,8325.75,2019-11-07 14:44:00-05:00,8233.25,stop,50000.0,0.5,250.0,64.5,193.5,193.5,49585.5,0.99171,-31.0,-124.0,-186.0,7.5,-193.5,2019-11-07 10:15:00-05:00,8264.25,8239.639618024332,3.4642857142857144,26.75,7.721649484536083,7.104027786790801,0.9880006127332308,0.2851960531601079
58,2019-11-08,long,4,2019-11-08 10:44:00-05:00,8233.5,8205.5,8289.5,2019-11-08 16:00:00-05:00,8261.25,time_exit,50000.0,0.5,250.0,59.0,236.0,236.0,65868.0,1.31736,27.75,111.0,222.0,10.0,212.0,2019-11-08 10:43:00-05:00,8233.25,8217.272025265114,3.0892857142857144,26.75,8.658959537572255,5.172061185858961,0.286880784897221,0.09286314424418715
59,2019-11-12,long,5,2019-11-12 10:01:00-05:00,8275.0,8251.5,8322.0,2019-11-12 14:50:00-05:00,8251.25,stop,50000.0,0.5,250.0,50.0,250.0,250.0,82750.0,1.655,-23.75,-95.0,-237.5,12.5,-250.0,2019-11-12 10:00:00-05:00,8274.5,8258.533476892386,2.857142857142857,20.0,7.0,5.588283087664967,0.6715082787468418,0.23502789756139464
60,2019-11-13,long,4,2019-11-13 10:21:00-05:00,8266.25,8236.75,8325.25,2019-11-13 16:00:00-05:00,8269.75,time_exit,50000.0,0.5,250.0,62.0,248.0,248.0,66130.0,1.3226,3.5,14.0,28.0,10.0,18.0,2019-11-13 10:20:00-05:00,8265.5,8248.945297507094,3.2142857142857144,26.5,8.244444444444444,5.15035188668173,0.6405142978710501,0.19927111489321558
61,2019-11-15,long,4,2019-11-15 11:02:00-05:00,8317.75,8293.5,8366.25,2019-11-15 16:00:00-05:00,8319.0,time_exit,50000.0,0.5,250.0,51.5,206.0,206.0,66542.0,1.33084,1.25,5.0,10.0,10.0,0.0,2019-11-15 11:01:00-05:00,8317.75,8299.442149195886,2.392857142857143,23.25,9.716417910447761,7.651042127092595,0.3673758322656795,0.15353019855879144
62,2019-11-20,long,6,2019-11-20 09:49:00-05:00,8332.5,8315.25,8367.0,2019-11-20 12:52:00-05:00,8315.0,stop,50000.0,0.5,250.0,37.5,225.0,225.0,99990.0,1.9998,-17.5,-70.0,-210.0,15.0,-225.0,2019-11-20 09:48:00-05:00,8332.25,8313.78632171683,4.714285714285714,15.5,3.2878787878787876,3.916537817642,0.639458883100815,0.13564279338502136
63,2019-11-25,long,3,2019-11-25 09:51:00-05:00,8349.0,8311.25,8424.5,2019-11-25 16:00:00-05:00,8373.25,time_exit,50000.0,0.5,250.0,78.5,235.5,235.5,50094.0,1.00188,24.25,97.0,145.5,7.5,138.0,2019-11-25 09:50:00-05:00,8349.0,8319.396301824212,3.482142857142857,35.75,10.266666666666666,8.501574860739101,1.7422057565090654,0.5003257557154239
64,2019-12-05,long,4,2019-12-05 20:19:00-05:00,8328.75,8303.0,8380.25,2019-12-05 20:19:00-05:00,8328.0,time_exit,50000.0,0.5,250.0,54.5,218.0,218.0,66630.0,1.3326,-0.75,-3.0,-6.0,10.0,-16.0,2019-12-05 20:18:00-05:00,8328.0,8321.1224328594,1.4464285714285714,23.75,16.419753086419753,4.754861233007511,0.49187890671601053,0.3400644293345258
65,2019-12-06,long,5,2019-12-06 09:46:00-05:00,8389.5,8367.25,8434.0,2019-12-06 16:00:00-05:00,8397.25,time_exit,50000.0,0.5,250.0,47.5,237.5,237.5,83895.0,1.6779,7.75,31.0,77.5,12.5,65.0,2019-12-06 09:45:00-05:00,8389.0,8350.61322567952,5.75,17.0,2.9565217391304346,6.67596075138768,1.6971817834673857,0.2951620492986758
66,2019-12-10,long,3,2019-12-10 10:09:00-05:00,8372.25,8338.5,8439.75,2019-12-10 16:00:00-05:00,8359.5,time_exit,50000.0,0.5,250.0,70.5,211.5,211.5,50233.5,1.00467,-12.75,-51.0,-76.5,7.5,-84.0,2019-12-10 10:08:00-05:00,8371.75,8350.495386387225,5.321428571428571,31.5,5.919463087248323,3.994155578239569,0.503921248984625,0.09469661054744631
