session_date,daily_pnl_usd,daily_trade_count,equity,peak_equity,drawdown_usd,drawdown_pct
2019-05-07,57.5,1.0,50057.5,50057.5,0.0,0.0
2019-05-09,-136.0,1.0,49921.5,50057.5,-136.0,-0.002716875593067972
2019-05-13,69.0,1.0,49990.5,50057.5,-67.0,-0.0013384607701143684
2019-05-20,-55.5,1.0,49935.0,50057.5,-122.5,-0.0024471857364031365
2019-06-03,119.5,1.0,50054.5,50057.5,-3.0,-5.993107925885232e-05
2019-06-18,0.0,0.0,50054.5,50057.5,-3.0,-5.993107925885232e-05
2019-08-02,34.0,1.0,50088.5,50088.5,0.0,0.0
2019-08-06,-93.5,1.0,49995.0,50088.5,-93.5,-0.001866695948171736
2019-08-07,198.0,1.0,50193.0,50193.0,0.0,0.0
2019-08-13,-73.5,1.0,50119.5,50193.0,-73.5,-0.001464347618193772
2019-08-14,201.0,1.0,50320.5,50320.5,0.0,0.0
2019-08-23,-125.0,1.0,50195.5,50320.5,-125.0,-0.0024840770660068956
2019-09-03,-2.5,1.0,50193.0,50320.5,-127.5,-0.002533758607327034
2019-10-03,-153.5,1.0,50039.5,50320.5,-281.0,-0.005584205244383501
2019-10-04,69.0,1.0,50108.5,50320.5,-212.0,-0.0042129947039476956
2019-12-12,-28.5,1.0,50080.0,50320.5,-240.5,-0.0047793642749972675
2019-12-13,-7.5,1.0,50072.5,50320.5,-248.0,-0.004928408898957681
2020-01-31,193.5,1.0,50266.0,50320.5,-54.5,-0.0010830576007790065
2020-02-05,-23.5,1.0,50242.5,50320.5,-78.0,-0.0015500640891883029
2020-02-21,36.5,1.0,50279.0,50320.5,-41.5,-0.0008247135859142894
2020-02-25,405.0,1.0,50684.0,50684.0,0.0,0.0
2020-02-26,-277.0,1.0,50407.0,50684.0,-277.0,-0.0054652355773025015
2020-02-27,-248.0,1.0,50159.0,50684.0,-525.0,-0.010358298476836872
2020-03-04,265.0,1.0,50424.0,50684.0,-260.0,-0.005129824007576355
2020-03-05,-168.5,1.0,50255.5,50684.0,-428.5,-0.00845434456633257
2020-03-06,-234.5,1.0,50021.0,50684.0,-663.0,-0.013081051219319706
2020-03-10,-230.5,1.0,49790.5,50684.0,-893.5,-0.017628837502959512
2020-03-11,389.0,1.0,50179.5,50684.0,-504.5,-0.009953831583931812
2020-03-24,-233.5,1.0,49946.0,50684.0,-738.0,-0.014560808144582117
2020-03-27,-255.0,1.0,49691.0,50684.0,-993.0,-0.01959198169047431
2020-03-30,350.0,1.0,50041.0,50684.0,-643.0,-0.012686449372583064
2020-03-31,-163.0,1.0,49878.0,50684.0,-806.0,-0.0159024544234867
2020-04-01,-153.5,1.0,49724.5,50684.0,-959.5,-0.018931023597190434
2020-04-02,176.0,1.0,49900.5,50684.0,-783.5,-0.015458527345907979
2020-04-03,94.0,1.0,49994.5,50684.0,-689.5,-0.013603898666245758
2020-04-06,437.0,1.0,50431.5,50684.0,-252.5,-0.004981848315050114
2020-04-07,223.0,1.0,50654.5,50684.0,-29.5,-0.0005820377239365481
2020-04-08,-208.0,1.0,50446.5,50684.0,-237.5,-0.004685896929997632
2020-04-09,-18.0,1.0,50428.5,50684.0,-255.5,-0.005041038592060611
2020-04-13,-171.0,1.0,50257.5,50684.0,-426.5,-0.008414884381658907
2020-04-14,141.5,1.0,50399.0,50684.0,-285.0,-0.005623076315997159
2020-04-16,-162.5,1.0,50236.5,50684.0,-447.5,-0.00882921632073238
2020-04-17,-100.5,1.0,50136.0,50684.0,-548.0,-0.010812090600584011
2020-04-20,-127.0,1.0,50009.0,50684.0,-675.0,-0.013317812327361692
2020-04-21,174.5,1.0,50183.5,50684.0,-500.5,-0.009874911214584484
2020-04-22,82.5,1.0,50266.0,50684.0,-418.0,-0.008247178596795832
2020-04-23,-174.5,1.0,50091.5,50684.0,-592.5,-0.01169007970957304
2020-04-27,-103.0,1.0,49988.5,50684.0,-695.5,-0.013722279220266751
