scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,40427.5,0.8885241043724983,0.8618900823882352,1.1909763638553819,36.51987353206865,-8354.0,1107,1107,0.6336576989124213,-750.0,8,9.0,320.0,0.0,436.0,False,-541.5
is,11601.5,0.3650968596719964,0.3475782524717596,1.0734202449134576,14.854673495518567,-8354.0,781,781,0.6391162029459901,-750.0,8,19.0,320.0,0.0,436.0,False,-541.5
oos,28826.0,2.1094191785308154,2.1500604011103985,1.5370620511052941,88.42331288343559,-5934.5,326,326,0.6209523809523809,-744.0,7,3.0,112.0,0.0,42.0,True,1016.0
