symbol,dataset_path,resampled_dataset_path,variant_name,box_lookback,compression_threshold,target_r,is_sessions,oos_sessions,overall_total_trades,overall_net_pnl,overall_profit_factor,overall_sharpe_ratio,overall_max_drawdown,overall_win_rate,overall_average_trade,overall_expectancy,overall_median_holding_minutes,overall_time_in_market_pct,is_total_trades,is_net_pnl,is_profit_factor,is_sharpe_ratio,oos_total_trades,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio,oos_max_drawdown,oos_win_rate,oos_average_trade,oos_expectancy,oos_median_holding_minutes,oos_time_in_market_pct,oos_top_5_day_contribution_pct
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\volatility_compression_expansion_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,vceb_n8_ct20_tr1p8,8,20.0,1.8,1222,525,777,-1790.9354166662279,0.819524883719261,-0.8798768326202678,-2241.102083333113,0.36936936936936937,-2.3049361861856212,-2.3049361861856212,30.0,0.03681769480281215,563,-1269.9854166663458,0.8194001860531669,-0.8910550898139559,214,-520.949999999882,0.8198281545528597,-0.8537721947075897,-997.7604166665769,0.38317757009345793,-2.434345794391972,-2.434345794391972,30.0,0.03301587301587302,-0.7923265188599622
M2K,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\M2K_c_0_1m_20260322_134808.parquet,data\exports\volatility_compression_expansion_20260328_run\data\M2K_c_0_5m_20260322_134808.parquet,vceb_n8_ct20_tr2p2,8,20.0,2.2,1222,525,777,-1679.970833332879,0.8341336086851399,-0.7793982156386893,-2331.1895833331,0.35263835263835264,-2.16212462462404,-2.16212462462404,35.0,0.0393641847562855,563,-1038.0499999996773,0.8551381273295409,-0.6758177478668088,214,-641.9208333332017,0.7833300517552142,-1.0379147933781958,-996.768749999901,0.3598130841121495,-2.9996300623046808,-2.9996300623046808,35.0,0.03557997557997558,-0.6470164415395295
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n12_ct15_tr1p8,12,15.0,1.8,1222,525,652,-1535.364583333328,0.8872840381824894,-0.44905538838037373,-1723.2187499999927,0.37423312883435583,-2.3548536554192148,-2.3548536554192148,35.0,0.03492433916017201,463,-811.7968749999932,0.9084219061216584,-0.3648378620169779,189,-723.5677083333348,0.8478942787227166,-0.614689888187604,-1336.3125000000073,0.3439153439153439,-3.8284005731922477,-3.8284005731922477,30.0,0.03111111111111111,-1.4381860716213755
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n12_ct15_tr2p2,12,15.0,2.2,1222,525,651,-1907.8229166666551,0.8615824407534145,-0.5435562147077491,-2211.052083333321,0.3579109062980031,-2.9306035586277344,-2.9306035586277344,40.0,0.03656818281889833,463,-734.6927083333321,0.9182098604370692,-0.31126311654912653,188,-1173.130208333323,0.7556204126138559,-1.0263225707551065,-1427.4374999999927,0.3191489361702128,-6.240054299645335,-6.240054299645335,35.0,0.03343101343101343,-0.8679236906247194
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n12_ct20_tr1p8,12,20.0,1.8,1222,525,896,-3395.3645833333258,0.8258561806216889,-0.8293521573095272,-3576.5937499999927,0.36941964285714285,-3.789469401041658,-3.789469401041658,40.0,0.049425388578222006,652,-1421.1093749999918,0.8865792066243505,-0.5416723017815899,244,-1974.255208333334,0.7166659814851494,-1.370684085137384,-2099.0677083333358,0.3114754098360656,-8.09120987021858,-8.09120987021858,30.0,0.040293040293040296,-0.5807569837781651
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n12_ct20_tr2p2,12,20.0,2.2,1222,525,895,-3599.197916666658,0.8171630408180819,-0.8510131967888933,-3922.302083333321,0.3564245810055866,-4.021450186219729,-4.021450186219729,40.0,0.05156825620477595,652,-1271.192708333333,0.8997000069861387,-0.4610638133162946,243,-2328.005208333325,0.6679676270349183,-1.6061992163280059,-2450.630208333321,0.29218106995884774,-9.580268347050719,-9.580268347050719,35.0,0.04290598290598291,-0.5248592209442563
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n16_ct15_tr1p8,16,15.0,1.8,1222,525,563,-1404.5156250000127,0.8874312012773541,-0.4175054324972198,-1805.8281250000146,0.3765541740674956,-2.4946991563055287,-2.4946991563055287,45.0,0.03293558187662366,413,-290.45312500000364,0.9653594223153967,-0.12322640965403592,150,-1114.062500000009,0.7277586865215709,-1.1078189880464802,-1138.5625,0.3333333333333333,-7.427083333333394,-7.427083333333394,40.0,0.028107448107448106,-0.7167461430574968
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n16_ct15_tr2p2,16,15.0,2.2,1222,525,561,-1441.203124999995,0.8848340315018639,-0.41695913476851304,-1881.5781249999927,0.37254901960784315,-2.5689895276292245,-2.5689895276292245,45.0,0.033874921110181554,412,-115.45312499999682,0.986232660400034,-0.04713526655369178,149,-1325.7499999999982,0.6788493565480701,-1.32033508104766,-1353.0,0.3221476510067114,-8.897651006711397,-8.897651006711397,45.0,0.028913308913308913,-0.6297378842164835
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n16_ct20_tr1p8,16,20.0,1.8,1222,525,748,-2144.8281250000173,0.8721538970201301,-0.5545478791798528,-2325.3281250000146,0.3783422459893048,-2.8674172794117876,-2.8674172794117876,50.0,0.04498554298210852,555,-892.2656250000091,0.9224880382775111,-0.3329835645373335,193,-1252.5625000000082,0.762110511009554,-1.0553993512440774,-1252.5625000000073,0.32642487046632124,-6.489961139896415,-6.489961139896415,40.0,0.03638583638583639,-0.75335562097699
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n16_ct20_tr2p2,16,20.0,2.2,1222,525,746,-2153.515624999993,0.8723233764248697,-0.5398693650530563,-2484.5156249999927,0.3726541554959786,-2.8867501675603124,-2.8867501675603124,50.0,0.04610100832195852,554,-817.5156249999941,0.9293155274552326,-0.29478402365394163,192,-1335.999999999999,0.7479839660457441,-1.1001222653682687,-1399.625,0.3177083333333333,-6.958333333333329,-6.958333333333329,45.0,0.03731379731379732,-0.7502339071856313
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct15_tr1p8,8,15.0,1.8,1222,525,751,-4914.604166666663,0.6918340953625085,-1.4838284783728282,-5110.6614583333285,0.3249001331557923,-6.544080115401682,-6.544080115401682,25.0,0.03392629122451676,540,-2469.322916666665,0.7628329385634713,-1.1047295898774956,211,-2445.281249999998,0.5583082850006357,-2.2853597241886976,-2593.7552083333285,0.2890995260663507,-11.5890106635071,-11.5890106635071,25.0,0.03045177045177045,-0.3004255645439564
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct15_tr2p2,8,15.0,2.2,1222,525,750,-4544.30208333335,0.7190069176961613,-1.282100563487213,-4879.8697916666715,0.30666666666666664,-6.059069444444467,-6.059069444444467,30.0,0.0360691588510707,539,-2206.7395833333376,0.791346956463928,-0.9103411914672913,211,-2337.5625000000127,0.5822925828202854,-2.0945970069147406,-2559.0781250000073,0.27488151658767773,-11.078495260663567,-11.078495260663567,25.0,0.032405372405372404,-0.36156787251677447
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct20_tr1p8,8,20.0,1.8,1222,525,1028,-6051.947916666666,0.7286438896802973,-1.5636363675768976,-6105.572916666664,0.3433852140077821,-5.887108868352788,-5.887108868352788,30.0,0.04839064770375589,742,-3212.4791666666692,0.7827552017751634,-1.2163470515862327,286,-2839.4687499999964,0.6221716305421287,-2.3191071684665476,-3019.015625,0.32517482517482516,-9.9282124125874,-9.9282124125874,25.0,0.04317460317460318,-0.27119949814556144
MES,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MES_c_0_1m_20260322_135702.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MES_c_0_5m_20260322_135702.parquet,vceb_n8_ct20_tr2p2,8,20.0,2.2,1222,525,1024,-6093.604166666673,0.7296999829036922,-1.5107360969563046,-6142.520833333336,0.3251953125,-5.950785319010423,-5.950785319010423,30.0,0.05136277574743516,740,-2990.3541666666615,0.800087395695327,-1.0737134869310925,284,-3103.250000000012,0.5908996343787,-2.494503398061125,-3293.8281250000146,0.2992957746478873,-10.92693661971835,-10.92693661971835,30.0,0.04581196581196581,-0.26290985257391225
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct15_tr1p8,12,15.0,1.8,2189,939,819,-3675.1416666657883,0.6750747354558885,-1.0596315724207417,-4741.829166665768,0.3553113553113553,-4.48735246235139,-4.48735246235139,40.0,0.029559315364941965,657,-3536.854166665878,0.5651921136342228,-1.8535510790575802,162,-138.28749999991032,0.9564645928024988,-0.09672747759632033,-1066.3624999998647,0.38271604938271603,-0.853626543209323,-0.853626543209323,40.0,0.019101062232052646,-8.006869746005268
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct15_tr2p2,12,15.0,2.2,2189,939,817,-3693.9833333324395,0.6764341020199864,-0.9991616006645795,-4937.308333332425,0.34516523867809057,-4.521399428803476,-4.521399428803476,45.0,0.030879074037641813,655,-3703.0958333325066,0.5491749392555151,-1.9040996235219576,162,9.11250000006703,1.0028454887878584,0.005793907611132714,-1077.962499999885,0.3765432098765432,0.05625000000041376,0.05625000000041376,45.0,0.019988531170639798,143.0727023309072
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct20_tr1p8,12,20.0,1.8,2189,939,1085,-5529.64166666544,0.6420765329446673,-1.3823109299971323,-6104.379166665458,0.3585253456221198,-5.096443932410544,-5.096443932410544,45.0,0.04032641484687521,878,-4554.004166665571,0.5839208012761469,-2.082785413767823,207,-975.6374999998707,0.7833932312986789,-0.5882960518815491,-1497.1124999998428,0.3864734299516908,-4.7132246376805345,-4.7132246376805345,40.0,0.02419376860271429,-1.1348989763104966
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n12_ct20_tr2p2,12,20.0,2.2,2189,939,1080,-5622.333333332081,0.6387599036772238,-1.3390573684605858,-6401.758333332073,0.34629629629629627,-5.205864197529705,-5.205864197529705,45.0,0.041941274837694276,873,-4753.395833332188,0.5691965212926212,-2.1335090432032393,207,-868.9374999998927,0.808189506504995,-0.48888850279870566,-1549.262499999837,0.38164251207729466,-4.197765700482574,-4.197765700482574,45.0,0.02523142459244696,-1.5003955980725228
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct15_tr1p8,16,15.0,1.8,2189,939,709,-3772.233333332456,0.6480516880446784,-1.0942347920781517,-4109.70833333247,0.37376586741889983,-5.320498354488654,-5.320498354488654,55.0,0.029120762017181456,576,-2284.9958333325617,0.685401309109353,-1.2149946735910386,133,-1487.2374999998942,0.5695327339496262,-1.0388130671970308,-1608.0374999998894,0.3609022556390977,-11.182236842104468,-11.182236842104468,45.0,0.015947134157996777,-0.6151673824793034
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct15_tr2p2,16,15.0,2.2,2189,939,707,-3637.141666665773,0.6621215669350374,-1.0086307882891774,-4061.2666666657824,0.3635077793493635,-5.1444719471934555,-5.1444719471934555,60.0,0.030194602924781953,574,-2343.2041666658756,0.6794394441183553,-1.196189308077521,133,-1293.9374999998972,0.6254816476419865,-0.8612414694728788,-1466.6374999999025,0.3609022556390977,-9.728853383457874,-9.728853383457874,50.0,0.016384041943147375,-0.8024344297928503
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct20_tr1p8,16,20.0,1.8,2189,939,943,-4919.833333332192,0.6525331830575407,-1.2758335559511926,-5433.0583333322065,0.3796394485683987,-5.217214563448771,-5.217214563448771,55.0,0.039006656174175355,771,-3261.6458333322976,0.6731886024424177,-1.4439855664570511,172,-1658.1874999998945,0.6032035654996245,-1.0993489024143865,-1869.5374999998967,0.3953488372093023,-9.640624999999387,-9.640624999999387,50.0,0.02086234674094099,-0.5237043458595947
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n16_ct20_tr2p2,16,20.0,2.2,2189,939,941,-4742.141666665495,0.6670521414916581,-1.1706505394759097,-5342.016666665513,0.3698193411264612,-5.039470421536127,-5.039470421536127,60.0,0.040314118958620235,769,-3332.1541666655958,0.668902229490636,-1.4012821742620856,172,-1409.9874999998997,0.6625966528573554,-0.8916850006151089,-1684.6374999999098,0.3953488372093023,-8.197601744185464,-8.197601744185464,50.0,0.021353867999235412,-0.6956799262405282
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n8_ct15_tr1p8,8,15.0,1.8,2189,939,958,-4526.424999999049,0.6307125921016316,-1.2841994484513308,-5184.42499999905,0.3455114822546973,-4.7248695198319925,-4.7248695198319925,30.0,0.031346317791330576,782,-4049.9249999991275,0.5351759262580946,-2.3272213769559973,176,-476.49999999992133,0.8655616293422878,-0.30593017514597526,-1040.5499999999156,0.3977272727272727,-2.7073863636359166,-2.7073863636359166,35.0,0.018500314027470578,-2.3884575026236403
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n8_ct15_tr2p2,8,15.0,2.2,2189,939,953,-4440.274999998966,0.6427464179635498,-1.2000981333448872,-5237.524999998968,0.3273871983210913,-4.659260230848863,-4.659260230848863,35.0,0.033051347629352745,777,-4042.8124999990655,0.5429063388460285,-2.2290075156267317,176,-397.4624999999014,0.8891105337495242,-0.24218503268266237,-1088.4124999998967,0.3806818181818182,-2.258309659090349,-2.258309659090349,37.5,0.019742770541492587,-3.0984474426315782
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n8_ct20_tr1p8,8,20.0,1.8,2189,939,1307,-5082.237499998662,0.6859848236180696,-1.2767641369880673,-5977.937499998676,0.36725325172149964,-3.8884755164488616,-3.8884755164488616,35.0,0.043424978687127025,1049,-4435.587499998794,0.6086498111335553,-2.112723047850254,258,-646.6499999998678,0.8666872825667041,-0.3822815977526917,-1350.2999999998647,0.4108527131782946,-2.506395348836697,-2.506395348836697,35.0,0.026023319953032413,-1.7599938142738876
MGC,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MGC_c_0_1m_20260322_155729.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MGC_c_0_5m_20260322_155729.parquet,vceb_n8_ct20_tr2p2,8,20.0,2.2,2189,939,1296,-4975.995833331913,0.6957771414888848,-1.1868373784097381,-6013.145833331924,0.3487654320987654,-3.839502957817834,-3.839502957817834,40.0,0.04579398649091744,1038,-4355.433333332062,0.6185585707222961,-1.9808800363801171,258,-620.5624999998508,0.8743307724436732,-0.3469727570956198,-1482.9124999998457,0.39147286821705424,-2.40528100775136,-2.40528100775136,35.0,0.027798257830206712,-2.0075334877635833
MNQ,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MNQ_c_0_1m_20260321_094501.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MNQ_c_0_5m_20260321_094501.parquet,vceb_n12_ct15_tr1p8,12,15.0,1.8,1222,525,566,604.6916666666675,1.0316943733456798,0.11301720996167791,-1600.8020833333285,0.42226148409893993,1.0683598351001193,1.0683598351001193,40.0,0.031225690928037807,413,372.1374999999989,1.0302687699213566,0.11167248253865211,153,232.5541666666686,1.0342778004673718,0.11879913499430851,-1339.0562500000015,0.40522875816993464,1.5199618736383569,1.5199618736383569,30.0,0.025177045177045176,6.059878522924716
MNQ,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MNQ_c_0_1m_20260321_094501.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MNQ_c_0_5m_20260321_094501.parquet,vceb_n12_ct15_tr2p2,12,15.0,2.2,1222,525,566,-50.31249999998727,0.997393264151392,-0.009286723582924863,-1710.1437499999884,0.411660777385159,-0.08889134275616124,-0.08889134275616124,45.0,0.032737440007045045,413,399.225000000004,1.0322236627704604,0.11540068141822704,153,-449.53749999999127,0.9349605895739467,-0.23441001001406767,-1563.9562499999956,0.38562091503267976,-2.938153594771185,-2.938153594771185,35.0,0.02695970695970696,-3.188054389233428
MNQ,D:\Business\Trading\VSCODE\algo-trading-intraday-research\data\processed\parquet\MNQ_c_0_1m_20260321_094501.parquet,data\exports\volatility_compression_expansion_20260328_run\data\MNQ_c_0_5m_20260321_094501.parquet,vceb_n12_ct20_tr1p8,12,20.0,1.8,1222,525,752,2729.3916666666664,1.1096891949141898,0.4299545457708066,-1435.7666666666628,0.44148936170212766,3.6295101950354605,3.6295101950354605,40.0,0.04272525795135984,550,2226.6124999999993,1.1425642174850834,0.5821156095938235,202,502.77916666666715,1.054268579254019,0.2083388725184654,-1123.3812499999985,0.40594059405940597,2.48900577557756,2.48900577557756,30.0,0.03399267399267399,3.645437443542967
