trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-17,short,1,2019-05-17 15:05:00-04:00,7544.25,7560.0,7515.9,2019-05-17 15:20:00-04:00,7516.15,target,50000.0,,,34.5,34.5,34.5,15088.5,0.30177,28.100000000000364,112.40000000000146,56.20000000000073,2.5,53.70000000000073,vceb_n16_ct15_tr1p8,2019-05-17 15:00:00-04:00,3,15.0,56.20000000000073,15.0,10.442708333333334,21.0,33.5,-0.5,67.0,-1.0,1.9420289855072463,-0.028985507246376812
2,2019-05-20,short,1,2019-05-20 14:40:00-04:00,7378.5,7396.125,7346.775,2019-05-20 15:40:00-04:00,7396.375,stop,50000.0,,,38.25,38.25,38.25,14757.0,0.29514,-17.875,-71.5,-35.75,2.5,-38.25,vceb_n16_ct15_tr1p8,2019-05-20 14:35:00-04:00,12,60.0,-35.75,14.0,11.755208333333334,23.5,15.25,-23.0,30.5,-46.0,0.7973856209150327,-1.2026143790849673
3,2019-05-21,long,1,2019-05-21 14:30:00-04:00,7483.75,7472.5,7504.0,2019-05-21 14:55:00-04:00,7472.25,stop,50000.0,,,25.5,25.5,25.5,14967.5,0.29935,-11.5,-46.0,-23.0,2.5,-25.5,vceb_n16_ct15_tr1p8,2019-05-21 14:25:00-04:00,5,25.0,-23.0,14.0,7.979166666666667,15.0,1.5,-15.75,3.0,-31.5,0.11764705882352941,-1.2352941176470589
4,2019-05-23,long,1,2019-05-23 15:20:00-04:00,7296.75,7280.625,7325.775,2019-05-23 15:30:00-04:00,7325.525,target,50000.0,,,35.25,35.25,35.25,14593.5,0.29187,28.774999999999636,115.09999999999854,57.54999999999927,2.5,55.04999999999927,vceb_n16_ct15_tr1p8,2019-05-23 15:15:00-04:00,2,10.0,57.54999999999927,15.0,11.109375,21.5,31.0,-0.25,62.0,-0.5,1.7588652482269505,-0.014184397163120567
5,2019-05-29,short,1,2019-05-29 14:35:00-04:00,7215.5,7235.375,7179.725,2019-05-29 15:35:00-04:00,7228.0,time_stop,50000.0,,,42.75,42.75,42.75,14431.0,0.28862,-12.5,-50.0,-25.0,2.5,-27.5,vceb_n16_ct15_tr1p8,2019-05-29 14:30:00-04:00,12,60.0,-25.0,14.0,11.4375,26.5,24.75,-12.25,49.5,-24.5,1.1578947368421053,-0.5730994152046783
6,2019-06-06,long,1,2019-06-06 14:35:00-04:00,7265.5,7251.8125,7290.1375,2019-06-06 15:35:00-04:00,7289.8875,target,50000.0,,,30.375,30.375,30.375,14531.0,0.29062,24.387499999999818,97.54999999999927,48.774999999999636,2.5,46.274999999999636,vceb_n16_ct15_tr1p8,2019-06-06 14:30:00-04:00,12,60.0,48.774999999999636,14.0,8.125,18.25,31.25,-12.0,62.5,-24.0,2.05761316872428,-0.7901234567901234
7,2019-06-07,short,1,2019-06-07 14:50:00-04:00,7422.75,7433.625,7403.175,2019-06-07 15:30:00-04:00,7433.875,stop,50000.0,,,24.75,24.75,24.75,14845.5,0.29691,-11.125,-44.5,-22.25,2.5,-24.75,vceb_n16_ct15_tr1p8,2019-06-07 14:45:00-04:00,8,40.0,-22.25,14.0,8.661458333333334,14.5,4.25,-12.0,8.5,-24.0,0.3434343434343434,-0.9696969696969697
8,2019-06-13,short,1,2019-06-13 14:20:00-04:00,7506.25,7516.375,7488.025,2019-06-13 15:20:00-04:00,7492.0,time_stop,50000.0,,,23.25,23.25,23.25,15012.5,0.30025,14.25,57.0,28.5,2.5,26.0,vceb_n16_ct15_tr1p8,2019-06-13 14:15:00-04:00,12,60.0,28.5,14.0,7.484375,13.5,16.75,-5.25,33.5,-10.5,1.4408602150537635,-0.45161290322580644
9,2019-06-25,short,1,2019-06-25 12:40:00-04:00,7664.25,7676.0625,7642.9875,2019-06-25 13:05:00-04:00,7643.2375,target,50000.0,,,26.625,26.625,26.625,15328.5,0.30657,21.012499999999818,84.04999999999927,42.024999999999636,2.5,39.524999999999636,vceb_n16_ct15_tr1p8,2019-06-25 12:35:00-04:00,5,25.0,42.024999999999636,12.0,8.828125,15.75,27.25,-4.5,54.5,-9.0,2.0469483568075115,-0.3380281690140845
10,2019-06-26,short,1,2019-06-26 13:30:00-04:00,7663.5,7679.625,7634.475,2019-06-26 14:30:00-04:00,7660.5,time_stop,50000.0,,,35.25,35.25,35.25,15327.0,0.30654,3.0,12.0,6.0,2.5,3.5,vceb_n16_ct15_tr1p8,2019-06-26 13:25:00-04:00,12,60.0,6.0,13.0,10.546875,21.5,15.0,-3.75,30.0,-7.5,0.851063829787234,-0.2127659574468085
11,2019-07-04,long,1,2019-07-04 10:55:00-04:00,7903.25,7898.375,7912.025,2019-07-04 11:55:00-04:00,7903.25,time_stop,50000.0,,,12.75,12.75,12.75,15806.5,0.31613,0.0,0.0,0.0,2.5,-2.5,vceb_n16_ct15_tr1p8,2019-07-04 10:50:00-04:00,12,60.0,0.0,10.0,4.536458333333333,6.5,3.75,-1.5,7.5,-3.0,0.5882352941176471,-0.23529411764705882
12,2019-07-09,short,1,2019-07-09 15:15:00-04:00,7837.75,7844.125,7826.275,2019-07-09 15:50:00-04:00,7844.375,stop,50000.0,,,15.75,15.75,15.75,15675.5,0.31351,-6.625,-26.5,-13.25,2.5,-15.75,vceb_n16_ct15_tr1p8,2019-07-09 15:10:00-04:00,7,35.0,-13.25,15.0,4.255208333333333,8.5,5.5,-10.0,11.0,-20.0,0.6984126984126984,-1.2698412698412698
13,2019-07-17,short,1,2019-07-17 14:15:00-04:00,7931.0,7939.25,7916.15,2019-07-17 14:30:00-04:00,7939.5,stop,50000.0,,,19.5,19.5,19.5,15862.0,0.31724,-8.5,-34.0,-17.0,2.5,-19.5,vceb_n16_ct15_tr1p8,2019-07-17 14:10:00-04:00,3,15.0,-17.0,14.0,5.447916666666667,11.0,1.25,-9.25,2.5,-18.5,0.1282051282051282,-0.9487179487179487
14,2019-07-22,long,1,2019-07-22 15:05:00-04:00,7931.25,7920.9375,7949.8125,2019-07-22 15:25:00-04:00,7920.6875,stop,50000.0,,,23.625,23.625,23.625,15862.5,0.31725,-10.5625,-42.25,-21.125,2.5,-23.625,vceb_n16_ct15_tr1p8,2019-07-22 15:00:00-04:00,4,20.0,-21.125,15.0,5.755208333333333,13.75,3.5,-16.25,7.0,-32.5,0.2962962962962963,-1.3756613756613756
15,2019-07-25,short,1,2019-07-25 12:40:00-04:00,7945.0,7964.5,7909.9,2019-07-25 13:40:00-04:00,7950.5,time_stop,50000.0,,,42.0,42.0,42.0,15890.0,0.3178,-5.5,-22.0,-11.0,2.5,-13.5,vceb_n16_ct15_tr1p8,2019-07-25 12:35:00-04:00,12,60.0,-11.0,12.0,10.296875,26.0,13.0,-7.5,26.0,-15.0,0.6190476190476191,-0.35714285714285715
16,2019-07-29,long,1,2019-07-29 14:55:00-04:00,8003.75,7994.9375,8019.6125,2019-07-29 15:55:00-04:00,8005.5,time_stop,50000.0,,,20.625,20.625,20.625,16007.5,0.32015,1.75,7.0,3.5,2.5,1.0,vceb_n16_ct15_tr1p8,2019-07-29 14:50:00-04:00,12,60.0,3.5,14.0,5.203125,11.75,4.75,-6.75,9.5,-13.5,0.46060606060606063,-0.6545454545454545
17,2019-07-31,short,1,2019-07-31 13:55:00-04:00,7966.25,7974.875,7950.725,2019-07-31 14:00:00-04:00,7975.125,stop,50000.0,,,20.25,20.25,20.25,15932.5,0.31865,-8.875,-35.5,-17.75,2.5,-20.25,vceb_n16_ct15_tr1p8,2019-07-31 13:50:00-04:00,1,5.0,-17.75,13.0,5.770833333333333,11.5,3.0,-11.75,6.0,-23.5,0.2962962962962963,-1.1604938271604939
18,2019-08-01,short,1,2019-08-01 13:30:00-04:00,7932.75,7947.375,7906.425,2019-08-01 13:35:00-04:00,7947.625,stop,50000.0,,,32.25,32.25,32.25,15865.5,0.31731,-14.875,-59.5,-29.75,2.5,-32.25,vceb_n16_ct15_tr1p8,2019-08-01 13:25:00-04:00,1,5.0,-29.75,13.0,11.588541666666666,19.5,33.5,-22.5,67.0,-45.0,2.0775193798449614,-1.3953488372093024
19,2019-08-02,long,1,2019-08-02 15:30:00-04:00,7701.0,7678.3125,7741.8375,2019-08-02 16:00:00-04:00,7701.0,session_close,50000.0,,,48.375,48.375,48.375,15402.0,0.30804,0.0,0.0,0.0,2.5,-2.5,vceb_n16_ct15_tr1p8,2019-08-02 15:25:00-04:00,6,30.0,0.0,15.0,13.28125,30.25,24.5,-16.25,49.0,-32.5,1.0129198966408268,-0.6718346253229974
20,2019-08-09,long,1,2019-08-09 12:55:00-04:00,7656.5,7632.875,7699.025,2019-08-09 13:55:00-04:00,7677.25,time_stop,50000.0,,,50.25,50.25,50.25,15313.0,0.30626,20.75,83.0,41.5,2.5,39.0,vceb_n16_ct15_tr1p8,2019-08-09 12:50:00-04:00,12,60.0,41.5,12.0,16.604166666666668,31.5,35.75,-15.75,71.5,-31.5,1.4228855721393034,-0.6268656716417911
21,2019-08-12,short,1,2019-08-12 13:20:00-04:00,7600.75,7624.0,7558.9,2019-08-12 14:20:00-04:00,7578.0,time_stop,50000.0,,,49.5,49.5,49.5,15201.5,0.30403,22.75,91.0,45.5,2.5,43.0,vceb_n16_ct15_tr1p8,2019-08-12 13:15:00-04:00,12,60.0,45.5,13.0,14.442708333333334,31.0,23.25,-9.75,46.5,-19.5,0.9393939393939394,-0.3939393939393939
22,2019-08-16,short,1,2019-08-16 14:40:00-04:00,7606.75,7619.125,7584.475,2019-08-16 15:05:00-04:00,7619.375,stop,50000.0,,,27.75,27.75,27.75,15213.5,0.30427,-12.625,-50.5,-25.25,2.5,-27.75,vceb_n16_ct15_tr1p8,2019-08-16 14:35:00-04:00,5,25.0,-25.25,14.0,7.755208333333333,16.5,2.5,-13.0,5.0,-26.0,0.18018018018018017,-0.9369369369369369
23,2019-08-20,short,1,2019-08-20 13:35:00-04:00,7706.75,7721.0,7681.1,2019-08-20 14:25:00-04:00,7681.35,target,50000.0,,,31.5,31.5,31.5,15413.5,0.30827,25.399999999999636,101.59999999999854,50.79999999999927,2.5,48.29999999999927,vceb_n16_ct15_tr1p8,2019-08-20 13:30:00-04:00,10,50.0,50.79999999999927,13.0,8.890625,19.0,28.5,-3.75,57.0,-7.5,1.8095238095238095,-0.23809523809523808
24,2019-08-26,long,1,2019-08-26 12:25:00-04:00,7577.0,7550.75,7624.25,2019-08-26 13:25:00-04:00,7560.5,time_stop,50000.0,,,55.5,55.5,55.5,15154.0,0.30308,-16.5,-66.0,-33.0,2.5,-35.5,vceb_n16_ct15_tr1p8,2019-08-26 12:20:00-04:00,12,60.0,-33.0,12.0,17.140625,35.0,5.25,-19.5,10.5,-39.0,0.1891891891891892,-0.7027027027027027
25,2019-08-26,short,1,2019-08-26 14:05:00-04:00,7546.25,7563.875,7514.525,2019-08-26 15:05:00-04:00,7564.125,stop,50000.0,,,38.25,38.25,38.25,15092.5,0.30185,-17.875,-71.5,-35.75,2.5,-38.25,vceb_n16_ct15_tr1p8,2019-08-26 14:00:00-04:00,12,60.0,-35.75,14.0,12.083333333333334,23.5,5.75,-24.75,11.5,-49.5,0.3006535947712418,-1.2941176470588236
26,2019-08-28,short,1,2019-08-28 13:15:00-04:00,7570.5,7588.6875,7537.7625,2019-08-28 13:50:00-04:00,7588.9375,stop,50000.0,,,39.375,39.375,39.375,15141.0,0.30282,-18.4375,-73.75,-36.875,2.5,-39.375,vceb_n16_ct15_tr1p8,2019-08-28 13:10:00-04:00,7,35.0,-36.875,13.0,13.322916666666666,24.25,2.25,-19.75,4.5,-39.5,0.11428571428571428,-1.0031746031746032
27,2019-08-28,long,1,2019-08-28 14:50:00-04:00,7595.75,7580.9375,7622.4125,2019-08-28 15:50:00-04:00,7591.75,time_stop,50000.0,,,32.625,32.625,32.625,15191.5,0.30383,-4.0,-16.0,-8.0,2.5,-10.5,vceb_n16_ct15_tr1p8,2019-08-28 14:45:00-04:00,12,60.0,-8.0,14.0,8.625,19.75,10.0,-13.5,20.0,-27.0,0.6130268199233716,-0.8275862068965517
28,2019-09-03,long,1,2019-09-03 15:20:00-04:00,7605.75,7594.6875,7625.6625,2019-09-03 15:55:00-04:00,7625.4125,target,50000.0,,,25.125,25.125,25.125,15211.5,0.30423,19.662500000000364,78.65000000000146,39.32500000000073,2.5,36.82500000000073,vceb_n16_ct15_tr1p8,2019-09-03 15:15:00-04:00,7,35.0,39.32500000000073,15.0,8.963541666666666,14.75,21.0,-0.25,42.0,-0.5,1.671641791044776,-0.01990049751243781
29,2019-09-04,long,1,2019-09-04 12:50:00-04:00,7713.75,7698.5625,7741.0875,2019-09-04 13:50:00-04:00,7709.75,time_stop,50000.0,,,33.375,33.375,33.375,15427.5,0.30855,-4.0,-16.0,-8.0,2.5,-10.5,vceb_n16_ct15_tr1p8,2019-09-04 12:45:00-04:00,12,60.0,-8.0,12.0,9.34375,20.25,5.75,-7.25,11.5,-14.5,0.3445692883895131,-0.4344569288389513
30,2019-09-06,short,1,2019-09-06 12:50:00-04:00,7847.25,7858.6875,7826.6625,2019-09-06 13:00:00-04:00,7858.9375,stop,50000.0,,,25.875,25.875,25.875,15694.5,0.31389,-11.6875,-46.75,-23.375,2.5,-25.875,vceb_n16_ct15_tr1p8,2019-09-06 12:45:00-04:00,2,10.0,-23.375,12.0,7.8125,15.25,8.75,-11.75,17.5,-23.5,0.6763285024154589,-0.9082125603864735
31,2019-09-11,long,1,2019-09-11 11:35:00-04:00,7875.0,7858.3125,7905.0375,2019-09-11 12:35:00-04:00,7884.0,time_stop,50000.0,,,36.375,36.375,36.375,15750.0,0.315,9.0,36.0,18.0,2.5,15.5,vceb_n16_ct15_tr1p8,2019-09-11 11:30:00-04:00,12,60.0,18.0,11.0,9.552083333333334,22.25,16.25,-3.75,32.5,-7.5,0.8934707903780069,-0.20618556701030927
32,2019-09-11,short,1,2019-09-11 13:45:00-04:00,7875.0,7885.875,7855.425,2019-09-11 14:45:00-04:00,7868.5,time_stop,50000.0,,,24.75,24.75,24.75,15750.0,0.315,6.5,26.0,13.0,2.5,10.5,vceb_n16_ct15_tr1p8,2019-09-11 13:40:00-04:00,12,60.0,13.0,13.0,6.984375,14.5,13.75,-3.5,27.5,-7.0,1.1111111111111112,-0.2828282828282828
33,2019-09-13,short,1,2019-09-13 13:45:00-04:00,7888.25,7901.375,7864.625,2019-09-13 14:40:00-04:00,7901.625,stop,50000.0,,,29.25,29.25,29.25,15776.5,0.31553,-13.375,-53.5,-26.75,2.5,-29.25,vceb_n16_ct15_tr1p8,2019-09-13 13:40:00-04:00,11,55.0,-26.75,13.0,8.546875,17.5,2.5,-13.5,5.0,-27.0,0.17094017094017094,-0.9230769230769231
34,2019-09-18,short,1,2019-09-18 13:00:00-04:00,7855.0,7863.4375,7839.8125,2019-09-18 13:30:00-04:00,7840.0625,target,50000.0,,,19.875,19.875,19.875,15710.0,0.3142,14.9375,59.75,29.875,2.5,27.375,vceb_n16_ct15_tr1p8,2019-09-18 12:55:00-04:00,6,30.0,29.875,13.0,5.208333333333333,11.25,15.25,-0.25,30.5,-0.5,1.5345911949685536,-0.025157232704402517
35,2019-09-24,long,1,2019-09-24 14:15:00-04:00,7750.75,7724.125,7798.675,2019-09-24 15:05:00-04:00,7723.875,stop,50000.0,,,56.25,56.25,56.25,15501.5,0.31003,-26.875,-107.5,-53.75,2.5,-56.25,vceb_n16_ct15_tr1p8,2019-09-24 14:10:00-04:00,10,50.0,-53.75,14.0,15.453125,35.5,21.25,-27.75,42.5,-55.5,0.7555555555555555,-0.9866666666666667
36,2019-09-26,long,1,2019-09-26 15:30:00-04:00,7805.0,7790.5625,7830.9875,2019-09-26 15:55:00-04:00,7790.3125,stop,50000.0,,,31.875,31.875,31.875,15610.0,0.3122,-14.6875,-58.75,-29.375,2.5,-31.875,vceb_n16_ct15_tr1p8,2019-09-26 15:25:00-04:00,5,25.0,-29.375,15.0,8.932291666666666,19.25,13.25,-16.5,26.5,-33.0,0.8313725490196079,-1.035294117647059
37,2019-10-01,long,1,2019-10-01 14:35:00-04:00,7726.5,7708.125,7759.575,2019-10-01 15:35:00-04:00,7718.25,time_stop,50000.0,,,39.75,39.75,39.75,15453.0,0.30906,-8.25,-33.0,-16.5,2.5,-19.0,vceb_n16_ct15_tr1p8,2019-10-01 14:30:00-04:00,12,60.0,-16.5,14.0,11.270833333333334,24.5,7.0,-16.25,14.0,-32.5,0.3522012578616352,-0.8176100628930818
