trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-17,short,1,2019-05-17 15:05:00-04:00,2867.75,2873.1875,2857.9625,2019-05-17 15:45:00-04:00,2858.2125,target,50000.0,,,30.9375,30.9375,30.9375,14338.75,0.286775,9.537499999999909,38.149999999999636,47.687499999999545,2.5,45.187499999999545,vceb_n16_ct15_tr1p8,2019-05-17 15:00:00-04:00,8,40.0,47.687499999999545,15.0,3.1354166666666665,7.25,10.25,-0.5,51.25,-2.5,1.6565656565656566,-0.08080808080808081
2,2019-05-20,short,1,2019-05-20 14:40:00-04:00,2837.75,2843.0,2828.3,2019-05-20 15:40:00-04:00,2843.25,stop,50000.0,,,30.0,30.0,30.0,14188.75,0.283775,-5.5,-22.0,-27.5,2.5,-30.0,vceb_n16_ct15_tr1p8,2019-05-20 14:35:00-04:00,12,60.0,-27.5,14.0,3.2239583333333335,7.0,5.5,-6.25,27.5,-31.25,0.9166666666666666,-1.0416666666666667
3,2019-05-27,short,1,2019-05-27 11:50:00-04:00,2828.0,2829.875,2824.625,2019-05-27 11:55:00-04:00,2830.125,stop,50000.0,,,13.125,13.125,13.125,14140.0,0.2828,-2.125,-8.5,-10.625,2.5,-13.125,vceb_n16_ct15_tr1p8,2019-05-27 11:45:00-04:00,1,5.0,-10.625,11.0,1.3072916666666667,2.5,0.25,-2.0,1.25,-10.0,0.09523809523809523,-0.7619047619047619
4,2019-05-28,short,1,2019-05-28 14:05:00-04:00,2823.0,2827.875,2814.225,2019-05-28 15:05:00-04:00,2814.475,target,50000.0,,,28.125,28.125,28.125,14115.0,0.2823,8.525000000000091,34.100000000000364,42.625000000000455,2.5,40.125000000000455,vceb_n16_ct15_tr1p8,2019-05-28 14:00:00-04:00,12,60.0,42.625000000000455,14.0,2.6458333333333335,6.5,10.0,-1.0,50.0,-5.0,1.7777777777777777,-0.17777777777777778
5,2019-05-29,short,1,2019-05-29 14:35:00-04:00,2776.75,2782.5625,2766.2875,2019-05-29 15:35:00-04:00,2782.8125,stop,50000.0,,,32.8125,32.8125,32.8125,13883.75,0.277675,-6.0625,-24.25,-30.3125,2.5,-32.8125,vceb_n16_ct15_tr1p8,2019-05-29 14:30:00-04:00,12,60.0,-30.3125,14.0,3.7864583333333335,7.75,7.75,-6.75,38.75,-33.75,1.180952380952381,-1.0285714285714285
6,2019-06-06,long,1,2019-06-06 14:35:00-04:00,2842.75,2839.0,2849.5,2019-06-06 14:40:00-04:00,2838.75,stop,50000.0,,,22.5,22.5,22.5,14213.75,0.284275,-4.0,-16.0,-20.0,2.5,-22.5,vceb_n16_ct15_tr1p8,2019-06-06 14:30:00-04:00,1,5.0,-20.0,14.0,2.3229166666666665,5.0,0.0,-4.5,0.0,-22.5,0.0,-1.0
7,2019-06-07,short,1,2019-06-07 14:50:00-04:00,2875.25,2878.25,2869.85,2019-06-07 15:05:00-04:00,2878.5,stop,50000.0,,,18.75,18.75,18.75,14376.25,0.287525,-3.25,-13.0,-16.25,2.5,-18.75,vceb_n16_ct15_tr1p8,2019-06-07 14:45:00-04:00,3,15.0,-16.25,14.0,2.59375,4.0,0.5,-3.25,2.5,-16.25,0.13333333333333333,-0.8666666666666667
8,2019-06-10,short,1,2019-06-10 13:45:00-04:00,2893.75,2897.6875,2886.6625,2019-06-10 14:45:00-04:00,2893.0,time_stop,50000.0,,,23.4375,23.4375,23.4375,14468.75,0.289375,0.75,3.0,3.75,2.5,1.25,vceb_n16_ct15_tr1p8,2019-06-10 13:40:00-04:00,12,60.0,3.75,13.0,2.2916666666666665,5.25,7.0,-1.25,35.0,-6.25,1.4933333333333334,-0.26666666666666666
9,2019-06-14,long,1,2019-06-14 14:20:00-04:00,2888.25,2885.8125,2892.6375,2019-06-14 15:20:00-04:00,2892.3875,target,50000.0,,,15.9375,15.9375,15.9375,14441.25,0.288825,4.137499999999818,16.549999999999272,20.68749999999909,2.5,18.18749999999909,vceb_n16_ct15_tr1p8,2019-06-14 14:15:00-04:00,12,60.0,20.68749999999909,14.0,1.84375,3.25,4.75,-1.75,23.75,-8.75,1.4901960784313726,-0.5490196078431373
10,2019-06-17,long,1,2019-06-17 14:05:00-04:00,2897.5,2895.0625,2901.8875,2019-06-17 14:15:00-04:00,2894.8125,stop,50000.0,,,15.9375,15.9375,15.9375,14487.5,0.28975,-2.6875,-10.75,-13.4375,2.5,-15.9375,vceb_n16_ct15_tr1p8,2019-06-17 14:00:00-04:00,2,10.0,-13.4375,14.0,1.46875,3.25,0.0,-2.5,0.0,-12.5,0.0,-0.7843137254901961
