session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,daily_stop_breached,trading_halted,equity,peak_equity,drawdown_usd,green_day,weekday
2010-10-04,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2010-10-05,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2010-10-06,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2010-10-07,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Thursday
2010-10-08,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Friday
2010-10-12,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2010-10-13,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2010-10-14,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Thursday
2010-10-15,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Friday
2010-10-18,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2010-10-19,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2010-10-20,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2010-10-21,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Thursday
2010-10-22,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Friday
2010-10-25,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2010-10-26,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2010-10-27,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2010-10-28,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Thursday
2010-10-29,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Friday
2010-11-01,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2010-11-02,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Tuesday
2010-11-03,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Wednesday
2010-11-04,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Thursday
2010-11-05,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Friday
2010-11-08,0.0,0.0,0.0,0.0,0.0,False,False,50000.0,50000.0,0.0,False,Monday
2010-11-09,72.10000000000036,74.60000000000036,2.5,1.0,0.0,False,False,50072.1,50072.1,0.0,True,Tuesday
2010-11-10,0.0,0.0,0.0,0.0,0.0,False,False,50072.1,50072.1,0.0,False,Wednesday
2010-11-11,0.0,0.0,0.0,0.0,0.0,False,False,50072.1,50072.1,0.0,False,Thursday
2010-11-12,92.35000000000355,94.85000000000355,2.5,1.0,0.0,False,False,50164.450000000004,50164.450000000004,0.0,True,Friday
2010-11-15,-33.49999999999909,-30.99999999999909,2.5,1.0,1.0,False,False,50130.950000000004,50164.450000000004,-33.5,False,Monday
2010-11-16,0.0,0.0,0.0,0.0,0.0,False,False,50130.950000000004,50164.450000000004,-33.5,False,Tuesday
2010-11-17,-37.999999999999545,-35.499999999999545,2.5,1.0,1.0,False,False,50092.950000000004,50164.450000000004,-71.5,False,Wednesday
2010-11-18,0.0,0.0,0.0,0.0,0.0,False,False,50092.950000000004,50164.450000000004,-71.5,False,Thursday
2010-11-19,0.0,0.0,0.0,0.0,0.0,False,False,50092.950000000004,50164.450000000004,-71.5,False,Friday
2010-11-22,45.50000000000182,48.00000000000182,2.5,1.0,0.0,False,False,50138.450000000004,50164.450000000004,-26.0,True,Monday
2010-11-23,0.0,0.0,0.0,0.0,0.0,False,False,50138.450000000004,50164.450000000004,-26.0,False,Tuesday
2010-11-24,0.0,0.0,0.0,0.0,0.0,False,False,50138.450000000004,50164.450000000004,-26.0,False,Wednesday
2010-11-25,0.0,0.0,0.0,0.0,0.0,False,False,50138.450000000004,50164.450000000004,-26.0,False,Thursday
2010-11-26,-37.24999999999909,-34.74999999999909,2.5,1.0,1.0,False,False,50101.20000000001,50164.450000000004,-63.249999999992724,False,Friday
2010-11-29,0.0,0.0,0.0,0.0,0.0,False,False,50101.20000000001,50164.450000000004,-63.249999999992724,False,Monday
2010-11-30,0.0,0.0,0.0,0.0,0.0,False,False,50101.20000000001,50164.450000000004,-63.249999999992724,False,Tuesday
2010-12-01,0.0,0.0,0.0,0.0,0.0,False,False,50101.20000000001,50164.450000000004,-63.249999999992724,False,Wednesday
2010-12-03,0.0,0.0,0.0,0.0,0.0,False,False,50101.20000000001,50164.450000000004,-63.249999999992724,False,Friday
