trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2019-05-17,short,1,2019-05-17 15:05:00-04:00,1543.5,1546.5,1538.1,2019-05-17 15:45:00-04:00,1538.1999999999998,target,50000.0,,,17.999999999999545,17.999999999999545,17.999999999999545,7717.5,0.15435,5.300000000000182,53.00000000000182,26.50000000000091,2.5,24.00000000000091,vceb_n16_ct15_tr1p8,2019-05-17 15:00:00-04:00,8,40.0,26.50000000000091,15.0,2.0583333333333464,4.0,8.700000000000045,-0.20000000000004547,43.50000000000023,-1.0000000000002274,2.4166666666667402,-0.05555555555556959
2,2019-05-20,short,1,2019-05-20 14:40:00-04:00,1528.1000000000001,1531.6250000000002,1521.755,2019-05-20 15:40:00-04:00,1527.1,time_stop,50000.0,,,20.625,20.625,20.625,7640.500000000001,0.15281000000000003,1.0000000000002274,10.000000000002274,5.000000000001137,2.5,2.500000000001137,vceb_n16_ct15_tr1p8,2019-05-20 14:35:00-04:00,12,60.0,5.000000000001137,14.0,2.1458333333333477,4.7000000000000455,5.500000000000227,-1.699999999999818,27.500000000001137,-8.49999999999909,1.3333333333333885,-0.41212121212116803
3,2019-06-04,long,1,2019-06-04 11:05:00-04:00,1494.3,1487.325,1506.8549999999998,2019-06-04 12:05:00-04:00,1494.2,time_stop,50000.0,,,37.87499999999909,37.87499999999909,37.87499999999909,7471.5,0.14943,-0.09999999999990905,-0.9999999999990905,-0.49999999999954525,2.5,-2.9999999999995453,vceb_n16_ct15_tr1p8,2019-06-04 11:00:00-04:00,12,60.0,-0.49999999999954525,11.0,3.837500000000034,9.299999999999955,3.2999999999999545,-2.0,16.499999999999773,-10.0,0.4356435643564401,-0.2640264026402704
4,2019-06-06,long,1,2019-06-06 14:35:00-04:00,1501.1,1497.5749999999998,1507.445,2019-06-06 15:35:00-04:00,1507.345,target,50000.0,,,20.625,20.625,20.625,7505.5,0.15011,6.245000000000118,62.45000000000118,31.22500000000059,2.5,28.72500000000059,vceb_n16_ct15_tr1p8,2019-06-06 14:30:00-04:00,12,60.0,31.22500000000059,14.0,2.1874999999999765,4.7000000000000455,6.800000000000182,-3.0,34.00000000000091,-15.0,1.6484848484848926,-0.7272727272727273
5,2019-06-07,short,1,2019-06-07 14:50:00-04:00,1514.1000000000001,1516.65,1509.51,2019-06-07 15:05:00-04:00,1516.75,stop,50000.0,,,15.749999999999318,15.749999999999318,15.749999999999318,7570.500000000001,0.15141000000000002,-2.6499999999998636,-26.499999999998636,-13.249999999999318,2.5,-15.749999999999318,vceb_n16_ct15_tr1p8,2019-06-07 14:45:00-04:00,3,15.0,-13.249999999999318,14.0,1.9770833333333304,3.400000000000091,0.20000000000004547,-2.699999999999818,1.0000000000002274,-13.49999999999909,0.06349206349208068,-0.8571428571428366
6,2019-06-10,long,1,2019-06-10 11:45:00-04:00,1535.6,1531.1749999999997,1543.565,2019-06-10 12:25:00-04:00,1531.0749999999998,stop,50000.0,,,25.125000000000455,25.125000000000455,25.125000000000455,7678.0,0.15356,-4.525000000000091,-45.25000000000091,-22.625000000000455,2.5,-25.125000000000455,vceb_n16_ct15_tr1p8,2019-06-10 11:40:00-04:00,8,40.0,-22.625000000000455,11.0,2.3229166666666714,5.900000000000091,1.7000000000000455,-6.699999999999818,8.500000000000227,-33.49999999999909,0.3383084577114457,-1.333333333333273
7,2019-06-14,long,1,2019-06-14 14:20:00-04:00,1525.6999999999998,1523.225,1530.1549999999997,2019-06-14 15:20:00-04:00,1527.8000000000002,time_stop,50000.0,,,15.37499999999909,15.37499999999909,15.37499999999909,7628.499999999999,0.15256999999999998,2.100000000000364,21.000000000003638,10.500000000001819,2.5,8.000000000001819,vceb_n16_ct15_tr1p8,2019-06-14 14:15:00-04:00,12,60.0,10.500000000001819,14.0,1.4250000000000067,3.2999999999999545,2.800000000000182,-1.2999999999997272,14.00000000000091,-6.499999999998636,0.9105691056911699,-0.4227642276422127
8,2019-06-17,short,1,2019-06-17 15:05:00-04:00,1536.5,1538.4499999999998,1532.9900000000002,2019-06-17 15:55:00-04:00,1533.0900000000001,target,50000.0,,,12.749999999998636,12.749999999998636,12.749999999998636,7682.5,0.15365,3.4099999999998545,34.099999999998545,17.049999999999272,2.5,14.549999999999272,vceb_n16_ct15_tr1p8,2019-06-17 15:00:00-04:00,9,50.0,17.049999999999272,15.0,1.0583333333333371,2.599999999999909,5.099999999999909,-0.40000000000009095,25.499999999999545,-2.0000000000004547,2.0000000000001785,-0.15686274509809167
9,2019-06-19,long,1,2019-06-19 14:05:00-04:00,1555.1,1553.4499999999998,1558.07,2019-06-19 14:15:00-04:00,1553.35,stop,50000.0,,,11.25,11.25,11.25,7775.5,0.15551,-1.75,-17.5,-8.75,2.5,-11.25,vceb_n16_ct15_tr1p8,2019-06-19 14:00:00-04:00,2,10.0,-8.75,14.0,1.2708333333333097,2.2000000000000455,0.0,-4.199999999999818,0.0,-20.99999999999909,0.0,-1.8666666666665859
10,2019-06-24,short,1,2019-06-24 14:30:00-04:00,1537.9,1540.8250000000003,1532.635,2019-06-24 15:30:00-04:00,1535.0,time_stop,50000.0,,,17.625000000000455,17.625000000000455,17.625000000000455,7689.5,0.15379,2.900000000000091,29.00000000000091,14.500000000000455,2.5,12.000000000000455,vceb_n16_ct15_tr1p8,2019-06-24 14:25:00-04:00,12,60.0,14.500000000000455,14.0,1.5583333333333467,3.900000000000091,3.7000000000000455,-1.199999999999818,18.500000000000227,-5.9999999999990905,1.0496453900709077,-0.3404255319148332
