entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
9.0,1,34.30000000000291,34.30000000000291,1.0
10.0,4,-94.74999999999909,-23.687499999999773,0.5
11.0,6,-268.84999999999764,-44.80833333333294,0.5
12.0,24,-244.94999999998527,-10.206249999999386,0.3333333333333333
13.0,41,-488.23749999998654,-11.908231707316745,0.3170731707317073
14.0,31,-163.24999999997317,-5.266129032257199,0.41935483870967744
15.0,26,-261.49999999995543,-10.057692307690594,0.3076923076923077
