entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,1,-5.0,-5.0,0.0
11.0,9,-107.80000000000291,-11.977777777778101,0.3333333333333333
12.0,26,-252.55625000000146,-9.713701923076979,0.38461538461538464
13.0,47,-399.67499999999563,-8.503723404255226,0.3404255319148936
14.0,25,-358.0500000000029,-14.322000000000116,0.4
15.0,25,339.4499999999971,13.577999999999884,0.48
