variant_name,family,period_type,period_label,phase,n_sessions,sufficient_observations,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
slippage_x1p5,stress_execution,year,2021,is,254,True,13325.0,1.4768013121430752,1.4810810058458532,1.2914575062611415,70.13157894736842,-5407.0,190,190,0.7480314960629921,-750.0,4,12.0,64.0,0.0,16.0,True,1600.0
slippage_x1p5,stress_execution,year,2022,is,254,True,2062.75,0.24624081003759513,0.2314922498444577,1.0437909329257289,11.271857923497267,-6122.75,183,183,0.7204724409448819,-745.0,8,31.0,112.0,0.0,13.0,True,772.75
slippage_x1p5,stress_execution,year,2023,is,253,True,2282.0,0.22395094353021894,0.24123068168703188,1.0359409698706945,10.764150943396226,-8526.75,212,212,0.8379446640316206,-750.0,6,9.0,198.0,0.0,245.0,False,-6174.0
slippage_x1p5,stress_execution,year,2024,mixed,255,True,28868.75,2.687756746033351,3.1725889677777164,1.572071893546821,142.91460396039605,-6594.25,202,202,0.792156862745098,-744.0,4,3.0,71.0,0.0,81.0,False,-3513.75
slippage_x1p5,stress_execution,year,2025,oos,253,True,2133.75,0.2683425733741794,0.22590832167023925,1.0516177804656788,13.590764331210192,-9833.25,157,157,0.6205533596837944,-748.0,7,8.0,167.0,0.0,31.0,True,-2185.0
slippage_x1p5,stress_execution,year,2026,oos,55,False,243.75,0.3074078833042724,0.13981648296713076,1.1075446724023825,17.410714285714285,-993.0,14,14,0.2545454545454545,-696.0,1,13.0,24.0,0.0,,False,1126.0
slippage_x2,stress_execution,year,2019,is,168,False,597.5,0.31601929924461225,0.12787490492557077,1.1693114196656276,35.14705882352941,-1265.5,17,17,0.10119047619047619,-685.0,2,79.5,90.0,0.0,,False,1334.5
slippage_x2,stress_execution,year,2020,is,255,True,-4304.5,-0.47114142941224063,-0.4506678705922483,0.9167657665496804,-27.072327044025158,-6932.5,159,159,0.6235294117647059,-747.0,6,29.0,122.0,0.0,,False,-2618.5
slippage_x2,stress_execution,year,2021,is,254,True,13066.5,1.4495484988788736,1.4528786465250985,1.2856846132823176,68.77105263157895,-5318.5,190,190,0.7480314960629921,-750.0,4,12.0,64.0,0.0,16.0,True,1593.5
slippage_x2,stress_execution,year,2022,is,254,True,1871.0,0.22318970809825422,0.2094862609785082,1.039618426485691,10.224043715846994,-6203.0,183,183,0.7204724409448819,-746.0,8,31.0,112.0,0.0,13.0,True,741.5
slippage_x2,stress_execution,year,2023,is,253,True,2282.5,0.22419827975086604,0.24176681747014483,1.0359987382698526,10.766509433962264,-8476.0,212,212,0.8379446640316206,-750.0,6,9.0,198.0,0.0,245.0,False,-6139.0
slippage_x2,stress_execution,year,2024,mixed,255,True,28087.0,2.623978736487654,3.077484020876554,1.554761105295384,139.04455445544554,-6659.5,202,202,0.792156862745098,-746.0,4,3.0,71.0,0.0,81.0,False,-3587.0
slippage_x2,stress_execution,year,2025,oos,253,True,1955.5,0.24572204417149732,0.20653435288468833,1.047184721367645,12.455414012738853,-9901.5,157,157,0.6205533596837944,-750.0,7,8.0,167.0,0.0,31.0,True,-2291.5
slippage_x2,stress_execution,year,2026,oos,55,False,231.5,0.2917072361114804,0.13248499281556644,1.1018701870187018,16.535714285714285,-996.0,14,14,0.2545454545454545,-697.5,1,13.0,24.0,0.0,,False,1122.5
slippage_x3,stress_execution,year,2019,is,168,False,521.0,0.27511892059293463,0.1104859640250506,1.1457342657342657,30.647058823529413,-1279.5,17,17,0.10119047619047619,-690.0,2,79.5,90.0,0.0,,False,1290.5
slippage_x3,stress_execution,year,2020,is,255,True,-5162.5,-0.5673569031875662,-0.5372204057000289,0.9007860245224276,-32.4685534591195,-7333.5,159,159,0.6235294117647059,-750.0,6,29.0,122.0,0.0,,False,-3219.5
slippage_x3,stress_execution,year,2021,is,254,True,12527.5,1.4024756673222682,1.3989880372652306,1.2751391893524264,65.9342105263158,-5202.0,190,190,0.7480314960629921,-747.0,4,12.0,64.0,0.0,14.0,True,1831.5
slippage_x3,stress_execution,year,2022,is,254,True,699.0,0.08392410823087368,0.07795133349029824,1.0147553960631168,3.819672131147541,-6733.0,183,183,0.7204724409448819,-748.0,8,21.5,112.0,0.0,13.0,True,-30.5
slippage_x3,stress_execution,year,2023,is,253,True,2033.5,0.2003891302845043,0.2162260900914889,1.0321590954018898,9.591981132075471,-8484.0,212,212,0.8379446640316206,-750.0,6,7.0,227.0,0.0,,False,-5928.0
slippage_x3,stress_execution,year,2024,mixed,255,True,26719.0,2.5181163912336806,2.9119244818435757,1.5251943508044306,132.27227722772278,-6908.5,202,202,0.792156862745098,-750.0,4,3.0,74.0,0.0,84.0,False,-4092.0
slippage_x3,stress_execution,year,2025,oos,253,True,1743.5,0.2214448425354472,0.18589391444448214,1.0424302158623542,11.105095541401274,-10138.5,157,157,0.6205533596837944,-747.5,7,8.0,167.0,0.0,31.0,True,-2417.0
slippage_x3,stress_execution,year,2026,oos,55,False,207.0,0.26038417920367946,0.11792230640497219,1.0906106369008535,14.785714285714286,-1002.0,14,14,0.2545454545454545,-700.5,1,13.0,24.0,0.0,,False,1115.5
commission_plus_25pct,stress_execution,year,2019,is,168,False,619.625,0.32847603140305576,0.13306790899726742,1.1764433686908236,36.4485294117647,-1260.25,17,17,0.10119047619047619,-683.125,2,79.5,90.0,0.0,,False,1351.0
commission_plus_25pct,stress_execution,year,2020,is,255,True,-3507.625,-0.3821208272035362,-0.3681178035891641,0.9319950949029644,-22.06053459119497,-6182.5,159,159,0.6235294117647059,-745.875,6,29.0,122.0,0.0,,False,-2025.625
commission_plus_25pct,stress_execution,year,2021,is,254,True,13217.625,1.4688960761626786,1.4732195773898993,1.28979188020368,69.56644736842105,-5272.375,190,190,0.7480314960629921,-748.875,4,12.0,64.0,0.0,16.0,True,1594.625
commission_plus_25pct,stress_execution,year,2022,is,254,True,1967.0,0.2349664847408247,0.22061854394870184,1.0417314189637157,10.748633879781421,-6153.125,183,183,0.7204724409448819,-745.25,8,31.0,112.0,0.0,13.0,True,749.0
commission_plus_25pct,stress_execution,year,2023,is,253,True,2404.0,0.23666805092448762,0.2552625700491201,1.0380159440830372,11.339622641509434,-8434.375,212,212,0.8379446640316206,-748.125,6,9.0,198.0,0.0,245.0,False,-6088.375
commission_plus_25pct,stress_execution,year,2024,mixed,255,True,28456.625,2.65496627907131,3.1249644140781965,1.563443132964887,140.8743811881188,-6630.25,202,202,0.792156862745098,-744.5,4,3.0,71.0,0.0,81.0,False,-3557.375
commission_plus_25pct,stress_execution,year,2025,oos,253,True,2033.875,0.2560076419843327,0.2152034309116224,1.0491701721303548,12.954617834394904,-9855.0,157,157,0.6205533596837944,-748.5,7,8.0,167.0,0.0,31.0,True,-2232.25
commission_plus_25pct,stress_execution,year,2026,oos,55,False,237.875,0.3002615775071694,0.13636811784867978,1.1048831569664903,16.991071428571427,-993.75,14,14,0.2545454545454545,-696.375,1,13.0,24.0,0.0,,False,1125.125
commission_plus_50pct,stress_execution,year,2019,is,168,False,565.25,0.29987461851449876,0.12069563764500942,1.1596525914418867,33.25,-1269.0,17,17,0.10119047619047619,-686.25,2,79.5,90.0,0.0,,False,1323.5
commission_plus_50pct,stress_execution,year,2020,is,255,True,-4317.75,-0.4732785662838938,-0.4513353008392099,0.9166562110932026,-27.15566037735849,-6559.25,159,159,0.6235294117647059,-747.75,6,29.0,122.0,0.0,,False,-2381.5
commission_plus_50pct,stress_execution,year,2021,is,254,True,13026.0,1.4507833951161218,1.454062424513292,1.2858349745182047,68.5578947368421,-5349.25,190,190,0.7480314960629921,-748.5,4,12.0,64.0,0.0,14.0,True,1833.0
commission_plus_50pct,stress_execution,year,2022,is,254,True,1377.0,0.1648624216126517,0.15399703805537301,1.0291206699657405,7.524590163934426,-6460.5,183,183,0.7204724409448819,-746.5,8,31.0,112.0,0.0,52.0,True,681.75
commission_plus_50pct,stress_execution,year,2023,is,253,True,2051.75,0.20217674286056955,0.2175265279696318,1.032378840721511,9.67806603773585,-8407.0,212,212,0.8379446640316206,-750.0,6,8.0,208.0,0.0,,False,-6083.5
commission_plus_50pct,stress_execution,year,2024,mixed,255,True,26993.75,2.549884487608576,2.9549874436176853,1.5331888122938353,133.63242574257427,-6848.5,202,202,0.792156862745098,-747.0,4,3.0,74.0,0.0,84.0,False,-4029.0
commission_plus_50pct,stress_execution,year,2025,oos,253,True,1811.75,0.22860525264194526,0.19202722101065114,1.0438587466335825,11.539808917197453,-9757.25,157,157,0.6205533596837944,-749.0,7,8.0,167.0,0.0,31.0,True,-2198.25
commission_plus_50pct,stress_execution,year,2026,oos,55,False,219.75,0.27738592867115186,0.12561638837269118,1.0965721819380356,15.696428571428571,-997.5,14,14,0.2545454545454545,-698.25,1,13.0,24.0,0.0,,False,1120.75
entry_delay_1bar,stress_execution,year,2019,is,168,False,-15.0,-0.007907432760838206,-0.0028762536179757717,0.9960973071419279,-0.8823529411764706,-1357.5,17,17,0.10119047619047619,-742.5,2,79.5,90.0,0.0,,False,910.0
entry_delay_1bar,stress_execution,year,2020,is,255,True,-6312.5,-0.7099385666824479,-0.6569469490755996,0.8780004638398207,-39.70125786163522,-8445.0,159,159,0.6235294117647059,-750.0,6,115.5,216.0,0.0,,False,-4480.0
entry_delay_1bar,stress_execution,year,2021,is,254,True,13629.5,1.5329012779207543,1.50880494776755,1.3022799352391936,71.73421052631579,-3985.5,190,190,0.7480314960629921,-744.0,4,9.5,61.0,0.0,41.0,True,563.0
entry_delay_1bar,stress_execution,year,2022,is,254,True,3458.0,0.4126873253918099,0.389485675446111,1.0748590169612608,18.896174863387976,-4633.0,183,183,0.7204724409448819,-750.0,8,4.0,109.0,0.0,13.0,True,1466.0
entry_delay_1bar,stress_execution,year,2023,is,253,True,2563.5,0.24771983456860508,0.27078498386337135,1.0400960365376795,12.091981132075471,-10812.0,212,212,0.8379446640316206,-749.0,6,8.0,198.0,0.0,245.0,False,-8260.0
entry_delay_1bar,stress_execution,year,2024,mixed,255,True,22445.0,2.1615209428258044,2.467311888779716,1.436104688441137,111.11386138613861,-7901.5,202,202,0.792156862745098,-750.0,7,4.0,89.0,0.0,101.0,False,-4902.0
entry_delay_1bar,stress_execution,year,2025,oos,253,True,2249.5,0.2835211693225141,0.25034868093479146,1.0558652974557015,14.328025477707007,-11511.0,157,157,0.6205533596837944,-736.5,11,8.0,171.0,0.0,16.0,True,-1963.5
entry_delay_1bar,stress_execution,year,2026,oos,55,False,407.5,0.436424694556312,0.22377644909788608,1.158006979449399,29.107142857142858,-1321.0,14,14,0.2545454545454545,-726.0,2,11.0,24.0,0.0,,False,1169.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2019,is,168,False,455.5,0.23469109670965566,0.09141507150888675,1.1230582196406862,26.794117647058822,-1376.5,17,17,0.10119047619047619,-750.0,2,79.5,90.0,0.0,,False,1285.0
deleveraging_drawdown_3pct_5pct,deleveraging,year,2020,is,255,True,-2601.0,-0.5560014941708346,-0.5105508712110162,0.8978938897285414,-16.462025316455698,-4887.0,158,158,0.6196078431372549,-744.0,6,115.5,216.0,0.0,,False,-919.0
deleveraging_drawdown_3pct_5pct,deleveraging,year,2021,is,254,True,4759.0,0.7727501037327505,0.701189008027394,1.1483710054559626,25.449197860962567,-4025.5,187,187,0.7362204724409449,-750.0,4,19.0,64.0,0.0,47.0,True,1944.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2022,is,254,True,-946.0,-0.2336028013827032,-0.20935540786705004,0.9579022317157289,-5.630952380952381,-3811.5,168,168,0.6614173228346457,-516.0,8,4.0,241.0,0.0,,False,-178.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2023,is,253,True,-4.0,-0.000897441108345292,-0.0009482181571634595,0.9998563992101956,-0.019138755980861243,-4227.0,209,209,0.8260869565217391,-375.0,6,7.0,230.0,0.0,,False,-2054.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2024,mixed,255,True,20610.0,2.550513254720426,3.0659890181592693,1.5999650675360968,103.05,-4440.5,200,200,0.7843137254901961,-750.0,4,3.0,85.0,0.0,99.0,True,10.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2025,oos,253,True,1022.0,0.17706136936305772,0.14893758621464256,1.0365026073290948,6.6797385620915035,-6370.0,153,153,0.6047430830039525,-744.0,7,8.0,167.0,0.0,31.0,True,1444.5
deleveraging_drawdown_3pct_5pct,deleveraging,year,2026,oos,55,False,-96.0,-0.326200529599254,-0.1388752962271072,0.8951392681594756,-8.727272727272727,-450.5,11,11,0.2,-252.5,1,11.0,24.0,0.0,,False,1680.5
cooldown_after_large_loss_1r,cooldown,year,2019,is,168,False,455.5,0.23469109670965566,0.09141507150888675,1.1230582196406862,26.794117647058822,-1376.5,17,17,0.10119047619047619,-750.0,2,79.5,90.0,0.0,,False,1285.0
cooldown_after_large_loss_1r,cooldown,year,2020,is,255,True,-2270.0,-0.24411472524985653,-0.23735291775234532,0.955891925502045,-14.276729559748428,-5962.0,159,159,0.6235294117647059,-749.0,6,22.0,111.0,0.0,143.0,False,-1908.5
cooldown_after_large_loss_1r,cooldown,year,2021,is,254,True,14077.0,1.5638670677119615,1.5665105047526533,1.312163210999002,74.48148148148148,-5345.0,189,189,0.7440944881889764,-750.0,4,12.0,64.0,0.0,16.0,True,1606.5
cooldown_after_large_loss_1r,cooldown,year,2022,is,254,True,2067.0,0.24648426486129585,0.23150844768785867,1.043819295753747,11.295081967213115,-6042.5,183,183,0.7204724409448819,-750.0,8,32.0,112.0,0.0,13.0,True,804.0
cooldown_after_large_loss_1r,cooldown,year,2023,is,253,True,2463.5,0.2426936372503402,0.2572332568538825,1.0394620917231325,11.900966183574878,-8604.0,207,207,0.8181818181818182,-750.0,4,10.0,102.0,0.0,245.0,False,-5804.5
cooldown_after_large_loss_1r,cooldown,year,2024,mixed,255,True,28602.5,2.6686215634584816,3.1285236934167107,1.570976564059568,143.0125,-6716.5,200,200,0.7843137254901961,-750.0,4,3.0,74.0,0.0,84.0,False,-3628.0
cooldown_after_large_loss_1r,cooldown,year,2025,oos,253,True,2641.0,0.331506407762421,0.28029382782475065,1.0640529692104337,16.821656050955415,-9765.0,157,157,0.6205533596837944,-746.0,7,8.0,167.0,0.0,31.0,True,-1950.5
cooldown_after_large_loss_1r,cooldown,year,2026,oos,55,False,256.0,0.3231344740313483,0.14718169356621308,1.1132492811324928,18.285714285714285,-990.0,14,14,0.2545454545454545,-694.5,1,13.0,24.0,0.0,,False,1129.5
half_after_2_red_days,cooldown,year,2019,is,168,False,486.5,0.26284132475292277,0.10453015261372393,1.143320076594491,28.61764705882353,-1069.5,17,17,0.10119047619047619,-750.0,2,79.5,90.0,0.0,,False,1285.0
half_after_2_red_days,cooldown,year,2020,is,255,True,-5289.0,-0.6725620286610069,-0.6258998304437929,0.8772155865863426,-33.264150943396224,-7930.5,159,159,0.6235294117647059,-749.0,6,115.5,216.0,0.0,,False,-4349.5
half_after_2_red_days,cooldown,year,2021,is,254,True,10418.5,1.2830566251260607,1.2724540588608146,1.25872901559551,54.834210526315786,-4978.0,190,190,0.7480314960629921,-750.0,4,14.0,64.0,0.0,16.0,True,1279.5
half_after_2_red_days,cooldown,year,2022,is,254,True,1890.5,0.25299911579152007,0.23509857083113508,1.0468874007936508,10.561452513966481,-7101.0,179,179,0.7047244094488189,-744.0,8,4.0,112.0,0.0,13.0,True,1658.0
half_after_2_red_days,cooldown,year,2023,is,253,True,-284.0,-0.032027989098330704,-0.0339849721514785,0.9947121471661577,-1.3396226415094339,-7127.0,212,212,0.8379446640316206,-750.0,6,125.0,244.0,0.0,,False,-5026.0
half_after_2_red_days,cooldown,year,2024,mixed,255,True,21877.0,2.2173947545541233,2.5387660893971398,1.4692067645387181,108.3019801980198,-8075.0,202,202,0.792156862745098,-750.0,4,3.0,78.0,0.0,99.0,False,-5494.0
half_after_2_red_days,cooldown,year,2025,oos,253,True,1763.5,0.24714208753930134,0.20365119045077715,1.0492721633930318,11.526143790849673,-10242.5,153,153,0.6047430830039525,-746.0,7,8.0,171.0,0.0,58.0,True,-3509.0
half_after_2_red_days,cooldown,year,2026,oos,55,False,256.0,0.3231344740313483,0.14718169356621308,1.1132492811324928,18.285714285714285,-990.0,14,14,0.2545454545454545,-694.5,1,13.0,24.0,0.0,,False,1129.5
pause_after_3_red_days,cooldown,year,2019,is,168,False,-96.5,-0.05111227704699118,-0.01936674950737109,0.973929488045387,-6.03125,-1507.0,16,16,0.09523809523809523,-750.0,2,79.5,90.0,0.0,,False,1285.0
pause_after_3_red_days,cooldown,year,2020,is,255,True,-4981.5,-0.5659626675468757,-0.5204710819526663,0.8963084000291415,-34.355172413793106,-7618.5,145,145,0.5686274509803921,-749.0,3,115.5,216.0,0.0,,False,-3650.5
pause_after_3_red_days,cooldown,year,2021,is,254,True,15000.5,1.6821549192024552,1.6388942433201292,1.3475878209287238,83.33611111111111,-5044.5,180,180,0.7086614173228346,-750.0,3,12.0,64.0,0.0,16.0,True,1606.5
pause_after_3_red_days,cooldown,year,2022,is,254,True,2657.0,0.3260357652896782,0.29761426225283516,1.0602774532378998,15.358381502890174,-5318.5,173,173,0.6811023622047244,-750.0,3,23.0,112.0,0.0,13.0,True,1288.0
pause_after_3_red_days,cooldown,year,2023,is,253,True,195.0,0.01959152372294836,0.02049875269260855,1.003175197635699,0.9701492537313433,-10613.0,201,201,0.7944664031620553,-750.0,3,8.0,234.0,0.0,,False,-8475.0
pause_after_3_red_days,cooldown,year,2024,mixed,255,True,27201.5,2.5898873376161213,2.986837587104658,1.5644342999429373,142.41623036649216,-6096.0,191,191,0.7490196078431373,-750.0,3,3.0,71.0,0.0,81.0,False,-3347.5
pause_after_3_red_days,cooldown,year,2025,oos,253,True,1872.0,0.24121897445862112,0.1968899485639749,1.0473067738144877,12.64864864864865,-9081.5,148,148,0.5849802371541502,-746.0,3,10.5,124.0,0.0,31.0,True,-2287.0
pause_after_3_red_days,cooldown,year,2026,oos,55,False,256.0,0.3231344740313483,0.14718169356621308,1.1132492811324928,18.285714285714285,-990.0,14,14,0.2545454545454545,-694.5,1,13.0,24.0,0.0,,False,1129.5
