scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,9776.0,0.8915421848238143,0.40374647833119653,1.4074606647910806,32.80536912751678,-1913.5,298,298,0.13905739617358842,-249.0,2,47.5,227.0,0.0,826.0,True,1428.0
is,4620.5,0.6037000275741012,0.2702329718610144,1.2487684066008022,20.813063063063062,-1913.5,222,222,0.148,-249.0,2,84.0,224.0,0.0,826.0,True,1428.0
oos,5155.5,1.5588227415386855,0.7312321536287533,1.9513747923971212,67.83552631578948,-590.5,76,76,0.1181959564541213,-247.5,2,17.0,77.0,0.0,257.0,True,1970.5
