name,symbol,timeframe,oos_net_pnl,oos_profit_factor,oos_sharpe_ratio
orb_MNQ_5m,MNQ,5m,3972.5,1.076429505925812,0.4593331723317757
orb_MES_5m,MES,5m,-771.25,0.9732935116651518,-0.17089716426871923
orb_M2K_5m,M2K,5m,-1159.4999999995593,0.9309841968989269,-0.4485247708956701
orb_MGC_5m,MGC,5m,6260.500000000629,1.2611915390713317,0.9223942432378658
