session_date,daily_return,daily_pnl_usd
2021-12-02,0.0,0.0
2021-12-03,0.0,0.0
2021-12-06,-8.192771423197535e-05,-4.096385711598767
2021-12-07,0.0,0.0
2021-12-08,0.0,0.0
2021-12-09,0.0,0.0
2021-12-15,0.0,0.0
2021-12-16,0.0,0.0
2021-12-17,0.0,0.0
2021-12-22,0.0,0.0
2021-12-23,0.0003214087250639936,16.07043625319968
2021-12-27,0.0,0.0
2021-12-28,0.0,0.0
2021-12-30,0.0008381835379119638,41.90917689559819
2021-12-31,-0.0008759963290958687,-43.79981645479344
2022-01-03,-1.8906395591952423e-05,-0.9453197795976211
2022-01-04,0.0003718257799760005,18.591288998800025
2022-01-05,0.0010335496256958828,51.67748128479414
2022-01-06,-1.8906395591981083e-05,-0.9453197795990541
2022-01-07,-0.0007877664829998996,-39.38832414999498
2022-01-10,0.0002583874064239994,12.919370321199969
2022-01-11,0.000976830438919911,48.84152194599555
2022-01-12,0.00028359593388000283,14.17979669400014
2022-01-13,-0.0006491195819919237,-32.455979099596185
2022-01-14,0.00020797035151199253,10.398517575599627
2022-01-17,-0.00029620019760796156,-14.810009880398077
2022-01-18,-0.0010020389663758858,-50.10194831879429
2022-01-19,0.0015440223066798594,77.20111533399297
2022-01-20,-0.0008507878016398939,-42.539390081994696
2022-01-21,0.00076886008740789,38.4430043703945
2022-01-24,-0.0012037071860238559,-60.18535930119279
2022-01-25,-0.0008381835379119065,-41.90917689559532
2022-01-26,-0.0009768304389198824,-48.84152194599412
2022-01-27,0.00028359593388000283,14.17979669400014
2022-01-28,-0.0011406858673838616,-57.03429336919308
2022-01-31,-0.0004852641535279444,-24.26320767639722
2022-02-01,0.0,0.0
2022-02-02,0.0,0.0
2022-02-03,0.0,0.0
2022-02-07,0.0,0.0
2022-02-09,0.0,0.0
2022-02-10,0.0,0.0
2022-02-11,0.0,0.0
2022-02-14,0.0,0.0
2022-02-17,0.0,0.0
2022-02-22,0.0,0.0
2022-02-23,-0.0002583874064239707,-12.919370321198535
2022-02-25,-0.0006743281094479271,-33.71640547239636
2022-02-28,0.0016952734714158228,84.76367357079114
2022-03-01,0.0018843374273358054,94.21687136679027
2022-03-02,-0.0012667285046638502,-63.33642523319251
2022-03-03,-0.0008129750104559031,-40.648750522795154
2022-03-04,-0.0017078777351438102,-85.39388675719051
2022-03-07,0.000875996329095926,43.7998164547963
2022-03-08,0.0010902688124719122,54.513440623595606
2022-03-09,-0.0017204819988718262,-86.02409994359131
2022-03-10,-0.00034661725251996844,-17.33086262599842
2022-03-11,0.00040963857115999136,20.481928557999566
2022-03-14,0.0,0.0
2022-03-15,-0.0013423540870318605,-67.11770435159302
2022-03-16,0.0016952734714158228,84.76367357079114
2022-03-17,-0.0010398517575598766,-51.992587877993834
2022-03-18,-0.0015188137792238273,-75.94068896119137
2022-03-21,-5.67191867759719e-05,-2.8359593387985953
2022-03-22,-0.0008381835379119065,-41.90917689559532
2022-03-23,-0.0009264133840078756,-46.32066920039378
2022-03-24,0.0002583874064239994,12.919370321199969
2022-03-25,0.00020797035151199253,10.398517575599627
2022-03-28,-0.0011658943948398364,-58.29471974199182
2022-03-29,0.0011154773399279156,55.77386699639578
2022-03-30,0.00014494903287199827,7.247451643599914
2022-03-31,0.0,0.0
2022-04-01,0.0,0.0
2022-04-04,0.0,0.0
2022-04-05,0.0,0.0
2022-04-06,0.0,0.0
2022-04-07,0.0,0.0
2022-04-11,-0.00017015756032797303,-8.507878016398651
2022-04-12,0.0,0.0
2022-04-14,0.0,0.0
2022-04-19,0.0,0.0
2022-04-21,0.0,0.0
2022-04-22,0.0,0.0
2022-04-25,0.0,0.0
2022-04-26,0.0,0.0
2022-04-27,-5.67191867759719e-05,-2.8359593387985953
2022-04-28,-0.0011280816036558744,-56.40408018279372
2022-04-29,-0.0014683967243118204,-73.41983621559102
2022-05-02,-0.00017015756032797303,-8.507878016398651
2022-05-03,-0.0009264133840078756,-46.32066920039378
2022-05-04,0.0012037071860239133,60.18535930119567
2022-05-05,0.0023191845259517715,115.95922629758857
2022-05-06,-0.0006995366369039306,-34.97683184519653
2022-05-09,0.0006239110545359776,31.19555272679888
