session_date,daily_return,daily_pnl_usd
2021-12-02,0.0,0.0
2021-12-03,0.0,0.0
2021-12-06,-6.499999999998636e-05,-3.249999999999318
2021-12-07,0.0,0.0
2021-12-08,0.0,0.0
2021-12-09,0.0,0.0
2021-12-15,0.0,0.0
2021-12-16,0.0,0.0
2021-12-17,0.0,0.0
2021-12-22,0.0,0.0
2021-12-23,0.0002550000000000182,12.75000000000091
2021-12-27,0.0,0.0
2021-12-28,0.0,0.0
2021-12-30,0.0006650000000000319,33.25000000000159
2021-12-31,-0.0006949999999999591,-34.749999999997954
2022-01-03,-1.499999999996362e-05,-0.749999999998181
2022-01-04,0.0002950000000000273,14.750000000001364
2022-01-05,0.0008199999999999818,40.99999999999909
2022-01-06,-1.4999999999986358e-05,-0.7499999999993179
2022-01-07,-0.0006249999999999772,-31.249999999998863
2022-01-10,0.00020500000000001818,10.25000000000091
2022-01-11,0.000775,38.75
2022-01-12,0.00022500000000002273,11.250000000001137
2022-01-13,-0.0005149999999999864,-25.749999999999318
2022-01-14,0.0001650000000000091,8.250000000000455
2022-01-17,-0.0002349999999999909,-11.749999999999545
2022-01-18,-0.0007949999999999818,-39.74999999999909
2022-01-19,0.001225,61.25
2022-01-20,-0.0006749999999999773,-33.74999999999886
2022-01-21,0.0006099999999999682,30.499999999998412
2022-01-24,-0.0009549999999999727,-47.749999999998636
2022-01-25,-0.0006649999999999863,-33.24999999999932
2022-01-26,-0.0007749999999999773,-38.74999999999886
2022-01-27,0.00022500000000002273,11.250000000001137
2022-01-28,-0.0009049999999999727,-45.249999999998636
2022-01-31,-0.0003849999999999909,-19.249999999999545
2022-02-01,0.0,0.0
2022-02-02,0.0,0.0
2022-02-03,0.0,0.0
2022-02-07,0.0,0.0
2022-02-09,0.0,0.0
2022-02-10,0.0,0.0
2022-02-11,0.0,0.0
2022-02-14,0.0,0.0
2022-02-17,0.0,0.0
2022-02-22,0.0,0.0
2022-02-23,-0.00020499999999999544,-10.249999999999773
2022-02-25,-0.0005349999999999909,-26.749999999999545
2022-02-28,0.0013449999999999818,67.24999999999909
2022-03-01,0.0014949999999999818,74.74999999999909
2022-03-02,-0.0010049999999999727,-50.249999999998636
2022-03-03,-0.0006449999999999819,-32.24999999999909
2022-03-04,-0.0013549999999999728,-67.74999999999864
2022-03-07,0.0006950000000000045,34.75000000000023
2022-03-08,0.0008650000000000091,43.250000000000455
2022-03-09,-0.0013649999999999864,-68.24999999999932
2022-03-10,-0.000275,-13.75
2022-03-11,0.00032500000000002275,16.250000000001137
2022-03-14,0.0,0.0
2022-03-15,-0.0010649999999999863,-53.24999999999932
2022-03-16,0.0013449999999999818,67.24999999999909
2022-03-17,-0.0008249999999999772,-41.24999999999886
2022-03-18,-0.0012049999999999728,-60.24999999999864
2022-03-21,-4.499999999998181e-05,-2.2499999999990905
2022-03-22,-0.0006649999999999863,-33.24999999999932
2022-03-23,-0.0007349999999999682,-36.74999999999841
2022-03-24,0.00020500000000001818,10.25000000000091
2022-03-25,0.0001650000000000091,8.250000000000455
2022-03-28,-0.0009249999999999545,-46.249999999997726
2022-03-29,0.0008850000000000136,44.25000000000068
2022-03-30,0.0001150000000000091,5.750000000000455
2022-03-31,0.0,0.0
2022-04-01,0.0,0.0
2022-04-04,0.0,0.0
2022-04-05,0.0,0.0
2022-04-06,0.0,0.0
2022-04-07,0.0,0.0
2022-04-11,-0.0001349999999999909,-6.749999999999544
2022-04-12,0.0,0.0
2022-04-14,0.0,0.0
2022-04-19,0.0,0.0
2022-04-21,0.0,0.0
2022-04-22,0.0,0.0
2022-04-25,0.0,0.0
2022-04-26,0.0,0.0
2022-04-27,-4.499999999998181e-05,-2.2499999999990905
2022-04-28,-0.0008949999999999819,-44.74999999999909
2022-04-29,-0.0011649999999999636,-58.24999999999818
2022-05-02,-0.0001349999999999909,-6.749999999999544
2022-05-03,-0.0007349999999999682,-36.74999999999841
2022-05-04,0.0009550000000000182,47.75000000000091
2022-05-05,0.0018399999999999864,91.99999999999932
2022-05-06,-0.0005549999999999955,-27.749999999999776
2022-05-09,0.0004950000000000273,24.750000000001364
2022-05-10,0.001509999999999991,75.49999999999955
2022-05-11,0.0,0.0
