campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,net_pnl_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor,expectancy_usd,nb_trades,win_rate,avg_win_usd,avg_loss_usd,max_drawdown_pct,max_drawdown_usd,annualized_vol_pct,exposure_time_in_market_pct,worst_trade_loss_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd,signal_attempt_count,entered_trade_count,skip_too_small_count,forced_one_contract_count,avg_contracts_entered,max_contracts_used,avg_contracts_raw,cap_hit_count,cap_hit_rate,avg_contracts,median_contracts,pct_trades_at_1_contract,pct_trades_at_2_contracts,pct_trades_at_3_plus_contracts,nb_skipped_trades,pct_skipped_trades,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,days_to_3000_usd_if_reached,prop_score,net_pnl_delta_vs_baseline_usd,cagr_delta_vs_baseline_pct,sharpe_delta_vs_baseline,max_drawdown_delta_vs_baseline_usd
fixed_1_contract,baseline,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,fixed_contracts,1.0,,,,50000.0,1388.59375,2.7771875,1.332259175343431,1.3762932103894652,1.1385382659646126,2.212745633187773,21.36298076923077,65,0.36923076923076925,105.56640625,-27.926829268292682,0.7411874999999963,370.5937499999982,0.9685799435301814,2.904564315352697,103.75,0,0,-103.75,370.59375,0,0,False,,370.59375,20.0,65,65,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0,0,0,0,0,,-3.4660214104982687,0.0,0.0,0.0,0.0
risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,2.0,True,50000.0,2245.921874999999,4.491843749999998,2.145530922805783,1.3872803029003495,1.5644107479265732,2.475153940886699,36.81839139344261,61,0.36065573770491804,171.29190340909088,-39.03846153846154,0.6873749999999927,343.68749999999636,1.554181224581889,2.6556016597510372,80.0,0,0,-80.0,343.6875,0,0,False,,343.6875,40.0,65,61,4,0,1.7704918032786885,2,6.781477297841364,47,0.7230769230769231,1.7704918032786885,2.0,22.950819672131146,77.04918032786885,0.0,4,6.153846153846154,0,0,0,0,0,0,,-1.8775653412989461,857.3281249999991,0.8132717474623519,0.010987092510884366,-26.90625000000182
risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,3.0,True,50000.0,3047.65625,6.0953124999999995,2.899847180292192,1.3677161009549101,1.7426870975126407,2.562900641025641,49.96157786885246,61,0.36065573770491804,227.1661931818182,-50.0,0.7474999999999999,373.75,2.139150075046499,2.6556016597510372,90.0,0,0,-90.0,373.75,0,0,True,363.0,373.75,60.0,65,61,4,0,2.4098360655737703,3,6.843110979331984,39,0.6,2.4098360655737703,3.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,363.0,4.837314969531397,1659.0625,1.5675880049487612,-0.00857710943455503,3.156250000001819
risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,4.0,True,50000.0,3830.640625000001,7.661281250000002,3.6308559373239513,1.3483096953723752,1.9093789579272729,2.668215841045183,62.79738729508198,61,0.36065573770491804,278.49502840909093,-58.87820512820513,0.7474999999999999,373.75,2.7274260599189533,2.6556016597510372,90.0,0,0,-90.0,373.75,0,0,True,191.0,373.75,80.0,65,61,4,0,2.9836065573770494,4,6.89887232377299,35,0.5384615384615384,2.9836065573770494,4.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,191.0,5.823074919450461,2442.046875000001,2.2985967619805203,-0.027983515017089955,3.156250000001819
risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,5.0,True,50000.0,4514.21875,9.0284375,4.264576268227627,1.313402989352476,1.9832770688280437,2.718883864826273,74.00358606557377,61,0.36065573770491804,324.5667613636364,-67.33974358974359,0.7474999999999999,373.75,3.2995585019465694,2.6556016597510372,95.0,0,0,-95.0,373.75,0,0,True,191.0,373.75,80.0,65,61,4,0,3.5245901639344264,5,6.954156718721014,32,0.49230769230769234,3.5245901639344264,5.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,191.0,6.57979230139076,3125.625,2.9323170928841957,-0.06289022103698927,3.156250000001819
risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,6.0,True,50000.0,4964.046874999999,9.928093749999999,4.679357183839827,1.2495961415613956,1.9867970624649673,2.672804338668913,80.06527217741935,62,0.3548387096774194,360.52485795454544,-74.1875,0.7975,398.75,3.8136201301369494,2.6832641770401104,100.0,0,0,-100.0,398.75,0,0,True,141.0,398.75,80.0,65,62,3,0,3.9193548387096775,6,6.893366242033112,26,0.4,3.9193548387096775,5.0,24.193548387096776,12.903225806451612,62.903225806451616,3,4.615384615384616,0,0,0,0,0,0,141.0,6.775642591350852,3575.453124999999,3.3470980084963964,-0.12669706882806953,28.15625000000182
risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,2.0,True,50000.0,2376.046875000002,4.752093750000004,2.2683644348695964,1.4061366513727096,1.4676587003190165,2.3500266335227282,37.12573242187503,64,0.359375,179.82812500000009,-42.926829268292686,0.7923749999999927,396.18749999999636,1.6221787532337069,2.793914246196404,103.75,0,0,-103.75,396.1875,0,0,False,,396.1875,40.0,65,64,1,0,1.8125,2,8.687110609245783,52,0.8,1.8125,2.0,18.75,81.25,0.0,1,1.5384615384615385,0,0,0,0,0,0,,-2.226246295881863,987.4531250000018,0.9361052595261654,0.02984344098324443,25.59374999999818
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,3.0,True,50000.0,3524.859375000001,7.049718750000002,3.3460311819135224,1.4436906482612164,1.7644481226193849,2.541764625478404,55.075927734375014,64,0.359375,252.65692934782612,-55.76219512195122,0.8099999999999999,405.0,2.3438989537513,2.793914246196404,108.75,0,0,-108.75,405.0,0,0,True,363.0,405.0,60.0,65,64,1,0,2.515625,3,8.795023559725422,45,0.6923076923076923,2.515625,3.0,18.75,10.9375,70.3125,1,1.5384615384615385,0,0,0,0,0,0,363.0,5.31088444478365,2136.265625000001,2.0137720065700915,0.06739743787175123,34.40625000000182
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,4.0,True,50000.0,4326.593750000002,8.653187500000003,4.091046928272912,1.4232584248665194,1.877533505109508,2.5943228926761868,67.60302734375003,64,0.359375,306.1019021739131,-66.1890243902439,0.9249999999999999,462.5,2.9183245483964315,2.793914246196404,120.0,0,0,-120.0,462.5,0,0,True,191.0,462.5,80.0,65,64,1,0,3.125,4,8.874165108601105,39,0.6,3.125,4.0,18.75,10.9375,70.3125,1,1.5384615384615385,0,0,0,0,0,0,191.0,5.832316941266227,2938.000000000002,2.7587877529294813,0.04696521447705426,91.90625000000182
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,5.0,True,50000.0,5045.828125000003,10.091656250000005,4.754577926412229,1.3855544218310378,1.9306238104834625,2.615311124449781,78.84106445312504,64,0.359375,355.1990489130436,-76.1890243902439,0.9249999999999999,462.5,3.4960698213488914,2.793914246196404,120.0,0,0,-120.0,462.5,0,0,True,141.0,462.5,100.0,65,64,1,0,3.703125,5,8.942366073173977,36,0.5538461538461539,3.703125,5.0,18.75,9.375,71.875,1,1.5384615384615385,0,0,0,0,0,0,141.0,6.67818409882645,3657.2343750000027,3.422318751068798,0.009261211441572659,91.90625000000182
