order_index,campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,full_net_pnl_usd,full_return_pct,full_cagr_pct,full_sharpe,full_sortino,full_profit_factor,full_expectancy_usd,full_nb_trades,full_win_rate,full_avg_win_usd,full_avg_loss_usd,full_max_drawdown_pct,full_max_drawdown_usd,full_annualized_vol_pct,full_exposure_time_in_market_pct,full_worst_trade_loss_usd,full_trades_loss_gt_250_usd,full_trades_loss_gt_500_usd,full_worst_day_pnl_usd,full_max_daily_drawdown_usd,full_days_below_minus_500_usd,full_days_below_minus_1000_usd,full_pass_target_3000_usd_without_breaching_2000_dd,full_days_to_target_3000_usd,full_max_trailing_drawdown_observed_usd,full_max_static_drawdown_observed_usd,full_signal_attempt_count,full_entered_trade_count,full_skip_too_small_count,full_forced_one_contract_count,full_avg_contracts_entered,full_max_contracts_used,full_avg_contracts_raw,full_cap_hit_count,full_cap_hit_rate,full_avg_contracts,full_median_contracts,full_pct_trades_at_1_contract,full_pct_trades_at_2_contracts,full_pct_trades_at_3_plus_contracts,full_nb_skipped_trades,full_pct_skipped_trades,full_nb_days_below_minus_250,full_nb_days_below_minus_500,full_nb_days_below_minus_1000,full_nb_trades_below_minus_150,full_nb_trades_below_minus_250,full_nb_trades_below_minus_500,full_days_to_3000_usd_if_reached,oos_net_pnl_usd,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy_usd,oos_nb_trades,oos_win_rate,oos_avg_win_usd,oos_avg_loss_usd,oos_max_drawdown_pct,oos_max_drawdown_usd,oos_annualized_vol_pct,oos_exposure_time_in_market_pct,oos_worst_trade_loss_usd,oos_trades_loss_gt_250_usd,oos_trades_loss_gt_500_usd,oos_worst_day_pnl_usd,oos_max_daily_drawdown_usd,oos_days_below_minus_500_usd,oos_days_below_minus_1000_usd,oos_pass_target_3000_usd_without_breaching_2000_dd,oos_days_to_target_3000_usd,oos_max_trailing_drawdown_observed_usd,oos_max_static_drawdown_observed_usd,oos_signal_attempt_count,oos_entered_trade_count,oos_skip_too_small_count,oos_forced_one_contract_count,oos_avg_contracts_entered,oos_max_contracts_used,oos_avg_contracts_raw,oos_cap_hit_count,oos_cap_hit_rate,oos_avg_contracts,oos_median_contracts,oos_pct_trades_at_1_contract,oos_pct_trades_at_2_contracts,oos_pct_trades_at_3_plus_contracts,oos_nb_skipped_trades,oos_pct_skipped_trades,oos_nb_days_below_minus_250,oos_nb_days_below_minus_500,oos_nb_days_below_minus_1000,oos_nb_trades_below_minus_150,oos_nb_trades_below_minus_250,oos_nb_trades_below_minus_500,oos_days_to_3000_usd_if_reached,full_prop_score,full_net_pnl_delta_vs_baseline_usd,full_cagr_delta_vs_baseline_pct,full_sharpe_delta_vs_baseline,full_max_drawdown_delta_vs_baseline_usd,oos_prop_score,oos_net_pnl_delta_vs_baseline_usd,oos_cagr_delta_vs_baseline_pct,oos_sharpe_delta_vs_baseline,oos_max_drawdown_delta_vs_baseline_usd,recommended_cluster_id,is_recommended_cluster
0,fixed_1_contract,baseline,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,fixed_contracts,1.0,,,,50000.0,1696.6406249999932,3.393281249999986,0.48677125490799167,0.6910254574085347,0.41725340084705065,1.4820001775568161,8.976934523809488,189,0.3492063492063492,79.04000946969686,-28.617886178861788,0.9644062500000019,482.2031250000009,0.7083264283735956,2.6007478188616537,127.5,0,0,-127.5,482.203125,0,0,False,,482.203125,266.125,191,189,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,2,1.0471204188481675,0,0,0,0,0,0,,1388.59375,2.7771875,1.332259175343431,1.3762932103894652,1.1385382659646126,2.212745633187773,21.36298076923077,65,0.36923076923076925,105.56640625,-27.926829268292682,0.7411874999999963,370.5937499999982,0.9685799435301814,2.904564315352697,103.75,0,0,-103.75,370.59375,0,0,False,,370.59375,20.0,65,65,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0,0,0,0,0,,-6.074056440274408,0.0,0.0,0.0,0.0,-3.4660214104982687,0.0,0.0,0.0,0.0,1,False
1,risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,2.0,True,50000.0,3148.7656249999873,6.297531249999974,0.892665978249152,0.7909383248614075,0.6195560745347733,1.640481184846171,17.49314236111104,180,0.3388888888888889,132.21337090163914,-41.313025210084035,1.6637499999999998,831.875,1.1485114978079312,2.4428749480681344,80.0,0,0,-80.0,831.875,0,0,True,1585.0,831.875,420.375,191,180,9,0,1.7722222222222221,2,6.8063265378598565,139,0.7277486910994765,1.7722222222222221,2.0,22.77777777777778,77.22222222222223,0.0,11,5.7591623036649215,0,0,0,0,0,0,1585.0,2245.921874999999,4.491843749999998,2.145530922805783,1.3872803029003495,1.5644107479265732,2.475153940886699,36.81839139344261,61,0.36065573770491804,171.29190340909088,-39.03846153846154,0.6873749999999927,343.68749999999636,1.554181224581889,2.6556016597510372,80.0,0,0,-80.0,343.6875,0,0,False,,343.6875,40.0,65,61,4,0,1.7704918032786885,2,6.781477297841364,47,0.7230769230769231,1.7704918032786885,2.0,22.950819672131146,77.04918032786885,0.0,4,6.153846153846154,0,0,0,0,0,0,,0.3639816412508716,1452.124999999994,0.4058947233411603,0.09991286745287276,349.6718749999991,-1.8775653412989461,857.3281249999991,0.8132717474623519,0.010987092510884366,-26.90625000000182,1,False
2,risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,3.0,True,50000.0,4694.703124999987,9.389406249999976,1.3144986825089466,0.8614596400308882,0.759204610769563,1.7492045681228785,25.93758632596678,181,0.3370165745856354,179.68775614754077,-52.21875,1.80125,900.625,1.5722110001789251,2.451184046530951,90.0,0,0,-105.0,900.625,0,0,True,1363.0,900.625,250.48437500000728,191,181,8,0,2.414364640883978,3,6.863192352331896,115,0.6020942408376964,2.414364640883978,3.0,22.099447513812155,14.3646408839779,63.53591160220995,10,5.2356020942408374,0,0,0,0,0,0,1363.0,3047.65625,6.0953124999999995,2.899847180292192,1.3677161009549101,1.7426870975126407,2.562900641025641,49.96157786885246,61,0.36065573770491804,227.1661931818182,-50.0,0.7474999999999999,373.75,2.139150075046499,2.6556016597510372,90.0,0,0,-90.0,373.75,0,0,True,363.0,373.75,60.0,65,61,4,0,2.4098360655737703,3,6.843110979331984,39,0.6,2.4098360655737703,3.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,363.0,2.089920586759314,2998.062499999994,0.827727427600955,0.17043418262235344,418.4218749999991,4.837314969531397,1659.0625,1.5675880049487612,-0.00857710943455503,3.156250000001819,1,False
3,risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,4.0,True,50000.0,5626.187499999985,11.252374999999972,1.563774391320405,0.8479756189040588,0.8018420941948919,1.7709746488523448,30.913118131868053,182,0.33516483516483514,211.86372950819649,-60.3099173553719,2.05625,1028.125,1.914116942700712,2.4594931449937683,95.0,0,0,-111.25,1028.125,0,0,True,1363.0,1028.125,156.81250000000728,191,182,7,0,2.9175824175824174,4,6.871725709496706,92,0.4816753926701571,2.9175824175824174,4.0,22.52747252747253,13.736263736263737,63.73626373626373,9,4.712041884816754,0,0,0,0,0,0,1363.0,3830.640625000001,7.661281250000002,3.6308559373239513,1.3483096953723752,1.9093789579272729,2.668215841045183,62.79738729508198,61,0.36065573770491804,278.49502840909093,-58.87820512820513,0.7474999999999999,373.75,2.7274260599189533,2.6556016597510372,90.0,0,0,-90.0,373.75,0,0,True,191.0,373.75,80.0,65,61,4,0,2.9836065573770494,4,6.89887232377299,35,0.5384615384615384,2.9836065573770494,4.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,191.0,2.4126976900454897,3929.5468749999923,1.0770031364124133,0.1569501614955241,545.9218749999991,5.823074919450461,2442.046875000001,2.2985967619805203,-0.027983515017089955,3.156250000001819,1,False
4,risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,5.0,True,50000.0,6320.687499999984,12.641374999999968,1.747319708895434,0.8248940841657709,0.8217671735978862,1.7838397147729015,34.729052197802105,182,0.33516483516483514,235.81045081967187,-66.64256198347107,2.22375,1111.875,2.2105674019573582,2.4594931449937683,100.0,0,0,-117.5,1111.875,0,0,True,1310.0,1111.875,242.37500000000728,191,182,7,0,3.340659340659341,5,6.8891224207265545,77,0.4031413612565445,3.340659340659341,4.0,22.52747252747253,13.736263736263737,63.73626373626373,9,4.712041884816754,0,0,0,0,0,0,1310.0,4514.21875,9.0284375,4.264576268227627,1.313402989352476,1.9832770688280437,2.718883864826273,74.00358606557377,61,0.36065573770491804,324.5667613636364,-67.33974358974359,0.7474999999999999,373.75,3.2995585019465694,2.6556016597510372,95.0,0,0,-95.0,373.75,0,0,True,191.0,373.75,80.0,65,61,4,0,3.5245901639344264,5,6.954156718721014,32,0.49230769230769234,3.5245901639344264,5.0,22.950819672131146,13.114754098360656,63.934426229508205,4,6.153846153846154,0,0,0,0,0,0,191.0,2.247494752497314,4624.046874999991,1.2605484539874423,0.1338686267572362,629.6718749999991,6.57979230139076,3125.625,2.9323170928841957,-0.06289022103698927,3.156250000001819,1,False
5,risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.0015,6.0,True,50000.0,6766.42187499998,13.532843749999959,1.864103849657761,0.7902293831425912,0.8226248054672471,1.7822453034682058,37.17814217032956,182,0.33516483516483514,252.72822745901607,-71.48760330578513,2.32125,1160.625,2.4702649097819096,2.4594931449937683,105.0,0,0,-123.75,1160.625,0,0,True,1350.0,1160.625,308.5625000000073,191,182,7,0,3.681318681318681,6,6.89703155014127,62,0.32460732984293195,3.681318681318681,4.0,22.52747252747253,13.736263736263737,63.73626373626373,9,4.712041884816754,0,0,0,0,0,0,1350.0,4964.046874999999,9.928093749999999,4.679357183839827,1.2495961415613956,1.9867970624649673,2.672804338668913,80.06527217741935,62,0.3548387096774194,360.52485795454544,-74.1875,0.7975,398.75,3.8136201301369494,2.6832641770401104,100.0,0,0,-100.0,398.75,0,0,True,141.0,398.75,80.0,65,62,3,0,3.9193548387096775,6,6.893366242033112,26,0.4,3.9193548387096775,5.0,24.193548387096776,12.903225806451612,62.903225806451616,3,4.615384615384616,0,0,0,0,0,0,141.0,1.7766256494277755,5069.781249999987,1.3773325947497694,0.09920392573405645,678.4218749999991,6.775642591350852,3575.453124999999,3.3470980084963964,-0.12669706882806953,28.15625000000182,1,True
6,risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,2.0,True,50000.0,3300.0781249999886,6.600156249999978,0.9344134407651472,0.7853249886286894,0.5655727750936325,1.584472548151426,17.742355510752628,186,0.34408602150537637,139.78637695312483,-46.28073770491803,1.5283437499999992,764.1718749999995,1.2123065067004366,2.542584129621936,105.0,0,0,-105.0,764.171875,0,0,True,1413.0,764.171875,442.671875,191,186,3,0,1.8602150537634408,2,8.81661303115514,160,0.837696335078534,1.8602150537634408,2.0,13.978494623655912,86.02150537634408,0.0,5,2.6178010471204187,0,0,0,0,0,0,1413.0,2376.046875000002,4.752093750000004,2.2683644348695964,1.4061366513727096,1.4676587003190165,2.3500266335227282,37.12573242187503,64,0.359375,179.82812500000009,-42.926829268292686,0.7923749999999927,396.18749999999636,1.6221787532337069,2.793914246196404,103.75,0,0,-103.75,396.1875,0,0,False,,396.1875,40.0,65,64,1,0,1.8125,2,8.687110609245783,52,0.8,1.8125,2.0,18.75,81.25,0.0,1,1.5384615384615385,0,0,0,0,0,0,,0.7389619450527218,1603.4374999999955,0.44764218585715554,0.09429953122015466,281.96874999999864,-2.226246295881863,987.4531250000018,0.9361052595261654,0.02984344098324443,25.59374999999818,1,False
7,risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,3.0,True,50000.0,5025.390624999984,10.050781249999966,1.403406819407027,0.8386722503106222,0.6831597748505939,1.6791068412162142,27.01822916666658,186,0.34408602150537637,194.14672851562477,-60.65573770491803,1.9070937499999991,953.5468749999995,1.728682291844465,2.542584129621936,120.0,0,0,-120.0,953.546875,0,0,True,1363.0,953.546875,381.2968750000073,191,186,3,0,2.586021505376344,3,8.931011209855532,133,0.6963350785340314,2.586021505376344,3.0,12.903225806451612,15.591397849462366,71.50537634408603,5,2.6178010471204187,0,0,0,0,0,0,1363.0,3524.859375000001,7.049718750000002,3.3460311819135224,1.4436906482612164,1.7644481226193849,2.541764625478404,55.075927734375014,64,0.359375,252.65692934782612,-55.76219512195122,0.8099999999999999,405.0,2.3438989537513,2.793914246196404,108.75,0,0,-108.75,405.0,0,0,True,363.0,405.0,60.0,65,64,1,0,2.515625,3,8.795023559725422,45,0.6923076923076923,2.515625,3.0,18.75,10.9375,70.3125,1,1.5384615384615385,0,0,0,0,0,0,363.0,1.81848289676518,3328.7499999999905,0.9166355644990354,0.1476467929020875,471.34374999999864,5.31088444478365,2136.265625000001,2.0137720065700915,0.06739743787175123,34.40625000000182,1,False
8,risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,4.0,True,50000.0,6603.671874999984,13.207343749999968,1.8215538328189451,0.8886417748935372,0.7797941358019912,1.7566510312231434,35.50361223118271,186,0.34408602150537637,239.54956054687474,-71.53688524590164,2.153343749999999,1076.6718749999995,2.14385985410281,2.542584129621936,125.0,0,0,-140.0,1076.671875,0,0,True,1255.0,1076.671875,265.7812500000073,191,186,3,0,3.2311827956989245,4,9.051420611286265,117,0.612565445026178,3.2311827956989245,4.0,11.827956989247312,16.129032258064516,72.04301075268818,5,2.6178010471204187,0,0,0,0,0,0,1255.0,4326.593750000002,8.653187500000003,4.091046928272912,1.4232584248665194,1.877533505109508,2.5943228926761868,67.60302734375003,64,0.359375,306.1019021739131,-66.1890243902439,0.9249999999999999,462.5,2.9183245483964315,2.793914246196404,120.0,0,0,-120.0,462.5,0,0,True,191.0,462.5,80.0,65,64,1,0,3.125,4,8.874165108601105,39,0.6,3.125,4.0,18.75,10.9375,70.3125,1,1.5384615384615385,0,0,0,0,0,0,191.0,2.4175581371806114,4907.031249999991,1.3347825779109534,0.19761631748500252,594.4687499999986,5.832316941266227,2938.000000000002,2.7587877529294813,0.04696521447705426,91.90625000000182,1,False
9,risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_mixed_ts4_vq0p95_bf0p6_ra1p5,risk_percent,,0.002,5.0,True,50000.0,7750.781249999982,15.501562499999963,2.11925919445628,0.8981407076511486,0.8370723924377494,1.7984322688642784,41.67086693548377,186,0.34408602150537637,272.7856445312497,-79.56967213114754,2.5308437499999994,1265.4218749999995,2.489652482793697,2.542584129621936,125.0,0,0,-146.25,1265.421875,0,0,True,1233.0,1265.421875,233.35937500000728,191,186,3,0,3.747311827956989,5,9.117176791829191,95,0.4973821989528796,3.747311827956989,5.0,11.827956989247312,15.591397849462366,72.58064516129032,5,2.6178010471204187,0,0,0,0,0,0,1233.0,5045.828125000003,10.091656250000005,4.754577926412229,1.3855544218310378,1.9306238104834625,2.615311124449781,78.84106445312504,64,0.359375,355.1990489130436,-76.1890243902439,0.9249999999999999,462.5,3.4960698213488914,2.793914246196404,120.0,0,0,-120.0,462.5,0,0,True,141.0,462.5,100.0,65,64,1,0,3.703125,5,8.942366073173977,36,0.5538461538461539,3.703125,5.0,18.75,9.375,71.875,1,1.5384615384615385,0,0,0,0,0,0,141.0,1.2191799354534467,6054.140624999989,1.6324879395482883,0.2071152502426139,783.2187499999986,6.67818409882645,3657.2343750000027,3.422318751068798,0.009261211441572659,91.90625000000182,1,True
