session_date,daily_pnl_usd,rolling_sharpe,rolling_expectancy
2019-05-06,0.0,,
2019-05-07,0.0,,
2019-05-08,0.0,,
2019-05-09,0.0,,
2019-05-10,0.0,,
2019-05-13,0.0,,
2019-05-14,0.0,,
2019-05-15,0.0,,
2019-05-16,0.0,,
2019-05-17,0.0,,
2019-05-20,0.0,,
2019-05-21,0.0,,
2019-05-22,0.0,,
2019-05-23,-4.0,,
2019-05-24,0.0,,
2019-05-27,-15.535714285713766,,
2019-05-28,0.0,,
2019-05-29,0.0,,
2019-05-30,0.0,,
2019-05-31,0.0,-4.492356612566625,-0.9767857142856883
2019-06-03,0.0,-4.492356612566625,-0.9767857142856883
2019-06-04,0.0,-4.492356612566625,-0.9767857142856883
2019-06-05,-9.5,-5.897179154449029,-1.4517857142856883
2019-06-06,0.0,-5.897179154449029,-1.4517857142856883
2019-06-07,0.0,-5.897179154449029,-1.4517857142856883
2019-06-10,0.0,-5.897179154449029,-1.4517857142856883
2019-06-11,0.0,-5.897179154449029,-1.4517857142856883
2019-06-12,0.0,-5.897179154449029,-1.4517857142856883
2019-06-13,0.0,-5.897179154449029,-1.4517857142856883
2019-06-14,0.0,-5.897179154449029,-1.4517857142856883
2019-06-17,0.0,-5.897179154449029,-1.4517857142856883
2019-06-18,0.0,-5.897179154449029,-1.4517857142856883
2019-06-19,0.0,-5.897179154449029,-1.4517857142856883
2019-06-20,0.0,-5.128495284864313,-1.2517857142856883
2019-06-24,0.0,-5.128495284864313,-1.2517857142856883
2019-06-25,0.0,-3.6418618720013027,-0.475
2019-06-26,0.0,-3.6418618720013027,-0.475
2019-06-27,0.0,-3.6418618720013027,-0.475
2019-06-28,0.0,-3.6418618720013027,-0.475
2019-07-01,0.0,-3.6418618720013027,-0.475
2019-07-02,0.0,-3.6418618720013027,-0.475
2019-07-03,0.0,-3.6418618720013027,-0.475
2019-07-04,0.0,,0.0
2019-07-05,0.0,,0.0
2019-07-08,0.0,,0.0
2019-07-09,0.0,,0.0
2019-07-10,0.0,,0.0
2019-07-11,0.0,,0.0
2019-07-12,0.0,,0.0
2019-07-15,0.0,,0.0
2019-07-16,0.0,,0.0
2019-07-17,0.0,,0.0
2019-07-18,0.0,,0.0
2019-07-19,0.0,,0.0
2019-07-22,0.0,,0.0
2019-07-23,0.0,,0.0
2019-07-24,0.0,,0.0
2019-07-25,0.0,,0.0
2019-07-26,0.0,,0.0
2019-07-29,0.0,,0.0
2019-07-30,0.0,,0.0
2019-07-31,0.0,,0.0
2019-08-01,0.0,,0.0
2019-08-02,0.0,,0.0
2019-08-05,0.0,,0.0
2019-08-06,0.0,,0.0
