weekday,days,net_pnl_usd,avg_day_pnl_usd,green_day_pct
Monday,355,-40.276785714286234,-0.11345573440644009,0.02535211267605634
Tuesday,359,896.4375,2.497040389972145,0.019498607242339833
Wednesday,355,921.3571428571413,2.595372233400398,0.011267605633802818
Thursday,356,-179.05357142857247,-0.5029594703049789,0.016853932584269662
Friday,322,147.90178571428987,0.4593223158828878,0.015527950310559006
